ticker,YRCW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-1.8587
2000-01-05,1.5152
2000-01-06,2.9851
2000-01-07,-0.7246
2000-01-10,-1.3686
2000-01-11,-0.4625
2000-01-12,-1.1152
2000-01-13,1.8797000000000001
2000-01-14,-1.6604999999999999
2000-01-18,-1.6886
2000-01-19,-1.5267
2000-01-20,-0.3876
2000-01-21,0.0
2000-01-24,-2.7237
2000-01-25,-0.4
2000-01-26,2.8112
2000-01-27,2.3437
2000-01-28,0.0
2000-01-31,-6.8702
2000-02-01,9.8361
2000-02-02,0.7463
2000-02-03,3.3333
2000-02-04,-1.0753
2000-02-07,1.087
2000-02-08,3.5842
2000-02-09,-0.346
2000-02-10,-8.6806
2000-02-11,-3.4221
2000-02-14,7.0866
2000-02-15,-2.9412000000000003
2000-02-16,3.0303
2000-02-17,-1.8382
2000-02-18,-1.4981
2000-02-22,0.0
2000-02-23,1.5209000000000001
2000-02-24,0.0
2000-02-25,-0.3745
2000-02-28,0.0
2000-02-29,-3.7594
2000-03-01,-0.7813
2000-03-02,1.1811
2000-03-03,5.4475
2000-03-06,0.369
2000-03-07,-7.3529
2000-03-08,0.0
2000-03-09,1.9841
2000-03-10,-1.3618999999999999
2000-03-13,0.5917
2000-03-14,1.9607999999999999
2000-03-15,3.8462
2000-03-16,10.3704
2000-03-17,-1.6779
2000-03-20,-3.0717
2000-03-21,-0.3521
2000-03-22,1.4134
2000-03-23,3.4843
2000-03-24,-1.3468
2000-03-27,-3.7542999999999997
2000-03-28,0.0
2000-03-29,1.0638
2000-03-30,1.0526
2000-03-31,2.4306
2000-04-03,-8.4746
2000-04-04,4.0741
2000-04-05,-0.3559
2000-04-06,-1.4285999999999999
2000-04-07,5.7971
2000-04-10,1.3699
2000-04-11,7.7703
2000-04-12,8.4639
2000-04-13,-2.8902
2000-04-14,-1.7856999999999998
2000-04-17,-4.8485
2000-04-18,1.9108
2000-04-19,3.125
2000-04-20,-4.2424
2000-04-24,-0.6329
2000-04-25,0.0
2000-04-26,4.4586
2000-04-27,-4.5732
2000-04-28,-2.5559
2000-05-01,0.6557
2000-05-02,-0.9772
2000-05-03,-4.2763
2000-05-04,0.3436
2000-05-05,6.25
2000-05-08,-0.7252
2000-05-09,2.2727
2000-05-10,-4.7619
2000-05-11,1.3333
2000-05-12,-1.6447
2000-05-15,-1.0033
2000-05-16,-0.6757
2000-05-17,-5.4422
2000-05-18,1.0791
2000-05-19,0.0
