ticker,ELRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-29,20.0
2009-12-09,4.1667
2010-01-19,60.0
2010-01-20,12.5
2010-01-22,-11.1111
2010-01-25,157.5
2010-01-26,6.7961
2010-01-27,6.3636
2010-01-28,-6.8376
2010-01-29,-7.3394
2010-02-01,8.9109
2010-02-02,0.0
2010-02-09,0.0
2010-02-10,-4.5455
2010-02-11,-0.9524
2010-02-12,-8.6538
2010-02-16,0.0
2010-02-17,-15.7895
2010-02-19,-6.25
2010-02-23,20.0
2010-02-24,6.6667
2010-02-25,19.7917
2010-02-26,28.6957
2010-03-01,8.1081
2010-03-02,1.875
2010-03-03,1.227
2010-03-04,-3.0303
2010-03-05,3.125
2010-03-08,0.6061
2010-03-09,3.6145
2010-03-10,4.6512
2010-03-11,25.0
2010-03-12,28.8889
2010-03-15,3.4483
2010-03-16,-10.0
2010-03-17,11.4815
2010-03-18,-7.309
2010-03-19,-10.3943
2010-03-22,4.8
2010-03-23,9.542
2010-03-24,-4.1812
2010-03-25,1.8182
2010-03-26,-3.5714
2010-03-29,1.8519
2010-03-30,1.8182
2010-03-31,0.0
2010-04-01,0.3571
2010-04-05,-2.1352
2010-04-06,0.0
2010-04-07,4.7273
2010-04-08,0.0
2010-04-09,4.1667
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-16,1.6667
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,-1.6393
2010-04-22,-3.3333
2010-04-23,6.8966
2010-04-26,1.6129
2010-04-27,0.0
2010-04-28,11.1111
2010-04-29,7.1429
2010-04-30,0.0
2010-05-03,4.0
2010-05-04,-2.5641
2010-05-05,1.3158
2010-05-07,29.8701
2010-05-10,15.0
2010-05-11,-4.3478
2010-05-13,14.5455
2010-05-14,-2.3810000000000002
2010-05-17,4.878
2010-05-18,6.9767
2010-05-19,-10.1449
2010-05-20,12.9032
2010-05-21,0.0
2010-05-24,-4.2857
2010-05-25,1.4925
2010-05-26,10.2941
2010-05-27,6.6667
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,1.25
2010-06-04,3.7037
2010-06-07,-2.3810000000000002
2010-06-08,-2.439
2010-06-09,-8.75
2010-06-10,1.3699
2010-06-11,-5.4054
2010-06-14,0.0
2010-06-15,14.2857
2010-06-16,0.0
2010-06-17,-2.5
2010-06-21,3.8462
2010-06-23,-1.2346
2010-06-24,1.25
2010-06-25,-3.7037
2010-06-28,0.0
2010-06-29,0.0
