ticker,VISL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-07-25,20.0
2011-07-26,1.4493
2011-07-27,-6.7857
2011-08-09,-42.5287
2011-08-11,0.0
2011-08-22,100.0
2011-08-29,0.0
2011-08-30,50.0
2011-09-01,-35.5556
2011-09-06,-35.8621
2011-09-07,-3.2258
2011-09-08,11.1111
2011-09-09,1.0
2011-09-13,0.0
2011-09-15,-0.9901
2011-09-16,-5.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-26,0.0
2011-09-28,0.0
2011-09-29,1.0526
2011-10-03,2.0833
2011-10-06,-8.1633
2011-10-10,0.0
2011-10-11,-15.5556
2011-10-12,5.2632
2011-10-18,-6.25
2011-10-19,-9.3333
2011-10-21,13.2353
2011-10-25,-11.6883
2011-11-03,0.0
2011-11-09,25.0
2011-11-16,-11.7647
2011-11-22,-6.6667
2011-12-06,11.4286
2011-12-07,-6.4103
2011-12-08,-4.1096
2011-12-12,10.0
2011-12-13,-18.1818
2011-12-15,-1.5873
2011-12-21,12.9032
2011-12-22,0.0
2011-12-27,14.2857
2011-12-28,-12.5
2012-01-03,1.4285999999999999
2012-01-04,2.8169
2012-01-05,-24.2038
2012-01-06,44.5838
2012-01-09,-6.25
2012-01-10,0.0
2012-01-11,0.0
2012-01-13,0.0
2012-01-17,-6.6667
2012-01-19,7.1429
2012-01-23,-1.3333
2012-01-27,-5.4054
2012-01-31,28.5714
2012-02-03,-6.6667
2012-02-06,0.0
2012-02-07,-8.3333
2012-02-14,-2.5974
2012-02-15,0.0
2012-02-17,6.6667
2012-02-28,-3.75
2012-03-06,-18.2711
2012-03-07,35.068
2012-03-09,16.4706
2012-03-16,-34.3434
2012-03-19,0.7115
2012-03-20,1.4321
2012-03-27,12.9518
2012-03-28,6.6667
2012-03-29,5.0
2012-04-05,13.0952
2012-04-09,-5.2632
2012-04-13,-27.6667
2012-04-17,-0.9217
2012-04-24,31.7829
2012-04-30,-4.7059
2012-05-10,-1.2346
2012-05-15,0.0
2012-05-17,-16.25
2012-05-18,-2.9851
2012-05-23,-23.0769
2012-05-24,0.1
2012-05-25,-0.0999
2012-06-07,70.0
2012-06-08,-35.2941
2012-06-18,-8.6591
2012-06-21,9.48
2012-07-09,-12.7273
2012-07-30,25.0
2012-07-31,0.0
2012-08-01,-31.4167
2012-08-02,21.5067
2012-08-10,6.0
2012-08-21,-5.6604
2012-09-10,-51.4
2012-09-14,105.7613
2012-10-08,-36.0
2012-10-09,71.875
2012-10-10,0.0
