ticker,FOR US Equity
2008-05-07,-1.499
2008-05-08,-1.2415
2008-05-09,-2.0681
2008-05-12,4.3478
2008-05-13,1.6667
2008-05-14,1.7955
2008-05-15,-0.3067
2008-05-16,-2.4615
2008-05-19,-1.4984
2008-05-20,-1.8014000000000001
2008-05-21,-0.9376
2008-05-22,-0.3292
2008-05-23,0.4129
2008-05-27,4.6053
2008-05-28,-2.2799
2008-05-29,0.1207
2008-05-30,0.4419
2008-06-02,-2.2
2008-06-03,1.7587000000000002
2008-06-04,-3.336
2008-06-05,2.6195
2008-06-06,-1.7423
2008-06-09,-0.6186
2008-06-10,2.2822
2008-06-11,-3.4483
2008-06-12,0.8824
2008-06-13,0.1666
2008-06-16,-0.2079
2008-06-17,-1.75
2008-06-18,-2.0356
2008-06-19,1.7316
2008-06-20,-0.0851
2008-06-23,-2.0443
2008-06-24,-2.8696
2008-06-25,0.0448
2008-06-26,-10.5145
2008-06-27,-2.0
2008-06-30,-2.8061
2008-07-01,-4.9344
2008-07-02,-3.2579000000000002
2008-07-03,-2.3973
2008-07-07,-1.5205
2008-07-08,5.8789
2008-07-09,-0.5048
2008-07-10,4.5096
2008-07-11,2.8587
2008-07-14,-1.2585
2008-07-15,-1.6463
2008-07-16,2.7538
2008-07-17,-3.6259
2008-07-18,0.4907
2008-07-21,1.0309
2008-07-22,2.4705
2008-07-23,-0.9958
2008-07-24,-5.8761
2008-07-25,3.7119999999999997
2008-07-28,-6.7245
2008-07-29,4.8837
2008-07-30,1.1641
2008-07-31,-0.9315
2008-08-01,5.4757
2008-08-04,-4.5097000000000005
2008-08-05,1.8671
2008-08-06,-0.4313
2008-08-07,-2.4905
2008-08-08,2.7207
2008-08-11,3.9459
2008-08-12,1.8721
2008-08-13,1.5314
2008-08-14,0.7541
2008-08-15,-0.0499
2008-08-18,0.1997
2008-08-19,-0.6477
2008-08-20,-3.2598
2008-08-21,-2.592
2008-08-22,1.6498
2008-08-25,-1.623
2008-08-26,1.8627
2008-08-27,1.0449
2008-08-28,6.3599
2008-08-29,-1.9931999999999999
2008-09-02,0.2976
2008-09-03,1.3353
2008-09-04,-4.5388
2008-09-05,-2.7096
2008-09-08,6.3584
2008-09-09,-8.4486
2008-09-10,2.2666
2008-09-11,-3.1135
2008-09-12,-0.0545
2008-09-15,-11.8801
2008-09-16,-0.4329
2008-09-17,-9.6894
2008-09-18,-0.2751
2008-09-19,22.5517
2008-09-22,-12.6055
2008-09-23,-3.0264
2008-09-24,-0.1328
2008-09-25,3.8564
2008-09-26,-2.4328
2008-09-29,-16.9948
2008-09-30,16.6008
2008-10-01,-3.7288
2008-10-02,-9.0141
2008-10-03,-0.387
2008-10-06,-3.8073
2008-10-07,-7.7544
2008-10-08,-3.9405
2008-10-09,-9.2069
2008-10-10,23.996
2008-10-13,17.4899
2008-10-14,-15.2998
2008-10-15,-15.8666
2008-10-16,10.6383
2008-10-17,-2.1853
2008-10-20,4.647
2008-10-21,-9.1375
2008-10-22,-12.8759
2008-10-23,-6.3646
2008-10-24,-10.8295
2008-10-27,-18.0879
2008-10-28,22.2397
2008-10-29,-10.5806
2008-10-30,10.3896
2008-10-31,14.3791
2008-11-03,1.8286
2008-11-04,1.0101
2008-11-05,-17.4444
2008-11-06,-11.0363
2008-11-07,-2.5719
2008-11-10,-4.5031
2008-11-11,-6.8293
2008-11-12,-15.0087
2008-11-13,9.0349
2008-11-14,-17.3258
2008-11-17,-16.4009
2008-11-18,12.2616
2008-11-19,-7.767
2008-11-20,-22.3684
2008-11-21,23.3898
2008-11-24,38.4615
2008-11-25,-4.9603
2008-11-26,2.9228
2008-11-28,-6.0852
2008-12-01,-30.8855
2008-12-02,15.3125
2008-12-03,7.3171
2008-12-04,-5.5556
2008-12-05,24.8663
2008-12-08,14.3469
2008-12-09,-14.794
2008-12-10,10.5495
2008-12-11,-12.1272
2008-12-12,4.5249
2008-12-15,1.5152
2008-12-16,10.4478
2008-12-17,3.0888
2008-12-18,-7.4906
2008-12-19,27.935200000000002
2008-12-22,0.9494
2008-12-23,4.5455
2008-12-24,-2.3988
2008-12-26,8.1413
2008-12-29,-2.6989
2008-12-30,22.3358
2008-12-31,13.6038
2009-01-02,-7.0378
2009-01-05,-3.3898
2009-01-06,5.0292
2009-01-07,-6.3474
2009-01-08,4.6373
2009-01-09,-5.6818
2009-01-12,-3.012
2009-01-13,5.2174
2009-01-14,-7.9103
2009-01-15,8.8462
2009-01-16,9.3051
2009-01-20,-7.5431
2009-01-21,16.5501
2009-01-22,-7.6
2009-01-23,30.8442
2009-01-26,0.0827
2009-01-27,-4.6281
2009-01-28,8.2322
2009-01-29,-8.5669
2009-01-30,-2.3643
2009-02-02,13.2735
2009-02-03,-1.7419
2009-02-04,-12.5705
2009-02-05,-3.7788
2009-02-06,0.5747
2009-02-09,-1.4285999999999999
2009-02-10,-10.2415
2009-02-11,-4.3057
2009-02-12,9.7863
2009-02-13,-7.7869
2009-02-17,-3.0
2009-02-18,-0.6873
2009-02-19,2.8834999999999997
2009-02-20,0.7848
2009-02-23,-19.2436
2009-02-24,13.3609
2009-02-25,-2.3086
2009-02-26,3.1095
2009-02-27,-9.2883
2009-03-02,-16.0904
2009-03-03,8.2409
2009-03-04,2.6353999999999997
2009-03-05,-8.9872
2009-03-06,-4.3887
2009-03-09,1.9672
2009-03-10,10.4502
2009-03-11,-14.2649
2009-03-12,17.3175
2009-03-13,-1.4472
2009-03-16,-3.9648
2009-03-17,13.3028
2009-03-18,0.4049
2009-03-19,-5.7796
2009-03-20,-8.2739
2009-03-23,22.7061
2009-03-24,-8.2383
2009-03-25,7.8729
2009-03-26,11.0115
2009-03-27,-4.729
2009-03-30,-13.5593
2009-03-31,7.1429
2009-04-01,10.8497
2009-04-02,7.4292
2009-04-03,6.8057
2009-04-06,-1.1305
2009-04-07,-8.1081
2009-04-08,10.4072
2009-04-09,14.8566
2009-04-13,-2.5869999999999997
2009-04-14,-7.8755
2009-04-15,8.6481
2009-04-16,1.2809
2009-04-17,-3.0714
2009-04-20,-11.5564
2009-04-21,13.0664
2009-04-22,-3.0755
2009-04-23,1.9231
2009-04-24,7.6415
2009-04-27,-4.2945
2009-04-28,3.4798999999999998
2009-04-29,10.4425
2009-04-30,3.0449
2009-05-01,-10.1866
2009-05-04,10.0433
2009-05-05,-1.3375
2009-05-06,9.8086
2009-05-07,-12.4183
2009-05-08,16.5008
2009-05-11,-8.1851
2009-05-12,1.0853
2009-05-13,-9.2025
2009-05-14,2.7027
2009-05-15,-0.8224
2009-05-18,6.7164
2009-05-19,-2.6418
2009-05-20,-1.1173
2009-05-21,-1.8563
2009-05-22,-5.6743
2009-05-26,5.4054
2009-05-27,-0.9926
2009-05-28,-2.4227
2009-05-29,4.1096
2009-06-01,6.3322
2009-06-02,-0.0773
2009-06-03,-1.7027999999999999
2009-06-04,2.126
2009-06-05,-3.3924
2009-06-08,-2.5539
2009-06-09,0.7371
2009-06-10,-1.1381999999999999
2009-06-11,-0.0822
2009-06-12,-3.4568
2009-06-15,-2.9838
2009-06-16,-0.4394
2009-06-17,-0.6178
2009-06-18,-0.3552
2009-06-19,4.0107
2009-06-22,-9.7686
2009-06-23,-1.1396
2009-06-24,3.9385
2009-06-25,3.3272
2009-06-26,2.415
2009-06-29,0.6114
2009-06-30,3.125
2009-07-01,5.4714
2009-07-02,-6.4645
2009-07-06,0.5119
2009-07-07,-2.8862
2009-07-08,-1.5734
2009-07-09,-3.9964
2009-07-10,-2.0352
2009-07-13,5.8546
2009-07-14,-1.8733
2009-07-15,2.6364
2009-07-16,1.8601
2009-07-17,3.8261
2009-07-20,5.1926
2009-07-21,-0.5573
2009-07-22,-0.2402
2009-07-23,6.0995
2009-07-24,0.2269
2009-07-27,-1.2075
2009-07-28,-1.5279
2009-07-29,-0.8534
2009-07-30,1.0955
2009-07-31,0.774
2009-08-03,-0.0768
2009-08-04,1.7679
2009-08-05,11.5559
2009-08-06,-5.2133
2009-08-07,7.2857
2009-08-10,0.7324
2009-08-11,-6.9399
2009-08-12,1.2784
2009-08-13,-2.5244999999999997
2009-08-14,-2.3741
2009-08-17,-6.4112
2009-08-18,3.3071
2009-08-19,0.3811
2009-08-20,5.2392
2009-08-21,3.824
2009-08-24,-1.6678
2009-08-25,2.4735
2009-08-26,-0.1379
2009-08-27,0.1381
2009-08-28,-1.3103
2009-08-31,0.9085
2009-09-01,-1.5928
2009-09-02,-1.9001000000000001
2009-09-03,2.8693999999999997
2009-09-04,0.4881
2009-09-08,0.6246
2009-09-09,-0.1379
2009-09-10,0.0691
2009-09-11,-0.138
2009-09-14,0.0691
2009-09-15,4.1436
2009-09-16,4.6419
2009-09-17,1.1407
2009-09-18,0.9398
2009-09-21,4.2831
2009-09-22,2.7976
2009-09-23,-1.6792
2009-09-24,-1.2955999999999999
2009-09-25,0.0597
2009-09-28,4.2934
2009-09-29,0.2859
2009-09-30,-2.0525
2009-10-01,-6.4028
2009-10-02,-0.4975
2009-10-05,3.625
2009-10-06,2.3522
2009-10-07,-0.6482
2009-10-08,0.6524
2009-10-09,0.9428
2009-10-12,-0.7005
2009-10-13,-0.3527
2009-10-14,2.0649
2009-10-15,0.8092
2009-10-16,-0.9174
2009-10-19,1.9097
2009-10-20,-3.18
2009-10-21,2.4633
2009-10-22,0.6297
2009-10-23,-2.2184
2009-10-26,-3.2577
2009-10-27,-1.804
2009-10-28,-8.1445
2009-10-29,2.6
2009-10-30,-4.0936
2009-11-02,0.2033
2009-11-03,2.4341
2009-11-04,1.5842
2009-11-05,7.7973
2009-11-06,-1.3864
2009-11-09,4.0954
2009-11-10,0.0587
2009-11-11,3.8731999999999998
2009-11-12,-1.9774
2009-11-13,3.17
2009-11-16,4.1899
2009-11-17,2.0912
2009-11-18,1.3655
2009-11-19,-2.8497
2009-11-20,1.0667
2009-11-23,0.4222
2009-11-24,1.4714
2009-11-25,-1.709
2009-11-27,-2.1075
2009-11-30,-0.1615
2009-12-01,2.2641999999999998
2009-12-02,0.3163
2009-12-03,-2.0494
2009-12-04,2.6288
2009-12-07,1.4114
2009-12-08,0.2577
2009-12-09,1.7995
2009-12-10,1.9192
2009-12-11,3.3201
2009-12-14,6.235
2009-12-15,-1.4447
2009-12-16,1.6491
2009-12-17,-3.1996
2009-12-18,0.7914
2009-12-21,2.3095
2009-12-22,0.7675
2009-12-23,0.3136
2009-12-24,0.4466
2009-12-28,0.5336
2009-12-29,-0.7077
2009-12-30,-1.2472
2009-12-31,-0.857
2010-01-04,-0.0455
2010-01-05,1.1379
2010-01-06,-0.5401
2010-01-07,2.3982
2010-01-08,-0.707
2010-01-11,-1.7802
2010-01-12,-0.4531
2010-01-13,-0.7283
2010-01-14,-1.834
2010-01-15,-2.6623
2010-01-19,0.4798
2010-01-20,-2.9608
2010-01-21,-2.9035
2010-01-22,-3.5986000000000002
2010-01-25,3.3649
2010-01-26,-2.7976
2010-01-27,0.9419
2010-01-28,-2.4365
2010-01-29,-1.3284
2010-02-01,-0.377
2010-02-02,1.8378
2010-02-03,-3.9809
2010-02-04,-5.8596
2010-02-05,5.5197
2010-02-08,-2.6155
2010-02-09,1.7143000000000002
2010-02-10,-1.7978
2010-02-11,0.8581
2010-02-12,1.9285
2010-02-16,2.4485
2010-02-17,-2.1727
2010-02-18,1.4992
2010-02-19,0.1641
2010-02-22,1.8023
2010-02-23,-2.8970000000000002
2010-02-24,1.2155
2010-02-25,-1.1463
2010-02-26,-2.0431
2010-03-01,2.593
2010-03-02,1.4285999999999999
2010-03-03,0.0
2010-03-04,1.3001
2010-03-05,2.7807
2010-03-08,0.3642
2010-03-09,0.4147
2010-03-10,0.413
2010-03-11,0.2057
2010-03-12,-1.2314
2010-03-15,-1.7143000000000002
2010-03-16,0.6342
2010-03-17,0.2626
2010-03-18,1.4144
2010-03-19,-1.6012
2010-03-22,1.2598
2010-03-23,0.985
2010-03-24,0.308
2010-03-25,-0.6653
2010-03-26,0.2576
2010-03-29,-0.8736
2010-03-30,-1.296
2010-03-31,-0.8403
2010-04-01,0.9004
2010-04-05,0.5249
2010-04-06,2.4543
2010-04-07,-1.682
2010-04-08,-0.8813
2010-04-09,1.0983
2010-04-12,1.9141
2010-04-13,2.5381
2010-04-14,3.0198
2010-04-15,2.2585
2010-04-16,-1.2688
2010-04-19,-1.0947
2010-04-20,2.0212
2010-04-21,3.4906
2010-04-22,0.9116
2010-04-23,3.0262000000000002
2010-04-26,-0.9206
2010-04-27,-2.3894
2010-04-28,1.8586
2010-04-29,4.0498
2010-04-30,-3.5928
2010-05-03,2.5732
2010-05-04,-2.8979
2010-05-05,-1.7372
2010-05-06,-7.5249
2010-05-07,-5.0
2010-05-10,4.0764
2010-05-11,-0.6941
2010-05-12,2.0969
2010-05-13,0.7335
2010-05-14,-1.165
2010-05-17,0.1473
2010-05-18,-3.4821
2010-05-19,-3.4553
2010-05-20,-5.2105
2010-05-21,0.3887
2010-05-24,-3.4292
2010-05-25,0.3436
2010-05-26,-1.0274
2010-05-27,7.9585
2010-05-28,-1.9765000000000001
2010-06-01,-5.0136
2010-06-02,3.2702
2010-06-03,-0.6667
2010-06-04,-5.9284
2010-06-07,2.3781
2010-06-08,-3.7166
2010-06-09,-0.6634
2010-06-10,4.9787
2010-06-11,4.5113
2010-06-14,3.5418
2010-06-15,1.9241000000000001
2010-06-16,-0.6817
2010-06-17,-0.1584
2010-06-18,-2.1153
2010-06-21,-0.054
2010-06-22,-1.3514
2010-06-23,-0.7123
2010-06-24,-0.7174
2010-06-25,2.4458
2010-06-28,-1.6278000000000001
2010-06-29,-3.5852
2010-06-30,2.746
2010-07-01,-1.4477
2010-07-02,-0.791
2010-07-06,-3.0182
2010-07-07,-1.468
2010-07-08,1.3111
2010-07-09,-0.1765
2010-07-12,-2.5339
2010-07-13,4.1717
2010-07-14,-1.509
2010-07-15,-3.0053
2010-07-16,-4.678
2010-07-19,-1.4659
2010-07-20,-1.0349
2010-07-21,-1.634
2010-07-22,3.0565
2010-07-23,1.8698000000000001
2010-07-26,3.6076
2010-07-27,0.0611
2010-07-28,0.1221
2010-07-29,-0.4878
2010-07-30,-1.2868
2010-08-02,1.2415
2010-08-03,-3.8627000000000002
2010-08-04,-3.125
2010-08-05,0.0658
2010-08-06,0.4605
2010-08-09,-0.131
2010-08-10,-0.6557
2010-08-11,-4.9505
2010-08-12,-1.6667
2010-08-13,-1.6949
2010-08-16,0.7184
2010-08-17,1.4264999999999999
2010-08-18,-1.4768
2010-08-19,-0.9279
2010-08-20,-0.9366
2010-08-23,1.8909
2010-08-24,2.4268
2010-08-25,2.439
2010-08-26,-0.8844
2010-08-27,3.2258
2010-08-30,-2.859
2010-08-31,1.8479999999999999
2010-09-01,4.7043
2010-09-02,1.4763
2010-09-03,1.3915
2010-09-07,-2.0586
2010-09-08,-0.5096
2010-09-09,-1.9205999999999999
2010-09-10,-0.5875
2010-09-13,3.8739
2010-09-14,-1.1378
2010-09-15,-0.7033
2010-09-16,-1.803
2010-09-17,2.7541
2010-09-20,2.2336
2010-09-21,-1.3733
2010-09-22,0.3797
2010-09-23,-3.5939
2010-09-24,7.8483
2010-09-27,1.7586
2010-09-28,-0.8343
2010-09-29,0.7212
2010-09-30,1.7303
2010-10-01,-0.4106
2010-10-04,-1.2367
2010-10-05,1.6696
2010-10-06,-1.7595
2010-10-07,2.0896
2010-10-08,2.0468
2010-10-11,0.6877
2010-10-12,0.0569
2010-10-13,0.5119
2010-10-14,1.4714
2010-10-15,-1.7288999999999999
2010-10-18,1.8729
2010-10-19,-5.1253
2010-10-20,1.8203
2010-10-21,-2.0761
2010-10-22,1.9435
2010-10-25,1.3865
2010-10-26,-1.6524
2010-10-27,-1.3905
2010-10-28,-1.2338
2010-10-29,1.7252
2010-11-01,2.3977
2010-11-02,1.8275000000000001
2010-11-03,1.1778
2010-11-04,2.7161999999999997
2010-11-05,1.3492
2010-11-08,0.6922
2010-11-09,-1.7450999999999999
2010-11-10,1.8298999999999999
2010-11-11,-0.74
2010-11-12,-1.7572
2010-11-15,-1.355
2010-11-16,-5.0549
2010-11-17,0.1157
2010-11-18,4.104
2010-11-19,1.4992
2010-11-22,0.6565
2010-11-23,-1.5217
2010-11-24,1.6004
2010-11-26,0.6518
2010-11-29,-0.2159
2010-11-30,-2.5419
2010-12-01,0.3885
2010-12-02,2.6534
2010-12-03,-0.1616
2010-12-06,0.0
2010-12-07,-2.2654
2010-12-08,-0.9934
2010-12-09,-0.3344
2010-12-10,2.2931
2010-12-13,-0.9841
2010-12-14,1.1596
2010-12-15,-0.655
2010-12-16,1.3736
2010-12-17,1.0298
2010-12-20,-0.9657
2010-12-21,0.9751
2010-12-22,0.2682
2010-12-23,0.535
2010-12-27,3.0867
2010-12-28,-1.4971999999999999
2010-12-29,3.5115
2010-12-30,-2.1772
2010-12-31,-0.1035
2011-01-03,-0.3627
2011-01-04,-2.2361
2011-01-05,-1.0638
2011-01-06,2.6882
2011-01-07,1.623
2011-01-10,1.1334
2011-01-11,-0.0509
2011-01-12,2.3955
2011-01-13,-1.1945999999999999
2011-01-14,0.5038
2011-01-18,0.0
2011-01-19,-1.4536
2011-01-20,-2.0855
2011-01-21,-0.1039
2011-01-24,-0.52
2011-01-25,1.5682
2011-01-26,2.1616
2011-01-27,0.4534
2011-01-28,-7.2718
2011-01-31,0.9194
2011-02-01,-0.1072
2011-02-02,-0.9657
2011-02-03,-2.2752
2011-02-04,0.1663
2011-02-07,3.0437
2011-02-08,-0.1611
2011-02-09,0.269
2011-02-10,0.4828
2011-02-11,0.6941
2011-02-14,-0.6363
2011-02-15,0.0534
2011-02-16,1.3333
2011-02-17,5.5263
2011-02-18,1.995
2011-02-22,-3.912
2011-02-23,-3.3079
2011-02-24,0.3158
2011-02-25,3.3578
2011-02-28,-2.2335
2011-03-01,-2.5441000000000003
2011-03-02,-0.2664
2011-03-03,2.6709
2011-03-04,-0.4162
2011-03-07,-0.627
2011-03-08,0.6309
2011-03-09,0.0
2011-03-10,-3.2393
2011-03-11,-0.486
2011-03-14,-0.3798
2011-03-15,-0.0545
2011-03-16,-1.1444
2011-03-17,2.0397
2011-03-18,2.9714
2011-03-21,3.4103
2011-03-22,-1.4713
2011-03-23,-2.4202
2011-03-24,-0.7916
2011-03-25,1.1702
2011-03-28,-2.5762
2011-03-29,1.565
2011-03-30,1.1158
2011-03-31,-0.0525
2011-04-01,0.0
2011-04-04,0.0526
2011-04-05,-0.8933
2011-04-06,0.9014
2011-04-07,-0.8408
2011-04-08,-2.6497
2011-04-11,-0.5444
2011-04-12,-3.3388
2011-04-13,2.4349
2011-04-14,3.4826
2011-04-15,-2.5641
2011-04-18,-2.0285
2011-04-19,0.2798
2011-04-20,2.6786
2011-04-21,2.1739
2011-04-25,0.0
2011-04-26,1.4894
2011-04-27,0.4717
2011-04-28,3.2342
2011-04-29,-0.6064
2011-05-02,-0.4575
2011-05-03,-1.8386
2011-05-04,-1.5609
2011-05-05,-3.8584
2011-05-06,-1.3194
2011-05-09,-0.2228
2011-05-10,1.8425
2011-05-11,-4.0022
2011-05-12,2.8555
2011-05-13,-1.2771
2011-05-16,0.0562
2011-05-17,-3.1478
2011-05-18,1.7410999999999999
2011-05-19,0.1141
2011-05-20,-2.0513
2011-05-23,-2.4433
2011-05-24,0.3578
2011-05-25,1.0695000000000001
2011-05-26,2.3516
2011-05-27,0.4021
2011-05-31,4.2906
2011-06-01,-8.2282
2011-06-02,-0.2989
2011-06-03,-2.2182
2011-06-06,-3.2495
2011-06-07,-2.3447
2011-06-08,-4.2829
2011-06-09,10.6441
2011-06-10,-1.9607999999999999
2011-06-13,-1.25
2011-06-14,1.5190000000000001
2011-06-15,-0.187
2011-06-16,0.4372
2011-06-17,0.1866
2011-06-20,0.3104
2011-06-21,3.0322
2011-06-22,-1.3213
2011-06-23,-2.3128
2011-06-24,0.0623
2011-06-27,1.8679999999999999
2011-06-28,0.489
2011-06-29,-0.3041
2011-06-30,0.2441
2011-07-01,1.3999
2011-07-05,1.3806
2011-07-06,1.0657
2011-07-07,2.9291
2011-07-08,-0.7399
2011-07-11,-5.9633
2011-07-12,1.7073
2011-07-13,2.6379
2011-07-14,-2.3364
2011-07-15,0.8971
2011-07-18,-2.9046
2011-07-19,4.5788
2011-07-20,-0.2919
2011-07-21,1.4637
2011-07-22,-0.6347
2011-07-25,-1.3937
2011-07-26,-1.8846
2011-07-27,-1.9207999999999998
2011-07-28,0.6732
2011-07-29,-0.9119
2011-08-01,-1.227
2011-08-02,-1.9876
2011-08-03,-5.1331
2011-08-04,-1.2692
2011-08-05,-5.0744
2011-08-08,-12.8297
2011-08-09,4.1701
2011-08-10,-6.9859
2011-08-11,2.9536
2011-08-12,-0.1639
2011-08-15,5.665
2011-08-16,-2.0202
2011-08-17,-1.2688
2011-08-18,-7.2289
2011-08-19,0.7792
2011-08-22,-2.4914
2011-08-23,1.5859
2011-08-24,2.6019
2011-08-25,-3.2122
2011-08-26,2.6201
2011-08-29,5.7872
2011-08-30,0.6436
2011-08-31,0.6395
2011-09-01,-3.7331
2011-09-02,-5.6931
2011-09-06,-1.3998
2011-09-07,7.276
2011-09-08,-3.1431
2011-09-09,-3.0743
2011-09-12,-0.1762
2011-09-13,2.6478
2011-09-14,1.8917000000000002
2011-09-15,2.1941
2011-09-16,-4.0462
2011-09-19,0.6885
2011-09-20,-0.5128
2011-09-21,-5.4124
2011-09-22,-5.6312
2011-09-23,4.4273
2011-09-26,1.7511999999999999
2011-09-27,5.7065
2011-09-28,-6.084
2011-09-29,3.8321
2011-09-30,-4.1301
2011-10-03,-7.6994
2011-10-04,10.9235
2011-10-05,2.5962
2011-10-06,2.4433
2011-10-07,-8.517900000000001
2011-10-10,6.2384
2011-10-11,1.6652
2011-10-12,4.7414
2011-10-13,-2.3045
2011-10-14,2.1904
2011-10-17,-5.3586
2011-10-18,6.446
2011-10-19,-3.3552
2011-10-20,0.0
2011-10-21,5.1651
2011-10-24,5.153
2011-10-25,-5.7427
2011-10-26,2.2746
2011-10-27,7.8634
2011-10-28,-0.3682
2011-10-31,-3.9172000000000002
2011-11-01,-7.0769
2011-11-02,14.4868
2011-11-03,3.9046
2011-11-04,-0.4175
2011-11-07,2.0964
2011-11-08,2.8063000000000002
2011-11-09,-3.6618
2011-11-10,0.1382
2011-11-11,5.6591000000000005
2011-11-14,-0.5879
2011-11-15,0.2628
2011-11-16,-4.3906
2011-11-17,-1.0966
2011-11-18,1.8018
2011-11-21,-0.953
2011-11-22,-0.6186
2011-11-23,-5.5325
2011-11-25,-2.2694
2011-11-28,6.8914
2011-11-29,-0.2803
2011-11-30,6.8166
2011-12-01,0.3947
2011-12-02,-0.4587
2011-12-05,2.6991
2011-12-06,-0.0641
2011-12-07,0.8339
2011-12-08,-5.7252
2011-12-09,3.9811
2011-12-12,-3.7638
2011-12-13,-2.6972
2011-12-14,-4.0887
2011-12-15,3.3237
2011-12-16,6.014
2011-12-19,-5.5409
2011-12-20,6.9832
2011-12-21,1.9582000000000002
2011-12-22,0.3841
2011-12-23,-1.4031
2011-12-27,-0.2587
2011-12-28,-4.345
2011-12-29,2.9153000000000002
2011-12-30,-0.3294
2012-01-03,4.0978
2012-01-04,-0.8254
2012-01-05,2.4968
2012-01-06,-5.9963
2012-01-09,-3.7209
2012-01-10,3.1746
2012-01-11,1.4716
2012-01-12,0.791
2012-01-13,-0.5886
2012-01-17,-1.7105000000000001
2012-01-18,2.2758
2012-01-19,3.4031000000000002
2012-01-20,1.0127
2012-01-23,0.2506
2012-01-24,1.25
2012-01-25,1.6049
2012-01-26,-1.9441000000000002
2012-01-27,1.8587
2012-01-30,-3.8321
2012-01-31,0.6958
2012-02-01,1.696
2012-02-02,1.6677
2012-02-03,2.9162
2012-02-06,0.2952
2012-02-07,-0.5297
2012-02-08,-0.2367
2012-02-09,-0.6524
2012-02-10,-2.7462999999999997
2012-02-13,1.8416000000000001
2012-02-14,-2.8933
2012-02-15,-0.0621
2012-02-16,3.6025
2012-02-17,0.4796
2012-02-21,-0.5967
2012-02-22,-1.8007
2012-02-23,1.4059
2012-02-24,-0.3617
2012-02-27,-0.4235
2012-02-28,0.0608
2012-02-29,-4.7359
2012-03-01,1.9758
2012-03-02,-4.0625
2012-03-05,0.0
2012-03-06,-3.0619
2012-03-07,3.4274
2012-03-08,1.8843
2012-03-09,0.2551
2012-03-12,-1.9083999999999999
2012-03-13,4.799
2012-03-14,-0.8045
2012-03-15,2.4953
2012-03-16,-2.9215
2012-03-19,0.4389
2012-03-20,-2.1848
2012-03-21,-0.0638
2012-03-22,-0.7663
2012-03-23,-0.2574
2012-03-26,3.4194
2012-03-27,-3.2439
2012-03-28,-1.0961
2012-03-29,-0.8475
2012-03-30,1.1834
2012-04-02,2.2742
2012-04-03,-2.0966
2012-04-04,-0.7138
2012-04-05,-0.5229
2012-04-09,0.0657
2012-04-10,-1.4445000000000001
2012-04-11,1.8654
2012-04-12,3.9895
2012-04-13,-3.4591
2012-04-16,-0.1954
2012-04-17,0.9138
2012-04-18,-1.8758
2012-04-19,-1.1206
2012-04-20,1.3333
2012-04-23,-1.7763
2012-04-24,-0.5358
2012-04-25,0.0
2012-04-26,-0.3367
2012-04-27,2.4324
