ticker,BDTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-30,107.7895
2020-01-31,-5.0152
2020-02-03,1.3333
2020-02-04,3.4211
2020-02-05,-3.6132
2020-02-06,2.2702999999999998
2020-02-07,0.9809
2020-02-10,-4.0644
2020-02-11,3.6504
2020-02-12,-2.2365
2020-02-13,-3.0765
2020-02-14,-1.9533
2020-02-18,-2.435
2020-02-19,5.6721
2020-02-20,-0.6173
2020-02-21,2.4035
2020-02-24,-12.2627
2020-02-25,-1.6531
2020-02-26,-2.2005
2020-02-27,-9.6875
2020-02-28,-6.609
2020-03-02,11.8562
2020-03-03,-0.6293
2020-03-04,0.9667
2020-03-05,6.2067
2020-03-06,-9.8539
2020-03-09,-14.5862
2020-03-10,-4.6023
2020-03-11,-4.1472999999999995
2020-03-12,-9.3157
2020-03-13,16.6018
2020-03-16,-17.286
2020-03-17,-2.2716
2020-03-18,-6.095
2020-03-19,8.3608
2020-03-20,12.588799999999999
2020-03-23,8.2507
2020-03-24,9.621
2020-03-25,5.4331
2020-03-26,11.1351
2020-03-27,-21.8223
2020-03-30,5.3505
2020-03-31,-1.7717
2020-04-01,-10.6212
2020-04-02,5.7848
2020-04-03,0.8902
2020-04-06,1.2605
2020-04-07,4.4813
2020-04-08,-0.278
2020-04-09,3.3851
2020-04-13,-4.8536
2020-04-14,-1.1336
2020-04-15,13.5545
2020-04-16,0.1442
2020-04-17,7.4901
2020-04-20,8.0737
2020-04-21,8.5555
2020-04-22,1.2279
2020-04-23,2.7645
2020-04-24,13.176
2020-04-27,1.7706
2020-04-28,-0.0715
2020-04-29,-2.1226
2020-04-30,-9.7466
2020-05-01,-6.8844
2020-05-04,7.9443
2020-05-05,1.8265
2020-05-06,1.5299
2020-05-07,4.5466
2020-05-08,5.0447
2020-05-11,1.8453
2020-05-12,0.2091
2020-05-13,-1.2749
2020-05-14,-2.8176
2020-05-15,-1.6187
2020-05-18,0.3684
2020-05-19,-10.1786
2020-05-20,10.0245
2020-05-21,-1.1141
2020-05-22,2.5538
2020-05-26,-3.418
2020-05-27,-0.0253
2020-05-28,3.6662
2020-05-29,-4.7561
2020-06-01,1.7926
2020-06-02,2.8176
2020-06-03,-1.9085
2020-06-04,-3.542
2020-06-05,-8.12
2020-06-08,6.6704
2020-06-09,0.8971
2020-06-10,-0.863
2020-06-11,-8.5729
2020-06-12,-0.2308
2020-06-15,9.9479
2020-06-16,-1.3414
2020-06-17,2.346
2020-06-18,8.622
2020-06-19,-0.7914
2020-06-22,8.291
2020-06-23,-4.5759
2020-06-24,-3.0409
2020-06-25,6.4656
2020-06-26,-4.8946
2020-06-29,-5.1942
2020-06-30,5.9563
2020-07-01,2.1584
2020-07-02,-4.7597000000000005
2020-07-06,-0.0488
2020-07-07,-9.6829
2020-07-08,2.7005
2020-07-09,-5.1538
2020-07-10,-6.4874
2020-07-13,-8.9238
2020-07-14,-0.9115
2020-07-15,-1.0841
2020-07-16,-1.3617
2020-07-17,-1.1785
2020-07-20,7.5639
2020-07-21,-7.9506
2020-07-22,-2.2712
2020-07-23,-4.9648
2020-07-24,1.0745
2020-07-27,8.9076
2020-07-28,-3.0966
2020-07-29,-1.2157
2020-07-30,1.4416
2020-07-31,-3.5702
