ticker,TXLZF US Equity
2009-03-17,-19.5565
2009-03-18,-10.2757
2009-03-20,25.1397
2009-03-23,0.4464
2009-04-21,-9.3333
2009-04-23,-1.9607999999999999
2009-04-30,52.0
2009-08-17,2.3026
2010-01-05,75.0804
2010-02-18,-10.7438
2010-04-08,-1.4788999999999999
2010-05-21,-6.3308
2010-05-25,3.3305
2010-05-26,0.3827
2010-06-08,-0.309
2010-06-14,-1.1505
2010-06-16,-0.3102
2010-06-22,-9.8362
2010-06-28,16.6237
2010-06-29,-0.9754
2010-06-30,-11.4526
2010-07-02,-2.6253
2010-07-06,0.853
2010-07-13,2.5865
2010-07-19,4.4278
2010-07-22,3.1016
2010-08-12,-12.4709
2010-08-19,2.3239
2010-08-30,-3.2024
2010-09-14,-7.6025
2010-09-17,-0.8023
2010-10-08,-12.9711
2010-10-19,-11.3476
2010-11-10,6.5408
2010-12-07,-0.0262
2010-12-10,12.41
2011-01-21,28.8632
2011-01-24,0.9921
2011-02-08,-6.9085
2011-02-09,0.2922
2011-03-04,-10.349
2011-03-11,5.1882
2011-03-14,12.1977
2011-04-01,-8.2271
2011-04-28,6.3277
2011-05-13,0.3861
2011-05-16,0.503
2011-05-19,0.2097
2011-07-05,-17.5265
2011-07-21,21.8945
2011-10-31,-18.97
2011-11-01,3.0427
2011-11-14,6.5969999999999995
2011-12-19,-9.9438
2012-01-05,1.7499
2012-01-09,-9.6023
2012-01-13,10.7337
2012-03-09,-1.3892
2012-03-19,-8.6139
2012-06-01,-18.6158
2012-08-10,-2.0498
2012-09-21,28.3009
2012-09-28,-4.8544
2012-10-05,-33.5102
2012-10-12,63.4553
2012-11-05,12.607099999999999
2012-11-20,-16.8216
2012-11-30,5.2526
2013-01-03,4.0
2013-01-04,-1.8681
2013-01-07,0.1306
2013-01-08,2.3299
2013-01-16,0.1821
2013-01-17,0.0
2013-01-23,-2.2182
2013-01-25,-7.4749
2013-02-26,-10.5305
2013-03-21,21.0692
2013-03-22,-7.4954
2013-03-25,8.4236
2013-03-26,5.9563
2013-04-03,-4.2947
2013-04-19,-10.725999999999999
2013-04-22,0.0
2013-04-25,-16.3465
2013-05-03,22.1299
2013-05-10,0.0
2013-05-13,-0.12
2013-05-29,13.2559
2013-05-31,0.2829
2013-06-05,-2.433
2013-06-07,-4.0477
2013-06-18,-3.6911
2013-07-11,-5.9249
2013-07-26,15.1476
2013-07-30,-11.7289
2013-08-13,7.1984
2013-08-15,0.2146
2013-08-21,2.7935
2013-08-22,-7.8889
2013-09-13,2.2517
2013-09-17,5.5053
2013-09-18,-0.1118
2013-10-03,-6.7164
2013-10-07,0.2325
2013-10-24,-3.9433
2013-11-08,5.2503
2013-11-21,1.875
2013-11-25,-5.5432
2013-11-26,0.9922
2013-12-03,1.5434999999999999
2013-12-06,-0.14
2013-12-09,0.0601
2014-01-02,-4.0157
2014-01-08,-1.2382
2014-01-15,-0.5279
2014-01-27,-0.2335
2014-02-03,-7.5452
2014-03-03,10.4623
2014-03-14,-2.0833
2014-03-21,0.8351
2014-03-24,-0.2796
2014-03-28,-6.5515
2014-03-31,10.9507
2014-04-01,-0.3597
2014-04-04,0.361
2014-04-08,-0.2449
2014-04-21,-1.1457
2014-04-25,-0.4061
2014-04-28,0.1247
2014-04-29,0.4488
2014-05-21,1.5548
2014-06-16,-0.8138
2014-06-27,-0.4769
2014-07-07,-11.350999999999999
2014-07-08,12.2929
2014-07-09,2.6786
2014-07-10,-6.8027999999999995
2014-07-16,3.77
2014-07-21,-10.847
2014-07-24,0.0468
2014-07-28,1.8058
2014-07-31,4.7012
2014-08-05,-0.8772
2014-08-13,2.8319
2014-08-14,-1.8422
2014-08-18,-15.3785
2014-08-20,15.8324
2014-08-25,-0.2739
2014-08-28,-4.6527
2014-09-08,-0.4292
2014-09-11,6.6604
2014-09-16,-4.7387
2014-09-18,-7.3454
2014-09-19,1.1634
2014-09-23,-1.1935
2014-09-30,-1.0102
2014-10-08,0.9128
2014-10-14,0.4931
2014-10-22,-11.126
2014-10-28,-1.1429
2014-10-29,9.391
2014-10-30,0.1561
2014-11-03,2.2338
2014-11-10,1.2386
2014-11-14,5.6528
2014-12-01,-23.5154
2014-12-03,-0.9317
2014-12-16,-45.9561
2014-12-18,-0.6961
2014-12-19,1.0149
2014-12-24,3.1587
2014-12-30,1.7936999999999999
2014-12-31,28.1938
2015-01-02,-7.9897
2015-01-06,-8.5901
2015-01-07,-0.4086
2015-01-08,-4.3077
2015-01-14,8.6817
2015-01-20,0.8876
2015-01-21,-17.5953
2015-01-22,14.2349
2015-01-23,-4.4847
2015-01-26,-12.3734
2015-01-27,1.2407
2015-01-28,0.1225
2015-01-30,-2.9375999999999998
2015-02-03,19.2938
2015-02-05,-16.1734
2015-02-06,-4.1614
2015-02-10,9.8684
2015-02-12,0.1198
2015-02-17,6.9602
2015-02-18,-1.4748
2015-02-19,-0.7236
2015-02-20,1.1862
2015-02-24,-10.6215
2015-03-04,-9.987400000000001
2015-03-05,-6.4607
2015-03-10,-10.3604
2015-03-11,-0.5025
2015-03-12,-27.6094
2015-03-18,39.5349
2015-03-23,-19.8333
2015-03-27,-1.4553
2015-03-30,4.0084
2015-04-08,4.6653
2015-04-14,26.1628
2015-04-27,24.8848
2015-04-28,-0.2844
2015-05-01,65.2918
2015-05-04,26.8144
2015-05-05,1.6992
2015-05-06,-5.4862
2015-05-07,-17.8388
2015-05-08,6.3431
2015-05-11,-1.2
2015-05-12,17.3271
2015-05-14,-9.003
2015-05-15,-10.1013
2015-05-19,-2.3877
2015-05-21,-5.7532
2015-05-22,-6.0241
2015-05-26,0.0
2015-05-27,-0.0267
2015-05-28,0.0267
2015-05-29,9.5887
2015-06-01,-1.3405
2015-06-03,-12.253
2015-06-09,5.8559
2015-06-10,6.2128
2015-06-11,-6.4103
2015-06-12,-13.4418
2015-06-15,20.5737
2015-06-16,-1.2305
2015-06-23,-12.2093
2015-06-26,-0.6623
2015-07-02,-0.381
2015-07-07,4.2065
2015-07-08,-3.8532
2015-07-09,0.0954
2015-07-10,-8.103
2015-07-13,0.3955
2015-07-24,-32.6316
2015-07-31,18.0694
2015-08-04,-0.3653
2015-08-05,-42.0306
2015-08-10,45.9657
2015-08-11,-3.8521
2015-08-12,-5.2584
2015-08-19,24.1569
2015-08-20,-5.5858
2015-08-21,-2.886
2015-08-24,-11.7385
2015-08-26,11.5846
2015-08-27,2.1405
2015-08-28,-0.7386
2015-08-31,0.0
2015-09-02,-1.3393
2015-09-08,-10.6146
2015-09-10,-1.4765
2015-09-11,-19.332
2015-09-14,0.4246
2015-09-17,15.0106
2015-09-18,0.0
2015-09-21,1.9072
2015-09-24,18.6922
2015-09-25,0.304
2015-09-28,-1.8182
2015-09-29,-0.5691
2015-09-30,-0.8536
2015-10-02,-3.9331
2015-10-05,-21.1019
2015-10-13,34.1422
2015-10-15,2.6751
2015-10-16,-0.553
2015-10-20,0.8764
2015-10-21,-1.3639999999999999
2015-10-22,0.322
2015-10-23,-0.6042
2015-10-27,-2.8875
2015-10-30,-0.0489
2015-11-02,-6.3998
2015-11-03,-3.3142
2015-11-04,-0.7569
2015-11-09,5.7529
2015-11-13,-19.0295
2015-11-20,0.0382
2015-11-23,-0.6868
2015-12-02,-2.8945
2015-12-04,4.603
2015-12-07,-18.1566
2015-12-09,0.6008
2015-12-18,-5.513
2015-12-23,3.3387000000000002
2015-12-29,-1.0508
2016-01-04,0.9035
2016-01-05,17.5306
2016-01-11,35.7658
2016-01-12,0.0788
2016-01-15,-24.5131
2016-01-19,-0.0652
2016-01-25,-20.0156
2016-01-26,8.6404
2016-02-01,-21.9388
2016-02-09,6.9780999999999995
2016-02-10,-0.3414
2016-02-24,-0.4688
2016-02-25,-0.1087
2016-03-02,28.4911
2016-03-03,17.657
2016-03-04,1.1156
2016-03-10,-1.1033
2016-03-11,-16.6987
2016-03-14,0.3744
2016-03-17,21.4347
2016-03-18,1.3587
2016-03-21,-0.5245
2016-03-23,-1.6874
2016-03-31,-9.3445
2016-04-04,-0.5785
2016-04-05,5.607
2016-04-06,-16.6166
2016-04-07,0.9161
2016-04-11,22.1875
2016-04-12,-1.0839
2016-04-14,7.8798
2016-04-15,-1.5522
2016-04-18,-0.0927
2016-04-19,0.1276
2016-04-20,0.0927
2016-04-21,-12.8748
2016-04-22,0.2259
2016-04-25,14.1342
2016-04-26,-3.4387
2016-04-27,4.1627
2016-04-28,-2.3331
2016-04-29,-0.9697
2016-05-02,4.7289
2016-05-03,-2.9417999999999997
2016-05-05,-0.9164
2016-05-06,-2.1461
2016-05-09,0.9693
2016-05-10,-6.8043
2016-05-11,8.3441
2016-05-12,-1.2836
2016-05-13,-11.0643
2016-05-17,-1.4485000000000001
2016-05-18,-11.1676
2016-05-26,1.6391
2016-05-27,0.3195
2016-05-31,4.0188
2016-06-01,-8.5873
2016-06-03,5.1834
2016-06-09,9.0523
2016-06-10,-6.3126
2016-06-14,2.3004
2016-06-15,2.974
2016-06-16,-7.2415
2016-06-17,-4.3742
2016-06-20,8.4816
2016-06-21,-2.5476
2016-06-22,-9.5403
2016-06-23,21.0762
2016-06-24,-2.5789
2016-06-27,-16.8685
2016-06-28,10.7385
2016-06-30,0.8718
2016-07-05,1.8954
2016-07-06,0.0
2016-07-07,-1.0268
2016-07-08,-11.502
2016-07-11,8.2399
2016-07-12,-5.4936
2016-07-14,-1.4616
2016-07-15,5.5453
2016-07-18,-1.022
2016-07-19,-0.4518
2016-07-21,1.6207
2016-07-22,-10.303
2016-08-10,-99.7155
2016-09-07,50.0
2016-09-13,12.5
2016-09-14,18.5185
2016-10-04,-93.75
2016-10-13,0.0
2016-10-28,0.0
2016-12-08,700.0
2016-12-09,-87.5
2016-12-12,800.0
2016-12-15,33.3333
2016-12-29,33.3333
2017-01-03,0.0
2017-01-05,400.0
2017-01-06,100.0
2017-01-13,50.0
2017-01-19,33.3333
2017-01-20,75.0
2017-01-26,-42.8571
2017-02-02,12.5
2017-02-03,122.2222
2017-02-06,10.0
2017-02-07,-18.1818
2017-02-08,122.2222
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,0.0
2017-02-14,-25.0
2017-02-16,0.0
2017-02-21,33.3333
2017-02-23,0.0
2017-02-24,0.0
2017-02-27,0.0
2017-02-28,-45.0
2017-03-02,154.5455
2017-03-03,-46.4286
2017-03-06,33.3333
2017-03-07,-30.0
2017-03-09,-14.2857
2017-03-13,75.0
2017-03-14,-4.7619
2017-03-15,0.0
2017-03-16,-30.0
2017-03-17,77.8571
2017-03-20,-19.6787
2017-03-22,-35.0
2017-03-27,7.6923
2017-03-28,3.5714
2017-03-29,10.3448
2017-03-30,50.0
2017-04-03,0.0
2017-04-04,-4.1667
2017-04-05,-15.2174
2017-04-06,17.9487
2017-04-07,-4.3478
2017-04-11,-11.3636
2017-04-12,2.5641
2017-04-13,15.0
2017-04-17,-17.3913
2017-04-18,0.0
2017-04-19,-28.947400000000002
2017-04-20,11.1111
2017-04-21,-6.0
2017-04-24,63.1206
2017-04-26,-8.6957
2017-04-27,0.0
2017-04-28,0.0
2017-05-01,-28.5714
2017-05-02,0.0
2017-05-03,-20.0
2017-05-04,0.0
2017-05-05,-16.6667
2017-05-08,0.0
2017-05-09,-20.0
2017-05-10,25.0
2017-05-11,-40.0
2017-05-24,0.0
2017-05-26,35.0
2017-06-01,2.4691
2017-06-02,20.4819
2017-06-05,0.0
2017-06-06,-15.0
2017-06-08,-98.8235
2017-06-09,9900.0
2017-06-12,-50.0
2017-06-13,80.0
2017-06-23,11.1111
2017-06-27,5.0
2017-06-30,-52.381
2017-07-07,100.0
2017-07-10,0.0
2017-07-12,-10.0
2017-07-13,-33.3333
2017-07-20,-16.6667
2017-07-21,10.0
2017-07-26,-18.1818
2017-07-27,13.3333
2017-08-01,-1.9607999999999999
2017-08-08,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-16,-20.0
2017-08-23,0.0
2017-08-25,0.0
2017-08-29,0.0
2017-09-12,125.0
2017-09-13,-55.5556
2017-09-18,50.0
2017-09-19,0.0
2017-10-03,-99.8333
2017-10-11,9900.0
2017-10-16,800.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-23,11.1111
2017-10-25,-90.0
2017-10-27,800.0
2017-11-01,-86.6667
2017-11-03,83.3333
2017-11-13,218.1818
2017-11-14,-62.8571
2017-11-17,284.6154
2017-11-20,-12.0
2017-11-21,0.0
2017-11-22,7.9545
2017-11-24,-70.5263
2017-11-28,78.5714
2017-11-29,20.0
2017-12-04,-48.3333
2017-12-05,3.2258
2017-12-07,3.125
2017-12-11,0.0
2017-12-14,139.3939
2017-12-15,26.5823
2017-12-18,-20.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-26,0.0
2017-12-27,-65.0
2017-12-28,185.7143
2017-12-29,0.0
2018-01-02,-12.5
2018-01-03,1.4285999999999999
2018-01-04,-1.4085
2018-01-08,0.0
2018-01-11,-2.8571
2018-01-19,-2.9412000000000003
2018-01-22,21.2121
2018-01-23,0.0
2018-01-25,-12.5
2018-01-26,35.7143
2018-01-29,-28.4211
2018-01-31,0.0
2018-02-06,-25.0
2018-02-07,82.3529
2018-02-08,-3.2258
2018-02-12,1.1111
2018-02-14,-2.1978
2018-02-15,-32.5843
2018-02-21,46.6667
2018-02-22,-13.6364
2018-02-23,-31.5789
2018-02-26,73.0769
2018-02-27,-13.3333
2018-02-28,-87.1795
2018-03-01,0.0
2018-03-02,420.0
2018-03-06,9.6154
2018-03-07,22.807
2018-03-16,1.4285999999999999
2018-03-19,5.6338
2018-03-20,12.0
2018-03-21,0.0
2018-03-22,7.1429
2018-03-23,16.6667
2018-03-26,0.0
2018-03-27,-19.0476
2018-03-29,29.4118
2018-04-02,-32.7273
2018-04-03,-5.4054
2018-04-06,71.4286
2018-04-09,4.1667
2018-04-11,0.0
2018-04-13,4.0
2018-04-16,0.0
2018-04-19,-46.1538
2018-04-20,100.0
2018-04-23,-50.0
2018-04-24,0.0
2018-04-25,21.4286
2018-05-02,8.2353
2018-05-07,52.1739
2018-05-08,7.1429
2018-05-10,-3.3333
2018-05-11,-51.7241
2018-05-14,42.8571
2018-05-15,-48.0
2018-05-16,92.3077
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,-65.0
2018-05-22,71.4286
2018-05-23,50.0
2018-05-24,0.0
2018-05-25,-16.6667
2018-06-05,6.6667
2018-06-06,0.0
2018-06-11,-2.5
2018-06-12,0.0
2018-06-13,-3.8462
2018-06-14,-20.0
2018-06-15,-33.3333
2018-06-22,25.0
2018-06-26,36.0
2018-06-27,2.9412000000000003
2018-06-28,-7.1429
2018-07-05,23.0769
2018-07-09,-41.25
2018-07-12,10.6383
2018-07-16,34.6154
2018-07-20,7.1429
2018-07-24,-30.6667
2018-07-27,-3.8462
2018-07-31,0.0
2018-08-07,70.0
2018-08-08,-38.8235
2018-08-09,44.2308
2018-08-10,6.6667
2018-08-13,-25.0
2018-08-20,-5.0
2018-08-21,-12.2807
2018-08-23,0.0
2018-08-24,-6.0
2018-08-29,-14.8936
2018-09-05,-20.0
2018-09-07,56.25
2018-09-10,10.0
2018-09-19,-7.2727
2018-09-20,7.8431
2018-09-24,-43.6364
2018-09-25,61.2903
2018-09-28,20.0
2018-10-01,0.0
2018-10-02,-16.6667
2018-10-03,0.0
2018-10-17,-99.8
2018-11-01,40900.0
2018-11-07,-0.4878
2018-11-08,2.9412000000000003
2018-11-12,-4.7619
2018-11-13,0.0
2018-11-14,0.0
2018-11-16,0.0
2018-11-20,0.0
2018-11-21,25.0
2018-11-30,0.0
2018-12-04,-40.0
2018-12-07,0.0
2018-12-11,66.6667
2018-12-12,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-20,-80.0
2018-12-26,100.0
2019-01-03,100.0
2019-01-04,-50.0
2019-01-10,80.0
2019-01-11,16.6667
2019-01-14,4.7619
2019-01-15,2.2727
2019-01-18,0.0
2019-01-25,0.0
2019-01-30,0.0
2019-01-31,6.6667
2019-02-04,41.6667
2019-02-05,2.9412000000000003
2019-02-06,-28.5714
2019-02-11,0.0
2019-02-12,-10.0
2019-02-13,0.0
2019-02-14,-4.4444
2019-02-19,13.9535
2019-02-21,2.0408
2019-02-22,0.0
2019-02-27,36.0
2019-02-28,-63.2353
2019-03-07,148.0
2019-03-08,-3.2258
2019-03-11,0.0
2019-03-12,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-29,0.0
2019-04-02,0.0
2019-04-04,-26.6667
2019-04-05,36.3636
2019-04-08,0.0
2019-04-11,-31.6667
2019-04-22,-21.9512
2019-04-25,84.375
2019-04-29,18.6441
2019-05-02,-2.8571
2019-05-03,0.0
2019-05-10,2.9412000000000003
2019-05-13,0.0
2019-05-15,-3.5714
2019-05-16,-52.5926
2019-05-21,103.125
2019-05-23,3.8462
2019-05-31,0.0
2019-06-05,0.0
2019-06-10,-3.7037
2019-06-12,0.0
2019-06-21,0.0
2019-06-24,0.0
2019-06-26,0.0
2019-07-01,3.8462
2019-07-02,0.0
2019-07-11,3.7037
2019-07-12,0.0
2019-07-18,1.4285999999999999
2019-07-19,12.6761
2019-07-22,-2.5
2019-07-23,2.5641
2019-07-24,0.0
2019-07-25,-12.5
2019-07-31,0.0
2019-08-01,0.0
2019-08-06,0.0
2019-08-08,-28.5714
2019-08-15,0.0
2019-08-19,70.0
2019-08-20,-5.8824
2019-08-23,-2.5
2019-08-26,-3.8462
2019-09-04,0.0
2019-09-10,-6.6667
2019-09-11,0.0
2019-09-17,-28.5714
2019-09-18,0.0
2019-09-23,40.0
2019-09-24,-14.2857
2019-09-25,16.6667
2019-09-27,0.0
2019-09-30,-28.5714
2019-10-11,20.0
2019-10-22,-50.0
2019-10-25,66.6667
2019-10-28,0.0
2019-10-31,-10.0
2019-11-01,-11.1111
2019-11-06,0.0
2019-11-14,0.0
2019-11-18,0.0
2019-11-22,62.5
2019-11-25,7.6923
2019-11-26,14.2857
2019-11-27,-37.5
2019-12-05,80.0
2019-12-06,-77.7778
2019-12-11,150.0
2019-12-19,100.0
2019-12-20,-45.0
2019-12-23,81.8182
2019-12-24,-15.0
2019-12-27,0.0
2019-12-30,-17.647100000000002
2020-01-02,7.1429
2020-01-03,0.0
2020-01-07,0.0
2020-01-08,-20.0
2020-01-09,25.0
2020-01-10,0.0
2020-01-15,-6.6667
2020-01-16,-7.1429
2020-01-21,15.3846
2020-01-22,0.0
2020-01-23,0.0
2020-01-27,-20.0
2020-01-28,-16.6667
2020-01-30,50.0
2020-02-03,0.0
2020-02-04,-6.6667
2020-02-05,0.0
2020-02-06,-28.5714
2020-02-07,40.0
2020-02-10,-14.2857
2020-02-11,0.0
2020-02-12,16.6667
2020-02-13,-7.1429
2020-02-14,7.6923
2020-02-19,0.0
2020-02-20,-1.4285999999999999
2020-02-21,-5.7971
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-28,-7.6923
2020-03-02,8.3333
2020-03-03,0.0
2020-03-04,-7.6923
2020-03-06,0.0
2020-03-10,0.0
2020-03-11,-16.6667
2020-03-12,30.0
2020-03-13,-7.6923
2020-03-16,8.3333
2020-03-17,-7.6923
2020-03-19,0.0
2020-03-23,0.0
2020-03-24,16.6667
2020-03-25,11.4286
2020-03-26,-10.2564
2020-03-30,0.0
2020-04-01,0.0
2020-04-02,-14.2857
2020-04-03,16.6667
2020-04-06,0.0
2020-04-09,0.0
2020-04-13,-28.5714
2020-04-15,0.0
2020-04-16,40.0
2020-04-17,0.0
2020-04-20,-28.5714
2020-04-21,0.0
2020-04-22,40.0
2020-04-23,42.8571
2020-04-24,0.0
2020-04-27,-30.0
2020-04-28,0.0
2020-04-29,-7.1429
2020-04-30,15.3846
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-12,-13.3333
2020-05-13,7.6923
2020-05-14,7.1429
2020-05-15,0.0
2020-05-18,-9.6
2020-05-19,10.6195
2020-05-20,-13.3333
2020-05-21,1.5385
2020-05-22,27.2727
2020-05-26,19.0476
2020-05-27,-30.0
2020-05-28,85.5714
2020-05-29,0.077
2020-06-01,23.0769
2020-06-02,-6.875
2020-06-03,13.6913
2020-06-04,0.3542
2020-06-05,-3.0
2020-06-08,-6.0036
2020-06-09,-3.2258
2020-06-10,-6.6667
2020-06-11,5.3571
2020-06-12,1.6949
2020-06-15,0.0
2020-06-16,-0.0667
2020-06-17,-6.6044
2020-06-18,-14.1786
2020-06-19,0.0416
2020-06-22,12.3128
2020-06-23,-9.037
2020-06-24,4.2345
2020-06-25,5.4688
2020-06-26,-14.8148
2020-06-29,4.3478
2020-06-30,15.8333
2020-07-01,-13.5252
2020-07-02,-0.0832
2020-07-06,12.1565
2020-07-07,3.9347
2020-07-08,-21.4286
2020-07-09,17.2727
2020-07-10,16.2791
2020-07-13,3.3333
2020-07-14,-12.9032
2020-07-15,2.2222
2020-07-16,34.058
2020-07-17,-2.7568
2020-07-20,-22.179
2020-07-21,25.0
2020-07-22,-2.8571
2020-07-23,0.0
2020-07-24,-5.2941
2020-07-27,2.4845
2020-07-28,0.0
2020-07-29,0.6061
2020-07-30,9.5783
2020-07-31,1.1545
