ticker,CASI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,11.2195
2000-01-04,-5.2632
2000-01-05,1.3889
2000-01-06,0.2854
2000-01-07,6.7729
2000-01-10,10.0213
2000-01-11,3.2946
2000-01-12,-1.5009000000000001
2000-01-13,-0.9524
2000-01-14,3.8462
2000-01-18,22.5926
2000-01-19,13.2931
2000-01-20,21.4667
2000-01-21,-4.0615
2000-01-24,-16.2471
2000-01-25,7.2404
2000-01-26,-6.7516
2000-01-27,-10.1093
2000-01-28,5.4711
2000-01-31,-9.5101
2000-02-01,11.465
2000-02-02,-5.5714
2000-02-03,-0.7564
2000-02-04,2.8963
2000-02-07,13.4815
2000-02-08,-4.8303
2000-02-09,-4.5267
2000-02-10,22.7011
2000-02-11,-9.0164
2000-02-14,17.1171
2000-02-15,-7.8022
2000-02-16,10.6079
2000-02-17,7.8664
2000-02-18,7.8921
2000-02-22,10.3704
2000-02-23,-2.8523
2000-02-24,3.7997
2000-02-25,1.3311
2000-02-28,14.9425
2000-02-29,12.5714
2000-03-01,-5.0761
2000-03-02,-11.0963
2000-03-03,0.4511
2000-03-06,0.9731
2000-03-07,-2.5945
2000-03-08,-8.9802
2000-03-09,-7.6923
2000-03-10,6.4538
2000-03-13,-10.8275
2000-03-14,-12.9771
2000-03-15,3.7281
2000-03-16,-1.2685
2000-03-17,-0.1071
2000-03-20,-3.9657
2000-03-21,3.5714
2000-03-22,7.9741
2000-03-23,1.2974
2000-03-24,-1.0836999999999999
2000-03-27,1.8923999999999999
2000-03-28,8.3089
2000-03-29,-4.6029
2000-03-30,-9.3661
2000-03-31,-1.0438
2000-04-03,-8.4388
2000-04-04,-10.1382
2000-04-05,12.5641
2000-04-06,-1.139
2000-04-07,4.0323
2000-04-10,-6.0908
2000-04-11,-8.6085
2000-04-12,-2.7096999999999998
2000-04-13,-12.9973
2000-04-14,-14.6341
2000-04-17,-5.1786
2000-04-18,20.7156
2000-04-19,21.8409
2000-04-20,-12.1639
2000-04-24,-3.7901
2000-04-25,11.5152
2000-04-26,-0.5435
2000-04-27,4.918
2000-04-28,9.2448
2000-05-01,0.8343
2000-05-02,-8.2742
2000-05-03,-4.768
2000-05-04,3.3829000000000002
2000-05-05,2.2251
2000-05-08,-2.6889
2000-05-09,-10.526299999999999
2000-05-10,-2.3529
2000-05-11,-30.4217
2000-05-12,5.6277
2000-05-15,-12.2951
2000-05-16,6.0748
2000-05-17,2.4229
2000-05-18,-2.3656
2000-05-19,-4.8458
