ticker,STCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-23,-20.0
2012-11-05,-12.5
2012-11-07,7.1429
2012-11-08,-16.6667
2012-11-09,19.2
2012-11-12,-36.2416
2012-11-13,47.3684
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-23,0.0
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-03,0.0
2012-12-04,-17.8571
2012-12-06,21.7391
2012-12-10,-39.2857
2012-12-11,17.647100000000002
2012-12-13,0.0
2012-12-14,35.0
2012-12-18,0.0
2012-12-21,11.1111
2012-12-27,0.0
2012-12-28,0.0
2012-12-31,0.0
2013-01-04,-6.0
2013-01-09,6.383
2013-01-11,0.0
2013-01-15,0.0
2013-01-18,0.0
2013-01-22,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-30,-6.6667
2013-02-01,0.0
2013-02-07,0.0
2013-02-12,-27.8571
2013-02-13,38.6139
2013-02-21,-27.8571
2013-03-01,0.0
2013-03-12,0.0
2013-03-18,11.8812
2013-03-21,-0.885
2013-04-03,-10.7143
2013-05-08,50.0
2013-05-09,0.0
2013-05-10,0.0
2013-05-15,0.0
2013-05-17,50.0
2013-05-20,-2.2222
2013-05-21,13.6364
2013-05-22,10.0
2013-05-24,0.0
2013-05-28,0.0
2013-06-10,0.0
2013-06-11,0.0
2013-06-12,0.0
2013-06-14,5.4545
2013-06-18,0.0
2013-06-21,0.0
2013-08-29,1.7241
2013-08-30,-32.2034
2013-09-09,1.0
2013-09-10,-0.9901
2013-09-13,0.0
2013-09-24,2.5
2013-10-10,-2.439
2013-10-21,0.0
2013-10-22,-50.0
2013-10-30,-1.0
2013-11-06,102.0202
2013-11-26,-40.0
2013-12-03,0.0
2013-12-06,-0.8333
2013-12-17,0.8403
2014-01-30,-19.1667
2014-02-18,-46.3918
2014-03-21,-3.8462
2014-03-27,2.0
2014-05-15,47.0588
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,0.0
2014-05-29,0.0
2014-05-30,33.3333
2014-06-02,0.0
2014-06-12,0.0
2014-06-17,-25.0
2014-06-20,33.3333
2014-06-26,0.0
2014-06-27,0.0
2014-07-01,0.0
2014-07-07,100.0
2014-07-09,0.0
2014-07-11,-2.5
2014-07-15,2.5641
2014-07-17,-2.5
2014-07-18,2.5641
2014-07-24,0.0
2014-07-25,-12.5
