ticker,GTMM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-11-25,0.0
2011-11-30,-25.0
2011-12-05,-6.6667
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-14,0.0
2011-12-15,7.1429
2011-12-19,0.0
2011-12-20,26.6667
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,2.6316
2011-12-27,2.5641
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,15.0
2012-01-05,-13.0435
2012-01-06,5.0
2012-01-09,0.0
2012-01-10,14.2857
2012-01-11,-16.6667
2012-01-12,0.0
2012-01-13,0.0
2012-01-17,-5.0
2012-01-18,26.1184
2012-01-19,0.1565
2012-01-20,12.5
2012-01-24,-11.1111
2012-01-25,-4.1667
2012-01-26,4.3478
2012-01-27,0.0
2012-01-30,-16.6667
2012-01-31,0.0
2012-02-01,10.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,-4.5455
2012-02-07,4.7619
2012-02-08,0.0
2012-02-10,0.0
2012-02-13,-31.8182
2012-02-14,46.6667
2012-02-16,0.0
2012-02-22,-9.0909
2012-02-24,0.0
2012-02-28,0.0
2012-02-29,0.0
2012-03-02,0.0
2012-03-07,0.0
2012-03-09,0.0
2012-03-12,5.0
2012-03-13,0.0
2012-03-14,-4.7619
2012-03-15,0.0
2012-03-16,0.0
2012-03-19,0.0
2012-03-20,0.0
2012-03-21,0.0
2012-03-22,20.0
2012-03-23,0.0
2012-03-26,-4.1667
2012-03-27,-8.6957
2012-03-28,9.5238
2012-03-29,0.0
2012-03-30,-8.6957
2012-04-03,-14.2857
2012-04-04,11.1111
2012-04-16,-5.0
2012-04-17,-2.6974
2012-04-18,-2.6369
2012-04-20,-11.1111
2012-04-24,0.0
2012-04-26,-6.25
2012-04-27,26.6667
2012-04-30,4.7368
2012-05-01,0.0
2012-05-03,0.0
2012-05-08,0.5025
2012-05-10,5.0
2012-05-16,0.0
2012-05-22,0.0
2012-05-24,-4.7619
2012-05-29,0.0
2012-05-31,0.0
2012-06-04,0.0
2012-06-07,0.0
2012-06-11,0.0
2012-06-13,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-22,0.0
2012-06-26,0.0
2012-06-28,0.0
2012-07-02,0.0
2012-07-06,0.0
2012-07-10,-20.0
2012-07-11,25.0
2012-07-17,-5.0
2012-07-18,-15.7895
2012-07-19,12.5
2012-07-31,5.5556
2012-08-02,0.0
2012-08-03,-15.7895
