ticker,SUME US Equity
2015-09-16,37.5
2015-09-21,9.0909
2015-09-28,8.3333
2015-10-06,3.0769
2015-10-08,0.0
2015-10-12,0.0
2015-10-13,0.0
2015-10-19,0.7463
2015-11-02,-1.4815
2015-11-12,0.0
2015-11-20,-2.2556
2015-12-10,-3.8462
2015-12-14,6.4
2015-12-16,0.0
2015-12-21,0.7519
2015-12-24,-25.3731
2015-12-30,30.0
2016-01-06,-15.3846
2016-01-07,-8.1818
2016-01-12,4.9505
2016-01-20,12.2642
2016-02-02,-10.9244
2016-02-03,1.2264
2016-02-18,-1.0252
2016-02-22,12.9944
2016-02-26,-8.3333
2016-03-01,21.8182
2016-03-08,4.4776
2016-03-10,-10.7143
2016-03-11,-20.0
2016-03-14,10.0
2016-03-15,20.9091
2016-03-21,-6.015
2016-03-22,-1.6
2016-03-23,1.626
2016-03-28,-0.8
2016-03-31,-0.8065
2016-04-06,-2.439
2016-04-14,0.0
2016-04-20,1.724
2016-04-26,-17.2597
2016-04-27,8.9109
2016-05-02,0.0
2016-05-03,4.5455
2016-05-04,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-18,5.2174
2016-05-20,11.5702
2016-05-26,0.0
2016-05-27,0.0
2016-05-31,-14.8148
2016-06-02,0.0
2016-06-09,0.0
2016-06-14,0.0
2016-06-17,8.6957
2016-06-20,24.0
2016-06-21,0.0
2016-06-23,0.0
2016-06-27,-0.6452
2016-07-05,-0.6494
2016-07-07,4.5752
2016-07-11,40.625
2016-07-12,0.0
2016-07-14,0.0
2016-07-21,1.3333
2016-07-22,0.8772
2016-07-25,-6.5217
2016-08-03,0.0
2016-08-11,-15.814
2016-08-12,-0.5525
2016-08-15,0.0
2016-08-19,0.5556
2016-08-24,0.0
2016-08-31,2.2099
2016-09-12,0.0
2016-09-21,2.7027
2016-09-27,-7.8947
2016-10-03,0.0
2016-10-04,0.0
2016-10-07,0.0
2016-10-20,-0.5714
2016-11-10,-8.6207
2016-11-11,0.0
2016-11-15,-1.195
2016-11-21,1.846
2016-11-22,0.0
2016-11-23,0.0
2016-11-28,0.0
2016-12-05,-1.875
2016-12-16,-7.6433
2016-12-20,6.8966
2016-12-23,-9.6774
2016-12-27,0.0
2016-12-28,0.9286
2017-01-05,-0.92
2017-01-10,0.0
2017-01-11,-0.8214
2017-01-18,0.8282
2017-01-20,10.7143
2017-01-24,1.2903
2017-01-25,0.0
2017-01-26,-1.4013
2017-01-30,-9.5607
2017-02-01,10.7143
2017-02-06,0.6452
2017-02-08,-1.2821
2017-02-13,0.0
2017-02-21,0.0
2017-03-07,-0.6494
2017-03-09,0.0
2017-03-10,-11.7647
2017-03-15,3.7037
2017-03-17,0.0
2017-03-20,0.0
2017-03-28,-7.1429
2017-03-29,1.5385
2017-03-30,4.4697
2017-03-31,-0.6526
2017-04-03,0.7299
2017-04-04,1.4493
2017-04-05,12.1429
2017-04-06,-15.4777
2017-04-10,9.269
2017-04-12,-11.0345
2017-04-13,4.6512
2017-04-17,-18.5185
2017-04-18,17.2727
2017-04-19,-3.1008
2017-04-20,12.0
2017-04-21,-20.7143
2017-04-24,12.6126
2017-04-25,0.0
2017-05-01,-4.0
2017-05-09,-4.1667
2017-05-15,-4.3478
2017-05-16,0.0
2017-05-17,-4.5455
2017-05-19,9.5238
2017-06-13,-13.0435
2017-06-15,0.0
2017-06-19,0.0
2017-06-20,40.0
2017-06-21,7.1429
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,-6.6667
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-07,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-20,0.0
2017-07-24,14.2857
2017-07-25,10.0938
2017-07-26,14.675
2017-07-28,-0.9901
2017-08-15,52.5
2017-08-16,-18.6885
2017-08-17,-5.2419
2017-08-21,27.6596
2017-08-22,-16.6667
2017-09-01,-28.0
2017-09-05,11.1111
2017-09-08,-30.0
2017-09-13,5.0
2017-09-14,0.0
2017-09-19,15.6463
2017-09-20,46.4706
2017-09-22,0.4016
2017-09-28,-20.0
2017-09-29,10.0
2017-10-02,9.0909
2017-10-13,4.1667
2017-10-19,0.0
2017-10-25,-12.0
2017-10-27,-2.2727
2017-11-08,-6.9767
2017-11-10,7.5
2017-11-13,-9.3023
2017-11-14,0.0
2017-11-20,27.6923
2017-11-21,0.0
2017-11-27,0.4016
2017-11-28,-1.2
2017-12-11,-35.2227
2017-12-20,55.625
2017-12-26,0.0
2017-12-29,0.4016
2018-01-04,-13.2
2018-01-08,-0.4608
2018-01-09,0.0
2018-01-10,-18.9815
2018-01-16,14.2857
2018-01-19,25.0
2018-01-22,0.0
2018-01-25,-29.2
2018-02-07,41.2429
2018-02-12,-4.0
2018-02-16,4.1667
2018-02-20,0.0
2018-03-05,-4.0
2018-03-16,0.0
2018-03-20,25.0
2018-03-23,66.6667
2018-03-26,0.0
2018-03-27,-50.0
2018-03-28,-26.0
2018-04-02,56.7568
2018-04-03,3.4483
2018-04-13,-33.3333
2018-04-16,-3.5
2018-04-17,0.0
2018-04-18,-1.5544
2018-04-20,2.6316
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,-22.0513
2018-05-01,21.7105
2018-05-02,0.0
2018-05-09,5.4054
2018-05-10,15.3846
2018-05-11,22.2222
2018-05-16,5.4545
2018-05-17,1.0345
2018-05-21,-30.0341
2018-05-31,26.8293
2018-06-05,-23.0769
2018-06-07,0.0
2018-06-08,27.5
2018-06-22,-3.9215999999999998
2018-07-06,0.0
2018-07-20,-0.4082
2018-07-31,0.0
2018-08-07,-7.7869
2018-08-09,0.0
2018-08-13,-2.2222
2018-08-14,0.0
2018-08-20,0.0
2018-08-28,-9.5455
2018-08-31,0.0
2018-09-06,-14.5729
2018-09-07,0.0
2018-09-12,-2.9412000000000003
2018-09-14,20.0
2018-09-28,0.5051
2018-10-11,-14.5729
2018-10-15,17.0588
2018-10-29,-9.5477
2018-11-07,-3.8889
2018-11-09,1.1561
2018-11-13,2.8571
2018-11-14,10.5556
2018-11-27,-14.5729
2018-11-29,-11.7647
2018-12-03,13.3333
2018-12-07,17.0588
2018-12-10,0.0
2018-12-12,0.0
2018-12-27,0.0
2018-12-31,-32.1608
2019-01-07,45.037
2019-01-10,1.6343
2019-01-22,0.0
2019-02-19,0.0
2019-02-27,0.0
2019-03-07,0.0
2019-03-28,0.0
2019-04-02,25.1256
2019-04-03,-23.6948
2019-04-09,-21.0526
2019-04-15,23.3333
2019-04-16,-18.9189
2019-04-29,16.6667
2019-05-06,0.0
2019-05-10,0.0
2019-05-20,14.2857
2019-05-21,-2.5
2019-06-05,-2.5641
2019-06-10,-20.0
2019-06-11,-0.3289
2019-06-12,28.7129
2019-06-13,-3.5897
2019-06-28,6.383
2019-07-08,0.0
2019-07-10,0.0
2019-07-22,-2.5
2019-08-05,-7.6923
2019-08-09,-15.5556
2019-08-15,-1.3158
2019-08-16,0.0
2019-08-20,30.0
2019-08-21,2.5641
2019-09-05,0.0
2019-09-19,-2.5
2019-09-25,-0.5128
2019-10-03,0.0
2019-10-28,-22.1649
2019-11-01,22.5166
2019-11-14,-12.7027
2019-11-18,14.5511
2019-11-26,0.0
2019-12-06,-25.4054
2019-12-09,26.8116
2019-12-23,-5.7143
2019-12-27,6.0606
2019-12-31,-0.8571
2020-01-06,0.8646
2020-01-16,-14.2857
2020-01-31,0.0
2020-02-20,-5.3333
2020-02-24,5.6338
2020-03-03,-10.0
2020-03-09,-8.5185
2020-03-10,-2.834
2020-03-11,0.0
2020-03-18,-8.3333
2020-04-14,36.3636
2020-04-28,-26.6667
2020-04-29,36.3636
2020-04-30,-1.3333
2020-05-08,0.0
2020-05-15,-12.1622
2020-05-26,15.3846
2020-06-04,-23.3333
2020-06-05,23.4783
2020-06-08,-3.5211
2020-06-10,0.0
2020-06-16,-8.7591
2020-06-17,0.0
2020-06-22,17.6
2020-06-25,-3.4013999999999998
2020-07-02,5.6338
2020-07-13,-1.3333
2020-07-17,1.3514
2020-07-28,-1.6667
2020-07-31,1.6949
