ticker,ACMT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-12,0.0
2000-06-08,0.0
2000-06-09,0.0
2000-06-15,0.0
2000-09-28,0.0
2000-09-29,-10.526299999999999
2000-10-02,11.7647
2000-10-04,0.0
2000-12-01,36.8421
2000-12-08,-26.9231
2000-12-11,0.0
2000-12-20,0.0
2000-12-21,0.3289
2000-12-27,-0.3279
2001-01-02,5.2632
2001-03-19,-3.75
2001-06-08,29.8701
2001-09-17,-24.0
2001-09-19,0.0
2001-09-20,0.0
2001-09-24,0.0
2001-10-12,0.0
2002-01-29,0.0
2002-05-03,-26.3158
2002-05-06,-7.1429
2002-05-13,7.6923
2002-08-09,1.7856999999999998
2002-08-28,-29.4737
2002-10-15,0.995
2002-10-17,0.0
2002-10-24,0.0
2002-11-14,1.0836999999999999
2002-11-15,-0.0975
2002-11-25,0.4878
2002-12-16,2.4272
2003-01-23,-1.8957000000000002
2003-01-31,0.0
2003-02-04,-0.9662
2003-02-10,0.4878
2003-05-09,-7.767
2003-06-25,9.2105
2003-07-07,-0.241
2003-09-08,2.8986
2003-10-09,10.3286
2003-10-17,-4.2553
2003-10-20,0.0
2003-11-04,0.4444
2003-12-03,3.9823
2004-01-21,-2.9787
2004-05-25,3.9474
2004-05-26,1.2658
2004-05-28,12.5
2004-06-29,8.1481
2004-07-13,2.7397
2004-07-29,-5.0
2004-09-30,3.5088
2004-10-01,42.3729
2004-12-06,0.0
2004-12-21,-54.4762
2005-02-02,56.9038
2005-02-11,0.0
2005-04-19,2.0
2005-04-22,6.2092
2005-05-19,10.7692
2005-05-24,11.1111
2005-10-31,-15.0
2005-11-16,2.9412000000000003
2005-11-17,14.2857
2005-12-15,-15.0
2005-12-20,48.5294
2006-01-18,-32.6733
2006-01-27,0.0
2006-02-09,0.0
2006-02-10,1.1764999999999999
2006-05-16,24.4186
2006-05-24,2.8037
2006-06-02,-9.0909
2006-06-09,0.0
2006-06-14,-2.5
2006-06-16,2.5641
2006-06-19,-2.5
2006-06-23,10.2564
2006-06-26,0.0
2006-07-21,-6.9767
2006-09-15,5.0
2006-09-19,4.7619
2006-12-08,6.8182
2007-02-15,2.5532
2007-03-07,45.2282
2007-03-14,-30.7143
2007-03-27,-0.6186
2007-05-08,5.8091
2007-06-25,1.9607999999999999
2007-07-26,3.8462
2007-08-10,-3.7037
2007-08-21,3.8462
2008-10-28,-1.8519
2008-11-05,-1.8868
2009-07-28,-16.3462
2009-09-28,5.977
2009-10-02,0.0
2009-10-12,8.4599
2009-10-26,0.0
2010-02-08,-3.0
2010-02-11,0.0
2010-02-25,3.0928
2010-03-16,-1.2
2010-04-07,-1.417
2010-05-12,0.0
2010-06-24,0.8214
2010-06-29,0.0
2010-07-08,0.8147
2010-11-03,-0.6061
2010-12-20,1.626
2011-01-20,0.0
2011-06-01,1.04
2011-08-08,-3.0087
2011-09-26,0.0
2012-04-09,0.0
2012-04-16,38.7755
2012-11-26,-38.9706
2012-12-04,2.4096
2012-12-12,7.0588
2012-12-14,-7.6923
2012-12-20,3.5714
2012-12-26,-4.5977
2013-01-02,3.6145
2013-01-04,6.9767
2013-01-11,-2.1739
2013-01-30,-2.2222
2013-03-22,5.6818
2013-07-31,7.5269
2013-08-14,0.0
2013-10-15,1.0
2013-12-09,-0.9901
2013-12-31,20.0
2014-01-31,-16.6667
2014-08-11,-2.0
2014-09-11,0.0
2014-09-19,-5.102
2014-09-25,-3.2258
2014-11-06,0.0
2014-12-18,-1.1111
2015-01-13,-1.1236
2015-03-19,-0.4545
2015-05-05,-4.1096
2015-05-12,7.1429
2015-05-19,-2.6667
2015-07-10,-4.1096
2015-07-27,-3.5714
2015-07-31,0.0
2015-12-04,0.0
2016-05-09,0.0
2016-05-17,0.0
2016-07-07,3.7531
2016-07-11,0.0
2017-03-16,0.6663
2017-03-17,0.0
2017-03-30,4.0189
2017-04-06,-11.3636
2017-04-21,0.0
2017-05-10,1.2821
2017-06-23,2.5316
2017-09-08,-1.2346
2017-12-01,0.35
2018-05-22,5.3812
2018-06-13,0.2364
2018-06-26,1.2736
2018-07-06,9.4551
2018-07-11,0.0
2018-07-23,19.1489
2019-01-30,7.1429
2019-05-20,0.5333
2019-05-21,6.1008
2019-05-22,-5.75
2019-05-30,6.1008
2019-10-02,-2.625
2019-11-04,1.3479
2019-11-12,0.0633
2019-11-18,50.3165
2019-12-10,-33.5158
2020-01-22,0.0
2020-02-28,-4.5282
2020-03-03,4.6103
2020-03-09,3.1706
2020-03-10,0.0
2020-03-24,-4.7326
2020-04-22,-13.871
2020-04-23,12.3596
2020-07-07,-10.0
2020-07-14,0.9259
