ticker,PBFX US Equity
2014-09-29,-0.6928
2014-09-30,-1.8605
2014-10-01,-0.9874
2014-10-02,-0.2393
2014-10-03,0.5198
2014-10-06,1.5513
2014-10-07,-1.0184
2014-10-08,0.0396
2014-10-09,-1.5823
2014-10-10,-4.1399
2014-10-13,-5.5765
2014-10-14,-7.7265
2014-10-15,4.4755
2014-10-16,4.3759
2014-10-17,5.8694
2014-10-20,1.584
2014-10-21,1.8054999999999999
2014-10-22,-0.2418
2014-10-23,1.8586
2014-10-24,-0.1587
2014-10-27,-1.033
2014-10-28,-0.3613
2014-10-29,-1.0878
2014-10-30,0.8147
2014-10-31,-0.4848
2014-11-03,-1.9082
2014-11-04,-1.2831000000000001
2014-11-05,1.8449
2014-11-06,4.8991
2014-11-07,-1.1381000000000001
2014-11-10,1.0322
2014-11-11,-0.5894
2014-11-12,-0.0395
2014-11-13,-4.4418
2014-11-14,-0.8375
2014-11-17,4.3497
2014-11-18,-1.295
2014-11-19,-1.558
2014-11-20,-0.0833
2014-11-21,-0.3335
2014-11-24,-1.422
2014-11-25,-2.2062
2014-11-26,0.8677
2014-11-28,-1.8065
2014-12-01,-0.9636
2014-12-02,3.096
2014-12-03,-1.8447
2014-12-04,1.3112
2014-12-05,0.0863
2014-12-08,-5.1724
2014-12-09,1.7727
2014-12-10,-4.0197
2014-12-11,-3.3969
2014-12-12,-3.6609
2014-12-15,-1.85
2014-12-16,1.783
2014-12-17,-0.7007
2014-12-18,1.7137
2014-12-19,-0.6442
2014-12-22,-3.4913
2014-12-23,-2.0672
2014-12-24,-0.7388
2014-12-26,0.5848
2014-12-29,3.1184
2014-12-30,9.5336
2014-12-31,-0.0936
2015-01-02,5.2927
2015-01-05,-2.1352
2015-01-06,-3.4091
2015-01-07,0.4706
2015-01-08,-1.733
2015-01-09,1.0963
2015-01-12,-3.3475
2015-01-13,-1.8537
2015-01-14,2.0875
2015-01-15,0.8277
2015-01-16,-0.3863
2015-01-20,-0.3393
2015-01-21,0.5837
2015-01-22,2.2727
2015-01-23,1.7021
2015-01-26,2.2315
2015-01-27,1.0459
2015-01-28,-0.8101
2015-01-29,-0.2269
2015-01-30,3.6835
2015-02-02,-1.2281
2015-02-03,1.5098
2015-02-04,-0.5249
2015-02-05,0.2639
2015-02-06,-1.7982
2015-02-09,-4.7343
2015-02-10,1.6409
2015-02-11,-1.0148
2015-02-12,4.6132
2015-02-13,4.2316
2015-02-17,3.3761
2015-02-18,-0.248
2015-02-19,0.3315
2015-02-20,3.8106999999999998
2015-02-23,1.3312
2015-02-24,-0.3981
2015-02-25,0.5596
2015-02-26,-1.2719
2015-02-27,-1.6103
2015-03-02,-0.2864
2015-03-03,-1.3952
2015-03-04,-1.2068
2015-03-05,-0.8846
2015-03-06,-2.6774
2015-03-09,-0.393
2015-03-10,-2.4551
2015-03-11,2.0225
2015-03-12,1.8062
2015-03-13,0.0865
2015-03-16,-1.4267
2015-03-17,1.7982
2015-03-18,-0.991
2015-03-19,-2.6545
2015-03-20,-0.5364
2015-03-23,1.9775
2015-03-24,-1.7187999999999999
2015-03-25,1.1211
2015-03-26,2.306
2015-03-27,1.3437000000000001
2015-03-30,-1.5398
2015-03-31,-1.7288999999999999
2015-04-01,0.4332
2015-04-02,-0.4842
2015-04-06,-0.5529
2015-04-07,3.0465
2015-04-08,-0.0432
2015-04-09,2.8929
2015-04-10,-2.2661
2015-04-13,-1.5887
2015-04-14,1.7452
2015-04-15,1.2006999999999999
2015-04-16,-1.1017
2015-04-17,-1.1997
2015-04-20,1.0408
2015-04-21,0.3004
2015-04-22,1.6688
2015-04-23,0.9259
2015-04-24,-0.0417
2015-04-27,-0.2086
2015-04-28,-0.5853
2015-04-29,0.8831
2015-04-30,1.3756
2015-05-01,-0.2467
2015-05-04,0.9068
2015-05-05,0.7353
2015-05-06,0.8516
2015-05-07,-0.4021
2015-05-08,-0.3633
2015-05-11,0.7901
2015-05-12,-1.1457
2015-05-13,0.5693
2015-05-14,0.2871
2015-05-15,1.0225
2015-05-18,1.1736
2015-05-19,-2.0003
2015-05-20,0.0
2015-05-21,0.1225
2015-05-22,-0.5302
2015-05-26,0.779
2015-05-27,-1.3832
2015-05-28,-1.6502
2015-05-29,-3.0201
2015-06-01,0.9083
2015-06-02,1.2002
2015-06-03,-0.3812
2015-06-04,-2.9337
2015-06-05,-0.1314
2015-06-08,-0.307
2015-06-09,-1.4518
2015-06-10,-0.6696
2015-06-11,-2.2472
2015-06-12,-1.6092
2015-06-15,1.2617
2015-06-16,0.6922
2015-06-17,-0.1833
2015-06-18,10.4683
2015-06-19,0.0831
2015-06-22,-0.7475
2015-06-23,4.5607
2015-06-24,-2.9212
2015-06-25,-0.2885
2015-06-26,0.9095
2015-06-29,-1.27
2015-06-30,-0.7054
2015-07-01,-1.8387
2015-07-02,0.298
2015-07-06,-0.5093
2015-07-07,-0.256
2015-07-08,-1.4548
2015-07-09,-0.8241
2015-07-10,1.0066
2015-07-13,-0.3899
2015-07-14,0.9134
2015-07-15,-2.3707
2015-07-16,-0.2649
2015-07-17,-0.3541
2015-07-20,-3.1986
2015-07-21,-1.0555
2015-07-22,0.4638
2015-07-23,0.8541
2015-07-24,-2.7695
2015-07-27,1.742
2015-07-28,0.1851
2015-07-29,1.8938000000000001
2015-07-30,4.2158
2015-07-31,-0.3915
2015-08-03,-1.6594
2015-08-04,-0.3996
2015-08-05,-2.0954
2015-08-06,0.1821
2015-08-07,-3.1364
2015-08-10,0.9855
2015-08-11,-0.4182
2015-08-12,5.1797
2015-08-13,-1.8944999999999999
2015-08-14,0.7356
2015-08-17,0.5933
2015-08-18,0.363
2015-08-19,-2.7577
2015-08-20,-1.2086999999999999
2015-08-21,-3.3412
2015-08-24,-3.7975
2015-08-25,2.5304
2015-08-26,-1.9743
2015-08-27,5.3877
2015-08-28,1.815
2015-08-31,-2.6273
2015-09-01,-0.4343
2015-09-02,-0.2414
2015-09-03,0.1941
2015-09-04,-0.0969
2015-09-08,-1.6966
2015-09-09,1.3807
2015-09-10,-2.8209999999999997
2015-09-11,-3.8539
2015-09-14,-4.7371
2015-09-15,0.8197
2015-09-16,0.0
2015-09-17,0.4878
2015-09-18,-0.4315
2015-09-21,-0.7584
2015-09-22,-0.4913
2015-09-23,-0.768
2015-09-24,-0.387
2015-09-25,-0.111
2015-09-28,-5.9444
2015-09-29,-2.5989
2015-09-30,4.4876
2015-10-01,4.4689
2015-10-02,5.6111
2015-10-05,2.7354000000000003
2015-10-06,3.021
2015-10-07,1.1431
2015-10-08,-0.2457
2015-10-09,0.8867
2015-10-12,0.7813
2015-10-13,0.1938
2015-10-14,0.677
2015-10-15,-0.3842
2015-10-16,-0.8679
2015-10-19,3.356
2015-10-20,-4.2824
2015-10-21,0.3441
2015-10-22,-0.392
2015-10-23,1.1313
2015-10-26,1.1673
2015-10-27,-3.3654
2015-10-28,-0.4975
2015-10-29,1.75
2015-10-30,2.5061
2015-11-02,0.6711
2015-11-03,-0.2381
2015-11-04,-3.4845
2015-11-05,-0.4451
2015-11-06,3.4277
2015-11-09,-1.537
2015-11-10,2.0488
2015-11-11,1.7048
2015-11-12,-4.1667
2015-11-13,-0.8996
2015-11-16,0.4539
2015-11-17,1.004
2015-11-18,0.0497
2015-11-19,-0.6458
2015-11-20,-0.2
2015-11-23,-0.6513
2015-11-24,0.7564
2015-11-25,0.5005
2015-11-27,0.4482
2015-11-30,-2.1814999999999998
2015-12-01,0.2027
2015-12-02,-1.568
2015-12-03,-1.3361
2015-12-04,1.0417
2015-12-07,-0.9278
2015-12-08,1.717
2015-12-09,6.087
2015-12-10,-2.8447
2015-12-11,-2.8784
2015-12-14,-3.1681
2015-12-15,0.5277
2015-12-16,0.7349
2015-12-17,-0.6253
2015-12-18,1.4158
2015-12-21,-1.3444
2015-12-22,0.8386
2015-12-23,1.6112
2015-12-24,-0.4604
2015-12-28,6.3207
2015-12-29,1.2083
2015-12-30,-0.6686
2015-12-31,2.6923
2016-01-04,-2.6685
2016-01-05,0.1443
2016-01-06,-1.1527
2016-01-07,-0.7775
2016-01-08,-0.3428
2016-01-11,-2.3587
2016-01-12,0.4026
2016-01-13,-3.0075
2016-01-14,3.3592
2016-01-15,-1.85
2016-01-19,-0.6623
2016-01-20,-3.3333
2016-01-21,-5.7825
2016-01-22,4.7297
2016-01-25,-1.9355
2016-01-26,-1.0417
2016-01-27,-1.1634
2016-01-28,-0.6726
2016-01-29,1.298
2016-02-01,-1.337
2016-02-02,0.5647
2016-02-03,-1.2353
2016-02-04,-0.0569
2016-02-05,0.7395
2016-02-08,-1.3552
2016-02-09,-2.2324
2016-02-10,1.0539
2016-02-11,-3.4762
2016-02-12,0.4202
2016-02-16,2.4507
2016-02-17,3.3839
2016-02-18,-8.6907
2016-02-19,7.1655
2016-02-22,2.7218999999999998
2016-02-23,-2.4194
2016-02-24,0.9445
2016-02-25,2.0468
2016-02-26,0.2865
2016-02-29,0.0
2016-03-01,2.5714
2016-03-02,0.8357
2016-03-03,0.5525
2016-03-04,6.0989
2016-03-07,-0.6214
2016-03-08,-5.3153
2016-03-09,4.9532
2016-03-10,-0.9963
2016-03-11,1.1123
2016-03-14,0.0524
2016-03-15,-1.0995
2016-03-16,1.3235000000000001
2016-03-17,2.4032999999999998
2016-03-18,-1.6837
2016-03-21,-0.467
2016-03-22,0.365
2016-03-23,-1.6623
2016-03-24,3.5394
2016-03-28,-0.8673
2016-03-29,1.1323
2016-03-30,2.3919
2016-03-31,-6.3618
2016-04-01,-2.3355
2016-04-04,-1.6303999999999998
2016-04-05,-0.0552
2016-04-06,0.4422
2016-04-07,1.3209
2016-04-08,0.9234
2016-04-11,-0.8073
2016-04-12,1.9533
2016-04-13,-0.5322
2016-04-14,0.8026
2016-04-15,-2.8662
2016-04-18,3.224
2016-04-19,2.0646
2016-04-20,1.9191
2016-04-21,-0.2545
2016-04-22,1.5816
2016-04-25,-0.0502
2016-04-26,-0.5025
2016-04-27,1.7677
2016-04-28,0.2481
2016-04-29,6.6832
2016-05-02,-1.9489999999999998
2016-05-03,-0.4733
2016-05-04,1.9971
2016-05-05,-2.2378
2016-05-06,1.0491
2016-05-09,-3.2563
2016-05-10,1.9512
2016-05-11,-0.9569
2016-05-12,0.1479
2016-05-13,-0.4431
2016-05-16,2.3739
2016-05-17,1.5941999999999998
2016-05-18,0.5706
2016-05-19,1.9385
2016-05-20,-2.0872
2016-05-23,-0.9
2016-05-24,1.8164
2016-05-25,1.0798
2016-05-26,1.1147
2016-05-27,-1.6996
2016-05-31,1.8224
2016-06-01,1.5145
2016-06-02,0.6329
2016-06-03,0.0449
2016-06-06,0.943
2016-06-07,3.2918
2016-06-08,-1.0336
2016-06-09,-0.7833
2016-06-10,-1.0965
2016-06-13,-0.5322
2016-06-14,-0.1783
2016-06-15,-0.5806
2016-06-16,0.5391
2016-06-17,-1.0277
2016-06-20,-0.3612
2016-06-21,1.314
2016-06-22,-0.3578
2016-06-23,0.763
2016-06-24,-0.6236
2016-06-27,-3.9892
2016-06-28,4.7152
2016-06-29,2.4074999999999998
2016-06-30,0.2177
2016-07-01,-0.1303
2016-07-05,-2.2184
2016-07-06,-0.3114
2016-07-07,0.0892
2016-07-08,-1.7387000000000001
2016-07-11,-0.7713
2016-07-12,0.0
2016-07-13,-0.4115
2016-07-14,-1.8365
2016-07-15,1.1225
2016-07-18,-0.4163
2016-07-19,0.5574
2016-07-20,-0.6467
2016-07-21,1.4877
2016-07-22,0.2749
2016-07-25,0.3198
2016-07-26,0.5464
2016-07-27,-0.5888
2016-07-28,0.0456
2016-07-29,0.4098
2016-08-01,-0.9524
2016-08-02,-0.4579
2016-08-03,3.2659000000000002
2016-08-04,-0.6682
2016-08-05,0.8969
2016-08-08,-1.1328
2016-08-09,-1.4665
2016-08-10,1.5814
2016-08-11,-1.8315000000000001
2016-08-12,-4.6175
2016-08-15,1.1247
2016-08-16,-0.5319
2016-08-17,-0.6806
2016-08-18,0.2447
2016-08-19,-0.3418
2016-08-22,-0.8329
2016-08-23,-0.7411
2016-08-24,0.2987
2016-08-25,-1.1911
2016-08-26,0.9543
2016-08-29,0.199
2016-08-30,-0.149
2016-08-31,0.8951
2016-09-01,-0.345
2016-09-02,1.7804
2016-09-06,1.1176
2016-09-07,0.0961
2016-09-08,0.4321
2016-09-09,-0.717
2016-09-12,-0.4333
2016-09-13,-1.354
2016-09-14,-0.5882
2016-09-15,0.5424
2016-09-16,-0.6376
2016-09-19,-0.5923
2016-09-20,0.3972
2016-09-21,-1.6320000000000001
2016-09-22,0.2011
2016-09-23,-0.5018
2016-09-26,-0.353
2016-09-27,-0.4555
2016-09-28,1.5252
2016-09-29,0.9014
2016-09-30,-1.6377000000000002
2016-10-03,1.2109
2016-10-04,-0.2991
2016-10-05,0.0
2016-10-06,1.15
2016-10-07,-1.0381
2016-10-10,0.1499
2016-10-11,-0.4988
2016-10-12,0.2005
2016-10-13,-0.2001
2016-10-14,0.1003
2016-10-17,-0.3505
2016-10-18,1.2563
2016-10-19,-0.9926
2016-10-20,0.5013
2016-10-21,0.2494
2016-10-24,1.2438
2016-10-25,-0.9828
2016-10-26,-0.9926
2016-10-27,-0.5013
2016-10-28,-0.5038
2016-10-31,-1.0127
2016-11-01,-0.7673
2016-11-02,-3.866
2016-11-03,-2.681
2016-11-04,-0.0551
2016-11-07,1.4123999999999999
2016-11-08,1.3928
2016-11-09,0.0
2016-11-10,-1.6484
2016-11-11,-0.838
2016-11-14,1.6901000000000002
2016-11-15,1.662
2016-11-16,-0.545
2016-11-17,-0.274
2016-11-18,-1.0989
2016-11-21,0.0
2016-11-22,-1.9444
2016-11-23,-1.1331
2016-11-25,0.5731
2016-11-28,1.9943
2016-11-29,0.838
2016-11-30,3.3241
2016-12-01,1.3405
2016-12-02,0.9259
2016-12-05,3.0144
2016-12-06,-0.7634
2016-12-07,-1.0256
2016-12-08,-1.2953000000000001
2016-12-09,-1.3123
2016-12-12,-3.4574
2016-12-13,-0.8264
2016-12-14,-1.6667
2016-12-15,0.8475
2016-12-16,2.8011
2016-12-19,-2.4523
2016-12-20,-0.5587
2016-12-21,1.9663
2016-12-22,0.0
2016-12-23,-0.551
2016-12-27,1.662
2016-12-28,-0.545
2016-12-29,-0.274
2016-12-30,0.0
2017-01-03,3.2967
2017-01-04,2.9255
2017-01-05,2.3256
2017-01-06,1.2626
2017-01-09,0.4988
2017-01-10,-1.737
2017-01-11,0.0
2017-01-12,-1.0101
2017-01-13,0.0
2017-01-17,-2.0408
2017-01-18,0.5208
2017-01-19,0.0
2017-01-20,0.0
2017-01-23,0.0
2017-01-24,2.0725
2017-01-25,-0.2538
2017-01-26,2.0356
2017-01-27,-0.2494
2017-01-30,-1.5
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.5076
2017-02-06,0.5051
2017-02-07,-0.2513
2017-02-08,-0.7557
2017-02-09,0.7614
2017-02-10,1.7631999999999999
2017-02-13,-1.4851
2017-02-14,0.0
2017-02-15,-0.2513
2017-02-16,1.2594
2017-02-17,4.2289
2017-02-21,5.7279
2017-02-22,1.5800999999999998
2017-02-23,0.8889
2017-02-24,-1.3483
2017-02-27,-3.6446
2017-02-28,-1.8913
2017-03-01,1.4458
2017-03-02,2.3753
2017-03-03,0.464
2017-03-06,-1.8476
2017-03-07,0.4706
2017-03-08,-0.4684
2017-03-09,-1.1764999999999999
2017-03-10,0.2381
2017-03-13,-0.7126
2017-03-14,0.0
2017-03-15,0.9569
2017-03-16,0.4739
2017-03-17,-1.4151
2017-03-20,4.067
2017-03-21,-2.9885
2017-03-22,0.9479
2017-03-23,0.4695
2017-03-24,0.4673
2017-03-27,-1.6279
2017-03-28,0.9456
2017-03-29,0.9368
2017-03-30,0.0
2017-03-31,0.0
2017-04-03,-0.9281
2017-04-04,0.2342
2017-04-05,-0.7009
2017-04-06,0.2353
2017-04-07,0.7042
2017-04-10,-0.6993
2017-04-11,-0.7042
2017-04-12,-1.4184
2017-04-13,-0.2398
2017-04-17,-0.4808
2017-04-18,0.0
2017-04-19,-0.2415
2017-04-20,1.2107
2017-04-21,-0.2392
2017-04-24,-0.2398
2017-04-25,0.2404
2017-04-26,-0.2398
2017-04-27,-0.2404
2017-04-28,-0.241
2017-05-01,1.4493
2017-05-02,-1.4285999999999999
2017-05-03,-0.2415
2017-05-04,-3.632
2017-05-05,3.0151
2017-05-08,1.7073
2017-05-09,-1.6787
2017-05-10,0.4878
2017-05-11,-0.2427
2017-05-12,-0.438
2017-05-15,2.0
2017-05-16,-1.7157
2017-05-17,-0.9975
2017-05-18,0.0
2017-05-19,1.7631999999999999
2017-05-22,-0.2475
2017-05-23,0.2481
2017-05-24,-0.495
2017-05-25,-0.2488
2017-05-26,-0.9975
2017-05-30,0.0
2017-05-31,-1.2594
2017-06-01,1.0204
2017-06-02,-1.2626
2017-06-05,1.5345
2017-06-06,0.2519
2017-06-07,-1.7588
2017-06-08,-1.5345
2017-06-09,0.2597
2017-06-12,1.5544
2017-06-13,0.2551
2017-06-14,-1.5267
2017-06-15,-3.1008
2017-06-16,2.9333
2017-06-19,0.2591
2017-06-20,-3.1008
2017-06-21,-0.5333
2017-06-22,1.0724
2017-06-23,2.3872999999999998
2017-06-26,-0.5181
2017-06-27,-0.7813
2017-06-28,1.0499
2017-06-29,0.5195
2017-06-30,0.7752
2017-07-03,1.0256
2017-07-05,-1.5228000000000002
2017-07-06,-0.2577
2017-07-07,-0.7752
2017-07-10,0.7813
2017-07-11,0.0
2017-07-12,0.7752
2017-07-13,-0.7692
2017-07-14,2.3256
2017-07-17,0.5051
2017-07-18,0.5025
2017-07-19,-0.5
2017-07-20,-1.7588
2017-07-21,0.7673
2017-07-24,0.7614
2017-07-25,1.7631999999999999
2017-07-26,0.0
2017-07-27,0.7426
2017-07-28,-0.4914
2017-07-31,0.2469
2017-08-01,0.9852
2017-08-02,0.2439
2017-08-03,1.7032
2017-08-04,1.4354
2017-08-07,2.5943
2017-08-08,-2.5286999999999997
2017-08-09,1.4151
2017-08-10,0.6977
2017-08-11,1.4781
2017-08-14,-1.3953
2017-08-15,-1.1792
2017-08-16,0.4773
2017-08-17,0.2375
2017-08-18,-1.1848
2017-08-21,-0.2398
2017-08-22,0.9615
2017-08-23,-0.7143
2017-08-24,0.4796
2017-08-25,3.8186
2017-08-28,0.9195
2017-08-29,-0.6834
2017-08-30,0.0
2017-08-31,0.2294
2017-09-01,0.0
2017-09-05,-2.746
2017-09-06,1.1764999999999999
2017-09-07,-0.4651
2017-09-08,-0.7009
2017-09-11,-0.4706
2017-09-12,-0.2364
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,-0.4739
2017-09-18,0.2381
2017-09-19,0.0
2017-09-20,-0.2375
2017-09-21,-0.2381
2017-09-22,-0.2387
2017-09-25,1.4354
2017-09-26,0.0
2017-09-27,-0.4717
2017-09-28,-0.4739
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,-0.7143
2017-10-05,0.4796
2017-10-06,-1.1933
2017-10-09,-1.4493
2017-10-10,1.4706000000000001
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,-0.9662
2017-10-16,0.0
2017-10-17,-0.9756
2017-10-18,-1.2315
2017-10-19,0.9975
2017-10-20,-2.2222
2017-10-23,-0.2525
2017-10-24,-0.2532
2017-10-25,-2.2843
2017-10-26,0.5195
2017-10-27,1.8088
2017-10-30,-0.2538
2017-10-31,0.2545
2017-11-01,2.0305
2017-11-02,1.4925
2017-11-03,0.4902
2017-11-06,0.4878
2017-11-07,-0.4854
2017-11-08,-1.2195
2017-11-09,-1.4815
2017-11-10,0.1504
2017-11-13,-1.2821
2017-11-14,-0.7792
2017-11-15,1.3089
2017-11-16,0.7752
2017-11-17,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,2.0513
2017-11-24,-0.5025
2017-11-27,0.0
2017-11-28,-1.0101
2017-11-29,-0.5102
2017-11-30,1.0256
2017-12-01,-0.2538
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.7634
2017-12-07,-0.5051
2017-12-08,0.7614
2017-12-11,1.0076
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,-0.2494
2017-12-18,0.25
2017-12-19,-0.7481
2017-12-20,-0.2513
2017-12-21,1.0076
2017-12-22,2.2444
2017-12-26,1.2195
2017-12-27,-0.241
2017-12-28,0.7246
2017-12-29,0.4796
2018-01-02,2.6253
2018-01-03,0.4651
2018-01-04,-0.6944
2018-01-05,-0.2331
2018-01-08,0.2336
2018-01-09,0.0
2018-01-10,-2.0979
2018-01-11,1.4285999999999999
2018-01-12,0.939
2018-01-16,-0.6977
2018-01-17,0.9368
2018-01-18,-1.1601
2018-01-19,-1.1737
2018-01-22,3.0879
2018-01-23,0.0
2018-01-24,-0.6912
2018-01-25,-1.6240999999999999
2018-01-26,-0.7075
2018-01-29,-1.1876
2018-01-30,-0.7212
2018-01-31,1.4527999999999999
2018-02-01,-1.1933
2018-02-02,-1.6907999999999999
2018-02-05,-1.7199
2018-02-06,-0.25
2018-02-07,0.7519
2018-02-08,-0.7463
2018-02-09,-0.5013
2018-02-12,1.7631999999999999
2018-02-13,-0.495
2018-02-14,0.2488
2018-02-15,2.2333
2018-02-16,0.4854
2018-02-20,0.4831
2018-02-21,-1.6827
2018-02-22,-0.489
2018-02-23,-0.2457
2018-02-26,0.9852
2018-02-27,-1.5366
2018-02-28,-0.7614
2018-03-01,0.7673
2018-03-02,1.5228000000000002
2018-03-05,1.0
2018-03-06,-0.9901
2018-03-07,-1.5
2018-03-08,-0.5076
2018-03-09,1.5306
2018-03-12,1.5074999999999998
2018-03-13,-0.7426
2018-03-14,-0.9975
2018-03-15,-2.267
2018-03-16,0.5155
2018-03-19,-3.0769
2018-03-20,0.2646
2018-03-21,0.5277
2018-03-22,-2.0997
2018-03-23,0.8043
2018-03-26,-0.7979
2018-03-27,-0.8043
2018-03-28,-1.6216
2018-03-29,1.3736
2018-04-02,1.626
2018-04-03,1.0667
2018-04-04,0.0
2018-04-05,0.7916
2018-04-06,-0.7853
2018-04-09,0.2639
2018-04-10,2.6316
2018-04-11,0.5128
2018-04-12,-1.2755
2018-04-13,-0.5168
2018-04-16,4.6753
2018-04-17,1.2407
2018-04-18,0.0
2018-04-19,-0.4902
2018-04-20,-0.4926
2018-04-23,1.2376
2018-04-24,-2.6895
2018-04-25,-0.2513
2018-04-26,0.5038
2018-04-27,-0.2506
2018-04-30,0.2513
2018-05-01,-0.2506
2018-05-02,0.2513
2018-05-03,-0.2506
2018-05-04,1.005
2018-05-07,0.2488
2018-05-08,-0.4963
2018-05-09,1.7456
2018-05-10,-0.7353
2018-05-11,-0.4938
2018-05-14,1.1911
2018-05-15,-0.7538
2018-05-16,-0.7595
2018-05-17,-1.2755
2018-05-18,1.0336
2018-05-21,1.023
2018-05-22,-0.2532
2018-05-23,-0.2538
2018-05-24,0.5089
2018-05-25,0.0
2018-05-29,-0.5063
2018-05-30,1.0178
2018-05-31,1.0076
2018-06-01,1.4963
2018-06-04,-0.4914
2018-06-05,2.2222
2018-06-06,-0.2415
2018-06-07,1.6949
2018-06-08,0.0
2018-06-11,2.6189999999999998
2018-06-12,-0.6961
2018-06-13,-0.7009
2018-06-14,0.2353
2018-06-15,-0.7042
2018-06-18,0.9456
2018-06-19,-0.7026
2018-06-20,1.1792
2018-06-21,-0.4662
2018-06-22,-0.2342
2018-06-25,-1.6432
2018-06-26,1.6705999999999999
2018-06-27,-0.939
2018-06-28,-0.9479
2018-06-29,0.4785
2018-07-02,0.4762
2018-07-03,1.8957000000000002
2018-07-05,-0.2326
2018-07-06,0.2331
2018-07-09,-0.6977
2018-07-10,-0.2342
2018-07-11,-1.6432
2018-07-12,0.0
2018-07-13,0.2387
2018-07-16,-1.1905000000000001
2018-07-17,0.241
2018-07-18,2.4038
2018-07-19,1.1737
2018-07-20,-1.3921000000000001
2018-07-23,-0.9412
2018-07-24,-0.2375
2018-07-25,0.4762
2018-07-26,0.7109
2018-07-27,-1.8824
2018-07-30,1.4388
2018-07-31,0.4728
2018-08-01,-0.7059
2018-08-02,2.3697
2018-08-03,4.1667
2018-08-06,-0.4444
2018-08-07,0.4464
2018-08-08,-1.1111
2018-08-09,0.0
2018-08-10,0.0
2018-08-13,0.0
2018-08-14,0.2022
2018-08-15,-1.8349
2018-08-16,0.2336
2018-08-17,0.4662
2018-08-20,0.0
2018-08-21,0.232
2018-08-22,0.6944
2018-08-23,0.2299
2018-08-24,-0.9174
2018-08-27,0.2315
2018-08-28,0.2309
2018-08-29,0.0
2018-08-30,-1.3825
2018-08-31,-0.2336
2018-09-04,-0.2342
2018-09-05,2.5822000000000003
2018-09-06,-1.373
2018-09-07,0.0
2018-09-10,2.0882
2018-09-11,0.2273
2018-09-12,-0.2268
2018-09-13,-0.4545
2018-09-14,0.2283
2018-09-17,1.8223
2018-09-18,-0.4474
2018-09-19,-1.1236
2018-09-20,0.9091
2018-09-21,-0.6757
2018-09-24,0.6803
2018-09-25,-1.5766
2018-09-26,0.2288
2018-09-27,-1.1416
2018-09-28,-0.4619
2018-10-01,1.4849
2018-10-02,-1.829
