ticker,IINX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-03-14,206.0
2016-03-15,880.3922
2016-03-18,2.0
2016-03-22,-1.9607999999999999
2016-03-23,2.0
2016-03-24,-1.9607999999999999
2016-03-29,0.0
2016-03-30,0.0
2016-04-01,0.0
2016-04-05,0.0
2016-04-11,0.0
2016-04-14,0.0
2016-04-25,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-27,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-13,0.0
2016-06-15,0.0
2016-06-17,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,-2.0
2016-07-13,-8.1633
2016-07-14,0.0
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,-4.4444
2016-08-01,0.0
2016-08-02,11.6279
2016-08-03,0.0
2016-08-04,4.1667
2016-08-05,0.0
2016-08-08,-8.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,-6.5217
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,9.3023
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,-4.2553
2016-08-23,4.4444
2016-08-24,-6.383
2016-08-25,-2.2727
2016-08-26,2.3256
2016-08-29,-2.2727
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,-2.3256
2016-09-06,0.0
2016-09-07,-2.3810000000000002
2016-09-09,2.439
2016-09-12,-7.1429
2016-09-13,7.6923
2016-09-14,0.0
2016-09-15,-4.7619
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,-2.5
2016-09-21,-5.1282
2016-09-22,0.0
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,-2.7027
2016-09-30,2.7778
2016-10-03,0.0
2016-10-04,2.7027
