ticker,AGGX US Equity
2008-03-05,122.8571
2008-03-06,-55.1282
2008-03-07,125.7143
2008-03-10,-55.6962
2008-03-14,114.2857
2008-03-18,-53.3333
2008-03-26,-25.7143
2008-03-31,96.1538
2008-04-10,0.0
2008-04-28,-31.3725
2008-04-30,25.7143
2008-06-06,-54.5455
2008-06-10,0.0
2008-06-11,0.0
2008-06-18,0.0
2008-06-24,0.0
2008-06-27,25.0
2008-06-30,60.0
2008-07-08,0.0
2008-09-04,-70.0
2008-09-05,33.3333
2008-09-10,25.0
2008-09-30,0.0
2008-10-01,-10.0
2008-10-30,-11.1111
2008-11-14,6.25
2008-11-20,17.647100000000002
2009-01-22,0.0
2009-02-17,-75.0
2009-02-19,200.0
2009-04-20,-33.3333
2009-04-28,100.0
2009-05-20,-50.0
2009-05-27,100.0
2009-07-08,-75.0
2009-07-10,500.0
2009-07-13,-16.6667
2009-07-14,-56.0
2009-07-31,127.2727
2009-08-04,0.0
2009-08-11,-56.0
2009-08-14,43.6364
2009-09-01,121.519
2009-09-10,-8.5714
2009-09-14,-50.0
2009-09-30,87.5
2009-10-07,-3.3333
2009-10-30,-31.0345
2009-11-19,-25.0
2009-11-27,0.0
2009-11-30,0.0
2009-12-16,-53.3333
2009-12-17,114.2857
2009-12-29,0.0
2010-01-29,0.0
2010-02-11,-33.3333
2010-03-02,-20.0
2010-03-29,-37.5
2010-04-14,-80.0
2010-04-19,900.0
2010-05-14,-80.0
2010-06-03,650.0
2010-06-18,-86.6667
2010-09-21,250.0
2010-10-26,-64.2857
2010-11-03,180.0
2010-11-05,42.8571
2010-11-09,-30.0
2010-12-10,21.4286
2010-12-22,-70.5882
2011-01-24,20.0
2011-02-11,0.0
2011-02-24,-16.6667
2011-03-21,180.0
2011-04-07,14.2857
2011-04-13,25.0
2011-04-20,-75.0
2011-04-25,0.0
2011-04-27,0.0
2011-05-16,300.0
2011-05-23,-95.875
2011-06-13,21.2121
2011-07-29,12.5
2011-08-11,255.5556
2011-08-16,150.0
2011-08-17,0.0
2011-09-30,2.0
2011-12-27,-88.848
2012-02-09,0.0
2012-02-27,35.1648
2012-05-10,1.626
2012-06-25,-42.4
2012-07-17,0.0
2013-06-17,-97.2222
2013-10-25,1100.0
2013-10-29,33.3333
2013-11-15,68.75
2013-12-17,1085.1852
2014-01-16,-50.0
2014-01-17,150.0
2014-01-21,20.0
2014-01-22,33.3333
2014-01-23,-37.5
2014-01-24,0.0
2014-01-27,-20.0
2014-01-28,50.0
2014-02-03,0.0
2014-02-04,-16.6667
2014-02-06,0.0
2014-02-07,20.0
2014-02-10,0.0
2014-02-18,33.3333
2014-02-19,-12.5
2014-02-20,0.0
2014-02-27,0.0
2014-03-03,28.5714
2014-03-04,-11.1111
2014-03-05,12.5
2014-03-06,0.0
2014-03-10,0.0
2014-03-12,-33.3333
2014-03-21,33.3333
2014-04-03,0.0
2014-04-17,12.5
2014-04-21,-11.1111
2014-04-29,-12.5
2014-05-02,0.0
2014-05-05,-14.2857
2014-05-06,16.6667
2014-05-09,0.0
2014-05-12,14.2857
2014-05-14,25.0
2014-05-23,0.0
2014-05-27,0.0
2014-06-02,20.0
2014-06-16,0.0
2014-06-24,0.0
2014-06-25,-8.3333
2014-07-01,9.0909
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,12.5
2014-07-11,159.2593
2014-07-14,-14.2857
2014-07-17,-3.3333
2014-07-18,-24.1379
2014-07-28,-18.1818
2014-07-29,-22.2222
2014-08-18,0.0
2014-08-21,0.0
2014-09-02,7.1429
2014-09-03,0.0
2014-09-18,6.6667
2014-09-19,-6.25
2014-09-22,0.0
2014-09-23,-10.0
2014-09-26,0.0
2014-10-08,0.0
2014-10-15,-3.7037
2014-10-16,-7.6923
2014-10-24,-16.6667
2014-10-27,80.0
2014-10-29,11.1111
2014-10-30,-10.0
2014-11-10,0.0
2014-11-17,5.5556
2014-11-18,15.7895
2014-11-19,-4.5455
2014-11-21,-9.5238
2014-11-25,0.0
2014-11-28,-42.1053
2014-12-02,36.3636
2014-12-05,-26.6667
2014-12-08,0.0
2014-12-09,36.3636
2014-12-11,26.6667
2014-12-12,0.0
2014-12-15,-21.0526
2014-12-19,0.0
2015-01-08,0.0
2015-01-20,0.0
2015-01-22,0.0
2015-02-03,-6.6667
2015-02-04,-14.2857
2015-02-17,66.25
2015-02-26,-14.787
2015-03-13,0.0
2015-04-07,-11.7647
2015-04-14,0.0
2015-04-20,13.3333
2015-04-27,-17.647100000000002
2015-05-04,0.0
2015-05-26,0.0
2015-05-27,-3.5714
2015-06-05,0.0
2015-06-08,11.1111
2015-06-09,-5.3333
2015-06-10,-1.4085
2015-06-12,0.0
2015-06-16,-7.1429
2015-06-23,0.0
2015-07-16,-6.9231
2015-08-18,7.438
2015-08-19,-7.6923
2015-09-04,0.0
2015-09-21,-8.3333
2015-10-28,8.9773
2015-11-05,-8.2377
2015-11-16,-9.0909
2015-11-17,-30.0
2015-11-20,0.0
2015-11-24,14.2857
2015-12-09,-12.5
2016-01-12,28.5714
2016-01-25,-11.1111
2016-01-26,1.25
2016-02-22,23.4568
2016-03-04,-15.0
2016-03-14,17.647100000000002
2016-03-22,-5.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-28,5.2632
2016-03-29,0.0
2016-03-30,20.0
2016-03-31,8.3333
2016-04-01,53.8462
2016-04-04,-25.0
2016-04-06,0.0
2016-04-07,66.6667
2016-04-08,-24.0
2016-04-11,0.0
2016-04-12,-21.0526
2016-04-13,13.3333
2016-04-14,0.0
2016-04-15,-11.7647
2016-04-18,6.6667
2016-04-19,-12.5
2016-04-20,7.1429
2016-04-22,6.6667
2016-04-25,0.0
2016-05-03,0.625
2016-05-18,-0.6211
2016-05-24,0.9375
2016-06-02,-0.9288
2016-06-06,18.75
2016-06-07,5.2632
2016-06-20,0.0
2016-06-23,25.0
2016-06-24,0.0
2016-06-28,16.0
2016-07-05,3.4483
2016-07-06,16.6667
2016-07-11,12.857099999999999
2016-07-12,26.5823
2016-07-13,-10.0
2016-07-14,66.6667
2016-07-15,6.6667
2016-07-18,-12.5
2016-07-19,-14.2857
2016-07-21,-8.3333
2016-07-27,0.0
2016-08-01,5.4545
2016-08-02,-5.1724
2016-08-03,-9.0909
2016-08-15,-1.025
2016-08-24,-11.0887
2016-08-25,-6.8182
2016-08-30,-7.2866
2016-09-01,-7.925
2016-09-06,6.5714
2016-09-08,-6.1662
2016-09-09,0.0
2016-09-15,0.7143
2016-09-28,-0.7092
2016-10-07,7.1429
2016-10-25,6.6667
2016-11-04,5.0
2016-11-30,-28.5714
2016-12-12,0.0
2016-12-16,-26.6667
2016-12-22,13.6364
2016-12-27,-4.0
2017-01-09,0.0
2017-01-25,25.0
2017-02-08,5.1042
2017-02-13,4.6581
2017-02-15,0.0
2017-03-03,-24.2424
2017-03-09,30.0
2017-04-11,23.0769
2017-04-12,-38.4844
2017-04-17,91.0084
2017-04-19,4.2553
2017-04-21,22.449
2017-04-24,-3.3333
2017-04-28,-22.4138
2017-05-01,0.0
2017-05-15,-13.3333
2017-05-25,0.0
2017-06-05,0.0
2017-06-14,53.8462
2017-07-11,-48.3333
2017-07-12,64.5161
2017-07-13,0.0
2017-07-14,-39.2157
2017-07-24,12.9032
2017-08-02,45.7143
2017-08-23,-39.2157
2017-09-12,-48.3871
2017-09-21,0.0
2017-10-03,56.25
2017-10-26,20.0
2017-10-27,0.0
2017-10-30,16.6667
2017-10-31,-19.4286
2017-11-09,6.383
2017-11-10,50.0
2017-11-29,-37.7778
2017-12-15,42.8571
2018-01-03,-50.0
2018-01-24,1.0
2018-02-26,0.0
2018-04-03,18.8119
2018-04-30,-12.5
2018-05-18,4.7619
2018-05-23,0.0
2018-05-25,0.0
2018-06-04,36.3636
2018-06-22,3.3333
2018-07-05,-19.3548
2018-08-15,0.0
2018-08-16,0.0
2018-09-26,0.0
2018-11-27,-7.96
2019-01-02,26.9665
2019-01-04,1.6601
2019-01-07,-2.3569
2019-01-22,-1.0345
2019-03-05,-29.9652
2019-03-06,0.0
2019-03-26,-10.4478
2019-04-09,-16.6667
2019-04-24,0.0
2019-04-30,33.3333
2019-05-14,-24.0
2019-06-18,0.0658
2019-08-09,62.3932
2019-08-16,0.0
2019-08-30,-2.834
2019-09-11,0.0
2019-09-20,-0.4583
2019-09-27,-56.4671
2019-10-24,0.0
2019-10-28,0.0
2019-12-09,0.9615
2019-12-23,0.0
2020-02-12,23.8095
2020-02-13,0.0
2020-03-02,53.8462
2020-03-03,4.0
2020-03-05,-3.8462
2020-03-06,-25.0
2020-03-09,0.0
2020-03-12,-20.0
2020-03-17,0.0
2020-03-27,-15.8333
2020-04-03,0.0
2020-04-28,48.5149
2020-05-01,0.0
2020-05-08,0.0
2020-05-11,-91.3333
2020-05-12,1053.8462
2020-07-13,-20.0
2020-07-22,-8.3333
2020-07-24,9.0909
