ticker,IDAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-23,0.0
2000-09-08,0.0
2000-12-06,-33.3333
2000-12-07,0.0
2000-12-27,-92.0
2001-01-29,2400.0
2001-09-25,-30.0
2001-09-28,-99.7143
2002-03-13,0.0
2002-08-26,0.0
2002-11-12,0.0
2003-10-06,0.0
2004-03-01,-87.5
2004-08-02,0.0
2004-10-13,0.0
2005-08-02,7900.0
2005-09-13,0.0
2006-04-26,200.0
2006-04-27,0.0
2006-05-03,83.3333
2006-05-04,-9.0909
2006-05-09,40.0
2006-05-11,-28.5714
2006-06-14,-60.0
2006-06-22,25.0
2006-11-16,300.0
2006-11-17,120.0
2007-03-09,-63.6364
2007-03-29,0.0
2007-11-20,0.0
2007-11-21,0.0
2008-06-10,0.0
2008-07-21,-12.5
2008-10-06,0.0
2008-10-13,-71.4286
2011-02-07,-90.0
2011-03-17,50.0
2011-05-11,6.25
2012-03-05,213.7255
2015-11-09,-99.37
2017-03-21,98.4127
2017-03-30,0.0
2017-06-22,-20.0
2017-08-15,0.0
2017-12-18,0.0
2018-01-19,0.0
2018-10-18,949900.0
2018-11-09,-99.7895
2018-11-16,0.0
2019-01-02,-45.0
2019-01-08,90809.0909
2019-01-09,-5.0
2019-01-11,-96.2105
2019-01-14,2677.7778
2019-01-15,-98.0
2019-01-22,50.0
2019-01-28,1600.0
2019-02-27,96.0784
2019-03-04,-35.0
2019-03-06,-50.3846
2019-03-07,117.0543
2019-03-08,78.5714
2019-03-11,20.0
2019-03-12,22.1333
2019-03-13,-15.393
2019-03-15,-22.5806
2019-03-20,17.5
2019-03-21,-14.8936
2019-03-27,-8.3333
2019-03-28,-10.0
2019-04-01,-39.3939
2019-04-02,-10.0
2019-04-04,-24.0741
2019-04-24,-2.439
2019-05-06,12.5
2019-05-07,-11.1111
2019-05-22,-50.0
2019-05-28,-10.0
2019-05-29,162.2222
2019-05-30,-35.6356
2019-05-31,8.7887
2019-06-04,-11.0439
2019-06-06,-2.2109
2019-06-13,-19.6522
2019-06-17,-13.4199
2019-07-05,-40.0
2019-07-12,0.0
2019-07-16,-16.6667
2019-07-19,-20.1
2019-08-19,-8.9487
2019-09-03,-24.3986
2019-09-04,18.1818
2019-09-16,0.0
2019-09-17,-7.6923
2019-09-26,-1.6667
2019-10-04,-6.7797
2019-11-13,-36.3636
2019-11-15,468.5714
2019-11-18,-64.8241
2019-11-19,50.0
2019-11-20,90.4762
2019-11-21,-47.5
2019-11-25,33.3333
2019-11-26,13.75
2019-12-10,-59.1209
2019-12-16,2.9186
2020-01-03,20.8955
2020-01-22,67.5926
2020-02-05,10.4972
2020-02-19,-63.3333
2020-02-28,0.0
2020-03-10,81.8182
2020-03-13,0.0
2020-03-16,20.0
2020-03-17,-16.6667
2020-03-23,0.0
2020-03-27,312.75
2020-04-16,23.5615
2020-04-27,-9.8039
2020-05-01,-23.9348
2020-05-12,31.4661
2020-05-13,-15.2174
2020-05-15,30.7692
2020-05-18,0.0
2020-05-19,-9.8039
2020-05-20,0.0
2020-05-21,8.6957
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,49.98
2020-06-02,-6.6676
2020-06-03,7.1582
2020-06-05,-1.3333
2020-06-08,-5.4324
2020-06-09,-0.1143
2020-06-10,55.9227
2020-06-11,80.7505
2020-06-12,25.8883
2020-06-15,22.9839
2020-06-16,-1.9672
2020-06-17,15.0502
2020-06-18,9.0116
2020-06-19,62.6667
2020-06-22,7.377
2020-06-23,-8.3969
2020-06-24,-5.8333
2020-06-25,5.3097
2020-06-26,0.8403
2020-06-29,20.8333
2020-06-30,5.5172
2020-07-01,-0.6536
2020-07-02,-20.3947
2020-07-06,27.1058
2020-07-07,2.0807
2020-07-08,-1.2726
2020-07-09,1.9355
2020-07-10,1.2658
2020-07-13,-12.2488
2020-07-14,6.6936
2020-07-15,-3.8718
2020-07-16,-2.0833
2020-07-17,-4.9645
2020-07-20,-64.6493
2020-07-21,-5.0074
2020-07-22,-31.108
2020-07-23,-12.2581
2020-07-24,32.3529
2020-07-27,-3.3333
2020-07-28,12.069
2020-07-29,41.0256
2020-07-30,-18.1818
2020-07-31,0.0
