ticker,ARSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-07-28,47.0588
2010-08-11,0.0
2010-09-03,33.3333
2010-09-07,0.0
2010-09-08,25.0
2010-09-09,12.0
2010-10-28,0.0
2010-10-29,0.0
2010-12-14,17.8571
2010-12-16,-9.0909
2010-12-17,0.0
2011-01-07,10.0
2011-02-17,6.0606
2011-02-18,0.0
2011-02-22,14.2857
2012-08-29,-37.5
2012-08-30,0.0
2012-09-04,-19.2
2012-11-08,0.0
2012-11-09,0.0
2012-12-06,-49.505
2012-12-31,-98.0392
2013-12-03,1900.0
2013-12-06,155.0
2013-12-09,-1.9607999999999999
2013-12-11,50.0
2013-12-12,100.0
2013-12-13,100.0
2013-12-16,0.0
2013-12-19,-33.3333
2013-12-20,-0.5
2013-12-23,-24.6231
2013-12-24,0.0
2013-12-26,43.3333
2013-12-27,67.4419
2013-12-30,-16.6667
2013-12-31,20.0
2014-01-02,-16.6667
2014-01-09,0.0
2014-01-13,0.0
2014-01-23,-40.0
2014-01-24,0.0
2014-01-27,0.0
2014-02-05,8.3333
2014-02-11,7.6923
2014-03-07,0.0
2014-03-10,100.0
2014-03-11,35.0
2014-03-12,0.5291
2014-03-13,31.0526
2014-03-14,8.4337
2014-03-17,1.4815
2014-03-19,-1.8248
2014-03-20,-3.3457
2014-03-21,3.3894
2014-03-24,-0.3023
2014-03-25,21.2687
2014-03-26,-26.1154
2014-03-27,-8.3811
2014-03-28,-15.9091
2014-03-31,24.3243
2014-04-01,-21.7391
2014-04-02,16.6667
2014-04-03,-33.3333
2014-04-04,7.1429
2014-04-07,-6.6667
2014-04-08,-10.7143
2014-04-09,0.0
2014-04-11,6.4
2014-04-15,-28.5714
2014-04-16,0.0
2014-04-17,6.3158
2014-04-21,7.9208
2014-04-22,-14.6789
2014-04-23,-24.5968
2014-04-24,11.2299
2014-04-28,-37.1795
2014-04-29,-30.6122
2014-04-30,17.647100000000002
2014-05-01,-17.5
2014-05-02,-9.0909
2014-05-05,16.6667
2014-05-06,0.0
2014-05-07,-30.0
2014-05-08,10.2041
2014-05-09,3.7037
2014-05-12,-4.0179
2014-05-13,-16.2791
2014-05-14,4.4444
2014-05-15,1.3298
2014-05-16,-37.7953
2014-06-03,35.0211
2014-06-04,-95.0
2014-06-05,400.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-07-02,0.0
2014-07-07,0.0
2014-07-21,0.0
2014-07-24,-80.0
2014-07-25,0.0
2014-08-06,100.0
2014-09-11,150.0
2015-11-09,-97.5
2015-12-15,0.0
2017-11-02,-92.8
2018-03-14,1011.1111
2018-06-08,0.0
2018-08-01,-99.0
2019-03-13,9900.0
2019-04-02,-99.0
2019-12-30,900.0
