ticker,RLMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-23,0.0
2014-06-25,0.0
2014-06-30,-33.3333
2014-07-01,19.5
2014-07-02,-33.0544
2014-07-03,-6.25
2014-07-07,13.3333
2014-07-08,0.0
2014-07-09,5.8824
2014-07-11,5.5556
2014-07-14,5.2632
2014-07-16,17.5
2014-07-17,27.6596
2014-07-18,-3.3333
2014-07-22,0.0
2014-07-24,3.4483
2014-07-28,0.0
2014-07-29,0.0
2014-07-30,0.6667
2014-07-31,-0.6623
2014-08-08,-4.6667
2014-08-11,1.3986
2014-08-12,5.1724
2014-08-13,0.0
2014-08-15,-1.6393
2014-08-18,0.0
2014-08-19,-1.6667
2014-08-26,1.6949
2014-09-05,-8.6667
2014-09-08,-6.9343
2014-09-09,5.4902
2014-09-10,0.3717
2014-09-11,14.8148
2014-09-12,-11.2903
2014-09-15,6.5455
2014-09-16,2.3891
2014-09-17,1.0
2014-09-18,-2.6403
2014-09-19,0.0
2014-09-22,-1.6949
2014-09-23,3.4483
2014-09-24,6.3333
2014-09-25,-7.5235
2014-09-26,1.6949
2014-09-29,3.3333
2014-09-30,-3.2258
2014-10-01,-6.6667
2014-10-02,5.3571
2014-10-03,0.0
2014-10-06,1.6949
2014-10-07,3.0
2014-10-08,-2.9126
2014-10-09,0.6667
2014-10-10,2.649
2014-10-14,-3.2258
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.3333
2014-10-21,0.3322
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,-0.6623
2014-10-27,-1.6667
2014-10-28,2.0339
2014-10-29,6.3123000000000005
2014-10-30,10.9375
2014-10-31,0.8451
2014-11-03,-14.8045
2014-11-04,-3.2787
2014-11-05,4.7458
2014-11-06,6.1489
2014-11-07,-3.9634
2014-11-10,-0.6349
2014-11-11,-3.5144
2014-11-12,0.9934
2014-11-13,-0.9836
2014-11-14,-0.9934
2014-11-17,-1.0033
2014-11-18,1.3514
2014-11-19,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-26,0.0
2014-11-28,0.0
2014-12-02,-3.3333
2014-12-03,0.0
2014-12-05,0.0
2014-12-08,-12.4138
2014-12-09,17.7165
2014-12-11,-8.3612
2014-12-15,9.4891
2014-12-16,-0.6667
2014-12-18,-0.3356
2014-12-22,0.6734
2014-12-23,0.3344
2014-12-24,0.0
2014-12-26,5.0
2014-12-29,-1.5873
2014-12-30,0.0
2014-12-31,0.0
2015-01-02,1.6129
