ticker,CPSV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-05-26,0.0
2010-05-27,100.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-07-08,50.0
2010-07-29,-26.6667
2010-08-05,0.0
2010-08-09,36.3636
2010-08-10,0.0
2010-08-11,-6.6667
2010-08-13,-7.1429
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,7.6923
2010-09-02,-21.4286
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,-1.8182
2010-09-10,-7.4074
2010-09-13,0.0
2010-09-14,2.0
2010-09-15,0.0
2010-09-16,-5.8824
2010-09-17,4.1667
2010-09-20,20.0
2010-09-21,-1.6667
2010-09-22,1.6949
2010-09-23,-10.0
2010-09-24,11.1111
2010-09-27,0.0
2010-09-28,-16.6667
2010-09-29,0.0
2010-09-30,12.0
2010-10-01,-8.9286
2010-10-04,-1.9607999999999999
2010-10-05,-10.0
2010-10-06,11.1111
2010-10-13,-30.0
2010-10-14,-2.8571
2010-10-15,47.0588
2010-10-18,-50.0
2010-10-19,80.0
2010-10-20,-11.1111
2010-10-21,0.0
2010-10-22,-12.5
2010-10-25,-5.7143
2010-10-26,51.5152
2010-10-27,-10.0
2010-10-28,-2.2222
2010-10-29,-6.8182
2010-11-01,-7.3171
2010-11-02,-15.7895
2010-11-03,12.5
2010-11-04,16.6667
2010-11-05,-30.9524
2010-11-08,31.0345
2010-11-09,2.6316
2010-11-10,0.0
2010-11-11,2.5641
2010-11-12,-12.5
2010-11-15,-14.0
2010-11-16,29.5681
2010-11-17,0.0
2010-11-18,5.1282
2010-11-22,-2.439
2010-11-23,-12.5
2010-11-24,14.2857
2010-11-26,-25.0
2010-11-29,0.0
2010-12-01,6.6667
2010-12-02,21.875
2010-12-03,7.6923
2010-12-06,19.0476
2010-12-07,0.0
2010-12-08,0.0
2010-12-10,-2.0
2010-12-13,-40.8163
2010-12-14,-3.4483
2010-12-15,3.5714
2010-12-16,-3.4483
2010-12-17,-3.9286
2010-12-20,-7.0632
2010-12-21,-20.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-28,-20.0
2010-12-29,-6.25
2010-12-30,-6.6667
2010-12-31,7.1429
2011-01-03,0.0
2011-01-04,0.0
2011-01-05,60.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,-29.1667
2011-01-11,17.647100000000002
2011-01-12,0.0
2011-01-13,20.0
2011-01-14,29.1667
2011-01-18,-22.5806
2011-01-19,-22.9167
