ticker,CPSV US Equity
2011-01-20,-27.0946
2011-01-21,-18.443
2011-01-24,-4.5455
2011-01-25,0.0
2011-01-26,-14.2857
2011-01-27,0.0
2011-01-28,-11.1111
2011-01-31,0.0
2011-02-01,-12.5
2011-02-02,28.5714
2011-02-03,0.0
2011-02-04,-11.1111
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,-12.5
2011-02-11,-21.4286
2011-02-14,-9.0909
2011-02-16,0.0
2011-02-17,-20.0
2011-02-18,0.0
2011-02-22,0.0
2011-02-23,-12.5
2011-02-24,0.0
2011-02-25,3.2143
2011-02-28,-11.4187
2011-03-01,68.75
2011-03-02,-44.4444
2011-03-03,33.3333
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,-45.0
2011-03-10,36.3636
2011-03-14,-26.6667
2011-03-15,36.3636
2011-03-16,-26.6667
2011-03-18,36.3636
2011-03-22,-16.6667
2011-03-23,-40.0
2011-03-24,33.3333
2011-03-25,0.0
2011-03-29,-25.0
2011-03-30,33.3333
2011-04-01,0.0
2011-04-04,-50.0
2011-04-05,30.0
2011-04-06,53.8462
2011-04-07,10.0
2011-04-08,0.0
2011-04-12,-9.0909
2011-04-13,0.0
2011-04-15,0.0
2011-04-18,0.0
2011-04-19,0.0
2011-04-20,0.0
2011-04-21,-25.0
2011-04-25,-13.3333
2011-04-26,0.0
2011-04-27,-50.0
2011-04-28,0.0
2011-04-29,0.0
2011-05-10,-7.6923
2011-05-11,0.0
2011-05-16,0.0
2011-05-20,-16.6667
2011-05-23,0.0
2011-06-10,-53.75
2011-06-22,0.0
2011-06-28,29.7297
2011-06-29,166.6667
2011-07-06,-71.0938
2011-07-08,8.1081
2011-07-18,-7.5
2011-08-02,159.4595
2011-08-05,25.0
2011-08-15,-33.3333
2011-08-19,0.0
2011-08-22,-56.25
2011-09-09,105.7143
2011-09-12,-11.1111
2011-09-14,-50.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,250.0
2011-10-11,114.2857
2011-10-12,0.0
2011-10-14,0.0
2011-10-20,-53.3333
2011-10-24,-71.4286
2011-10-26,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-12-01,0.0
2011-12-06,-40.625
2011-12-08,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-19,-5.2632
2011-12-20,0.0
2011-12-23,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-12,0.0
2012-02-03,166.6667
2012-02-06,0.0
2012-02-17,-60.4167
2012-02-22,26.3158
2012-02-24,0.0
2012-02-29,0.0
2012-03-01,0.0
2012-03-05,33.3333
2012-03-06,43.75
2012-03-08,-47.8261
2012-03-13,33.3333
2012-03-30,-25.0
2012-04-04,0.0
2012-05-09,-25.0
2012-05-15,0.0
2012-05-29,0.0
2012-05-31,0.0
2012-06-04,0.0
2012-06-05,0.0
2012-06-08,0.0
2012-06-13,0.0
2012-06-22,0.0
2012-07-12,5.5556
2012-07-16,-47.3684
2012-08-03,0.0
2012-08-21,0.0
2012-09-17,40.0
2012-09-28,14.2857
2012-10-02,0.0
2012-10-04,-62.5
2012-10-17,166.6667
2012-11-06,-18.75
2012-11-08,0.0
2012-11-15,0.0
2012-11-21,0.0
2012-11-27,0.0
2012-12-18,0.0
2012-12-20,0.0
2013-01-07,-23.0769
2013-01-10,30.0
2013-02-19,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-27,0.0
2013-03-06,0.0
2013-03-14,0.0
2013-03-20,0.0
2013-04-03,0.0
2013-04-10,0.0
2013-04-16,100.0
2013-05-03,0.0
2013-05-15,0.0
2013-06-04,0.0
2013-07-11,146.1538
2013-07-15,0.0
2013-07-26,0.0
2013-07-29,0.0
2013-08-05,0.0
2013-08-16,-25.0
2013-08-19,16.6667
2013-08-23,0.0
2013-10-01,0.0
2013-10-17,0.0
2013-10-22,0.0
2013-11-06,0.0
2013-11-08,0.0
2013-11-13,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-25,0.0
2013-12-02,-42.8571
2013-12-05,50.0
2013-12-09,-16.6667
2013-12-20,0.0
2013-12-24,0.0
2014-01-08,-20.0
2014-01-09,43.75
2014-01-10,-13.0435
2014-02-28,0.0
2014-03-05,0.0
2014-03-14,5.0
2014-04-11,0.0
2014-04-24,0.0
2014-04-28,57.1429
2014-05-13,-12.1212
2014-05-14,0.0
2014-05-23,0.0
2014-05-28,0.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-16,0.0
2014-06-20,0.0
2014-08-08,0.0
2014-08-11,0.0
2014-08-15,0.0
2014-09-05,0.0
2014-09-09,0.0
2014-09-15,-6.8966
2014-09-30,-11.1111
2014-10-02,0.0
2014-10-29,0.0
2014-11-18,0.0
2014-11-26,0.0
2014-12-03,0.0
2014-12-23,-4.1667
2014-12-26,0.0
2015-01-13,0.0
2015-01-21,0.0
2015-02-10,0.0
2015-02-17,0.0
2016-02-10,-95.6522
2016-12-19,700.0
2018-04-09,-99.9
2018-12-12,900.0
2019-05-14,-90.0
2019-05-15,0.0
2019-09-19,0.0
2019-09-24,0.0
2019-10-07,0.0
2019-10-31,0.0
2019-12-09,0.0
2020-02-06,0.0
2020-02-19,0.0
2020-03-13,0.0
2020-07-29,9900.0
