ticker,CNSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-08,14.25
2019-11-11,-7.0022
2019-11-12,-5.4118
2019-11-13,1.4925
2019-11-14,3.9215999999999998
2019-11-15,3.3019
2019-11-18,-5.0457
2019-11-19,3.8711
2019-11-20,-5.3241
2019-11-21,4.89
2019-11-22,-1.2821
2019-11-25,-0.3542
2019-11-26,-3.0806
2019-11-27,1.8753
2019-11-29,-0.8808
2019-12-02,-1.6949
2019-12-03,-1.2315
2019-12-04,0.9975
2019-12-05,0.7407
2019-12-06,-2.2059
2019-12-09,-1.2530999999999999
2019-12-10,-4.0609
2019-12-11,2.3810000000000002
2019-12-12,4.1344
2019-12-13,-1.9851
2019-12-16,-1.5190000000000001
2019-12-17,-1.0283
2019-12-18,0.5195
2019-12-19,2.584
2019-12-20,-6.0453
2019-12-23,3.4853
2019-12-24,-0.2591
2019-12-26,1.5584
2019-12-27,-0.1279
2019-12-30,-0.8963
2019-12-31,2.0672
2020-01-02,-1.0127
2020-01-03,2.3018
2020-01-06,-1.0
2020-01-07,8.5859
2020-01-08,-1.1628
2020-01-09,4.2518
2020-01-10,12.6233
2020-01-13,-8.016
2020-01-14,-4.793
2020-01-15,0.0
2020-01-16,2.0595
2020-01-17,-2.9148
2020-01-21,3.4642
2020-01-22,-1.9285999999999999
2020-01-23,1.2837
2020-01-24,-1.1236
2020-01-27,-1.8182
2020-01-28,-2.0833
2020-01-29,-2.6005000000000003
2020-01-30,5.5825
2020-01-31,-0.9195
2020-02-03,1.1601
2020-02-04,5.5046
2020-02-05,-3.4783
2020-02-06,-1.5766
2020-02-07,-2.2883
2020-02-10,-4.918
2020-02-11,0.9852
2020-02-12,0.2439
2020-02-13,-0.9732
2020-02-14,-1.285
2020-02-18,3.044
2020-02-19,0.0
2020-02-20,-0.2415
2020-02-21,-0.7264
2020-02-24,-0.7634
2020-02-25,-1.9318
2020-02-26,-5.0149
2020-02-27,2.9050000000000002
2020-02-28,-4.6204
2020-03-02,5.5593
2020-03-03,-0.4253
2020-03-04,2.3018
2020-03-05,-6.0
2020-03-06,-1.3298
2020-03-09,-5.6604
2020-03-10,0.5714
2020-03-11,-17.4716
2020-03-12,-23.9243
2020-03-13,-9.5023
2020-03-16,-27.5
2020-03-17,20.6897
2020-03-18,5.7143
2020-03-19,21.0811
2020-03-20,10.7143
2020-03-23,-3.2258
2020-03-24,7.0833
2020-03-25,-2.7237
2020-03-26,-4.4
2020-03-27,-11.2971
2020-03-30,-1.4151
2020-03-31,0.4785
2020-04-01,-2.3810000000000002
2020-04-02,-2.439
2020-04-03,8.0
2020-04-06,1.8519
2020-04-07,-9.0909
2020-04-08,37.5
2020-04-09,21.4545
2020-04-13,10.7784
2020-04-14,-10.5405
2020-04-15,-1.2085
2020-04-16,-3.3639
2020-04-17,-2.2152
2020-04-20,4.5306999999999995
2020-04-21,-4.9536
2020-04-22,-2.6059
2020-04-23,-1.3378
2020-04-24,-5.4237
2020-04-27,5.0179
2020-04-28,1.7065000000000001
2020-04-29,-2.349
2020-04-30,-1.3746
2020-05-01,-3.8327999999999998
2020-05-28,-13.0435
2020-05-29,10.8333
2020-06-01,7.1429
2020-06-02,-3.5088
2020-06-03,-1.8182
2020-06-04,2.2667
2020-06-05,-3.6651
2020-06-08,-4.6992
2020-06-09,-0.5917
2020-06-10,6.3492
2020-06-11,-3.3582
2020-06-12,-4.6332
2020-06-15,-2.0243
2020-06-16,0.0
2020-06-17,-1.6529
2020-06-18,-1.2605
2020-06-19,-2.5532
2020-06-22,0.0
2020-06-23,8.2969
2020-06-24,-6.0484
2020-06-25,-3.4335
2020-06-26,-8.8889
2020-06-29,0.9756
2020-06-30,3.3816
2020-07-01,-2.3364
2020-07-02,-0.9569
2020-07-06,4.1063
2020-07-07,-9.5128
2020-07-08,5.641
2020-07-09,-5.3398
2020-07-10,-4.1026
2020-07-13,-9.6257
2020-07-14,1.7751000000000001
2020-07-15,8.7209
2020-07-16,9.6257
2020-07-17,0.0
2020-07-20,-4.3902
2020-07-21,-2.551
2020-07-22,1.0471
2020-07-23,3.1088
2020-07-24,-1.5074999999999998
2020-07-27,-2.0408
2020-07-28,0.2552
2020-07-29,-1.2936
2020-07-30,-0.5263
2020-07-31,-1.5873
