ticker,GLOP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-07,24.3333
2014-05-08,1.149
2014-05-09,0.1893
2014-05-12,1.8896
2014-05-13,-0.9644
2014-05-14,0.6742
2014-05-15,-0.6696
2014-05-16,0.0
2014-05-19,0.2247
2014-05-20,-0.0374
2014-05-21,-0.7103
2014-05-22,0.3389
2014-05-23,0.4128
2014-05-27,-0.7474
2014-05-28,0.1506
2014-05-29,-0.3008
2014-05-30,0.0
2014-06-02,5.3922
2014-06-03,1.8961999999999999
2014-06-04,1.4396
2014-06-05,-0.7961
2014-06-06,0.2094
2014-06-09,0.383
2014-06-10,0.1734
2014-06-11,0.1731
2014-06-12,2.3159
2014-06-13,0.777
2014-06-16,7.1405
2014-06-17,4.0676
2014-06-18,1.9242
2014-06-19,3.1563
2014-06-20,2.6022
2014-06-23,-3.874
2014-06-24,-2.5225
2014-06-25,-0.1487
2014-06-26,3.3661
2014-06-27,2.0173
2014-06-30,2.7965999999999998
2014-07-01,1.429
2014-07-02,-3.6305
2014-07-03,-2.5583
2014-07-07,-1.5003
2014-07-08,-3.925
2014-07-09,0.122
2014-07-10,1.218
2014-07-11,-2.8279
2014-07-14,0.5263
2014-07-15,1.0471
2014-07-16,0.3657
2014-07-17,3.0064
2014-07-18,-0.1769
2014-07-21,-2.3922
2014-07-22,0.4236
2014-07-23,0.8135
2014-07-24,-0.1494
2014-07-25,-0.0599
2014-07-28,0.6888
2014-07-29,1.9630999999999998
2014-07-30,-2.9172000000000002
2014-07-31,0.3606
2014-08-01,1.976
2014-08-04,-2.1726
2014-08-05,-1.3355000000000001
2014-08-06,-2.0532
2014-08-07,-0.5402
2014-08-08,0.5028
2014-08-11,1.4071
2014-08-12,-0.5242
2014-08-13,0.403
2014-08-14,-1.2658
2014-08-15,0.9694
2014-08-18,0.7433
2014-08-19,2.0904
2014-08-20,0.9636
2014-08-21,0.8052
2014-08-22,0.858
2014-08-25,-0.8214
2014-08-26,-0.976
2014-08-27,-1.135
2014-08-28,-1.0574
2014-08-29,1.771
2014-09-02,-0.7501
2014-09-03,0.6651
2014-09-04,-5.015
2014-09-05,-1.3595
2014-09-08,-0.7692
2014-09-09,-2.1318
2014-09-10,-0.9901
2014-09-11,0.9667
2014-09-12,0.3632
2014-09-15,-0.1645
2014-09-16,4.0857
2014-09-17,2.2159
2014-09-18,1.1768
2014-09-19,1.5917
2014-09-22,-0.8738
2014-09-23,-1.8237
2014-09-24,-5.5728
2014-09-25,0.8197
