ticker,PECK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-27,0.5128
2016-04-28,0.5102
2016-05-04,1.5228000000000002
2016-05-10,-2.0
2016-05-19,0.5102
2016-05-23,-0.5076
2016-05-26,0.8163
2016-05-31,0.2024
2016-06-02,-0.5051
2016-06-07,0.9137
2016-06-08,-0.7042
2016-06-09,-0.1013
2016-06-15,0.9128
2016-06-17,-1.1055
2016-06-20,-0.1016
2016-06-24,0.2035
2016-06-28,0.0
2016-06-29,0.203
2016-07-07,0.0
2016-07-08,0.1013
2016-07-11,0.1012
2016-07-13,0.0
2016-07-15,0.1011
2016-07-18,-0.202
2016-07-19,0.4049
2016-07-20,-0.0013
2016-07-21,-0.2004
2016-07-22,0.7071
2016-07-25,-0.1003
2016-07-27,0.1004
2016-07-28,0.1003
2016-07-29,-0.3006
2016-08-01,0.4139
2016-08-02,0.1032
2016-08-03,0.185
2016-08-04,-0.1996
2016-08-05,0.0
2016-08-09,0.1
2016-08-10,-0.0999
2016-08-11,0.1
2016-08-15,0.0
2016-08-16,0.05
2016-08-18,0.2496
2016-08-19,0.0
2016-08-22,0.0996
2016-08-23,-0.199
2016-08-24,0.0997
2016-08-29,0.0
2016-08-30,-0.1992
2016-09-01,0.3992
2016-09-06,-0.5964
2016-09-08,0.1
2016-09-12,0.0999
2016-09-14,-0.0012
2016-09-15,-0.0986
2016-09-16,-1.0989
2016-09-19,0.9091
2016-09-20,0.5086
2016-09-21,-0.3069
2016-09-22,0.0
2016-09-23,0.1998
2016-09-26,-0.0997
2016-09-28,0.0998
2016-09-29,0.0
2016-09-30,0.0
2016-10-03,0.1714
2016-10-04,0.2271
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,-0.1986
2016-10-10,0.8955
2016-10-11,-0.789
2016-10-17,-0.1988
2016-10-18,-0.0996
2016-10-20,0.1545
2016-10-21,0.0436
2016-10-24,0.0012
2016-10-25,0.1275
2016-10-26,-0.0279
2016-10-28,0.1988
2016-10-31,0.0
2016-11-01,-0.036
2016-11-02,0.1352
2016-11-03,-0.0991
2016-11-04,0.1984
2016-11-07,-0.099
2016-11-08,-0.0991
2016-11-09,0.3968
2016-11-10,0.5929
2016-11-11,-0.7859
2016-11-15,-0.099
2016-11-16,-0.0991
2016-11-22,0.0992
2016-11-29,0.0
2016-11-30,0.1982
2016-12-06,0.0
2016-12-12,0.0989
2016-12-13,-0.1964
2016-12-16,0.0978
2016-12-19,0.0989
2016-12-20,0.0
2016-12-21,0.2964
