ticker,MPW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-08,4.7619
2005-07-11,0.2727
2005-07-12,0.544
2005-07-13,-0.9919
2005-07-14,-0.8197
2005-07-15,0.0918
2005-07-18,-1.8349
2005-07-19,0.0
2005-07-20,-1.8692
2005-07-21,0.0952
2005-07-22,0.0
2005-07-25,0.0
2005-07-26,-0.0951
2005-07-27,0.0
2005-07-28,0.0952
2005-07-29,0.0
2005-08-01,-0.0951
2005-08-02,-0.4762
2005-08-03,0.1914
2005-08-04,-0.191
2005-08-05,-0.4785
2005-08-08,-1.6346
2005-08-09,-1.564
2005-08-10,1.291
2005-08-11,0.9804
2005-08-12,0.5825
2005-08-15,-0.0965
2005-08-16,0.0
2005-08-17,-5.1208
2005-08-18,1.3237999999999999
2005-08-19,-1.407
2005-08-22,2.9562
2005-08-23,-1.6832
2005-08-24,-0.7049
2005-08-25,1.1156
2005-08-26,1.5045
2005-08-29,3.8538
2005-08-30,-0.0951
2005-08-31,4.7619
2005-09-01,-4.2727
2005-09-02,2.2792
2005-09-06,-0.1857
2005-09-07,-2.3256
2005-09-08,0.0952
2005-09-09,0.1903
2005-09-12,-1.4245
2005-09-13,2.4085
2005-09-14,-0.7648
2005-09-15,1.0597
2005-09-16,0.0
2005-09-19,0.7626
2005-09-20,-1.6082999999999998
2005-09-21,-0.4808
2005-09-22,-1.9324
2005-09-23,2.3645
2005-09-26,-4.2348
2005-09-27,0.0
2005-09-28,0.5025
2005-09-29,-0.2
2005-09-30,-1.8035999999999999
2005-10-03,2.6531000000000002
2005-10-04,-0.5964
2005-10-05,-2.0
2005-10-06,-0.3061
2005-10-07,-2.2518000000000002
2005-10-10,1.5707
2005-10-11,0.3093
2005-10-12,-1.6444
2005-10-13,-3.3438
2005-10-14,-0.5405
2005-10-17,1.5217
2005-10-18,-0.9636
2005-10-19,1.6216
2005-10-20,-0.6383
2005-10-21,-5.1392
2005-10-24,-0.1129
2005-10-25,0.565
2005-10-26,-0.3371
2005-10-27,-0.2255
2005-10-28,1.3559
2005-10-31,-0.3344
2005-11-01,0.6711
2005-11-02,-0.7778
2005-11-03,0.6719
2005-11-04,-1.3348
2005-11-07,2.0293
2005-11-08,-3.3149
2005-11-09,1.1429
2005-11-10,0.565
2005-11-11,-0.8989
2005-11-14,-0.7937
2005-11-15,2.8571
2005-11-16,-1.5556
2005-11-17,-0.2257
2005-11-18,0.905
2005-11-21,0.0
2005-11-22,-1.5695000000000001
2005-11-23,0.2278
