ticker,ASPS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-07,128.5714
2009-08-10,-23.75
2009-08-11,-2.377
2009-08-12,-8.4803
2009-08-13,-2.2018
2009-08-14,-5.2533
2009-08-17,1.6832
2009-08-18,22.1032
2009-08-19,-6.8581
2009-08-20,9.2466
2009-08-21,5.3292
2009-08-24,4.4643
2009-08-25,3.3476
2009-08-26,-2.1365
2009-08-27,0.9155
2009-08-28,0.4187
2009-08-31,-0.278
2009-09-01,-3.2056
2009-09-02,-2.0878
2009-09-03,0.2941
2009-09-04,-0.1466
2009-09-08,0.0
2009-09-09,-0.2937
2009-09-10,-0.0736
2009-09-11,0.8106
2009-09-14,-0.5848
2009-09-15,0.4412
2009-09-16,0.2196
2009-09-17,1.607
2009-09-18,0.647
2009-09-21,0.3571
2009-09-22,0.7117
2009-09-23,0.4947
2009-09-24,-1.4768
2009-09-25,-0.0714
2009-09-28,-0.7143
2009-09-29,3.0935
2009-09-30,0.7676
2009-10-01,1.3158
2009-10-02,0.5468
2009-10-05,-0.7478
2009-10-06,-0.3425
2009-10-07,0.1375
2009-10-08,-0.6177
2009-10-09,1.5884
2009-10-12,-0.6118
2009-10-13,1.0944
2009-10-14,0.8119
2009-10-15,6.2416
2009-10-16,1.5793
2009-10-19,0.3109
2009-10-20,1.6739000000000002
2009-10-21,1.0061
2009-10-22,0.2717
2009-10-23,-0.9031
2009-10-26,-2.4909
2009-10-27,-5.9190000000000005
2009-10-28,-1.6556
2009-10-29,0.4714
2009-10-30,2.2118
2009-11-02,-3.2131
2009-11-03,-1.355
2009-11-04,-1.0302
2009-11-05,3.0534
2009-11-06,2.4242
2009-11-09,9.7962
2009-11-10,1.4969999999999999
2009-11-11,0.826
2009-11-12,0.3511
2009-11-13,0.0583
2009-11-16,0.641
2009-11-17,-0.0579
2009-11-18,-2.2016
2009-11-19,0.0592
2009-11-20,-1.717
2009-11-23,-0.6024
2009-11-24,-0.303
2009-11-25,0.0
2009-11-27,-0.304
2009-11-30,-1.5854
2009-12-01,-2.7260999999999997
2009-12-02,-1.5924
2009-12-03,1.877
2009-12-04,0.2541
2009-12-07,-0.1901
2009-12-08,3.2381
2009-12-09,-0.246
2009-12-10,1.9112
2009-12-11,1.3309
2009-12-14,9.1343
2009-12-15,-1.0941
2009-12-16,-1.4381
2009-12-17,0.3928
2009-12-18,0.7826
2009-12-21,0.4992
2009-12-22,4.3598
2009-12-23,0.3702
2009-12-24,1.1591
2009-12-28,4.1667
