ticker,TAYO US Equity
2014-09-05,4.9505
2014-09-08,0.9434
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,-5.6075
2014-09-12,0.0
2014-09-15,-5.9406
2014-09-16,21.0526
2014-09-17,-7.8261
2014-09-18,0.9434
2014-09-19,-5.6075
2014-09-22,1.9802
2014-09-23,4.8544
2014-09-24,-9.7106
2014-09-25,-7.5824
2014-09-26,13.184
2014-09-29,-1.9607999999999999
2014-09-30,6.0
2014-10-01,-3.7736
2014-10-02,1.9607999999999999
2014-10-03,-16.3462
2014-10-06,-12.5287
2014-10-07,3.8108
2014-10-08,-20.2532
2014-10-09,-7.9365
2014-10-10,-5.3448
2014-10-13,-7.1038
2014-10-14,9.8039
2014-10-15,-3.5714
2014-10-16,-9.2593
2014-10-17,10.1786
2014-10-20,11.1368
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,-1.6667
2014-10-24,-6.7797
2014-10-27,-14.5455
2014-10-28,-14.8936
2014-10-29,2.5
2014-10-30,-2.439
2014-10-31,-5.0
2014-11-03,5.2632
2014-11-04,-22.5
2014-11-05,38.7097
2014-11-06,-6.7442
2014-11-07,0.0
2014-11-10,-0.2494
2014-11-11,0.0
2014-11-12,-22.5
2014-11-13,-19.3548
2014-11-14,-14.125
2014-11-17,-23.1441
2014-11-18,51.5152
2014-11-19,4.0
2014-11-20,-5.7692
2014-11-21,2.0408
2014-11-24,8.0
2014-11-25,-7.4536999999999995
2014-11-26,0.05
2014-12-01,-32.0
2014-12-02,41.1029
2014-12-03,-27.0453
2014-12-04,-14.2143
2014-12-05,-6.7444
2014-12-08,7.0089
2014-12-09,33.5002
2014-12-10,135.0
2014-12-11,-23.4043
2014-12-12,5.5556
2014-12-15,5.2632
2014-12-16,-7.5
2014-12-17,-1.3514
2014-12-18,-12.3288
2014-12-19,-6.25
2014-12-22,-3.3333
2014-12-23,-8.5991
2014-12-24,-5.6355
2014-12-26,7.946
2014-12-29,-7.338
2014-12-30,17.9116
2014-12-31,-20.8475
2015-01-02,28.4797
2015-01-05,-10.6667
2015-01-06,-10.4478
2015-01-07,0.0
2015-01-08,12.5
2015-01-09,7.4074
2015-01-12,-10.3233
2015-01-13,11.5117
2015-01-14,0.0
2015-01-15,20.6897
2015-01-16,-1.4285999999999999
2015-01-20,1.4493
2015-01-21,12.1607
2015-01-22,-8.2949
2015-01-23,-11.1111
2015-01-26,9.375
2015-01-27,0.0
2015-01-28,-14.1964
2015-01-29,33.1946
2015-01-30,-12.4531
2015-02-02,14.2245
2015-02-03,-19.9688
2015-02-04,0.0195
2015-02-05,1.5421
2015-02-06,-1.4802
2015-02-09,-11.0244
2015-02-10,15.7456
2015-02-11,-15.1194
2015-02-12,-10.892900000000001
2015-02-13,0.2004
2015-02-17,-8.0
2015-02-18,4.3478
2015-02-19,-13.0469
2015-02-20,-9.434
2015-02-23,3.1746
2015-02-24,2.5641
2015-02-25,25.0
2015-02-26,-15.95
2015-02-27,-0.0595
2015-03-02,0.0
2015-03-03,11.9345
2015-03-04,27.6256
2015-03-05,21.6667
2015-03-06,48.2192
2015-03-09,-11.2754
2015-03-10,-18.75
2015-03-11,-5.1282
2015-03-12,0.6926
2015-03-13,-22.1607
2015-03-16,-15.5172
2015-03-17,-14.2857
2015-03-18,7.1429
2015-03-19,13.3333
2015-03-20,-9.8039
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,-8.6957
2015-03-26,19.0476
2015-03-27,-12.0
2015-03-30,13.1818
2015-03-31,-6.6265
2015-04-01,-5.3763
2015-04-02,9.0341
2015-04-06,-8.2856
2015-04-07,-4.4886
2015-04-09,2.32
2015-04-13,-15.2907
2015-04-14,-6.6575
2015-04-15,2.9412000000000003
2015-04-16,0.6786
2015-04-17,-2.0929
2015-04-20,-7.2464
2015-04-21,24.9219
2015-04-22,-13.0081
2015-04-23,-6.9375
2015-04-24,7.4546
2015-04-27,-10.2085
2015-04-28,5.6845
2015-04-29,8.5227
2015-04-30,-0.0349
2015-05-01,6.1453
2015-05-04,-18.0592
2015-05-05,15.5359
2015-05-06,-12.3697
2015-05-07,7.8509
2015-05-08,-7.2426
2015-05-11,14.1498
2015-05-12,-5.5556
2015-05-13,5.8824
2015-05-14,-22.0139
2015-05-15,6.8566
2015-05-18,-13.3333
2015-05-19,15.3846
2015-05-20,-21.0417
2015-05-21,0.0528
2015-05-22,-1.635
2015-05-26,2.8418
2015-05-27,0.1043
2015-05-28,-4.3229
2015-05-29,10.5063
2015-06-01,-15.5665
2015-06-03,-2.6837999999999997
2015-06-04,-12.7098
2015-06-05,16.3462
2015-06-08,18.0638
2015-06-09,-6.25
2015-06-10,-18.9333
2015-06-11,-4.7368
2015-06-12,-1.3812
2015-06-16,11.9048
2015-06-17,-5.0063
2015-06-18,0.0
2015-06-19,-15.8103
2015-06-22,-18.6228
2015-06-23,7.5
2015-06-24,0.0
2015-06-26,0.1789
2015-06-29,0.0
2015-06-30,14.2857
2015-07-01,-21.25
2015-07-02,-4.7619
2015-07-06,-8.3333
2015-07-07,27.2727
2015-07-08,-21.4286
2015-07-09,0.9091
2015-07-10,-0.6757
2015-07-13,0.1134
2015-07-20,45.8664
2015-07-21,18.0124
2015-07-22,-5.2632
2015-07-24,-13.6111
2015-07-27,22.1865
2015-07-28,0.0
2015-07-29,-24.2105
2015-07-31,25.0
2015-08-03,-11.8056
2015-08-06,-9.1339
2015-08-13,-0.1733
2015-08-17,4.1667
2015-08-19,-29.0833
2015-08-21,-0.1175
2015-08-24,12.9412
2015-08-25,50.0
2015-08-26,27.2222
2015-08-27,-12.6638
2015-08-28,0.0
2015-08-31,0.0
2015-09-01,-25.0
2015-09-02,32.0
2015-09-03,-20.202
2015-09-04,-40.0316
2015-09-08,-15.3034
2015-09-09,24.6106
2015-09-10,25.75
2015-09-11,-20.2783
2015-09-16,25.4364
2015-09-18,-20.4771
2015-09-21,94.0
2015-09-22,-48.3247
2015-09-23,-14.2145
2015-09-24,2.3256
2015-09-25,-4.5455
2015-09-28,-16.369
2015-09-29,56.5836
2015-10-01,-0.2273
2015-10-05,-10.7062
2015-10-06,2.0408
2015-10-07,-10.0
2015-10-08,-21.1111
2015-10-09,26.4085
2015-10-12,-22.0056
2015-10-13,-14.2857
2015-10-14,16.6667
2015-10-15,11.4286
2015-10-16,15.3846
2015-10-19,-26.6667
2015-10-20,-7.5758
2015-10-21,-1.6393
2015-10-23,50.0
2015-10-29,-33.3333
2015-10-30,33.3333
2015-11-02,5.0
2015-11-03,-16.6667
2015-11-04,14.2857
2015-11-05,-20.7813
2015-11-06,-5.3254
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,16.6667
2015-11-12,0.0
2015-11-16,-11.4286
2015-11-17,-6.4516
2015-11-18,10.3448
2015-11-24,-1.1719
2015-11-27,-8.3004
2015-12-01,3.4483
2015-12-02,0.0
2015-12-07,0.0
2015-12-09,0.0
2015-12-14,0.625
2015-12-15,6.0041
2015-12-16,-6.25
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,-10.0
2015-12-22,-18.5185
2015-12-23,-4.5455
2015-12-28,-38.0952
2015-12-29,53.8462
2015-12-30,-30.0
2015-12-31,42.8571
2016-01-04,0.0
2016-01-08,100.0
2016-01-13,-31.25
2016-01-15,-49.0909
2016-01-19,96.4286
2016-01-20,-23.4091
2016-01-21,0.2967
2016-01-22,-0.5917
2016-01-29,0.5952
2016-02-02,37.2781
2016-02-03,0.0
2016-02-19,-17.2414
2016-02-24,4.6875
2016-02-25,15.4229
2016-02-26,-17.2414
2016-02-29,0.0
2016-03-01,0.0
2016-03-04,0.0
2016-03-07,20.8333
2016-03-09,-17.2414
2016-03-10,0.0
2016-03-14,2.0833
2016-03-15,-2.0408
2016-03-18,0.0
2016-03-24,2.8646000000000003
2016-03-30,0.0
2016-03-31,-2.7848
2016-04-04,3.125
2016-04-05,-3.0303
2016-04-07,-22.9167
2016-04-11,2.3649
2016-04-15,0.33
2016-04-18,15.7895
2016-04-19,-13.6364
2016-04-20,0.0
2016-04-26,5.2632
2016-04-27,-25.0
2016-04-28,0.0
2016-05-02,0.0
2016-05-05,-13.3333
2016-05-06,0.0
2016-05-10,8.6538
2016-05-12,-7.9646
2016-05-16,15.3846
2016-05-19,-13.3333
2016-05-20,0.0
2016-05-23,0.0
2016-05-26,13.9423
2016-06-02,-9.2827
2016-06-06,-3.2558
2016-06-13,0.0
2016-06-23,0.0
2016-06-30,0.0
2016-07-05,11.538499999999999
2016-07-06,0.0
2016-07-14,-10.3448
2016-07-20,0.0
2016-07-25,8.6538
2016-07-26,1.7699
2016-07-28,0.8696
2016-07-29,24.1379
2016-08-01,-6.25
2016-08-04,3.7037
2016-08-08,-1.0714
2016-08-09,-11.5523
2016-08-15,14.6939
2016-08-16,-3.9146
2016-08-18,-22.963
2016-08-22,0.0
2016-08-23,0.0
2016-08-29,0.0
2016-08-30,2.8846
2016-09-01,-10.2804
2016-09-06,0.0
2016-09-13,0.0
2016-09-16,8.3333
2016-09-19,0.0
2016-09-20,-7.6923
2016-09-22,0.0
2016-09-26,0.0
2016-10-05,0.0
2016-10-06,-13.5417
2016-10-11,-3.6145
2016-10-13,-30.0
2016-10-17,0.0
2016-10-18,125.8929
2016-10-24,-49.4071
2016-10-31,20.3125
2016-11-01,24.6753
2016-11-03,0.0
2016-11-04,-16.6667
2016-11-08,100.0
2016-11-09,0.0
2016-11-10,-40.625
2016-11-14,0.0
2016-11-17,0.0
2016-11-21,-7.3684
2016-12-02,0.0
2016-12-08,7.9545
2016-12-12,-7.3684
2016-12-13,7.3864
2016-12-16,-6.8783
2016-12-19,0.0
2016-12-23,-9.0909
2016-12-27,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-09,10.0
2017-01-12,0.0
2017-01-18,0.0
2017-01-24,0.0
2017-02-01,0.0
2017-02-03,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,-9.0909
2017-02-21,1.875
2017-02-24,-1.8405
2017-03-06,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-13,20.0
2017-03-21,-16.6667
2017-03-29,0.0
2017-04-10,0.0
2017-04-13,0.0
2017-04-24,0.0
2017-04-26,95.0
2017-04-27,-38.4615
2017-05-01,-11.4583
2017-05-10,-5.8824
2017-05-15,0.0
2017-05-17,0.0
2017-05-23,0.0
2017-05-25,1.25
2017-06-05,-1.2346
2017-06-06,0.0
2017-06-08,0.0
2017-06-13,-10.0
2017-06-14,-44.4444
2017-06-15,44.0
2017-06-16,3.6111
2017-06-21,-6.1662
2017-06-22,1.4285999999999999
2017-07-12,-1.4085
2017-07-14,0.0
2017-07-18,-14.2857
2017-07-27,-10.25
2017-08-01,-3.4355
2017-08-08,0.0
2017-08-09,3.5385
2017-08-18,11.4413
2017-08-22,-13.3333
2017-08-24,0.0
2017-08-29,0.0
2017-09-01,0.0
2017-09-12,0.0
2017-09-20,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-09,0.0
2017-10-12,0.0
2017-10-19,15.3846
2017-10-27,0.0
2017-10-31,-2.8333
2017-11-01,-0.5146
2017-11-08,-10.3448
2017-11-09,-13.461500000000001
2017-11-14,-8.8889
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,-2.439
2017-11-22,-10.0
2017-11-27,1.8611
2017-12-14,142.7052
2017-12-15,-31.9326
2017-12-20,58.4681
2017-12-21,0.0
2017-12-22,30.2083
2017-12-29,-44.0
2018-01-03,1.4285999999999999
2018-01-08,16.4085
2018-01-16,1.6334
2018-01-23,1.1905000000000001
2018-01-30,-5.8824
2018-02-02,0.0
2018-02-07,25.0
2018-02-15,-40.0
2018-02-22,66.6667
2018-02-26,-40.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-02,0.0
2018-03-09,0.0
2018-03-13,0.0
2018-03-16,0.0
2018-03-26,0.0
2018-04-16,0.0
2018-04-18,0.0
2018-04-24,0.0
2018-05-04,0.0
2018-05-30,160.0
2018-05-31,-61.5385
2018-06-04,0.0
2018-06-06,65.0
2018-06-08,0.0
2018-06-11,-39.3939
2018-06-26,0.0
2018-07-16,0.0
2018-07-24,-8.3333
2018-07-30,0.0
2018-07-31,27.2727
2018-08-06,7.1429
2018-08-09,0.0
2018-08-15,32.0
2018-08-16,-24.2424
2018-09-04,0.0
2018-09-11,0.0
2018-09-18,20.0
2018-09-20,0.0
2018-09-21,-16.6667
2018-09-28,0.0
2018-10-02,-2.6667
2018-10-09,4.7945
2018-10-16,-4.5752
2018-10-18,242.4658
2018-10-19,-67.6
2018-10-22,-1.2346
2018-10-24,0.0
2018-10-25,0.0
2018-10-29,-11.25
2018-10-30,0.0
2018-11-05,0.0
2018-11-09,-1.4085
2018-11-14,-14.2857
2018-11-21,16.6667
2018-11-30,-14.2857
2018-12-03,0.0
2018-12-06,-13.3333
2018-12-07,15.3846
2018-12-11,-46.6667
2018-12-17,99.0625
2018-12-20,-21.5071
2018-12-21,-34.0
2018-12-24,0.0
2018-12-28,-3.0303
2018-12-31,0.0
2019-01-02,56.25
2019-01-14,-40.0
2019-01-22,60.0
2019-01-23,0.0
2019-01-30,-35.4167
2019-02-11,61.2903
2019-02-13,-20.0
2019-02-20,50.0
2019-02-21,0.0
2019-03-01,-31.6667
2019-03-07,0.0
2019-03-11,0.0
2019-03-13,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-04-12,2.439
2019-04-23,2.3810000000000002
2019-04-25,0.0
2019-05-14,7.3256
2019-05-22,-2.4919000000000002
2019-05-31,0.0
2019-07-08,-3.1111
2019-07-09,-8.2569
2019-07-10,2.5
2019-07-12,0.0
2019-07-15,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-31,0.0
2019-08-02,21.9512
2019-08-07,-18.0
2019-08-15,-26.8293
2019-08-20,33.3333
2019-08-26,0.0
2019-08-30,0.0
2019-09-04,0.0
2019-09-10,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-10-07,70.0
2019-10-22,-41.1765
2019-10-23,47.5
2019-10-24,-27.1186
2019-10-25,12.7907
2019-11-05,3.0928
2019-11-06,0.0
2019-11-15,0.0
2019-11-18,-20.0
2019-11-25,0.0
2019-11-26,25.0
2019-12-02,-20.0
2019-12-06,0.0
2019-12-17,0.0
2019-12-19,-22.0
2019-12-26,-3.8462
2019-12-30,0.0
2020-01-02,80.0
2020-01-13,-1.8519
2020-02-03,-5.6604
2020-02-04,6.0
2020-02-12,-43.3962
2020-02-13,66.6667
2020-02-14,-40.0
2020-03-12,160.0
2020-03-13,-34.6154
2020-03-19,-11.7647
2020-03-20,31.1111
2020-03-25,-40.678
2020-03-27,28.5714
2020-04-06,11.1111
2020-04-07,26.0
2020-04-16,-32.5397
2020-04-29,17.647100000000002
2020-05-04,0.0
2020-05-05,0.0
2020-05-08,-48.0
2020-05-11,-48.8462
2020-05-13,151.8797
2020-05-14,7.4627
2020-05-15,-36.1111
2020-06-02,152.1739
2020-06-05,-46.5517
2020-06-19,106.4516
2020-06-22,0.0
2020-06-24,-37.5
2020-06-26,0.0
2020-07-01,0.0
2020-07-14,72.5
2020-07-21,0.0
2020-07-22,-33.3333
2020-07-28,-2.1739
