ticker,SFBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-03,-4.186
2005-01-04,-0.9709
2005-01-05,-0.9804
2005-01-06,-0.9901
2005-01-07,-1.0
2005-01-10,0.0
2005-01-11,-1.0101
2005-01-12,-0.5102
2005-01-13,0.9231
2005-01-14,-0.9146
2005-01-18,-2.5641
2005-01-19,0.5263
2005-01-20,-2.6178
2005-01-21,2.6882
2005-01-24,-0.5236
2005-01-25,2.1053
2005-01-26,2.5773
2005-01-27,-2.5126
2005-01-28,2.5773
2005-01-31,-1.005
2005-02-01,-1.0152
2005-02-02,0.0
2005-02-03,0.0
2005-02-04,0.5128
2005-02-07,-0.5102
2005-02-08,-0.5128
2005-02-09,-1.0309
2005-02-10,1.5625
2005-02-11,-0.5128
2005-02-14,0.5155
2005-02-15,0.0
2005-02-16,0.0
2005-02-17,-0.5128
2005-02-18,-0.5155
2005-02-22,-1.5544
2005-02-23,0.0
2005-02-24,0.0
2005-02-25,1.5789
2005-02-28,0.0
2005-03-01,-2.0725
2005-03-02,-0.5291
2005-03-03,1.0638
2005-03-04,0.0
2005-03-07,-0.5263
2005-03-08,0.5291
2005-03-09,0.0
2005-03-10,-0.5263
2005-03-15,-0.5291
2005-03-16,0.0
2005-03-17,0.0
2005-03-21,-1.5957
2005-03-22,-1.6216
2005-03-23,1.6484
2005-03-24,0.0
2005-03-31,-0.5405
2005-04-01,0.0
2005-04-04,-0.5435
2005-04-06,-0.5464
2005-04-07,-1.0989
2005-04-08,-1.0
2005-04-11,1.0101
2005-04-12,0.0
2005-04-13,-2.7778
2005-04-14,0.0
2005-04-15,-1.7143000000000002
2005-04-18,0.0
2005-04-19,4.6512
2005-04-25,-4.4444
2005-04-26,-0.9302
2005-04-27,0.939
2005-05-02,2.3256
2005-05-04,-3.4091
2005-05-05,3.5294
2005-05-10,-3.4091
2005-05-12,3.5294
2005-05-13,-3.4091
2005-05-17,2.9412000000000003
2005-05-18,0.0
2005-05-19,2.8571
2005-05-20,-5.0
2005-05-23,1.7544
2005-05-27,1.1494
2005-05-31,-1.1364
2005-06-06,0.5747
2005-06-08,-0.5714
2005-06-09,0.0
2005-06-10,0.0
2005-06-13,0.9195
2005-06-14,1.3667
2005-06-15,1.1236
2005-06-16,0.0
2005-06-21,2.7778
2005-06-22,1.0811
2005-06-24,-1.0695000000000001
2005-06-29,-2.1622
2005-06-30,-0.5525
2005-07-06,-0.5556
2005-07-08,1.6760000000000002
2005-07-12,1.0989
2005-07-13,0.0
