ticker,AVXL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-08-03,3.0
2006-08-04,0.0
2006-08-07,0.4854
2006-08-08,0.9662
2006-08-09,-0.9569
2006-08-10,-1.4493
2006-08-11,0.9804
2006-08-14,1.9417
2006-08-15,1.9048
2006-08-16,2.8037
2006-08-17,0.0
2006-08-18,-2.2727
2006-08-21,1.3953
2006-08-22,5.9633
2006-08-23,6.0606
2006-08-24,2.0408
2006-08-25,4.0
2006-08-28,0.0
2006-08-29,-1.9231
2006-08-30,0.0
2006-08-31,0.0
2006-09-01,1.9607999999999999
2006-09-05,0.0
2006-09-06,-1.9231
2006-09-07,3.9215999999999998
2006-09-08,0.0
2006-09-11,0.0
2006-09-12,1.8868
2006-09-14,0.0
2006-09-20,-1.8519
2006-09-21,-3.7736
2006-09-27,-3.9215999999999998
2006-09-29,2.0408
2006-10-05,2.0
2006-12-05,1.9607999999999999
2006-12-13,-1.9231
2006-12-14,3.9215999999999998
2006-12-15,0.3774
2006-12-18,1.5038
2006-12-19,0.0
2006-12-20,0.0
2006-12-28,0.0
2006-12-29,0.0
2007-01-03,1.8519
2007-01-04,0.0
2007-01-05,1.8182
2007-01-08,0.0
2007-01-09,1.7856999999999998
2007-01-10,5.2632
2007-01-11,1.6667
2007-01-12,0.0
2007-01-16,1.6393
2007-01-17,-1.6129
2007-01-18,1.6393
2007-01-19,-1.6129
2007-01-22,1.6393
2007-01-23,0.0
2007-01-24,-0.3226
2007-01-25,0.3236
2007-01-26,0.0
2007-01-30,0.0
2007-01-31,0.0
2007-02-01,0.0
2007-02-02,0.0
2007-02-05,1.6129
2007-02-06,0.6349
2007-02-07,0.9464
2007-02-08,1.5625
2007-02-09,-1.5385
2007-02-12,1.875
2007-02-13,0.3067
2007-02-14,-0.6116
2007-02-15,0.0
2007-02-16,1.5385
2007-02-20,0.0
2007-02-21,1.5152
2007-02-22,2.9851
2007-02-23,-1.4493
2007-02-26,2.0588
2007-02-27,-0.2882
2007-02-28,1.1561
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,-0.2857
2007-03-06,0.2865
2007-03-07,0.0
2007-03-08,0.0
2007-03-09,0.0
2007-03-12,0.2857
2007-03-13,-0.2849
2007-03-14,1.4285999999999999
2007-03-15,-0.5634
2007-03-16,-0.8499
2007-03-19,0.5714
2007-03-20,0.5682
2007-03-21,0.0
2007-03-22,1.1299
2007-03-23,0.5587
2007-03-26,0.0
2007-03-27,0.0
2007-03-28,0.0
2007-03-29,-0.2778
