ticker,FLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-27,-1.1739
2007-09-28,0.308
2007-10-01,0.4386
2007-10-02,1.31
2007-10-03,-1.2069
2007-10-04,0.349
2007-10-05,-0.6522
2007-10-08,0.4376
2007-10-09,2.3965
2007-10-10,-2.1277
2007-10-11,1.3043
2007-10-12,-0.3004
2007-10-15,0.3013
2007-10-16,-3.7768
2007-10-17,0.7577
2007-10-18,-0.8848
2007-10-19,-0.1787
2007-10-22,0.0
2007-10-23,2.1924
2007-10-24,-0.8319
2007-10-25,0.3532
2007-10-26,-1.4958
2007-10-29,-1.2059
2007-10-30,1.7179
2007-10-31,-1.0667
2007-11-01,-2.965
2007-11-02,-0.8333
2007-11-05,-1.3538999999999999
2007-11-06,4.8273
2007-11-07,-7.4492
2007-11-08,-0.5854
2007-11-09,-4.8086
2007-11-12,-6.701
2007-11-13,3.2597
2007-11-14,-3.1033
2007-11-15,-1.3805
2007-11-16,1.3998
2007-11-19,-0.1104
2007-11-20,3.0956
2007-11-21,0.5362
2007-11-23,5.6533
2007-11-26,-1.7163
2007-11-27,-1.0786
2007-11-28,0.0519
2007-11-29,0.6746
2007-11-30,1.5464
2007-12-03,0.1523
2007-12-04,-1.9260000000000002
2007-12-05,0.6718
2007-12-06,-0.154
2007-12-07,-0.5141
2007-12-10,0.2584
2007-12-11,-0.9794
2007-12-12,-1.6137000000000001
2007-12-13,0.8466
2007-12-14,-0.5771
2007-12-17,-3.2718
2007-12-18,-1.8003
2007-12-19,-6.1111
2007-12-20,0.5917
2007-12-21,4.4118
2007-12-24,2.8169
2007-12-26,0.9315
2007-12-27,2.3887
2007-12-28,-4.5599
2007-12-31,1.1667
2008-01-02,-0.3295
2008-01-03,1.1019
2008-01-04,-2.8338
2008-01-07,-2.1873
2008-01-08,2.1216
2008-01-09,-1.7967
2008-01-10,1.7153
2008-01-11,1.7988
2008-01-14,0.7731
2008-01-15,-2.9589
2008-01-16,0.0565
2008-01-17,-2.6524
2008-01-18,0.8696
2008-01-22,-9.2529
2008-01-23,-3.4199
2008-01-24,0.0656
2008-01-25,6.2254
2008-01-28,2.7144
2008-01-29,3.2425
2008-01-30,5.1536
2008-01-31,2.1652
2008-02-01,0.6693
2008-02-04,-5.7618
2008-02-05,-5.6437
2008-02-06,7.7882
2008-02-07,3.6416
2008-02-08,-1.5059
2008-02-11,1.7553999999999998
2008-02-12,-0.8347
2008-02-13,0.5051
2008-02-14,0.4467
2008-02-15,0.6115
