ticker,BTZI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-17,6.6667
2012-10-18,6.25
2012-10-19,0.0
2012-10-22,0.0
2012-10-24,1.1764999999999999
2012-10-25,0.0
2012-10-31,-1.1628
2012-11-01,0.0
2012-11-06,-0.5882
2012-11-08,0.0
2012-11-23,12.426
2012-11-26,0.0
2012-11-27,2.1053
2012-11-28,3.0928
2012-11-29,6.0
2012-11-30,2.8302
2012-12-03,-4.5872
2012-12-04,6.7308
2012-12-05,-4.5045
2012-12-06,-2.8302
2012-12-07,-0.9709
2012-12-10,-18.6275
2012-12-11,-19.8795
2012-12-12,35.3383
2012-12-13,0.0
2012-12-14,-23.3333
2012-12-17,-10.1449
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,-6.4516
2012-12-21,0.0
2012-12-24,-13.7931
2012-12-26,16.0
2012-12-27,-6.8966
2012-12-28,3.7037
2012-12-31,-10.7143
2013-01-02,10.0
2013-01-03,-5.4545
2013-01-04,-6.7308
2013-01-07,-7.2165
2013-01-08,-4.4444
2013-01-09,6.9767
2013-01-10,-2.1739
2013-01-11,-8.8889
2013-01-14,-7.3171
2013-01-15,-18.3882
2013-01-16,0.1209
2013-01-17,0.0
2013-01-18,3.0596
2013-01-22,7.7734
2013-01-23,7.249
2013-01-24,-5.1031
2013-01-25,-5.9829
2013-01-28,45.4545
2013-01-29,0.0
2013-01-30,-12.0833
2013-01-31,18.3649
2013-02-01,-12.7127
2013-02-04,-8.0275
2013-02-05,-0.2494
2013-02-06,12.5
2013-02-07,0.0
2013-02-08,-6.6667
2013-02-12,-28.5714
2013-02-13,-8.3333
2013-02-14,0.7273
2013-02-15,1.4892
2013-02-19,0.3112
2013-02-20,0.3546
2013-02-21,34.2314
2013-02-22,-25.4525
2013-02-25,0.8166
2013-02-27,-5.4291
2013-02-28,-1.8056
2013-03-01,-9.4767
2013-03-04,-4.1667
2013-03-05,21.7391
2013-03-06,-17.8571
2013-03-07,4.3478
2013-03-08,-4.1667
2013-03-11,4.3478
2013-03-12,-16.5885
2013-03-13,0.0624
2013-03-14,0.0312
2013-03-18,-0.1871
2013-03-19,2.5
2013-03-21,-7.3171
2013-03-22,-21.0526
2013-03-25,13.3333
2013-03-26,35.2941
2013-03-27,-46.3043
2013-03-28,-35.2227
2013-04-01,68.75
2013-04-02,-7.4074
2013-04-03,20.8
2013-04-04,19.2053
2013-04-05,-16.6667
2013-04-08,6.6667
2013-04-09,25.0
2013-04-10,-5.0
2013-04-18,0.0
