ticker,NODK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-16,47.5
2017-03-17,-2.0339
2017-03-20,0.2768
2017-03-21,-0.6211
2017-03-22,0.7639
2017-03-23,-0.827
2017-03-24,0.139
2017-03-27,0.8328
2017-03-28,0.0
2017-03-29,-0.0688
2017-03-30,1.1708
2017-03-31,1.6338
2017-04-03,2.1433
2017-04-04,0.7213
2017-04-05,-0.1302
2017-04-06,-0.3911
2017-04-07,0.7853
2017-04-10,1.8831
2017-04-11,1.5295999999999998
2017-04-12,-2.8876
2017-04-13,1.7452999999999999
2017-04-17,-0.2541
2017-04-18,0.7643
2017-04-19,-1.8331
2017-04-20,-1.2234
2017-04-21,1.6297000000000001
2017-04-24,0.3207
2017-04-25,1.7263
2017-04-26,-2.0742
2017-04-27,1.2195
2017-04-28,-0.3805
2017-05-01,-1.0185
2017-05-02,-0.9646
2017-05-03,2.1429
2017-05-04,-0.9536
2017-05-05,0.8986
2017-05-08,0.6361
2017-05-09,1.1378
2017-05-10,-1.5625
2017-05-11,1.9048
2017-05-12,-1.2461
2017-05-15,0.694
2017-05-16,1.7544
2017-05-17,-1.5394
2017-05-18,1.1257
2017-05-19,1.1132
2017-05-22,1.8349
2017-05-23,-0.5405
2017-05-24,-0.3019
2017-05-25,1.5748
2017-05-26,1.1926
2017-05-30,1.7088999999999999
2017-05-31,1.1008
2017-06-01,6.0172
2017-06-02,-1.4595
2017-06-05,1.4811
2017-06-06,0.9189
2017-06-07,0.3214
2017-06-08,-1.1746
2017-06-09,-0.3782
2017-06-12,-0.0542
2017-06-13,0.217
2017-06-14,-0.1083
2017-06-15,0.1084
2017-06-16,-0.758
2017-06-19,-1.1457
2017-06-20,-2.9801
2017-06-21,2.1615
2017-06-22,-3.6192
2017-06-23,-0.9243
2017-06-26,3.7318
2017-06-27,1.1804000000000001
2017-06-28,0.0
2017-06-29,-0.1111
2017-06-30,-0.5562
2017-07-03,-0.3915
2017-07-05,-0.0561
2017-07-06,-1.0112
2017-07-07,1.7593999999999999
2017-07-10,0.0558
2017-07-11,-0.1115
2017-07-12,0.3906
2017-07-13,-2.0567
2017-07-14,-1.9296
2017-07-17,0.5208
2017-07-18,2.015
2017-07-19,1.4108
2017-07-20,0.1669
2017-07-21,-0.1667
2017-07-24,-0.0556
2017-07-25,0.167
2017-07-26,-0.2779
2017-07-27,-0.3902
2017-07-28,0.6715
2017-07-31,-0.0556
2017-08-01,0.1112
2017-08-02,-1.2222
2017-08-03,-0.3937
