ticker,JHG US Equity
2017-10-19,-0.5669
2017-10-20,0.5416
2017-10-23,-0.2835
2017-10-24,0.2275
2017-10-25,-0.9362
2017-10-26,0.3723
2017-10-27,-1.5121
2017-10-30,0.5504
2017-10-31,0.1152
2017-11-01,-0.6331
2017-11-02,1.1584
2017-11-03,-0.3722
2017-11-06,0.7759
2017-11-07,-1.3687
2017-11-08,0.1735
2017-11-09,2.0491
2017-11-10,2.9977
2017-11-13,1.7024
2017-11-14,-0.594
2017-11-15,-0.4345
2017-11-16,-0.7365
2017-11-17,1.5389
2017-11-20,-1.6653
2017-11-21,0.9439
2017-11-22,0.1375
2017-11-24,0.7965
2017-11-27,-1.5531000000000001
2017-11-28,0.7473
2017-11-29,0.2473
2017-11-30,2.1376
2017-12-01,-0.6708
2017-12-04,-2.6742
2017-12-05,-0.4996
2017-12-06,1.4226
2017-12-07,-0.6601
2017-12-08,0.0277
2017-12-11,1.9098000000000002
2017-12-12,-0.4074
2017-12-13,-0.2727
2017-12-14,1.6407
2017-12-15,-0.0538
2017-12-18,0.6999
2017-12-19,1.8979
2017-12-20,0.1312
2017-12-21,0.3668
2017-12-22,0.4176
2017-12-26,-0.052
2017-12-27,-0.9103
2017-12-28,0.3675
2017-12-29,0.0523
2018-01-02,0.8625
2018-01-03,0.1296
2018-01-04,0.8282
2018-01-05,1.8737
2018-01-08,-1.159
2018-01-09,1.351
2018-01-10,-0.0503
2018-01-11,0.7297
2018-01-12,1.274
2018-01-16,0.0493
2018-01-17,1.0848
2018-01-18,-0.7073
2018-01-19,0.8106
2018-01-22,0.1706
2018-01-23,-0.3649
2018-01-24,0.0244
2018-01-25,-0.0732
2018-01-26,1.1969
2018-01-29,-1.1827
2018-01-30,-3.0288
2018-01-31,-0.806
2018-02-01,0.0762
2018-02-02,-2.4867
2018-02-05,-3.9032
2018-02-06,0.352
2018-02-07,-2.5904
2018-02-08,-5.4848
2018-02-09,0.0
2018-02-12,0.9086
2018-02-13,0.8423
2018-02-14,2.3329
2018-02-15,0.8725
2018-02-16,-0.2534
2018-02-20,0.9879
2018-02-21,-0.7826
2018-02-22,-0.9014
2018-02-23,1.3075999999999999
2018-02-26,0.4209
2018-02-27,-1.397
2018-02-28,0.1417
2018-03-01,-1.0753
2018-03-02,-0.7151
2018-03-05,-0.2593
2018-03-06,0.6644
2018-03-07,-1.4921
2018-03-08,1.0778
2018-03-09,4.2075
2018-03-12,-0.3872
2018-03-13,-0.6385
2018-03-14,-0.8103
2018-03-15,-0.5352
2018-03-16,-0.708
2018-03-19,-1.7399
2018-03-20,0.5515
2018-03-21,0.0
2018-03-22,-3.6952
2018-03-23,-2.3981
2018-03-26,2.1192
2018-03-27,-1.8346
2018-03-28,-0.5208
2018-03-29,1.9095
2018-04-02,-2.6896
2018-04-03,0.0932
2018-04-04,0.4344
2018-04-05,-0.5252
2018-04-06,-1.677
2018-04-09,-0.1263
2018-04-10,1.0436
2018-04-11,-0.9703
2018-04-12,1.0746
2018-04-13,-0.6879
2018-04-16,-1.2594
2018-04-17,0.3189
2018-04-18,2.8926
2018-04-19,-0.2471
2018-04-20,-0.2168
2018-04-23,-0.1862
2018-04-24,0.1244
2018-04-25,0.8075
2018-04-26,-0.6778
2018-04-27,-0.4342
2018-04-30,-1.5888
2018-05-01,-0.4432
2018-05-02,-0.9221
2018-05-03,0.0963
2018-05-04,0.5771
2018-05-07,0.1913
2018-05-08,0.6045
2018-05-09,3.9848
2018-05-10,3.0414
2018-05-11,0.974
2018-05-14,-0.5846
2018-05-15,-1.4702
2018-05-16,-0.9251
2018-05-17,-0.3012
2018-05-18,-0.9366
2018-05-21,1.6343
2018-05-22,-1.1529
2018-05-23,-0.1228
2018-05-24,-0.7068
2018-05-25,-0.3405
2018-05-29,-3.7578
2018-05-30,1.9361000000000002
2018-05-31,-2.2159
2018-06-01,0.6475
2018-06-04,0.2573
2018-06-05,0.5454
2018-06-06,2.3293
2018-06-07,-0.0312
2018-06-08,-0.3431
2018-06-11,0.5008
2018-06-12,0.1246
2018-06-13,-1.182
2018-06-14,-0.6295
2018-06-15,0.1584
2018-06-18,0.253
2018-06-19,1.041
2018-06-20,0.0312
2018-06-21,0.1873
2018-06-22,1.1526
2018-06-25,-1.7555
2018-06-26,-0.6897
2018-06-27,-3.3775
2018-06-28,-0.7187
2018-06-29,1.1188
2018-07-02,0.0976
2018-07-03,-1.0728
2018-07-05,1.9060000000000001
2018-07-06,0.4837
2018-07-09,1.7008999999999999
2018-07-10,0.2524
2018-07-11,-2.0774
2018-07-12,0.2893
2018-07-13,-0.3205
2018-07-16,-1.0611
2018-07-17,0.4225
2018-07-18,1.7476
2018-07-19,-0.2226
2018-07-20,-0.0956
2018-07-23,-0.1914
2018-07-24,0.5435
2018-07-25,-0.2544
2018-07-26,-0.7969
2018-07-27,0.4177
2018-07-30,2.912
2018-07-31,1.2127
2018-08-01,-7.8955
2018-08-02,-2.435
2018-08-03,-0.3077
2018-08-06,0.9259
2018-08-07,-0.5437
2018-08-08,-1.2641
2018-08-09,-0.3114
2018-08-10,-2.6033
2018-08-13,-2.3466
2018-08-14,1.183
2018-08-15,0.5115
2018-08-16,0.727
2018-08-17,0.6857
2018-08-20,0.5376
2018-08-21,0.4635
2018-08-22,-0.1419
2018-08-23,-0.1777
2018-08-24,0.2848
2018-08-27,1.278
2018-08-28,0.4907
2018-08-29,0.1046
2018-08-30,-1.324
2018-08-31,-0.2472
2018-09-04,-1.0973
2018-09-05,-0.3937
2018-09-06,-0.6827
2018-09-07,-0.0724
2018-09-10,2.5705999999999998
2018-09-11,-1.2001
2018-09-12,0.2501
2018-09-13,-1.9601
2018-09-14,0.4726
2018-09-17,-0.8683
2018-09-18,0.5109
2018-09-19,1.8155000000000001
2018-09-20,0.3566
2018-09-21,-0.7463
2018-09-24,0.1432
2018-09-25,-2.0379
2018-09-26,-0.8394
2018-09-27,-0.1104
2018-09-28,-0.6632
2018-10-01,-1.3353
2018-10-02,-1.7292999999999998
2018-10-03,0.0383
2018-10-04,-0.3059
2018-10-05,-0.7672
2018-10-08,-1.4302000000000001
2018-10-09,-1.9607999999999999
2018-10-10,-3.32
2018-10-11,-1.5722
2018-10-12,-0.2102
2018-10-15,1.3901
2018-10-16,0.1246
2018-10-17,0.7469
2018-10-18,-2.6359
2018-10-19,0.6768
2018-10-22,-0.084
2018-10-23,-1.1354
2018-10-24,-2.4245
2018-10-25,3.8797
2018-10-26,-0.6295
2018-10-29,0.6757
2018-10-30,2.8104
2018-10-31,0.2448
2018-11-01,-2.9304
2018-11-02,0.8805
2018-11-05,1.1222
2018-11-06,-0.1644
2018-11-07,-0.1235
2018-11-08,-0.8244
2018-11-09,-1.3502
2018-11-12,-1.3687
2018-11-13,-1.3443
2018-11-14,1.011
2018-11-15,1.5666
2018-11-16,0.4284
2018-11-19,0.7679
2018-11-20,-2.5402
2018-11-21,2.3891999999999998
2018-11-23,0.0
2018-11-26,1.0182
2018-11-27,-2.394
2018-11-28,0.5594
2018-11-29,-0.3423
2018-11-30,0.4723
2018-12-03,0.5983
2018-12-04,-3.1861
2018-12-06,-4.7828
2018-12-07,-2.5806
2018-12-10,-3.9735
2018-12-11,-1.3793
2018-12-12,1.7483
2018-12-13,-1.4727999999999999
2018-12-14,-1.5944
2018-12-17,0.2025
2018-12-18,-0.1011
2018-12-19,-2.8326000000000002
2018-12-20,2.5507999999999997
2018-12-21,-1.1168
2018-12-24,-1.3860000000000001
2018-12-26,4.2686
2018-12-27,1.0984
2018-12-28,1.0864
2018-12-31,1.2213
2019-01-02,-0.3378
2019-01-03,-0.1937
2019-01-04,0.9219
2019-01-07,2.2596
2019-01-08,0.8933
2019-01-09,-1.0252
2019-01-10,0.7062
2019-01-11,-0.0935
2019-01-14,-1.825
2019-01-15,0.715
2019-01-16,2.0823
2019-01-17,0.2318
2019-01-18,2.6827
2019-01-22,-0.9009
2019-01-23,-0.1818
2019-01-24,0.0
2019-01-25,1.776
2019-01-28,0.8501
2019-01-29,-1.2422
2019-01-30,-1.0782
2019-01-31,-0.8629
2019-02-01,1.2368000000000001
2019-02-04,-0.3167
2019-02-05,0.0908
2019-02-06,2.2222
2019-02-07,2.795
2019-02-08,-2.0285
2019-02-11,-0.1762
2019-02-12,1.2357
2019-02-13,2.4412
2019-02-14,0.4255
2019-02-15,2.2806
2019-02-19,2.1875999999999998
2019-02-20,2.182
2019-02-21,-3.062
2019-02-22,0.9144
2019-02-25,0.0
2019-02-26,1.2356
2019-02-27,0.895
2019-02-28,-1.2097
2019-03-01,0.8163
2019-03-04,-1.0931
2019-03-05,-0.0819
2019-03-06,-1.4338
2019-03-07,-2.0366
2019-03-08,0.1697
2019-03-11,3.3884
2019-03-12,0.6145
2019-03-13,1.0993
2019-03-14,-1.611
2019-03-15,1.5145
2019-03-18,2.7016
2019-03-19,-1.2171
2019-03-20,-1.5103
2019-03-21,0.3632
2019-03-22,-2.8146
2019-03-25,-0.7861
2019-03-26,3.6696999999999997
2019-03-27,-0.5632
2019-03-28,0.4045
2019-03-29,0.6446
2019-04-01,1.5612
2019-04-02,-0.6307
2019-04-03,0.595
2019-04-04,-0.2366
2019-04-05,0.1581
2019-04-08,-0.6709
2019-04-09,-3.8935
2019-04-10,0.8268
2019-04-11,0.246
2019-04-12,1.4315
2019-04-15,0.4032
2019-04-16,2.7711
2019-04-17,-0.3517
2019-04-18,0.1176
2019-04-22,0.1958
2019-04-23,0.1564
2019-04-24,0.1171
2019-04-25,-1.1696
2019-04-26,0.5917
2019-04-29,-1.2157
2019-04-30,-0.4764
2019-05-01,0.1994
2019-05-02,-6.5287
2019-05-03,-4.0034
2019-05-06,-0.6211
2019-05-07,-0.5357
2019-05-08,0.9874
2019-05-09,0.0
2019-05-10,-0.0444
2019-05-13,-4.2928
2019-05-14,-0.1416
2019-05-15,1.7021
2019-05-16,0.093
2019-05-17,-1.1612
2019-05-20,-0.282
2019-05-21,1.8378999999999999
2019-05-22,0.509
2019-05-23,-1.105
2019-05-24,0.9311
2019-05-28,-1.476
2019-05-29,-0.0936
2019-05-30,-1.1715
2019-05-31,-3.651
2019-06-03,-0.4429
2019-06-04,3.2625
2019-06-05,-1.4361
2019-06-06,2.5741
2019-06-07,2.7936
2019-06-10,0.737
2019-06-11,-2.4234
2019-06-12,0.4217
2019-06-13,0.1867
2019-06-14,-0.5589
2019-06-17,-2.3419
2019-06-18,2.6379
2019-06-19,0.4673
2019-06-20,1.1628
2019-06-21,-2.069
2019-06-24,1.3146
2019-06-25,-3.1511
2019-06-26,0.5263
2019-06-27,1.3327
2019-06-28,0.5167
2019-07-01,1.028
2019-07-02,-0.7401
2019-07-03,1.3048
2019-07-05,1.242
2019-07-08,-0.0454
2019-07-09,1.2273
2019-07-10,1.1226
2019-07-11,1.9538
2019-07-12,0.3049
2019-07-15,-0.825
2019-07-16,-0.8319
2019-07-17,-1.3687
2019-07-18,1.1638
2019-07-19,0.3982
2019-07-22,-0.5729
2019-07-23,1.9060000000000001
2019-07-24,0.174
2019-07-25,-0.3908
2019-07-26,0.0872
2019-07-29,-2.3084
2019-07-30,-1.1146
2019-07-31,-9.5131
2019-08-01,-4.3347999999999995
2019-08-02,0.9375
2019-08-05,-0.516
2019-08-06,0.9336
2019-08-07,-0.0514
2019-08-08,2.7763
2019-08-09,-3.952
2019-08-12,-2.0701
2019-08-13,0.1626
2019-08-14,-3.6797
2019-08-15,-0.1124
2019-08-16,2.1372
2019-08-19,1.8172000000000001
2019-08-20,-1.6225
2019-08-21,1.4294
2019-08-22,0.542
2019-08-23,-1.3477000000000001
2019-08-26,1.2568
2019-08-27,-0.5936
2019-08-28,0.9772
2019-08-29,1.2903
2019-08-30,1.4331
2019-09-03,-1.2036
2019-09-04,1.7479
2019-09-05,4.1124
2019-09-06,0.65
2019-09-09,3.378
2019-09-10,1.8740999999999999
2019-09-11,2.9245
2019-09-12,-0.5958
2019-09-13,0.5533
2019-09-16,0.6419
2019-09-17,0.0
2019-09-18,-1.549
2019-09-19,0.9255
2019-09-20,-0.8253
2019-09-23,1.1096
2019-09-24,-0.6401
2019-09-25,1.1505
2019-09-26,1.0009
2019-09-27,-0.3604
2019-09-30,1.5371000000000001
2019-10-01,-2.1371
2019-10-02,-1.8197999999999999
2019-10-03,-1.8536000000000001
2019-10-04,-0.0472
2019-10-07,-2.7397
2019-10-08,-2.5741
2019-10-09,1.346
2019-10-10,1.3281
2019-10-11,3.932
2019-10-14,0.4204
2019-10-15,1.9535
2019-10-16,0.5931
2019-10-17,2.2676
2019-10-18,0.3104
2019-10-21,0.3095
2019-10-22,-0.7492
2019-10-23,2.8419
2019-10-24,-0.9499
2019-10-25,-0.3923
2019-10-28,3.1947
2019-10-29,0.7634
2019-10-30,-1.7256
2019-10-31,-0.9422
2019-11-01,2.2914
2019-11-04,2.3246
2019-11-05,3.5936
2019-11-06,-1.6348
2019-11-07,0.1621
2019-11-08,1.8479999999999999
2019-11-11,0.3226
2019-11-12,1.3264
2019-11-13,-1.666
2019-11-14,-0.2824
2019-11-15,0.4045
2019-11-18,0.3223
2019-11-19,1.1245
2019-11-20,-0.556
2019-11-21,-1.3179
2019-11-22,0.9713
2019-11-25,1.7635
2019-11-26,-0.9846
2019-11-27,0.8751
2019-11-29,0.1577
2019-12-02,-0.5906
2019-12-03,-1.4653
2019-12-04,-0.1608
2019-12-05,0.4428
2019-12-06,-0.2806
2019-12-09,-1.0852
2019-12-10,-0.8533
2019-12-11,0.2049
2019-12-12,2.6585
2019-12-13,-0.9163
2019-12-16,0.0804
2019-12-17,-0.3616
2019-12-18,-0.121
2019-12-19,0.7671
2019-12-20,-0.4006
2019-12-23,-0.4827
2019-12-24,-0.4446
2019-12-26,0.4466
2019-12-27,-0.6467
2019-12-30,-0.0407
2019-12-31,-0.4884
2020-01-02,0.2454
2020-01-03,-1.6320000000000001
2020-01-06,-0.4148
2020-01-07,0.8746
2020-01-08,-1.1148
2020-01-09,2.0877
2020-01-10,0.3681
2020-01-13,2.2412
2020-01-14,-1.0761
2020-01-15,0.6044
2020-01-16,1.3216
2020-01-17,-0.5929
2020-01-21,-1.3917
2020-01-22,0.9677
2020-01-23,0.9185
2020-01-24,-0.0396
2020-01-27,-2.1774
2020-01-28,2.3472
2020-01-29,2.0166
2020-01-30,-0.5814
2020-01-31,-1.4815
2020-02-03,0.9497
2020-02-04,-1.176
2020-02-05,5.5534
2020-02-06,1.2401
2020-02-07,-2.8952999999999998
2020-02-10,0.0
2020-02-11,1.2232
2020-02-12,2.1903
2020-02-13,-2.4021
2020-02-14,-2.9913
2020-02-18,1.2272
2020-02-19,3.598
2020-02-20,0.1888
2020-02-21,-1.9593
2020-02-24,-3.9969
2020-02-25,-3.3627000000000002
2020-02-26,-2.9412000000000003
2020-02-27,-7.7678
2020-02-28,-1.8973
2020-03-02,2.1698
2020-03-03,-5.6787
2020-03-04,3.7199999999999998
2020-03-05,-8.7305
2020-03-06,0.0517
2020-03-09,-8.4238
2020-03-10,7.167
2020-03-11,-12.0063
2020-03-12,-12.2083
2020-03-13,10.5658
2020-03-16,-12.1455
2020-03-17,7.9298
2020-03-18,-7.0221
2020-03-19,4.8951
2020-03-20,-6.3333
2020-03-23,-14.7331
2020-03-24,14.1903
2020-03-25,4.5322
2020-03-26,7.9021
2020-03-27,-4.6662
2020-03-30,6.0503
2020-03-31,-1.7949000000000002
2020-04-01,-6.9843
2020-04-02,5.4035
2020-04-03,-6.1252
2020-04-06,10.9929
2020-04-07,1.1502
2020-04-08,2.9059
2020-04-09,-0.1228
2020-04-13,-2.6429
2020-04-14,1.452
2020-04-15,-4.4182
2020-04-16,-1.5625
2020-04-17,5.1587
2020-04-20,-2.5157
2020-04-21,-2.4516
2020-04-22,0.3307
2020-04-23,-2.6368
2020-04-24,-0.4062
2020-04-27,6.3902
2020-04-28,2.0447
2020-04-29,0.5636
2020-04-30,11.457
2020-05-01,-2.0112
2020-05-04,3.9909
2020-05-05,-0.2193
2020-05-06,-3.0769
2020-05-07,5.0454
2020-05-08,4.0475
2020-05-11,1.4003999999999999
2020-05-12,-4.3478
2020-05-13,-5.7754
2020-05-14,2.2701000000000002
2020-05-15,-0.111
2020-05-18,7.5397
2020-05-19,1.3179
2020-05-20,5.359
2020-05-21,0.642
2020-05-22,0.1963
2020-05-26,5.7297
2020-05-27,2.3159
2020-05-28,-0.9054
2020-05-29,-1.5074999999999998
2020-06-01,2.6902
2020-06-02,1.8067
2020-06-03,3.8154
2020-06-04,4.3162
2020-06-05,1.3929
2020-06-08,4.6869
2020-06-09,-2.4701
2020-06-10,-1.8995
2020-06-11,-8.1081
2020-06-12,-0.8341
2020-06-15,0.0885
2020-06-16,1.0172
2020-06-17,-1.3573
2020-06-18,-0.5326
2020-06-19,0.1785
2020-06-22,-0.8463
2020-06-23,-0.8985
2020-06-24,-4.3518
2020-06-25,1.6588
2020-06-26,-5.0816
2020-06-29,3.1925
2020-06-30,0.7139
2020-07-01,-3.9225
2020-07-02,1.4757
2020-07-06,3.0053
2020-07-07,-1.1294
2020-07-08,0.8091
2020-07-09,-6.1379
2020-07-10,2.6157
2020-07-13,-0.5392
2020-07-14,1.5771
2020-07-15,3.9301
2020-07-16,-0.9804
2020-07-17,-0.6601
2020-07-20,-0.3797
2020-07-21,5.0024
2020-07-22,0.0454
2020-07-23,0.907
2020-07-24,-0.9438
2020-07-27,1.6334
2020-07-28,-1.6071
2020-07-29,-1.8603
2020-07-30,-3.0975
2020-07-31,-0.334
