ticker,STCRQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-17,8.0
2005-06-23,-7.4074
2005-07-06,100.0
2005-07-14,-50.0
2005-08-01,0.0
2005-08-03,0.0
2005-08-05,0.0
2005-08-08,0.0
2005-09-29,-60.0
2005-10-10,-50.0
2005-10-13,-99.75
2005-10-25,79900.0
2005-10-28,-50.0
2005-11-02,0.0
2005-11-04,0.0
2005-11-10,0.0
2005-11-15,0.0
2005-11-17,0.0
2005-11-21,0.0
2005-11-23,0.0
2005-11-28,0.0
2005-11-29,100.0
2005-12-06,-40.0
2005-12-07,-16.6667
2005-12-08,100.0
2005-12-12,0.0
2005-12-15,-50.0
2005-12-19,100.0
2005-12-21,0.0
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,0.0
2006-01-04,-50.0
2006-01-09,0.0
2006-01-10,100.0
2006-01-11,0.0
2006-02-13,0.0
2006-02-22,0.0
2006-02-27,0.0
2006-03-03,0.0
2006-03-08,-50.0
2006-03-17,0.0
2006-03-24,0.0
2006-04-11,600.0
2006-04-24,-42.8571
2006-04-28,-99.9375
2006-05-02,79900.0
2006-05-03,10.0
2006-05-17,81.8182
2006-05-18,-50.0
2006-05-22,-50.0
2006-05-25,100.0
2006-05-26,0.0
2006-06-02,200.0
2006-06-05,16.6667
2006-06-08,-14.2857
2006-06-09,-50.0
2006-06-16,0.0
2006-06-20,0.0
2006-06-26,0.0
2006-07-19,0.0
2006-07-28,-26.6667
2006-08-07,0.0
2006-08-15,-99.8864
2006-08-30,0.0
2006-09-11,0.0
2006-09-12,0.0
2006-09-18,0.0
2006-10-02,0.0
2006-11-21,0.0
2006-12-06,0.0
2006-12-13,0.0
2007-01-19,0.0
2007-05-15,0.0
2007-06-29,0.0
2007-08-30,0.0
2007-09-06,0.0
2007-09-14,0.0
2007-11-07,0.0
2007-12-12,0.0
2007-12-26,50.0
2008-02-13,-33.3333
2008-03-10,0.0
2008-06-06,0.0
2008-11-11,0.0
2008-12-08,0.0
2008-12-31,0.0
2009-02-10,0.0
2009-04-28,0.0
2009-11-03,0.0
2009-12-01,0.0
2009-12-18,0.0
2014-10-17,700.0
2014-11-13,-87.5
2016-02-09,0.0
2017-06-06,-43.2
2017-11-27,-85.9155
2017-11-30,-90.0
2017-12-26,0.0
2018-02-20,0.0
2018-09-04,0.0
2019-01-29,0.0
2019-04-11,900.0
2019-05-14,-90.0
2019-05-17,900.0
2019-12-26,-90.0
2020-01-30,900.0
