ticker,WWIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-23,5.2632
2014-05-28,-5.0
2014-05-29,-52.6316
2014-05-30,0.0
2014-06-05,0.0
2014-06-16,0.0
2014-06-17,0.0
2014-07-11,-0.1111
2014-07-18,-16.574
2014-07-30,-52.0
2014-08-05,-5.5556
2014-08-08,2.9412000000000003
2014-08-14,-2.8571
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-22,17.647100000000002
2014-08-25,-12.5
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,-65.7143
2014-09-05,182.5
2014-09-10,0.0
2014-09-11,-17.4041
2014-09-12,-1.4955
2014-09-15,-2.1074
2014-09-16,-44.4444
2014-09-17,13.3333
2014-09-18,-41.1765
2014-09-19,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-10-01,-50.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-06,90.0
2014-10-07,-5.2632
2014-10-08,5.5556
2014-10-09,5.2632
2014-10-10,0.0
2014-10-14,0.0
2014-10-15,-10.0
2014-10-16,155.5556
2014-10-17,-34.7826
2014-10-20,-40.0
2014-10-21,11.1111
2014-10-22,-10.0
2014-10-23,11.1111
2014-10-24,-10.0
2014-10-27,11.1111
2014-10-28,-10.125
2014-10-29,-5.4242
2014-10-30,0.0
2014-11-03,-1.1764999999999999
2014-11-04,-10.7143
2014-11-05,13.1667
2014-11-06,0.1473
2014-11-07,0.0
2014-11-10,-47.0588
2014-11-11,11.1111
2014-11-12,-40.25
2014-11-13,0.4184
2014-11-14,13.3333
2014-11-17,47.0588
2014-11-18,-20.0
2014-11-19,-26.5625
2014-11-20,25.3191
2014-11-21,-18.5059
2014-11-24,0.0
2014-11-25,0.0
2014-12-01,-8.3333
2014-12-02,-9.0909
2014-12-03,31.5
2014-12-04,-39.1635
2014-12-05,0.0
2014-12-09,0.0
2014-12-10,-30.0
2014-12-11,-7.1429
2014-12-12,38.4615
2014-12-15,0.0
2014-12-16,-22.2222
2014-12-17,-8.482099999999999
2014-12-19,-37.561
2014-12-22,-12.5
2014-12-23,-14.2857
2014-12-24,0.0
2014-12-26,16.6667
2014-12-29,11.607099999999999
2014-12-30,-10.4
2015-01-02,-23.2143
2015-01-05,11.6279
2015-01-06,58.3333
2015-01-07,-27.6316
2015-01-08,-30.0
2015-01-09,74.026
2015-01-12,-30.597
2015-01-13,-5.3763
