ticker,SANP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-07,100.0
2012-09-20,175.0
2012-09-21,-91.8182
2012-09-28,88.8889
2012-10-01,-26.4706
2012-10-02,4.0
2012-10-03,9.2308
2012-10-04,4.2254
2012-10-05,6.0811
2012-10-08,-48.4076
2012-10-09,-41.9907
2012-10-10,2.3677
2012-10-11,23.7006
2012-10-12,15.9664
2012-10-15,2.029
2012-10-16,8.0966
2012-10-17,5.1248
2012-10-18,11.875
2012-10-19,10.6145
2012-10-22,-31.3131
2012-10-23,14.7059
2012-10-24,12.5641
2012-10-25,-1.5803
2012-10-26,3.573
2012-10-31,-0.5587
2012-11-01,-8.427
2012-11-02,-4.1718
2012-11-05,2.4328
2012-11-06,2.5
2012-11-07,7.3171
2012-11-08,5.6818
2012-11-09,15.0538
2012-11-12,21.4953
2012-11-13,-20.7692
2012-11-14,-19.4175
2012-11-15,-12.6506
2012-11-16,-22.7586
2012-11-19,17.7121
2012-11-20,-16.564
2012-11-21,2.9091
2012-11-23,-16.9611
2012-11-26,6.383
2012-11-27,2.0
2012-11-28,-11.7647
2012-11-29,-17.7778
2012-11-30,10.8108
2012-12-03,7.0732
2012-12-04,-6.6059
2012-12-05,-10.0
2012-12-06,0.0
2012-12-07,2.981
2012-12-10,10.526299999999999
2012-12-11,2.3810000000000002
2012-12-12,-4.6512
2012-12-13,-9.7561
2012-12-14,2.4324
2012-12-17,5.277
2012-12-18,-2.5063
2012-12-19,-4.8843
2012-12-20,-4.0541
2012-12-21,-18.3099
2012-12-24,-13.7931
2012-12-26,-30.0
2012-12-27,8.5714
2012-12-28,9.473700000000001
2012-12-31,3.3654
2013-01-02,11.6279
2013-01-03,4.1667
2013-01-04,-10.8
2013-01-07,-5.8296
2013-01-08,-2.8571
2013-01-09,0.4902
2013-01-10,7.3171
2013-01-11,-4.5455
2013-01-14,0.0
2013-01-15,-7.1429
2013-01-16,3.5897
2013-01-17,1.4233
2013-01-18,-6.7724
2013-01-22,1.0471
2013-01-23,3.1088
2013-01-24,-4.5226
2013-01-25,-5.7895
2013-01-28,13.1285
2013-01-29,1.2346
2013-01-30,-2.439
2013-01-31,0.0
2013-02-01,-0.5
2013-02-04,-4.5226
2013-02-05,7.3684
2013-02-06,-1.0417
2013-02-07,-3.4056
2013-02-08,-2.5641
2013-02-11,0.0
2013-02-12,-5.2632
2013-02-13,-2.2222
2013-02-14,4.5455
2013-02-15,-4.8913
2013-02-19,-5.7143
2013-02-20,-9.0909
