ticker,XPO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-30,18.75
2002-07-31,3.1579
2002-08-01,-3.0612
2002-08-02,5.2632
2002-08-09,0.0
2002-08-15,1.0
2002-08-21,0.0
2002-08-27,-5.9406
2002-09-06,24.2105
2002-09-09,1.6949
2002-09-10,-9.1667
2002-09-18,-8.2569
2002-09-25,10.0
2002-09-26,-8.1818
2002-09-27,8.9109
2002-09-30,-3.6364
2002-10-01,1.8868
2002-10-02,11.1111
2002-10-03,-7.5
2002-10-04,20.7207
2002-10-11,-18.6567
2002-10-14,-2.7523
2002-10-15,3.7736
2002-10-18,-7.2727
2002-10-21,-0.9804
2002-10-31,0.0
2002-11-07,-9.901
2002-11-20,0.0
2002-11-21,4.3956
2002-11-22,5.2632
2002-11-29,1.0
2002-12-02,-5.9406
2002-12-04,10.526299999999999
2002-12-06,24.7619
2002-12-10,3.0534
2002-12-12,8.8889
2002-12-16,-4.0816
2002-12-17,0.0
2002-12-18,0.0
2002-12-19,0.0
2002-12-23,-7.8014
2002-12-24,-22.3077
2002-12-31,8.9109
2003-01-08,-8.1818
2003-01-21,18.8119
2003-01-22,-4.1667
2003-01-23,0.0
2003-01-31,-8.6957
2003-02-04,-0.9524
2003-02-05,-2.8846
2003-02-06,0.0
2003-02-07,0.0
2003-02-11,0.0
2003-02-12,0.0
2003-02-21,-24.7525
2003-02-24,47.3684
2003-02-28,-5.3571
2003-03-03,-8.4906
2003-03-04,6.1856
2003-03-05,28.1553
2003-03-06,7.5758
2003-03-07,-19.0141
2003-03-10,-4.3478
2003-03-11,4.5455
2003-03-12,0.0
2003-03-13,-4.3478
2003-03-14,-1.8182
2003-03-17,-2.7778
2003-03-18,-0.9524
2003-03-19,0.0
2003-03-20,0.0
2003-03-24,3.8462
2003-03-25,-3.7037
2003-03-26,3.8462
2003-03-27,-1.8519
2003-03-28,-0.9434
2003-03-31,0.9524
2003-04-01,-3.7736
2003-04-02,1.9607999999999999
2003-04-03,0.0
2003-04-04,0.0
2003-04-08,-1.9231
2003-04-09,1.9607999999999999
2003-04-11,9.6154
2003-04-14,-8.7719
2003-04-16,-2.8846
2003-04-17,13.8614
2003-04-21,-4.3478
2003-04-23,-8.1818
2003-04-24,0.0
2003-04-25,13.8614
2003-04-28,-17.3913
2003-04-29,15.7895
2003-04-30,-10.0
2003-05-01,-8.0808
2003-05-02,10.989
2003-05-05,-3.9604
2003-05-06,3.0928
2003-05-07,-5.0
2003-05-08,9.473700000000001
