ticker,GSMG US Equity
2019-05-20,0.1001
2019-05-24,-0.3
2019-05-28,-0.2648
2019-05-29,-0.0362
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.1006
2019-06-04,0.0
2019-06-06,0.1005
2019-06-07,0.3012
2019-06-10,-0.1001
2019-06-11,0.01
2019-06-12,0.1904
2019-06-13,0.0
2019-06-14,0.2
2019-06-18,-0.1267
2019-06-21,0.3268
2019-06-24,0.0
2019-06-25,-0.2988
2019-06-26,0.1998
2019-06-28,-0.1994
2019-07-01,0.2997
2019-07-03,-0.0996
2019-07-09,0.0
2019-07-10,0.0997
2019-07-11,0.0
2019-07-12,0.1992
2019-07-16,0.0994
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-24,-0.3972
2019-07-25,0.0
2019-07-30,0.1994
2019-07-31,0.0
2019-08-01,0.0
2019-08-05,0.199
2019-08-06,0.0
2019-08-07,0.0
2019-08-09,0.0
2019-08-12,0.1986
2019-08-13,0.1982
2019-08-14,0.3956
2019-08-15,-0.0985
2019-08-16,-0.4931
2019-08-21,-0.0991
2019-08-23,0.6944
2019-08-26,-0.0985
2019-08-27,0.0986
2019-08-28,0.0
2019-08-29,-0.0985
2019-09-03,0.0986
2019-09-04,0.197
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,-0.0983
2019-09-13,0.0984
2019-09-17,-0.295
2019-09-18,0.2959
2019-09-19,-0.059
2019-09-20,0.2558
2019-09-23,-0.2924
2019-09-25,-0.1004
2019-09-27,0.2956
2019-10-03,-0.1965
2019-10-04,-0.0984
2019-10-07,0.0985
2019-10-11,-0.5906
2019-10-14,0.5941
2019-10-15,0.0
2019-10-16,0.0984
2019-10-17,0.4926
2019-10-18,-0.001
2019-10-21,-0.0978
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.1587
2019-10-25,0.0372
2019-10-30,-0.391
2019-11-04,0.4907
2019-11-05,-0.2441
2019-11-06,-0.3426
2019-11-07,0.1837
2019-11-08,0.1108
2019-11-11,-0.2938
2019-11-12,0.6876
2019-11-13,-0.5854
2019-11-14,-39.4171
2019-11-15,65.63
2019-11-18,0.1467
2019-11-19,-0.0977
2019-11-20,-0.2933
2019-11-21,0.1961
2019-11-22,0.0978
2019-11-25,-0.2933
2019-11-27,-0.1471
2019-11-29,-19.8822
2019-12-02,25.0
2019-12-03,-0.1471
2019-12-04,0.3328
2019-12-05,-0.0763
2019-12-06,-0.2066
2019-12-09,-0.3925
2019-12-10,0.2463
2019-12-11,0.7371
2019-12-12,0.0976
2019-12-13,-13.0604
2019-12-16,9.3049
2019-12-17,5.1282
2019-12-18,-0.3902
2019-12-19,-0.0979
2019-12-20,0.5882
2019-12-23,-0.4873
2019-12-24,0.8815
2019-12-30,-5.7282
2019-12-31,5.4583
2020-01-02,-0.1143
2020-01-03,0.5055
2020-01-07,-0.6089
2020-01-08,0.0254
2020-01-10,-0.6849
2020-01-13,-9.3596
2020-01-14,11.1957
2020-01-15,-0.0968
2020-01-16,-0.001
2020-01-17,-0.4892
2020-01-21,1.0816
2020-01-22,-4.2578
2020-01-23,3.6343
2020-01-24,0.5314
2020-01-27,0.3491
2020-01-28,-0.5063
2020-01-29,-0.0772
2020-01-30,0.4888
2020-01-31,0.1936
2020-02-03,0.7874
2020-02-04,-0.8766
2020-02-05,0.0
2020-02-07,-2.2352
2020-02-10,-1.9881
2020-02-11,1.1673
2020-02-12,6.0641
2020-02-13,-2.8355
2020-02-14,-2.7237
2020-02-18,-31.0
2020-02-19,-66.5942
2020-02-20,-11.2798
2020-02-21,-1.2225
2020-02-24,-5.9406
2020-02-25,-10.526299999999999
2020-02-26,-2.3529
2020-02-27,-3.6145
2020-02-28,4.375
2020-03-02,8.982
2020-03-03,-13.7363
2020-03-04,14.6497
2020-03-05,4.0889
2020-03-06,5.6789
2020-03-09,-0.5051
2020-03-10,10.6599
2020-03-11,0.0
2020-03-12,12.156
2020-03-13,19.6319
2020-03-16,7.0085
2020-03-17,1.4888
2020-03-18,0.7366
2020-03-19,0.5625
2020-03-20,8.7632
2020-03-23,-1.1429
2020-03-24,4.0462
2020-03-25,15.2778
2020-03-26,3.8554
2020-03-27,-0.9281
2020-03-30,-2.1077
2020-03-31,-1.4354
2020-04-01,5.8252
2020-04-02,-3.4404
2020-04-03,-0.9501
2020-04-06,7.6739
2020-04-07,-3.5635
2020-04-08,-3.9261
2020-04-09,5.0481
2020-04-13,-3.8902
2020-04-14,0.9524
2020-04-15,6.1321
2020-04-16,4.4444
2020-04-17,3.8298
2020-04-20,0.2049
2020-04-21,-3.2720000000000002
2020-04-22,7.1882
2020-04-23,-6.5089
2020-04-24,-3.2236
2020-04-27,-4.9529
2020-04-28,-10.3211
2020-04-29,-5.2225
2020-04-30,-13.1092
2020-05-01,5.2795
2020-05-04,-3.8348
2020-05-05,-11.6534
2020-05-06,-7.6421
2020-05-07,-1.1278
2020-05-08,-1.1407
2020-05-11,18.0769
2020-05-12,4.5603
2020-05-13,-23.9875
2020-05-14,45.791
2020-05-15,22.2838
2020-05-18,-3.908
2020-05-19,4.7847
2020-05-20,-8.6758
2020-05-21,-6.25
2020-05-22,-6.9333
2020-05-26,-12.3209
2020-05-27,4.5752
2020-05-28,-3.4375
2020-05-29,3.2362
2020-06-01,3.7618
2020-06-02,6.6465
2020-06-03,0.5666
2020-06-04,2.2535
2020-06-05,24.2424
2020-06-08,-0.4435
2020-06-09,0.4454
2020-06-10,-11.5299
2020-06-11,-5.2632
2020-06-12,4.2328
2020-06-15,0.7614
2020-06-16,-3.7782999999999998
2020-06-17,2.6178
2020-06-18,5.3571
2020-06-19,-1.5737999999999999
2020-06-22,-2.091
2020-06-23,3.0151
2020-06-24,-4.7732
2020-06-25,1.1705
2020-06-26,1.8987
2020-06-29,-3.1056
2020-06-30,-5.8974
2020-07-01,-4.6322
2020-07-02,-2.2857
2020-07-06,8.9181
2020-07-07,0.6711
2020-07-08,6.1333
2020-07-09,-4.2714
2020-07-10,2.3622
2020-07-13,-3.0795
2020-07-14,2.5159000000000002
2020-07-15,-0.6452
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,-1.8182
2020-07-23,8.4656
2020-07-24,0.4878
2020-07-27,-1.4563
2020-07-28,0.9852
2020-07-29,-6.0976
2020-07-30,0.7792
2020-07-31,-0.5155
