ticker,GSMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-09-14,-0.2101
2018-09-17,0.0
2018-09-18,0.2105
2018-09-21,-0.105
2018-09-24,0.1052
2018-09-25,-0.105
2018-09-26,0.0
2018-09-27,-0.1052
2018-09-28,0.0
2018-10-01,0.2105
2018-10-03,-0.105
2018-10-04,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.1052
2018-10-11,-0.105
2018-10-15,0.1052
2018-10-16,0.0
2018-10-17,3.9916
2018-10-18,-2.2222
2018-10-19,-0.2066
2018-10-22,-1.0352
2018-10-23,-0.1046
2018-10-25,0.5236
2018-10-26,-0.625
2018-10-29,-0.1048
2018-10-31,0.2099
2018-11-05,0.0
2018-11-06,0.0
2018-11-12,0.0
2018-11-13,0.2094
2018-11-14,0.0
2018-11-16,0.0
2018-11-21,0.0
2018-11-28,0.627
2018-11-29,1.2461
2018-11-30,-0.9231
2018-12-03,-0.4141
2018-12-04,0.0
2018-12-11,-0.104
2018-12-14,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-28,-0.1041
2018-12-31,0.5208
2019-01-02,-0.1036
2019-01-04,0.3112
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.3102
2019-01-11,0.0
2019-01-14,0.2062
2019-01-17,0.3086
2019-01-23,0.2051
2019-01-25,-0.1024
2019-01-28,0.3074
2019-01-29,0.3064
2019-01-30,-0.3055
2019-01-31,0.2043
2019-02-01,0.1019
2019-02-06,0.4073
2019-02-07,-0.1014
2019-02-08,-0.1015
2019-02-11,-0.2033
2019-02-12,0.4073
2019-02-13,0.2941
2019-02-19,-0.2933
2019-02-20,0.2028
2019-02-22,0.0
2019-02-26,-0.1012
2019-02-27,-0.1013
2019-03-04,-0.2028
2019-03-05,0.0
2019-03-07,0.0
2019-03-11,0.3049
2019-03-14,0.0
2019-03-18,0.1013
2019-03-19,0.0
2019-03-20,-0.1012
2019-03-21,0.1013
2019-03-22,0.2024
2019-03-25,0.101
2019-03-26,0.0
2019-03-28,0.0
2019-04-03,0.1009
2019-04-05,0.3024
2019-04-08,-0.1005
2019-04-09,-0.2012
2019-04-12,0.1008
2019-04-15,0.0
2019-04-22,0.2014
2019-04-23,0.0
2019-04-25,0.0
2019-04-29,0.1005
2019-04-30,0.2008
2019-05-01,-0.1002
2019-05-03,-0.1003
2019-05-06,0.3012
2019-05-08,-0.2002
2019-05-09,0.1003
2019-05-15,-0.2004
2019-05-17,0.3012
