ticker,GBBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-02-26,-12.5
2016-03-11,-42.8571
2016-03-17,-2.5
2016-03-18,2.5641
2016-03-22,0.0
2016-03-24,-25.0
2016-03-28,133.3333
2016-03-29,5.7143
2016-03-30,-5.4561
2016-04-04,-42.8265
2016-04-05,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-27,-0.5
2016-05-10,-39.6985
2016-05-11,100.0
2016-05-12,-20.8333
2016-05-18,5.2632
2016-05-23,0.0
2016-05-26,-5.0
2016-05-27,5.2632
2016-05-31,47.5
2016-06-01,72.8814
2016-06-02,4.1176
2016-06-03,20.5273
2016-06-06,6.3086
2016-06-07,29.3404
2016-06-08,-15.9091
2016-06-09,-5.4054
2016-06-10,7.1429
2016-06-13,-5.2
2016-06-14,0.0
2016-06-15,6.3555
2016-06-16,4.4714
2016-06-17,-5.0633
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,-18.6667
2016-06-24,44.2623
2016-06-27,-3.4091
2016-06-28,1.1764999999999999
2016-06-29,-4.6512
2016-06-30,-7.3171
2016-07-01,-0.6579
2016-07-05,-0.6623
2016-07-06,8.0
2016-07-07,4.9383
2016-07-08,2.3529
2016-07-11,-1.1494
2016-07-12,6.9767
2016-07-13,-1.087
2016-07-14,7.6923
2016-07-15,4.0816
2016-07-18,2.9412000000000003
2016-07-19,1.9048
2016-07-20,0.9346
2016-07-21,0.9259
2016-07-22,0.9174
2016-07-25,0.0
2016-07-26,-8.1818
2016-07-27,8.9109
2016-07-28,1.8182
2016-07-29,-50.279
2016-08-01,-34.523
2016-08-02,1.4741
2016-08-04,15.3209
2016-08-05,-0.1172
2016-08-08,1.8037999999999998
2016-08-09,1.4117
2016-08-10,-13.6364
2016-08-11,-5.2632
2016-08-12,2.7778
2016-08-15,-8.1081
2016-08-16,-11.7647
2016-08-18,-16.6667
2016-08-19,20.0
2016-08-22,0.0
2016-08-23,-16.6667
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,-8.0
2016-08-29,17.0924
2016-08-31,0.0
2016-09-01,3.9684
2016-09-02,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,-3.5714
2016-09-12,-14.4213
2016-09-14,8.1417
2016-09-16,12.056
2016-09-20,-16.0714
2016-09-21,-2.4734
2016-09-22,-14.7532
2016-09-23,12.604
2016-09-26,-18.1818
2016-09-27,-13.8889
2016-09-29,3.2258
2016-09-30,11.5625
2016-10-03,-13.7955
