ticker,PNBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.0101
2000-01-04,0.0
2000-01-06,-3.0612
2000-01-07,0.0
2000-01-11,-2.1053
2000-01-12,0.0
2000-01-13,3.2258
2000-01-14,0.5208
2000-01-18,-8.8083
2000-01-19,4.5455
2000-01-20,4.3478
2000-01-21,2.0833
2000-01-24,-2.0408
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,1.0417
2000-02-01,-1.0309
2000-02-02,2.0833
2000-02-04,-1.0204
2000-02-07,1.0309
2000-02-08,0.0
2000-02-09,0.5102
2000-02-10,-1.5228000000000002
2000-02-11,-5.1546
2000-02-14,2.1739
2000-02-16,-2.1277
2000-02-17,2.1739
2000-02-22,-1.0638
2000-02-23,0.0
2000-02-24,2.6882
2000-02-25,-1.5707
2000-02-28,-1.0638
2000-02-29,0.0
2000-03-01,-1.0753
2000-03-02,-1.087
2000-03-06,0.0
2000-03-07,-3.2967
2000-03-08,-4.5455
2000-03-09,1.1905000000000001
2000-03-10,1.1764999999999999
2000-03-13,0.0
2000-03-14,1.1628
2000-03-15,1.5805
2000-03-20,-0.4243
2000-03-21,-2.2727
2000-03-22,0.0
2000-03-23,0.0
2000-03-27,-2.3256
2000-03-28,1.1905000000000001
2000-03-29,0.0
2000-03-30,1.1764999999999999
2000-03-31,-1.1628
2000-04-04,0.0
2000-04-05,1.1764999999999999
2000-04-06,-1.1628
2000-04-10,-2.9412000000000003
2000-04-12,0.6061
2000-04-13,1.2048
2000-04-14,-3.5714
2000-04-17,2.4691
2000-04-18,-2.4096
2000-04-19,1.2346
2000-04-20,-2.439
2000-04-24,-1.25
2000-04-25,0.0
2000-04-27,-1.2658
2000-04-28,2.5641
2000-05-01,-1.875
2000-05-02,4.4586
2000-05-04,-1.2195
2000-05-05,-6.7901
2000-05-09,0.6623
2000-05-10,1.3158
2000-05-11,-0.6494
2000-05-12,0.0
2000-05-16,0.0
2000-05-17,0.0
2000-05-18,0.0
2000-05-22,0.0
2000-05-23,-0.6536
2000-05-24,0.0
2000-05-25,1.3158
2000-05-30,-1.2987
2000-05-31,-1.3158
2000-06-01,1.3333
2000-06-06,0.6579
2000-06-07,0.0
2000-06-08,-0.6536
2000-06-09,-1.3158
2000-06-12,0.0
2000-06-13,-1.3333
2000-06-14,0.0
2000-06-15,0.0
2000-06-16,0.0
2000-06-19,-1.3514
2000-06-21,-2.7397
2000-06-22,2.8169
2000-06-26,0.0
