ticker,AVLS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2400.0
2000-02-28,-96.0
2000-03-03,2200.0
2000-03-17,-95.6522
2000-04-17,400.0
2000-04-27,0.0
2000-05-16,-60.0
2000-06-06,0.0
2000-06-14,0.0
2000-09-15,0.0
2000-09-26,100.0
2000-09-28,-50.0
2000-10-02,50.0
2000-10-03,233.3333
2000-10-06,-70.0
2000-10-13,0.0
2000-10-18,0.0
2000-10-24,33.3333
2000-12-06,-50.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-14,-50.0
2000-12-15,-50.0
2000-12-19,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-16,0.0
2001-03-02,0.0
2001-03-06,0.0
2001-05-18,0.0
2001-06-18,0.0
2001-10-05,0.0
2001-10-16,0.0
2001-10-29,0.0
2001-11-01,0.0
2001-11-07,0.0
2001-12-21,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-31,0.0
2002-01-02,0.0
2002-01-08,0.0
2002-01-28,0.0
2002-06-28,0.0
2002-07-12,0.0
2002-08-16,0.0
2002-08-21,0.0
2002-10-03,-80.0
2002-10-10,0.0
2002-10-15,0.0
2002-10-24,0.0
2002-11-14,0.0
2002-11-26,0.0
2002-12-06,0.0
2002-12-11,-87.5
2002-12-18,0.0
2003-01-10,0.0
2003-01-16,0.0
2003-02-12,0.0
2003-03-31,0.0
2003-05-21,0.0
2003-06-16,700.0
2003-09-10,0.0
2003-09-12,0.0
2003-10-08,0.0
2003-11-04,0.0
2003-12-02,-87.5
2003-12-31,0.0
2004-04-06,0.0
2004-07-21,0.0
2004-10-14,50.0
2004-10-15,0.0
2004-11-30,166.6667
2004-12-27,0.0
2004-12-29,0.0
2005-01-26,-75.0
2005-03-15,0.0
2005-04-12,7900.0
2005-04-13,0.0
2005-04-15,-98.75
2005-04-21,7900.0
2005-04-27,-98.125
2005-05-10,0.0
2005-05-16,0.0
2005-06-08,66.6667
2005-09-26,-40.0
2005-10-26,0.0
2005-11-02,0.0
2005-11-11,0.0
2005-12-05,0.0
2005-12-29,0.0
2006-02-01,-33.3333
2006-02-06,7900.0
2006-02-24,-90.0
2006-03-06,900.0
2006-03-14,-90.0
2006-04-24,0.0
2006-05-08,3900.0
2006-05-23,-97.5
2006-06-02,0.0
2006-08-04,2900.0
2006-08-10,0.0
2006-08-17,0.0
2006-08-22,-33.3333
2006-08-23,50.0
2006-08-25,0.0
2006-08-28,-33.3333
2006-09-13,0.0
