ticker,LOPE US Equity
2009-04-14,-1.4735
2009-04-15,0.068
2009-04-16,6.5217
2009-04-17,1.7219
2009-04-20,-5.9561
2009-04-21,-0.4667
2009-04-22,-0.6698
2009-04-23,2.1578
2009-04-24,2.5743
2009-04-27,2.574
2009-04-28,-2.133
2009-04-29,-0.5769
2009-04-30,5.4159
2009-05-01,0.0612
2009-05-04,-0.0611
2009-05-05,-2.5688
2009-05-06,-1.2555
2009-05-07,-5.4673
2009-05-08,-0.2017
2009-05-11,-0.6065
2009-05-12,4.0
2009-05-13,-3.781
2009-05-14,-3.8618
2009-05-15,1.1276
2009-05-18,0.3484
2009-05-19,-2.4306
2009-05-20,0.6406
2009-05-21,0.8487
2009-05-22,0.0
2009-05-26,1.1219999999999999
2009-05-27,-0.1387
2009-05-28,-6.1111
2009-05-29,0.2959
2009-06-01,3.4661
2009-06-02,-3.7776
2009-06-03,-3.4074
2009-06-04,1.6871
2009-06-05,1.4329
2009-06-08,-0.223
2009-06-09,1.7139
2009-06-10,6.1538
2009-06-11,-0.138
2009-06-12,1.7277
2009-06-15,0.8832
2009-06-16,-0.1347
2009-06-17,3.5064
2009-06-18,1.4332
2009-06-19,2.7617000000000003
2009-06-22,-0.9375
2009-06-23,-0.8833
2009-06-24,-1.0185
2009-06-25,2.5723000000000003
2009-06-26,3.511
2009-06-29,-2.9073
2009-06-30,4.6787
2009-07-01,1.2515
2009-07-02,-1.4126
2009-07-06,1.4328
2009-07-07,-1.7069
2009-07-08,-3.4132
2009-07-09,-1.3639000000000001
2009-07-10,1.1314
2009-07-13,0.1865
2009-07-14,0.4963
2009-07-15,2.716
2009-07-16,0.601
2009-07-17,-0.3584
2009-07-20,1.3189
2009-07-21,2.8402
2009-07-22,3.3372
2009-07-23,-0.5568
2009-07-24,-1.2318
2009-07-27,-2.7211
2009-07-28,2.2145
2009-07-29,-1.0262
2009-07-30,1.9585
2009-07-31,-1.0734
2009-08-03,2.3986
2009-08-04,4.0156
2009-08-05,1.0188
2009-08-06,-0.7431
2009-08-07,-0.9626
2009-08-10,-0.27
2009-08-11,0.0541
2009-08-12,0.8658
2009-08-13,0.4292
2009-08-14,-2.6709
2009-08-17,0.0549
2009-08-18,-1.2068
2009-08-19,-0.4442
2009-08-20,1.7288999999999999
2009-08-21,0.4934
2009-08-24,-1.2002
2009-08-25,2.5953
2009-08-26,-1.3994
2009-08-27,-1.4192
2009-08-28,-1.8826
2009-08-31,-1.8058999999999998
2009-09-01,0.5172
2009-09-02,0.4002
2009-09-03,0.3417
2009-09-04,-3.8025
2009-09-08,-0.177
2009-09-09,-1.7730000000000001
2009-09-10,-1.6245
2009-09-11,1.0398
2009-09-14,-0.1211
2009-09-15,3.6364
2009-09-16,-0.4094
2009-09-17,3.4058
2009-09-18,4.6564
2009-09-21,2.4417
2009-09-22,-1.6949
2009-09-23,-2.0474
2009-09-24,-2.6403
2009-09-25,-3.6723
2009-09-28,2.0528
2009-09-29,0.9195
2009-09-30,1.5375999999999999
2009-10-01,-0.8413
2009-10-02,-2.9412000000000003
2009-10-05,0.641
2009-10-06,2.6057
2009-10-07,-2.3138
2009-10-08,3.6973000000000003
2009-10-09,2.8411999999999997
2009-10-12,0.0
2009-10-13,0.325
2009-10-14,0.216
2009-10-15,3.5022
2009-10-16,-0.937
2009-10-19,0.578
2009-10-20,0.627
2009-10-21,1.5575999999999999
2009-10-22,0.3579
2009-10-23,-5.349
2009-10-26,-0.6997
2009-10-27,0.5962
2009-10-28,-7.6509
2009-10-29,-2.8588
2009-10-30,-2.5826000000000002
2009-11-02,1.4797
2009-11-03,2.0049
2009-11-04,7.2067
2009-11-05,2.4444
2009-11-06,-1.6811
2009-11-09,-3.8609999999999998
2009-11-10,0.6311
2009-11-11,-0.2281
2009-11-12,1.8857
2009-11-13,5.1598
2009-11-16,1.8667
2009-11-17,2.6702
2009-11-18,-0.6119
2009-11-19,-1.2314
2009-11-20,1.5065
2009-11-23,0.0
2009-11-24,-0.2559
2009-11-25,-0.0513
2009-11-27,-2.6181
2009-11-30,1.0543
2009-12-01,-2.9734
2009-12-02,0.2151
2009-12-03,-0.2146
2009-12-04,0.3763
2009-12-07,-1.6069
2009-12-08,1.0887
2009-12-09,3.7157
2009-12-10,-0.8307
2009-12-11,-1.0471
2009-12-14,0.5291
2009-12-15,1.2105
2009-12-16,1.5601
2009-12-17,-4.1475
2009-12-18,1.3889
2009-12-21,-4.5311
2009-12-22,2.9801
2009-12-23,0.8039
2009-12-24,1.2227999999999999
2009-12-28,-2.8361
2009-12-29,0.4324
2009-12-30,1.8837000000000002
2009-12-31,0.4226
2010-01-04,-0.4734
2010-01-05,-3.1184
2010-01-06,5.6192
2010-01-07,1.188
2010-01-08,-0.8167
2010-01-11,-2.4189
2010-01-12,-0.8439
2010-01-13,1.9681
2010-01-14,1.4085
2010-01-15,-0.3601
2010-01-19,0.5679
2010-01-20,-0.9754
2010-01-21,0.1555
2010-01-22,-0.6211
2010-01-25,0.0521
2010-01-26,-0.2082
2010-01-27,4.5383
2010-01-28,0.1996
2010-01-29,-0.5478
2010-02-01,0.5508
2010-02-02,5.0299
2010-02-03,0.8535
2010-02-04,-4.6544
2010-02-05,0.2959
2010-02-08,-2.1632
2010-02-09,-0.2513
2010-02-10,-0.3526
2010-02-11,3.3367
2010-02-12,-0.9295
2010-02-16,1.6296
2010-02-17,3.3042
2010-02-18,-0.9878
2010-02-19,-1.1876
2010-02-22,-2.3558
2010-02-23,3.1512000000000002
2010-02-24,0.7637
2010-02-25,-0.0474
2010-02-26,3.0806
2010-03-01,2.1149
2010-03-02,-0.2251
2010-03-03,0.7671
2010-03-04,2.7318
2010-03-05,1.7437
2010-03-08,-0.0857
2010-03-09,2.0583
2010-03-10,1.0504
2010-03-11,0.0
2010-03-12,0.8316
2010-03-15,-0.0825
2010-03-16,0.9492
2010-03-17,0.8585
2010-03-18,1.6214
2010-03-19,1.5955
2010-03-22,1.9238
2010-03-23,2.0031
2010-03-24,-0.2266
2010-03-25,0.8327
2010-03-26,-0.8634
2010-03-29,-0.3408
2010-03-30,-0.9878
2010-03-31,0.307
2010-04-01,-0.2295
2010-04-05,-0.3451
2010-04-06,-0.8465
2010-04-07,-1.0477
2010-04-08,0.2353
2010-04-09,0.4695
2010-04-12,2.3364
2010-04-13,4.0715
2010-04-14,-0.6947
2010-04-15,-0.5155
2010-04-16,-0.2221
2010-04-19,0.1113
2010-04-20,0.0741
2010-04-21,-0.1481
2010-04-22,-1.1494
2010-04-23,-2.0255
2010-04-26,-1.1103
2010-04-27,-3.0197
2010-04-28,-0.3593
2010-04-29,-0.4407
2010-04-30,-2.6962
2010-05-03,3.7221
2010-05-04,-0.1994
2010-05-05,1.4782
2010-05-06,-1.9685000000000001
2010-05-07,-1.9277
2010-05-10,2.3750999999999998
2010-05-11,-0.6
2010-05-12,1.4889000000000001
2010-05-13,-0.8327
2010-05-14,-2.9988
2010-05-17,3.6686
2010-05-18,0.0398
2010-05-19,-0.318
2010-05-20,0.8772
2010-05-21,2.7273
2010-05-24,-0.2693
2010-05-25,-1.196
2010-05-26,2.46
2010-05-27,-3.0488
2010-05-28,-3.4591
2010-06-01,0.6515
2010-06-02,1.2945
2010-06-03,-0.2796
2010-06-04,-3.4041
2010-06-07,-1.9485999999999999
2010-06-08,-0.296
2010-06-09,0.0424
2010-06-10,-0.0424
2010-06-11,0.212
2010-06-14,-0.8887
2010-06-15,0.9821
2010-06-16,1.4799
2010-06-17,0.875
2010-06-18,1.6935
2010-06-21,-0.528
2010-06-22,-1.6742
2010-06-23,-1.8688
2010-06-24,0.3809
2010-06-25,-0.9275
2010-06-28,2.4681
2010-06-29,-1.6611
2010-06-30,-1.0557
2010-07-01,-1.3231
2010-07-02,-2.5087
2010-07-06,-4.4809
2010-07-07,2.4152
2010-07-08,1.542
2010-07-09,-6.1188
2010-07-12,-1.8554
2010-07-13,-1.2118
2010-07-14,0.9323
2010-07-15,1.4098
2010-07-16,-1.1985000000000001
2010-07-19,4.3668
2010-07-20,1.0228
2010-07-21,-1.7948
2010-07-22,1.5933000000000002
2010-07-23,6.6421
2010-07-26,1.2111
2010-07-27,1.1111
2010-07-28,0.2113
2010-07-29,0.4639
2010-07-30,1.8892
2010-08-02,-0.0824
2010-08-03,-0.4124
2010-08-04,1.0766
2010-08-05,-5.8992
2010-08-06,-9.4036
2010-08-09,-3.0754
2010-08-10,-10.2628
2010-08-11,-2.4862
2010-08-12,-0.6232
2010-08-13,-7.1266
2010-08-16,-1.4733
2010-08-17,-2.3676
2010-08-18,10.7211
2010-08-19,-0.2882
2010-08-20,0.0
2010-08-23,-1.0983
2010-08-24,-0.2338
2010-08-25,0.2343
2010-08-26,-0.5845
2010-08-27,4.1152
2010-08-30,-1.7504
2010-08-31,-2.0115
2010-09-01,-0.1173
2010-09-02,1.5854
2010-09-03,1.1561
2010-09-07,-2.2857
2010-09-08,-1.8713
2010-09-09,2.4434
2010-09-10,-0.5817
2010-09-13,9.0111
2010-09-14,0.6978
2010-09-15,-0.1066
2010-09-16,1.921
2010-09-17,7.0942
2010-09-20,3.8866
2010-09-21,-0.8
2010-09-22,-0.3795
2010-09-23,2.0
2010-09-24,1.4472
2010-09-27,-4.0037
2010-09-28,2.0134
2010-09-29,0.7989
2010-09-30,2.2378
2010-10-01,0.456
2010-10-04,-1.4072
2010-10-05,1.7495
2010-10-06,0.1357
2010-10-07,0.0
2010-10-08,1.2652999999999999
2010-10-11,1.1602000000000001
2010-10-12,0.397
2010-10-13,0.8348
2010-10-14,-12.6797
2010-10-15,-0.6986
2010-10-18,1.3568
2010-10-19,0.2975
2010-10-20,0.1483
2010-10-21,-0.0987
2010-10-22,3.6561
2010-10-25,2.0496
2010-10-26,-11.8636
2010-10-27,-1.2189
2010-10-28,-0.1609
2010-10-29,1.0747
2010-11-01,0.638
2010-11-02,1.4791
2010-11-03,0.6767
2010-11-04,-5.5326
2010-11-05,-0.3831
2010-11-08,1.6484
2010-11-09,-1.4054
2010-11-10,0.2741
2010-11-11,0.6014
2010-11-12,-0.9783
2010-11-15,1.427
2010-11-16,2.5433
2010-11-17,-0.3694
2010-11-18,-0.3178
2010-11-19,-1.169
2010-11-22,0.8065
2010-11-23,2.1333
2010-11-24,1.7231999999999998
2010-11-26,0.6674
2010-11-29,-1.4788000000000001
2010-11-30,-1.4493
2010-12-01,0.5777
2010-12-02,-0.7833
2010-12-03,1.0526
2010-12-06,-1.0937999999999999
2010-12-07,-0.3423
2010-12-08,-0.4491
2010-12-09,-0.2123
2010-12-10,-0.5319
2010-12-13,1.123
2010-12-14,-0.4759
2010-12-15,0.0
2010-12-16,-0.2657
2010-12-17,-0.6393
2010-12-20,0.9115
2010-12-21,-0.2125
2010-12-22,0.426
2010-12-23,0.0
2010-12-27,-0.4772
2010-12-28,0.3197
2010-12-29,-0.1593
2010-12-30,3.7234
2010-12-31,0.4615
2011-01-03,0.8167
2011-01-04,0.7722
2011-01-05,1.8967
2011-01-06,1.5286
2011-01-07,-2.7198
2011-01-10,-9.8852
2011-01-11,0.0
2011-01-12,1.5512000000000001
2011-01-13,0.1637
2011-01-14,2.0697
2011-01-18,-0.3202
2011-01-19,-2.9979
2011-01-20,3.9735
2011-01-21,-1.9639
2011-01-24,2.4364
2011-01-25,-3.5412
2011-01-26,2.5205
2011-01-27,-2.031
2011-01-28,-0.982
2011-01-31,-0.3306
2011-02-01,4.754
2011-02-02,-1.9525000000000001
2011-02-03,-0.6459
2011-02-04,-0.325
2011-02-07,-0.7065
2011-02-08,2.0252
2011-02-09,-1.5558
2011-02-10,0.4905
2011-02-11,3.0911
2011-02-14,1.4729
2011-02-15,-3.6807
2011-02-16,-4.4133
2011-02-17,-2.6464
2011-02-18,0.8097
2011-02-22,-2.8112
2011-02-23,-10.9209
2011-02-24,1.9881
2011-02-25,2.0793
2011-02-28,2.3552
2011-03-01,-2.2388
2011-03-02,2.6081
2011-03-03,2.0459
2011-03-04,0.1823
2011-03-07,-3.0321
2011-03-08,-1.5635
2011-03-09,-0.8259
2011-03-10,-1.3453
2011-03-11,-0.3896
2011-03-14,-1.3038
2011-03-15,-1.321
2011-03-16,-3.9491
2011-03-17,-1.0453
2011-03-18,2.8872999999999998
2011-03-21,1.0267
2011-03-22,-1.6938
2011-03-23,1.3818
2011-03-24,0.0646
2011-03-25,-0.6793
2011-03-28,-0.1368
2011-03-29,-3.2877
2011-03-30,1.1331
2011-03-31,1.5406
2011-04-01,-1.3793
2011-04-04,-0.0699
2011-04-05,2.2393
2011-04-06,3.9699
2011-04-07,-4.2133
2011-04-08,-0.2062
2011-04-11,-2.2039
2011-04-12,-0.9859
2011-04-13,-3.9118
2011-04-14,1.3323
2011-04-15,-1.0957
2011-04-18,-1.9941
2011-04-19,-2.0347
2011-04-20,4.9231
2011-04-21,0.5132
2011-04-25,1.3858
2011-04-26,2.7338
2011-04-27,1.5406
2011-04-28,0.4828
2011-04-29,-0.755
2011-05-02,-2.6279
2011-05-03,2.7699
2011-05-04,-2.3497
2011-05-05,-3.1847
2011-05-06,-0.5848
2011-05-09,5.0
2011-05-10,0.2801
2011-05-11,-2.3743
2011-05-12,0.8584
2011-05-13,-0.9929
2011-05-16,-1.1461000000000001
2011-05-17,-2.7536
2011-05-18,-1.7139
2011-05-19,-0.7961
2011-05-20,-3.8594
2011-05-23,-1.5897999999999999
2011-05-24,2.6656
2011-05-25,2.3603
2011-05-26,-0.0769
2011-05-27,0.3077
2011-05-31,-1.0735999999999999
2011-06-01,-0.6202
2011-06-02,8.9704
2011-06-03,-1.2169
2011-06-06,-1.2319
2011-06-07,-3.0081
2011-06-08,0.9834
2011-06-09,-0.0749
2011-06-10,-2.3238
2011-06-13,-1.2279
2011-06-14,2.9138
2011-06-15,2.0763
2011-06-16,-2.145
2011-06-17,-2.8723
2011-06-20,0.856
2011-06-21,2.3148
2011-06-22,0.2262
2011-06-23,3.6870000000000003
2011-06-24,-1.7417
2011-06-27,0.3693
2011-06-28,3.4584
2011-06-29,-0.7112
2011-06-30,1.5758999999999999
2011-07-01,3.0324
2011-07-05,-1.8479999999999999
2011-07-06,-0.0697
2011-07-07,2.3029
2011-07-08,-1.3643
2011-07-11,-2.7663
2011-07-12,1.5647
2011-07-13,5.3922
2011-07-14,0.9302
2011-07-15,-1.3825
2011-07-18,-0.4005
2011-07-19,2.2118
2011-07-20,-0.1311
2011-07-21,1.5758
2011-07-22,0.6464
2011-07-25,-0.4496
2011-07-26,1.0323
2011-07-27,-1.0217
2011-07-28,0.2581
2011-07-29,-0.9653
2011-08-01,-2.5991
2011-08-02,-1.9346
2011-08-03,1.0204
2011-08-04,-3.771
2011-08-05,13.0861
2011-08-08,-5.8787
2011-08-09,6.2459
2011-08-10,-3.8985
2011-08-11,2.0605
2011-08-12,-0.694
2011-08-15,1.0801
2011-08-16,-1.8228
2011-08-17,0.7042
2011-08-18,-5.8487
2011-08-19,1.553
2011-08-22,-0.9973
2011-08-23,1.8133
2011-08-24,0.8575
2011-08-25,-1.8967
2011-08-26,0.9333
2011-08-29,4.0951
2011-08-30,-0.0635
2011-08-31,-1.2698
2011-09-01,-3.2154
2011-09-02,-2.7907
2011-09-06,0.4785
2011-09-07,3.0612
2011-09-08,1.3860999999999999
2011-09-09,-3.2552
2011-09-12,2.1534
2011-09-13,1.581
2011-09-14,4.5396
2011-09-15,1.1166
2011-09-16,2.2086
2011-09-19,-1.9808
2011-09-20,-0.9798
2011-09-21,-2.9685
2011-09-22,-1.4659
2011-09-23,-0.9702
2011-09-26,2.482
2011-09-27,5.7361
2011-09-28,-2.6522
2011-09-29,0.743
2011-09-30,-0.7376
2011-10-03,-5.7585
2011-10-04,1.7083
2011-10-05,5.1034
2011-10-06,-0.1229
2011-10-07,-1.2923
2011-10-10,1.3716
2011-10-11,1.107
2011-10-12,3.8929
2011-10-13,-0.644
2011-10-14,-2.2392
2011-10-17,-4.5811
2011-10-18,-0.5054
2011-10-19,1.6508
2011-10-20,-3.5603
2011-10-21,5.0518
2011-10-24,2.5894
2011-10-25,-1.3221
2011-10-26,-0.4872
2011-10-27,4.7124
2011-10-28,-1.1689
2011-10-31,-3.5482
2011-11-01,-2.6977
2011-11-02,-2.2054
2011-11-03,2.8350999999999997
2011-11-04,-1.5038
2011-11-07,0.6997
2011-11-08,7.2015
2011-11-09,-4.7142
2011-11-10,1.4224
2011-11-11,2.622
2011-11-14,-2.852
2011-11-15,-0.1835
2011-11-16,-2.3897
2011-11-17,-2.5738
2011-11-18,-0.8376
2011-11-21,-1.7544
2011-11-22,-1.455
2011-11-23,-1.9463
2011-11-25,-1.3689
2011-11-28,2.7065
2011-11-29,-0.5405
2011-11-30,4.9592
2011-12-01,-1.2298
2011-12-02,-1.6383
2011-12-05,0.4664
2011-12-06,0.1326
2011-12-07,0.7285
2011-12-08,-3.4845
2011-12-09,-0.8174
2011-12-12,1.5796999999999999
2011-12-13,-4.2596
2011-12-14,-0.2119
2011-12-15,2.6185
2011-12-16,3.6552
2011-12-19,0.5988
2011-12-20,1.9841
2011-12-21,2.7237
2011-12-22,0.947
2011-12-23,-0.813
2011-12-27,1.0719
2011-12-28,-1.8715000000000002
2011-12-29,0.7629
2011-12-30,0.694
2012-01-03,0.1253
2012-01-04,0.1252
2012-01-05,0.0
2012-01-06,0.375
2012-01-09,3.7983000000000002
2012-01-10,1.4397
2012-01-11,3.3116
2012-01-12,0.0572
2012-01-13,3.3753
2012-01-17,0.0553
2012-01-18,-4.3142
2012-01-19,-2.0231
2012-01-20,0.767
2012-01-23,-0.7026
2012-01-24,1.7099
2012-01-25,0.6377
2012-01-26,-1.4977
2012-01-27,-0.4094
2012-01-30,-0.8808
2012-01-31,-0.5924
2012-02-01,2.1901
2012-02-02,-1.6766
2012-02-03,1.4235
2012-02-06,0.117
2012-02-07,-0.1168
2012-02-08,-0.5848
2012-02-09,2.7647
2012-02-10,1.3738000000000001
2012-02-13,0.9034
2012-02-14,-1.7348
2012-02-15,-1.5945
2012-02-16,4.1667
2012-02-17,0.1111
2012-02-21,-0.9989
2012-02-22,-2.0179
2012-02-23,2.0023
2012-02-24,3.8138
2012-02-27,0.054
2012-02-28,-5.8315
2012-02-29,-1.8921999999999999
2012-03-01,-0.0584
2012-03-02,-1.1111
2012-03-05,0.2957
2012-03-06,-1.592
2012-03-07,1.2582
2012-03-08,0.355
2012-03-09,1.592
2012-03-12,-1.1608
2012-03-13,1.7616
2012-03-14,-1.4426
2012-03-15,3.2787
2012-03-16,-0.737
2012-03-19,0.7424
2012-03-20,0.0
2012-03-21,0.1134
2012-03-22,-0.3964
2012-03-23,1.2507
2012-03-26,2.0213
2012-03-27,-1.486
2012-03-28,0.6704
2012-03-29,-0.1665
2012-03-30,-1.2785
2012-04-02,0.0
2012-04-03,-0.9572
2012-04-04,-2.1603
2012-04-05,-0.4648
2012-04-09,-2.9772
2012-04-10,-2.1059
2012-04-11,1.8439
2012-04-12,0.4225
2012-04-13,-0.2404
2012-04-16,-0.3012
2012-04-17,1.2689
2012-04-18,-0.0597
2012-04-19,-1.2537
2012-04-20,1.1487
2012-04-23,-0.538
2012-04-24,0.9615
2012-04-25,0.6548
2012-04-26,1.1236
2012-04-27,2.1637
2012-04-30,-0.4579
2012-05-01,-2.7602
2012-05-02,-1.0053
2012-05-03,-2.3297
2012-05-04,-0.3058
2012-05-07,-1.6564
2012-05-08,12.1647
2012-05-09,3.3927
2012-05-10,-0.1076
2012-05-11,-2.8002000000000002
2012-05-14,-0.3324
2012-05-15,0.0556
2012-05-16,-0.0556
2012-05-17,-1.0006
2012-05-18,-0.4492
2012-05-21,1.2972000000000001
2012-05-22,-0.5568
2012-05-23,0.6719
2012-05-24,-0.3337
2012-05-25,2.3996
2012-05-29,3.4332
2012-05-30,-4.4784
2012-05-31,-0.0552
2012-06-01,0.2759
2012-06-04,1.6511
2012-06-05,-0.4331
2012-06-06,1.1963
2012-06-07,-0.2149
2012-06-08,0.4308
2012-06-11,-1.4477
2012-06-12,-2.1763
2012-06-13,0.0
2012-06-14,1.6684999999999999
2012-06-15,-0.1641
2012-06-18,1.8082
2012-06-19,1.4532
2012-06-20,1.061
2012-06-21,-0.9974
2012-06-22,0.7423
2012-06-25,1.0
2012-06-26,4.3252
2012-06-27,2.1479
2012-06-28,0.2445
2012-06-29,2.1463
2012-07-02,0.9074
2012-07-03,0.9938
2012-07-05,0.8903
2012-07-06,0.6038
2012-07-09,0.277
2012-07-10,-2.1639
2012-07-11,-0.1882
2012-07-12,-0.4715
2012-07-13,-1.658
2012-07-16,-2.1676
2012-07-17,-0.8863
2012-07-18,-1.9374
2012-07-19,-0.1013
2012-07-20,-2.2566
2012-07-23,-1.5824
2012-07-24,-6.2731
2012-07-25,-0.5062
2012-07-26,-1.9785
2012-07-27,2.6528
2012-07-30,-5.3933
2012-07-31,-1.1876
2012-08-01,-3.0649
2012-08-02,0.62
2012-08-03,-1.7252
2012-08-06,1.2539
2012-08-07,20.4334
2012-08-08,4.8843
2012-08-09,-2.0588
2012-08-10,0.6006
2012-08-13,0.6468
2012-08-14,0.7415
2012-08-15,2.6006
2012-08-16,0.9565
2012-08-17,1.0422
2012-08-20,-0.9376
2012-08-21,-0.2366
2012-08-22,0.0949
2012-08-23,-0.3791
2012-08-24,-1.3321
2012-08-27,0.0
2012-08-28,0.6268
2012-08-29,0.3833
2012-08-30,-0.5728
2012-08-31,1.3921999999999999
2012-09-04,3.4091
2012-09-05,0.4121
2012-09-06,2.4624
2012-09-07,1.3351
2012-09-10,-0.6148
2012-09-11,2.2536
2012-09-12,0.8643
2012-09-13,-0.1714
2012-09-14,1.1588
2012-09-17,0.5091
2012-09-18,-0.0422
2012-09-19,0.0422
2012-09-20,-0.5065
2012-09-21,-1.8244
2012-09-24,0.2161
2012-09-25,-1.423
2012-09-26,-0.0875
2012-09-27,2.0578
2012-09-28,0.9438
2012-10-01,-0.8075
2012-10-02,-0.0857
2012-10-03,-1.9297
2012-10-04,2.3612
2012-10-05,1.2814999999999999
2012-10-08,0.5905
2012-10-09,-0.0419
2012-10-10,1.0067
2012-10-11,0.1661
2012-10-12,-0.9536
2012-10-15,-1.7162
2012-10-16,-0.5963
2012-10-17,-1.4567
2012-10-18,-1.3043
2012-10-19,-4.7137
2012-10-22,-0.601
2012-10-23,-1.6279
2012-10-24,1.182
2012-10-25,-1.9159000000000002
2012-10-26,-0.4764
2012-10-31,4.1647
2012-11-01,-0.6893
2012-11-02,13.0495
2012-11-05,-2.7835
2012-11-06,0.7579
2012-11-07,-2.1317
2012-11-08,-5.0806000000000004
2012-11-09,0.4049
2012-11-12,-1.8817
2012-11-13,-0.6393
2012-11-14,-0.0919
2012-11-15,1.9779
2012-11-16,1.1276
2012-11-19,0.0892
2012-11-20,-0.7576
2012-11-21,0.0
2012-11-23,0.1347
2012-11-26,-0.0448
2012-11-27,4.3069
2012-11-28,2.1505
2012-11-29,2.0211
2012-11-30,-2.2699
2012-12-03,0.0
2012-12-04,1.8580999999999999
2012-12-05,-3.0265
2012-12-06,0.342
2012-12-07,0.2556
2012-12-10,1.7425000000000002
2012-12-11,1.4202
2012-12-12,0.0
2012-12-13,0.5766
2012-12-14,-0.9828
2012-12-17,0.4136
2012-12-18,0.659
2012-12-19,-1.1047
2012-12-20,0.0827
2012-12-21,-2.315
2012-12-24,-0.0423
2012-12-26,-3.2176
2012-12-27,-0.7874
2012-12-28,-1.1905000000000001
2012-12-31,4.73
2013-01-02,0.2556
2013-01-03,1.1475
2013-01-04,-0.084
2013-01-07,-0.6308
2013-01-08,-0.5501
2013-01-09,-3.3191
2013-01-10,-2.1127
2013-01-11,2.8777
2013-01-14,-0.5245
2013-01-15,1.6257000000000001
2013-01-16,-0.0432
2013-01-17,2.3789
2013-01-18,-1.2252
2013-01-22,0.2139
2013-01-23,-1.9633
2013-01-24,-1.3931
2013-01-25,4.3267
2013-01-28,1.3542
2013-01-29,-0.7933
2013-01-30,-2.3148
2013-01-31,2.8005
2013-02-01,1.5507
2013-02-04,-2.1874000000000002
2013-02-05,0.4641
2013-02-06,2.31
2013-02-07,0.8621
2013-02-08,1.3431
2013-02-11,0.5622
2013-02-12,-0.1597
2013-02-13,-0.36
2013-02-14,-0.9635
2013-02-15,1.4593
2013-02-19,2.1175
2013-02-20,3.2081
2013-02-21,-5.2691
2013-02-22,1.3605
2013-02-25,-2.2503
2013-02-26,-3.8772
2013-02-27,2.3109
2013-02-28,-1.6427
2013-03-01,0.2923
2013-03-04,-4.0799
2013-03-05,2.8646000000000003
2013-03-06,0.211
2013-03-07,-0.0842
2013-03-08,1.4328
2013-03-11,0.0831
2013-03-12,0.2491
2013-03-13,-0.0828
2013-03-14,0.8703
2013-03-15,-1.2736
2013-03-18,-0.9571
2013-03-19,0.7563
2013-03-20,2.1685
2013-03-21,1.0612
2013-03-22,0.8481
2013-03-25,-0.2803
2013-03-26,-0.4016
2013-03-27,2.2984
2013-03-28,0.0788
2013-04-01,-5.002
2013-04-02,-0.8706
2013-04-03,0.2509
2013-04-04,0.6258
2013-04-05,-1.4096
2013-04-08,-1.1775
2013-04-09,0.5957
2013-04-10,2.6227
2013-04-11,0.9068
2013-04-12,1.7974
