ticker,VAPE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-26,-12.7907
2011-01-27,4.0
2011-01-28,43.5897
2011-01-31,-10.7143
2011-02-01,-21.0
2011-02-02,0.0
2011-02-03,-10.1266
2011-02-04,40.8451
2011-02-07,-9.0
2011-02-08,2.1978
2011-02-09,-11.828
2011-02-10,-2.439
2011-02-11,-3.75
2011-02-14,-11.6883
2011-02-15,7.3529
2011-02-16,-4.1096
2011-02-17,0.0
2011-02-18,-1.4285999999999999
2011-02-22,4.3478
2011-02-23,-11.1111
2011-02-24,1.5625
2011-02-25,7.6923
2011-02-28,0.0
2011-03-01,-10.0
2011-03-02,-2.4405
2011-03-03,0.8745
2011-03-04,29.0323
2011-03-07,-6.25
2011-03-08,-9.3333
2011-03-09,2.9412000000000003
2011-03-10,12.857099999999999
2011-03-11,-5.0633
2011-03-14,-9.8667
2011-03-15,-2.3484
2011-03-16,6.0405
2011-03-17,0.0
2011-03-18,-2.8571
2011-03-21,-1.4706000000000001
2011-03-22,1.4925
2011-03-23,-10.2482
2011-03-24,6.5028
2011-03-25,7.6923
2011-03-28,14.2857
2011-03-29,-12.5
2011-03-30,0.0
2011-03-31,-7.1429
2011-04-01,18.4615
2011-04-04,10.3896
2011-04-05,-9.4118
2011-04-06,21.4286
2011-04-07,-2.6738
2011-04-08,0.0
2011-04-11,-1.6484
2011-04-12,-3.9106
2011-04-13,1.1628
2011-04-14,-1.1494
2011-04-15,9.3023
2011-04-18,-4.2553
2011-04-19,1.1111
2011-04-20,5.4945
2011-04-21,-2.0833
2011-04-25,6.383
2011-04-26,-16.0
2011-04-27,-4.7619
2011-04-28,-2.5
2011-04-29,2.5641
2011-05-02,-8.75
2011-05-03,12.3288
2011-05-04,-3.6585
2011-05-05,-1.2658
2011-05-06,-3.8462
2011-05-09,1.3333
2011-05-10,-11.7105
2011-05-11,4.3219
2011-05-12,1.4285999999999999
2011-05-13,-8.4507
2011-05-16,13.8462
2011-05-17,-17.5676
2011-05-18,-18.0328
2011-05-19,0.2
2011-05-20,-8.1836
2011-05-23,8.6957
2011-05-24,-4.0
2011-05-25,1.0417
2011-05-26,-1.0309
2011-05-27,-16.6667
2011-05-31,12.5
2011-06-01,-4.4444
2011-06-02,-6.9767
2011-06-03,10.0
2011-06-06,6.8182
2011-06-07,-1.0638
2011-06-08,-13.9785
2011-06-09,-5.0
2011-06-10,-15.477
2011-06-13,2.7437
2011-06-14,21.2121
2011-06-15,-15.0
2011-06-16,11.7647
