ticker,CPRX US Equity
2007-04-04,-2.1739
2007-04-05,-2.5
2007-04-09,3.9886
2007-04-10,5.4795
2007-04-11,-3.3766
2007-04-12,-6.4516
2007-04-13,0.0036
2007-04-16,3.1572
2007-04-17,4.1783
2007-04-18,2.9412000000000003
2007-04-19,7.013
2007-04-20,6.7961
2007-04-23,5.6818
2007-04-24,-7.3118
2007-04-25,-8.8167
2007-04-26,0.7634
2007-04-27,0.0
2007-04-30,-1.5152
2007-05-01,1.7949000000000002
2007-05-02,-2.0151
2007-05-03,2.5707
2007-05-04,-3.5088
2007-05-07,3.8961
2007-05-08,-2.5
2007-05-09,1.2821
2007-05-10,1.5190000000000001
2007-05-11,5.4863
2007-05-14,2.8369
2007-05-15,-4.3649000000000004
2007-05-16,4.0834
2007-05-17,0.4619
2007-05-18,-4.5977
2007-05-21,-3.6145
2007-05-22,2.0
2007-05-23,0.4902
2007-05-24,-3.4146
2007-05-25,2.7778
2007-05-29,-1.2285
2007-05-30,-0.995
2007-05-31,8.5427
2007-06-01,-0.463
2007-06-04,0.4651
2007-06-05,1.8519
2007-06-06,-5.679
2007-06-07,-3.6174
2007-06-08,-0.25
2007-06-11,11.5288
2007-06-12,2.2472
2007-06-13,-10.5495
2007-06-14,-0.4914
2007-06-15,0.2469
2007-06-18,0.0
2007-06-19,-2.2167
2007-06-20,-0.5038
2007-06-21,1.0095
2007-06-22,-0.9994
2007-06-25,-3.7975
2007-06-26,1.1546
2007-06-27,1.7983
2007-06-28,2.99
2007-06-29,1.2407
2007-07-02,-4.1667
2007-07-03,2.3018
2007-07-05,-1.25
2007-07-06,-3.038
2007-07-09,2.3499
2007-07-10,-0.5102
2007-07-11,2.5641
2007-07-12,-2.0
2007-07-13,-2.0408
2007-07-16,-1.0417
2007-07-17,-2.6316
2007-07-18,-2.1622
2007-07-19,6.6298
2007-07-20,-4.1451
2007-07-23,7.5676
2007-07-24,-4.2714
2007-07-25,-8.1365
2007-07-26,-11.7143
2007-07-27,5.5016
2007-07-30,5.2147
2007-07-31,-2.0408
2007-08-01,-1.4881
2007-08-02,0.3021
2007-08-03,-2.1084
2007-08-06,-3.3846
2007-08-07,-1.2739
2007-08-08,-2.9032
2007-08-09,-5.4444
2007-08-10,5.4065
2007-08-13,0.0896
2007-08-14,-10.0806
2007-08-15,6.6667
2007-08-16,9.0278
2007-08-17,-7.9618
2007-08-20,-6.5744
2007-08-21,0.0
2007-08-22,9.2593
2007-08-23,9.1525
2007-08-24,2.4845
2007-08-27,-4.8485
2007-08-28,-2.5478
2007-08-30,-0.6536
2007-08-31,13.8158
2007-09-04,-7.2254
2007-09-05,-0.6231
2007-09-06,-0.9444
2007-09-07,0.9534
2007-09-10,-8.4639
2007-09-11,5.1370000000000005
2007-09-12,-4.5603
2007-09-13,-2.0435
2007-09-14,2.0861
2007-09-17,4.4369
2007-09-18,6.2092
2007-09-19,-3.6885
2007-09-20,-4.1572
2007-09-21,-2.5333
2007-09-24,-2.1888
2007-09-25,5.5944
2007-09-26,1.6556
2007-09-27,-5.5375
2007-09-28,10.3448
2007-10-01,0.625
2007-10-02,-4.3478
2007-10-03,-2.5974
2007-10-04,-0.7333
2007-10-05,0.7388
2007-10-08,0.0
2007-10-09,-0.4333
2007-10-10,2.5778
2007-10-11,-4.3734
2007-10-12,6.8259
2007-10-15,4.5747
2007-10-16,0.5136
2007-10-17,-2.4316
2007-10-18,0.0117
2007-10-19,-2.5036
2007-10-22,-1.9169
2007-10-23,1.9544000000000001
2007-10-24,0.639
2007-10-26,-2.8571
2007-10-29,2.6144
2007-10-30,-1.2739
2007-10-31,0.0
2007-11-01,5.1613
2007-11-02,-0.3067
2007-11-05,-8.0
2007-11-06,0.6689
2007-11-07,-0.3322
2007-11-08,0.0
2007-11-09,0.6667
2007-11-12,9.2715
2007-11-13,-9.0909
2007-11-14,-1.3333
2007-11-15,-12.1622
2007-11-16,-3.8462
2007-11-19,5.2
2007-11-20,-4.1825
2007-11-21,17.0635
2007-11-23,-9.1525
2007-11-26,-0.3731
2007-11-27,4.4944
2007-11-28,7.164
2007-11-29,2.3454
2007-11-30,2.2876
2007-12-03,7.6677
2007-12-04,-7.7114
2007-12-05,-3.2193
2007-12-06,-2.99
2007-12-07,11.3014
2007-12-10,3.0769
2007-12-11,-2.6866
2007-12-12,-7.6687
2007-12-13,3.6545
2007-12-14,4.1667
2007-12-17,-2.7692
2007-12-18,2.2152
2007-12-19,4.6401
2007-12-20,-0.8839
2007-12-24,-6.5672
2007-12-26,9.5807
2007-12-27,-7.2853
2007-12-28,10.3774
2007-12-31,-1.7094
2008-01-02,0.2899
2008-01-03,-4.0462
2008-01-04,-6.6265
2008-01-07,0.0
2008-01-08,1.6129
2008-01-09,0.0
2008-01-10,-2.2222
2008-01-11,0.6494
2008-01-14,-1.2903
2008-01-15,0.9804
2008-01-16,0.6472
2008-01-17,1.2862
2008-01-18,6.3492
2008-01-22,-8.3582
2008-01-23,-0.6515
2008-01-24,0.0
2008-01-25,4.5861
2008-01-28,-7.8334
2008-01-29,12.2449
2008-01-30,1.2121
2008-01-31,0.5988
2008-02-01,-0.8929
2008-02-04,7.8078
2008-02-05,-1.1142
2008-02-06,-1.4085
2008-02-07,-4.2857
2008-02-08,0.597
2008-02-11,-0.5935
2008-02-12,-2.6866
2008-02-13,-2.7645999999999997
2008-02-14,-1.5695000000000001
2008-02-15,3.201
2008-02-19,0.6211
2008-02-20,-0.9259
2008-02-21,2.1807
2008-02-22,0.6098
2008-02-25,0.0
2008-02-26,-0.6061
2008-02-27,5.1829
2008-02-28,8.6957
2008-02-29,0.0
2008-03-03,0.5333
2008-03-04,-1.3296000000000001
2008-03-05,1.8851
2008-03-06,1.847
2008-03-07,-4.9223
2008-03-10,-2.1798
2008-03-11,-3.6177
2008-03-12,4.9094999999999995
2008-03-13,6.6116
2008-03-14,-7.7519
2008-03-17,-1.3971
2008-03-18,5.394
2008-03-19,-0.5391
2008-03-24,-4.607
2008-03-25,-0.5646
2008-03-26,8.5676
2008-03-27,0.7895
2008-03-28,-7.8329
2008-03-31,6.3456
2008-04-01,-6.2334
2008-04-02,-0.5682
2008-04-03,1.1429
2008-04-04,-0.3955
2008-04-07,3.5167
2008-04-08,2.4657999999999998
2008-04-09,-7.754
2008-04-10,1.7391
2008-04-11,4.2735
2008-04-14,-3.8251
2008-04-15,-0.2841
2008-04-16,4.8433
2008-04-17,0.0
2008-04-18,-4.6162
2008-04-21,-0.1175
2008-04-22,2.3959
2008-04-23,1.3928
2008-04-24,-6.5934
2008-04-25,2.9412000000000003
2008-04-28,0.2857
2008-04-30,0.0
2008-05-01,1.9907
2008-05-02,-1.9519
2008-05-05,1.5954000000000002
2008-05-06,-7.4593
2008-05-07,0.0
2008-05-08,10.6061
2008-05-09,-4.3870000000000005
2008-05-12,1.7227999999999999
2008-05-13,0.8451
2008-05-14,-1.6760000000000002
2008-05-15,0.8523
2008-05-16,0.2817
2008-05-19,-0.2809
2008-05-20,-4.2254
2008-05-21,1.4706000000000001
2008-05-22,-1.4493
2008-05-23,3.8235
2008-05-27,0.5666
2008-05-28,-2.8169
2008-05-29,0.8696
2008-05-30,3.1609
2008-06-02,-4.7354
2008-06-03,-0.5848
2008-06-04,5.5882
2008-06-05,-5.0139
2008-06-06,5.5718
2008-06-09,-2.2222
2008-06-10,0.0
2008-06-11,3.6932
2008-06-12,-1.9178
2008-06-13,3.9106
2008-06-16,-7.2581
2008-06-17,2.8986
2008-06-18,-2.5352
2008-06-19,-3.1792
2008-06-20,6.2687
2008-06-23,-5.618
2008-06-24,2.3810000000000002
2008-06-25,-2.0313
2008-06-26,-5.048
2008-06-27,1.875
2008-06-30,7.1779
2008-07-01,-3.2627
2008-07-02,-9.1716
2008-07-03,14.9837
2008-07-07,-2.2663
2008-07-08,-4.3442
2008-07-09,-0.8219
2008-07-10,12.7406
2008-07-11,-4.336
2008-07-14,-1.983
2008-07-15,1.1561
2008-07-17,0.575
2008-07-18,0.2805
2008-07-21,0.0
2008-07-22,-24.9292
2008-07-23,26.4151
2008-07-24,4.4739
2008-07-25,-0.2822
2008-07-28,-7.7364
2008-07-29,-1.2384
2008-07-30,6.9101
2008-07-31,-3.5221999999999998
2008-08-04,-0.9184
2008-08-06,1.2615
2008-08-08,4.8314
2008-08-11,0.8696
2008-08-13,4.8850999999999996
2008-08-14,-3.0137
2008-08-15,1.6949
2008-08-19,0.8333
2008-08-20,2.7548
2008-08-21,0.5362
2008-08-22,18.4
2008-08-25,-6.982
2008-08-26,5.3269
2008-08-27,-3.6782
2008-08-28,1.432
2008-08-29,-3.2941
2008-09-02,-2.4331
2008-09-03,1.409
2008-09-04,-4.6108
2008-09-05,-1.6240999999999999
2008-09-08,-0.1572
2008-09-09,2.126
2008-09-10,-1.8841999999999999
2008-09-11,6.0852
2008-09-12,-23.9506
2008-09-15,-0.974
2008-09-16,1.6393
2008-09-17,-15.0423
2008-09-18,2.5179
2008-09-19,11.8472
2008-09-22,-10.2612
2008-09-23,-0.369
2008-09-24,-1.8519
2008-09-25,5.6604
2008-09-26,0.0
2008-09-29,0.0
2008-09-30,6.4286
2008-10-01,-1.3381
2008-10-02,-0.0043
2008-10-03,-2.7211
2008-10-06,-2.0979
2008-10-07,0.3616
2008-10-08,-4.9864
2008-10-09,-0.7491
2008-10-10,-16.9811
2008-10-13,22.7273
2008-10-14,-3.7037
2008-10-15,-4.2308
2008-10-16,3.6145
2008-10-17,6.5891
2008-10-20,-4.7273
2008-10-21,1.145
2008-10-22,-2.7925
2008-10-23,5.5901
2008-10-27,-6.9853
2008-10-28,2.3715
2008-10-29,-5.4054
2008-10-30,1.2194
2008-10-31,-3.2209
2008-11-03,1.6667
2008-11-04,3.5656
2008-11-05,-6.6086
2008-11-06,1.2711999999999999
2008-11-07,3.7605
2008-11-10,-4.4307
2008-11-11,1.6878
2008-11-12,3.3143000000000002
2008-11-13,3.218
2008-11-14,-8.1712
2008-11-17,-2.5423999999999998
2008-11-18,-2.1739
2008-11-19,-4.4444
2008-11-20,0.4651
2008-11-21,-1.3889
2008-11-24,-15.493
2008-11-25,8.1111
2008-11-26,11.5108
2008-11-28,-0.4666
2008-12-01,-2.7721999999999998
2008-12-02,1.9048
2008-12-03,0.9346
2008-12-04,-8.7963
2008-12-05,-3.5533
2008-12-08,6.1316
2008-12-09,-6.2732
2008-12-10,2.1164
2008-12-11,2.5972
2008-12-15,-7.5816
2008-12-16,-1.0929
2008-12-17,3.8674
2008-12-18,-28.7234
2008-12-19,11.9403
2008-12-22,26.6667
2008-12-23,-15.7895
2008-12-24,-0.625
2008-12-26,1.0063
2008-12-29,0.2491
2008-12-30,12.4224
2008-12-31,-0.5525
2009-01-02,25.0
2009-01-05,0.0
2009-01-06,1.0667
2009-01-08,7.7397
2009-01-12,9.8163
2009-01-16,-5.2221
2009-01-20,-1.5686
2009-01-21,4.4373000000000005
2009-01-26,-2.7228
2009-01-27,7.8431
2009-01-28,-5.0909
2009-01-29,1.3027
2009-01-30,3.2526
2009-02-02,-2.9304
2009-02-03,3.0189
2009-02-05,-4.7619
2009-02-06,-3.8462
2009-02-09,-8.74
2009-02-10,5.194
2009-02-11,3.1667
2009-02-12,0.9693
2009-02-13,-4.0
2009-02-18,3.3333
2009-02-19,-9.6774
2009-02-20,-6.2444
2009-02-23,2.851
2009-02-24,-5.0926
2009-02-25,-9.2683
2009-02-26,-5.914
2009-02-27,-8.0
2009-03-02,12.0264
2009-03-03,-0.1663
2009-03-04,-8.3652
2009-03-05,-3.0303
2009-03-06,-21.875
2009-03-09,32.0
2009-03-10,0.0
2009-03-11,-18.1818
2009-03-12,11.657399999999999
2009-03-16,8.135
2009-03-17,-0.6135
2009-03-18,-1.2346
2009-03-19,3.125
2009-03-20,-3.0303
2009-03-23,3.125
2009-03-24,3.0303
2009-03-25,0.0
2009-03-26,0.5882
2009-03-27,-0.5848
2009-03-30,-2.3529
2009-03-31,2.4096
2009-04-01,5.8824
2009-04-02,-2.7778
2009-04-03,0.0
2009-04-06,-16.5714
2009-04-07,31.5068
2009-04-08,-6.25
2009-04-09,5.5556
2009-04-13,8.4211
2009-04-15,-0.4854
2009-04-16,-2.4329
2009-04-17,-0.0062
2009-04-20,1.125
2009-04-21,-1.8540999999999999
2009-04-22,-4.2821
2009-04-24,5.2632
2009-04-28,0.0
2009-04-29,2.5
2009-04-30,-9.7561
2009-05-01,-4.8581
2009-05-04,9.5377
2009-05-06,-4.0456
2009-05-07,0.0
2009-05-08,5.4054
2009-05-11,12.8205
2009-05-12,0.0
2009-05-13,-1.3636
2009-05-14,-3.2258
2009-05-15,0.0
2009-05-18,-6.1905
2009-05-19,14.2069
2009-05-20,-7.9949
2009-05-21,-3.3816
2009-05-22,3.0
2009-05-26,-1.2621
2009-05-27,-0.6699
2009-05-28,3.9411
2009-05-29,-57.1429
2009-06-01,-3.3333
2009-06-02,-13.7931
2009-06-03,-1.3333
2009-06-04,-5.4899000000000004
2009-06-05,-3.4853
2009-06-08,-6.6481
2009-06-09,-3.908
2009-06-10,31.9571
2009-06-11,6.0075
2009-06-12,-17.2963
2009-06-15,9.9215
2009-06-16,0.0
2009-06-17,-9.1802
2009-06-18,0.0983
2009-06-19,-2.8571
2009-06-22,-2.2059
2009-06-23,-2.2556
2009-06-24,-6.1538
2009-06-25,12.2951
2009-06-26,-6.5693
2009-06-29,1.4062999999999999
2009-06-30,0.1541
2009-07-01,-1.5577
2009-07-02,-3.1256
2009-07-06,1.6132
2009-07-07,-4.8224
2009-07-08,-13.2611
2009-07-09,3.8462
2009-07-10,-7.3843
2009-07-13,-12.022
2009-07-14,-2.2301
2009-07-15,2.31
2009-07-16,0.0
2009-07-17,9.0599
2009-07-20,-6.25
2009-07-21,-4.0
2009-07-22,-2.7778
2009-07-23,-2.3810000000000002
2009-07-24,2.439
2009-07-27,0.0
2009-07-28,-2.3810000000000002
2009-07-29,9.7561
2009-07-30,-8.625
2009-07-31,-0.3192
2009-08-03,2.4245
2009-08-04,-2.0992
2009-08-05,1.7792
2009-08-06,0.4034
2009-08-07,0.0
2009-08-10,2.3810000000000002
2009-08-11,22.718
2009-08-12,-1.4567999999999999
2009-08-13,-3.8221
2009-08-14,-0.025
2009-08-17,-7.0
2009-08-18,0.0
2009-08-19,-2.1237
2009-08-20,14.2543
2009-08-21,-5.7933
2009-08-24,-1.7862
2009-08-25,2.8839
2009-08-26,-1.0101
2009-08-27,-2.0408
2009-08-28,-4.0365
2009-08-31,201.7639
2009-09-01,-23.0216
2009-09-02,-13.0841
2009-09-03,-9.6774
2009-09-04,-0.1339
2009-09-08,53.7774
2009-09-09,-15.5039
2009-09-10,-2.7523
2009-09-11,1.8868
2009-09-14,0.0
2009-09-15,-2.7778
2009-09-16,-4.7619
2009-09-17,3.0
2009-09-18,-11.6505
2009-09-21,1.0989
2009-09-22,4.1848
2009-09-23,-2.9604
2009-09-24,-1.1087
2009-09-25,0.0204
2009-09-28,-2.1739
2009-09-29,-4.4444
2009-09-30,-2.093
2009-10-01,38.9549
2009-10-02,-17.9487
2009-10-05,-3.125
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.1075
2009-10-09,-4.4039
2009-10-12,6.7416
2009-10-13,-4.2105
2009-10-14,-0.8379
2009-10-15,-0.2632
2009-10-16,-4.4444
2009-10-19,1.1628
2009-10-20,3.4339
2009-10-21,5.5702
2009-10-22,0.7368
2009-10-23,-1.7633
2009-10-26,1.9944
2009-10-27,-6.14
2009-10-28,-10.0
2009-10-29,0.0
2009-10-30,-7.3302
2009-11-02,-4.0799
2009-11-03,-5.5556
2009-11-04,0.0
2009-11-05,-1.4706000000000001
2009-11-06,4.4496
2009-11-09,-4.2600999999999996
2009-11-10,2.9851
2009-11-11,8.6957
2009-11-12,1.3333
2009-11-13,-7.8947
2009-11-16,5.7143
2009-11-17,-4.0541
2009-11-18,-4.2254
2009-11-19,1.4706000000000001
2009-11-20,1.7391
2009-11-23,8.2621
2009-11-24,2.6316
2009-11-25,0.0
2009-11-27,0.0
2009-11-30,-1.2821
2009-12-01,0.0
2009-12-02,-5.974
2009-12-03,-3.0387
2009-12-04,-2.4217
2009-12-07,3.6496
2009-12-08,-8.4507
2009-12-09,1.5385
2009-12-10,-1.5152
2009-12-11,4.6154
2009-12-14,-2.7941000000000003
2009-12-15,3.6309
2009-12-16,-2.1898
2009-12-17,-4.4776
2009-12-18,1.5625
2009-12-21,3.0769
2009-12-22,-2.9851
2009-12-23,1.5385
2009-12-24,-4.5455
2009-12-28,-2.2222
2009-12-29,-2.6177
2009-12-30,0.125
2009-12-31,4.8907
2010-01-04,-3.1746
2010-01-05,0.8197
2010-01-06,-2.2763999999999998
2010-01-07,0.0
2010-01-08,4.0141
2010-01-11,2.3795
2010-01-12,-3.125
2010-01-13,3.2056
2010-01-14,16.429
2010-01-15,-7.3826
2010-01-19,-2.6087
2010-01-20,4.1481
2010-01-21,-4.2865
2010-01-22,-1.6234
2010-01-25,-2.8832
2010-01-26,4.6875
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,-3.0037
2010-02-01,-4.1354
2010-02-02,0.1605
2010-02-03,-0.641
2010-02-04,-1.6129
2010-02-05,-9.0164
2010-02-08,8.1081
2010-02-09,4.9792
2010-02-10,-3.1554
2010-02-11,-2.459
2010-02-12,4.2017
2010-02-16,-3.2258
2010-02-17,2.5
2010-02-18,-1.626
2010-02-19,4.1322
2010-02-22,38.0754
2010-02-23,-16.6547
2010-02-24,-2.0862
2010-02-25,-5.3178
2010-02-26,-2.5479000000000003
2010-03-01,2.2901
2010-03-02,-0.0187
2010-03-03,4.9636
2010-03-04,-0.4444
2010-03-05,0.0
2010-03-08,-5.3393
2010-03-09,0.6791
2010-03-10,3.0823
2010-03-11,-2.9901
2010-03-12,3.4102
2010-03-15,0.0
2010-03-16,-0.7248
2010-03-17,4.9644
2010-03-18,0.1565
2010-03-19,8.1944
2010-03-22,-5.0064
2010-03-23,-2.7027
2010-03-24,0.0
2010-03-25,1.3889
2010-03-26,0.6849
2010-03-29,2.0408
2010-03-30,4.0
2010-03-31,2.5801
2010-04-01,-2.5152
2010-04-05,5.1122
2010-04-06,-4.8635
2010-04-07,-7.3317
2010-04-08,-1.2192
2010-04-09,12.0448
2010-04-12,136.25
2010-04-13,1.5873
2010-04-14,-15.625
2010-04-15,23.4568
2010-04-16,-11.0
2010-04-19,-5.618
2010-04-20,-1.1905000000000001
2010-04-21,-3.012
2010-04-22,-0.6211
2010-04-23,-3.75
2010-04-26,1.2987
2010-04-27,-4.4872
2010-04-28,1.3423
2010-04-29,-3.9735
2010-04-30,-6.8966
2010-05-03,4.4444
2010-05-04,-5.6738
2010-05-05,-5.2632
2010-05-06,-3.1845
2010-05-07,0.83
2010-05-10,-0.813
2010-05-11,0.8197
2010-05-12,10.5691
2010-05-13,-0.7353
2010-05-14,-2.2222
2010-05-17,-5.303
2010-05-18,-4.8
2010-05-19,5.042
2010-05-20,-12.8
2010-05-21,0.9174
2010-05-24,-2.7273
2010-05-25,-0.9346
2010-05-26,-2.8302
2010-05-27,2.9126
2010-05-28,2.8302
2010-06-01,-7.3394
2010-06-02,-0.9901
2010-06-03,8.0
2010-06-04,2.7778
2010-06-07,-2.7027
2010-06-08,0.9259
2010-06-09,0.0
2010-06-10,-3.6696999999999997
2010-06-11,-1.9048
2010-06-14,3.8956
2010-06-15,-2.8151
2010-06-16,1.887
2010-06-17,-0.9083
2010-06-18,0.9524
2010-06-21,-5.6604
2010-06-22,-5.0
2010-06-23,-1.3026
2010-06-24,-0.8132
2010-06-25,8.6022
2010-06-28,0.0124
2010-06-29,-4.4673
2010-06-30,2.5907
2010-07-01,0.0
2010-07-02,-6.0606
2010-07-06,-0.9677
2010-07-07,-2.2801
2010-07-08,0.0
2010-07-09,46.6667
2010-07-12,-8.3333
2010-07-13,-5.687
2010-07-14,-5.3617
2010-07-15,-4.6296
2010-07-16,-0.9709
2010-07-19,-0.9804
2010-07-20,3.9604
2010-07-21,-0.9524
2010-07-22,0.0
2010-07-23,3.8462
2010-07-26,11.1111
2010-07-27,0.0
2010-07-28,-0.8333
2010-07-29,-5.042
2010-07-30,1.7699
2010-08-02,-1.3913
2010-08-03,-0.3527
2010-08-04,1.7699
2010-08-05,-3.4783
2010-08-06,8.1081
2010-08-09,-0.8333
2010-08-10,-0.8403
2010-08-11,-2.8284000000000002
2010-08-12,2.9107
2010-08-13,-2.5423999999999998
2010-08-16,0.8696
2010-08-17,-0.8621
2010-08-18,2.6087
2010-08-19,-9.322
2010-08-20,0.9346
2010-08-23,5.5556
2010-08-24,-1.7544
2010-08-25,-1.7856999999999998
2010-08-26,-3.6364
2010-08-27,5.6604
2010-08-30,-3.5714
2010-08-31,1.8634
2010-09-01,1.8066
2010-09-02,-0.8929
2010-09-03,1.8018
2010-09-07,2.6549
2010-09-08,-3.4375
2010-09-09,2.6671
2010-09-10,-5.2174
2010-09-13,6.422
2010-09-14,0.8621
2010-09-15,-4.2628
2010-09-16,-0.9039
2010-09-17,-4.5045
2010-09-20,4.717
2010-09-21,3.6036
2010-09-22,0.8696
2010-09-23,-1.7241
2010-09-24,2.6316
2010-09-27,-4.2735
2010-09-28,-0.8929
2010-09-29,-1.8018
2010-09-30,2.5803000000000003
2010-10-01,1.062
2010-10-04,-2.6549
2010-10-05,0.9091
2010-10-06,6.3063
2010-10-07,-3.1356
2010-10-08,3.2371
2010-10-11,-0.8475
2010-10-12,-0.8547
2010-10-13,2.5862
2010-10-14,-0.084
2010-10-15,-7.4853
2010-10-18,6.3636
2010-10-19,-4.2735
2010-10-20,1.7746
2010-10-21,-3.4981999999999998
2010-10-22,-0.9091
2010-10-25,5.5046
2010-10-26,-3.4783
2010-10-27,2.7027
2010-10-28,-1.7544
2010-10-29,0.0
2010-11-01,4.4643
2010-11-02,-5.1175
2010-11-03,-6.3169
2010-11-04,5.7692
2010-11-05,-0.9091
2010-11-08,0.0
2010-11-09,0.9174
2010-11-10,-0.9091
2010-11-11,-0.9174
2010-11-12,1.8519
2010-11-15,-0.9091
2010-11-16,0.367
2010-11-17,0.5599
2010-11-18,-0.0114
2010-11-19,1.8182
2010-11-22,0.8929
2010-11-23,-1.7699
2010-11-24,-0.9009
2010-11-26,-1.8182
2010-11-29,1.8519
2010-11-30,-3.6364
2010-12-01,0.0
2010-12-02,3.7736
2010-12-03,-8.1818
2010-12-06,-0.9901
2010-12-07,-1.0
2010-12-08,-1.0101
2010-12-09,2.0408
2010-12-10,-2.0
2010-12-13,-1.0204
2010-12-14,0.0
2010-12-15,-3.2281
2010-12-16,-2.9496
2010-12-17,0.9879
2010-12-20,0.0
2010-12-21,2.1739
2010-12-22,0.0
2010-12-23,2.141
2010-12-27,4.1531
2010-12-28,-0.8
2010-12-29,-1.2097
2010-12-30,-2.0408
2010-12-31,3.125
2011-01-03,14.1414
2011-01-04,13.2743
2011-01-05,7.8125
2011-01-06,-5.0815
2011-01-07,-8.3882
2011-01-10,1.6667
2011-01-11,-1.6393
2011-01-12,2.5
2011-01-13,0.0
2011-01-14,-5.6911000000000005
2011-01-18,0.8621
2011-01-19,0.8547
2011-01-20,-0.8475
2011-01-21,-1.7094
2011-01-24,7.8152
2011-01-25,-7.2487
2011-01-26,1.6522000000000001
2011-01-27,-0.7699
2011-01-28,1.7241
2011-01-31,-1.6949
2011-02-01,2.5862
2011-02-02,-0.8403
2011-02-03,-4.2373
2011-02-04,-0.885
2011-02-07,3.5714
2011-02-08,-2.5862
2011-02-09,6.1947
2011-02-10,0.8333
2011-02-11,-3.3058
2011-02-14,-3.4188
2011-02-15,0.0
2011-02-16,4.4248
2011-02-17,5.0847
2011-02-18,-3.2258
2011-02-22,-2.5
2011-02-23,-2.5641
2011-02-24,-1.7544
2011-02-25,1.7856999999999998
2011-02-28,2.6316
2011-03-01,-4.2735
2011-03-02,-1.7856999999999998
2011-03-03,1.8182
2011-03-04,0.0
2011-03-07,0.3571
2011-03-08,0.5338
2011-03-09,-1.7699
2011-03-10,-2.714
2011-03-11,-1.8405
2011-03-14,-0.9434
2011-03-15,0.0119
2011-03-16,1.8925999999999998
2011-03-17,-0.9346
2011-03-18,0.0
2011-03-21,3.7736
2011-03-22,1.8068
2011-03-23,-1.7301
2011-03-24,-0.0341
2011-03-25,1.7953000000000001
2011-03-28,-0.8818
2011-03-29,6.3063
2011-03-30,-5.9216
2011-03-31,0.8895
2011-04-01,-0.8929
2011-04-04,-0.3604
2011-04-05,3.0741
2011-04-06,-2.6316
2011-04-07,0.5405
2011-04-08,-0.6272
2011-04-11,-0.7214
2011-04-12,-0.0908
2011-04-13,0.0
2011-04-14,0.0
2011-04-15,0.9205
2011-04-18,1.7903
2011-04-19,0.0
2011-04-20,-0.885
2011-04-21,0.8929
2011-04-25,5.2212
2011-04-26,-5.8032
2011-04-27,1.1607
2011-04-28,0.6178
2011-04-29,0.0
2011-05-02,0.8772
2011-05-03,-3.4783
2011-05-04,1.8018
2011-05-05,-1.7699
2011-05-06,0.0
2011-05-09,3.2883
2011-05-10,-1.4501
2011-05-11,0.0221
2011-05-12,3.5284
2011-05-13,-1.7094
2011-05-16,1.0435
2011-05-17,1.5491000000000001
