ticker,VKTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-29,12.0
2015-04-30,-1.7856999999999998
2015-05-01,3.4091
2015-05-04,4.2857
2015-05-05,0.1054
2015-05-06,2.1053
2015-05-07,-5.6701
2015-05-08,2.623
2015-05-11,0.0
2015-05-12,-4.1534
2015-05-13,-0.3333
2015-05-14,4.4593
2015-05-15,0.5336
2015-05-18,-3.6093
2015-05-19,-1.3216
2015-05-20,0.558
2015-05-21,1.3319
2015-05-22,-0.7667
2015-05-26,-6.4018
2015-05-27,-1.2972000000000001
2015-05-28,-1.7921
2015-05-29,0.1217
2015-06-01,-7.8979
2015-06-02,3.2982
2015-06-03,0.5109
2015-06-04,0.8895
2015-06-05,-0.6297
2015-06-08,1.6477
2015-06-09,-2.6185
2015-06-10,-0.128
2015-06-11,0.7692
2015-06-12,-2.4173
2015-06-15,0.1304
2015-06-16,-5.2083
2015-06-17,1.0989
2015-06-18,2.1739
2015-06-19,-10.5053
2015-06-22,7.7266
2015-06-23,2.3448
2015-06-24,-2.2911
2015-06-25,-2.2069
2015-06-26,-0.141
2015-06-29,-0.2825
2015-06-30,1.1331
2015-07-01,-2.9412000000000003
2015-07-02,2.886
2015-07-06,-0.7013
2015-07-07,-2.8249
2015-07-08,3.7791
2015-07-09,-1.2605
2015-07-10,-1.4184
2015-07-13,0.0
2015-07-14,1.4388
2015-07-15,3.2624
2015-07-16,-4.533
2015-07-17,1.7266
2015-07-20,-6.082
2015-07-21,1.8072
2015-07-22,-4.4379
2015-07-23,-6.8111
2015-07-24,9.1362
2015-07-27,-2.5875
2015-07-28,-1.25
2015-07-29,2.3734
2015-07-30,-0.7728
2015-07-31,-5.1402
2015-08-03,7.3071
2015-08-04,-9.7169
2015-08-05,3.3898
2015-08-06,-3.4426
2015-08-07,9.5076
2015-08-10,-4.8062000000000005
2015-08-11,5.0489
2015-08-12,-3.876
2015-08-13,17.9032
2015-08-14,-0.5472
2015-08-17,6.3274
2015-08-18,-5.304
2015-08-19,-2.459
2015-08-20,-2.1008
2015-08-21,-11.731
2015-08-24,5.3485
2015-08-25,4.4615
2015-08-26,-10.162
2015-08-27,0.6557
2015-08-28,2.443
2015-08-31,-2.2258
2015-09-01,1.7886
2015-09-02,-3.1949
2015-09-03,7.4257
2015-09-04,-3.2258
2015-09-08,2.3810000000000002
2015-09-09,-5.2713
2015-09-10,-1.964
2015-09-11,4.3406
2015-09-14,0.0
2015-09-15,-5.6
2015-09-16,-1.1864
2015-09-17,2.0583
