ticker,STLD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-5.4902
2000-01-05,7.4689
2000-01-06,1.1583
2000-01-07,3.4351
2000-01-10,3.321
2000-01-11,-4.2857
2000-01-12,5.2239
2000-01-13,1.0638
2000-01-14,0.3509
2000-01-18,0.3497
2000-01-19,-3.6585
2000-01-20,0.9042
2000-01-21,0.0
2000-01-24,-2.509
2000-01-25,-4.7794
2000-01-26,2.7027
2000-01-27,-0.7519
2000-01-28,-0.3788
2000-01-31,-5.3232
2000-02-01,10.4418
2000-02-02,1.0909
2000-02-03,-4.3165
2000-02-04,0.0
2000-02-07,1.5038
2000-02-08,-2.5926
2000-02-09,-1.5209000000000001
2000-02-10,1.9304999999999999
2000-02-11,-5.6818
2000-02-14,-3.2129
2000-02-15,3.7344
2000-02-16,7.2
2000-02-17,0.7463
2000-02-18,-2.5926
2000-02-22,0.7605
2000-02-23,0.3774
2000-02-24,-1.1278
2000-02-25,-2.2814
2000-02-28,-1.1673
2000-02-29,-3.1496
2000-03-01,1.626
2000-03-02,-0.4
2000-03-03,-0.8032
2000-03-06,-8.502
2000-03-07,-5.3097
2000-03-08,0.9346
2000-03-09,-1.8519
2000-03-10,-1.4151
2000-03-13,-2.3923
2000-03-14,-5.3922
2000-03-15,-3.1088
2000-03-16,17.647100000000002
2000-03-17,-5.4545
2000-03-20,0.9615
2000-03-21,3.3333
2000-03-22,3.2258
2000-03-23,-1.7856999999999998
2000-03-24,-2.7273
2000-03-27,-3.7382999999999997
2000-03-28,-5.3398
2000-03-29,-4.6154
2000-03-30,0.0
2000-03-31,-0.5376
2000-04-03,-2.7027
2000-04-04,5.2778
2000-04-05,-3.9577999999999998
2000-04-06,1.0989
2000-04-07,4.3478
2000-04-10,-4.1667
2000-04-11,0.5435
2000-04-12,9.1892
2000-04-13,0.495
2000-04-14,0.4926
2000-04-17,-2.9412000000000003
2000-04-18,-4.0404
2000-04-19,-1.5789
2000-04-20,-0.5348
2000-04-24,-5.3763
2000-04-25,6.8182
2000-04-26,-2.1277
2000-04-27,0.0
2000-04-28,-1.087
2000-05-01,1.0989
2000-05-02,-1.6303999999999998
2000-05-03,-3.3149
2000-05-04,-1.7143000000000002
2000-05-05,8.1395
2000-05-08,-2.1505
2000-05-09,-3.8462
2000-05-10,-4.8571
2000-05-11,5.7057
2000-05-12,-1.7045
2000-05-15,-0.578
2000-05-16,-2.3256
2000-05-17,-4.7619
2000-05-18,0.625
2000-05-19,-0.6211
