ticker,SBKK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-18,5.0
2008-11-25,-14.2857
2008-11-26,5.5556
2008-12-09,26.3158
2008-12-29,0.0
2009-01-07,-20.8333
2009-01-08,7.8947
2009-02-04,-17.0732
2009-02-05,8.8235
2009-02-10,0.0
2009-03-16,2.7027
2009-03-23,0.5263
2009-03-27,4.712
2009-03-30,-7.5
2009-04-08,0.0
2009-04-09,8.1081
2009-04-24,-7.5
2009-04-28,2.7027
2009-05-06,5.2632
2009-05-11,-5.0
2009-05-19,5.2632
2009-07-23,-15.0
2009-08-21,8.8235
2009-11-16,0.0
2009-11-17,0.0
2009-11-25,-8.1081
2009-12-10,-11.7647
2009-12-15,23.3333
2009-12-16,0.0
2009-12-22,0.0
2010-02-23,-8.1081
2010-02-25,-5.8824
2010-04-01,-6.25
2010-04-05,-6.6667
2010-04-16,0.0
2010-04-26,10.857099999999999
2010-04-30,-3.3505
2010-05-10,-6.6667
2010-05-13,0.0
2010-06-22,3.5714
2010-07-02,0.0
2010-07-14,0.0
2010-07-28,-16.5517
2010-07-30,4.1322
2010-08-10,-4.7619
2010-09-01,0.0
2010-09-13,0.0
2010-10-11,0.0
2010-10-15,-4.1667
2010-10-19,0.0
2010-10-26,91.3043
2010-11-01,-9.0
2010-11-18,-20.0799
2010-11-26,-2.5
2011-01-12,0.0
2011-01-20,-10.2564
2011-03-02,7.1429
2011-03-09,0.0
2011-04-28,-6.6667
2011-04-29,-3.5714
2011-05-03,-18.5185
2011-05-13,18.1818
2011-06-16,-7.6923
2011-06-24,10.8333
2011-07-18,-13.5338
2011-07-29,-16.5217
2011-08-02,11.4583
2011-08-04,-0.9346
2011-08-08,-8.4906
2011-08-09,3.0928
2011-08-10,0.0
2011-08-11,-2.0
2011-08-25,2.0408
2011-10-10,-2.0
2011-10-11,-8.1633
2011-11-14,-5.5556
2012-01-03,11.7647
2012-01-10,-3.1579
2012-01-24,0.0
2012-02-14,19.5652
2012-03-13,9.0909
2012-03-14,16.6667
2012-03-16,7.1429
2012-03-21,13.3333
2012-03-29,0.0
2012-04-05,-14.7059
2012-04-12,6.8966
2012-04-18,-9.6774
2012-04-24,0.0
2012-04-26,-3.5714
2012-05-01,7.4074
2012-06-08,-6.8966
2012-06-12,3.7037
2012-06-26,3.5714
2012-07-25,-10.3448
2012-07-26,7.6923
2012-07-30,-10.7143
2012-09-12,-4.0
2012-09-14,0.0
2012-09-17,7.5
2012-09-18,-3.1008
2012-09-20,0.0
