ticker,AWSI US Equity
2000-06-12,0.0
2000-06-14,7.8431
2000-06-16,-7.2727
2000-06-19,11.7647
2000-06-20,3.5088
2000-06-21,-15.2542
2000-06-22,20.0
2000-06-23,0.0
2000-06-26,3.3333
2000-06-28,-16.129
2000-06-30,0.0
2000-07-06,0.0
2000-07-11,19.2308
2000-07-12,-16.129
2000-07-14,0.0
2000-07-18,15.3846
2000-07-19,6.6667
2000-07-20,-18.75
2000-07-21,11.538499999999999
2000-07-25,-1.7241
2000-07-27,0.0
2000-07-28,-7.0175
2000-07-31,-1.8868
2000-08-02,-9.6154
2000-08-03,17.0213
2000-08-04,0.0
2000-08-07,-18.1818
2000-08-08,0.0
2000-08-14,-6.6667
2000-08-15,0.0
2000-08-16,-4.7619
2000-08-17,-12.5
2000-08-22,20.0
2000-08-23,-7.1429
2000-08-25,15.3846
2000-08-28,2.2222
2000-08-29,-17.3913
2000-09-01,31.5789
2000-09-05,0.0
2000-09-07,-20.0
2000-09-11,22.5
2000-09-12,0.0
2000-09-13,-10.7143
2000-09-14,-8.5714
2000-09-18,-12.5
2000-09-19,14.2857
2000-09-22,-12.5
2000-09-26,14.2857
2000-09-27,-12.5
2000-09-28,0.0
2000-09-29,0.0
2000-10-02,0.0
2000-10-03,0.0
2000-10-04,-14.2857
2000-10-05,0.0
2000-10-09,0.0
2000-10-11,0.0
2000-10-13,0.0
2000-10-17,-6.6667
2000-10-20,7.1429
2000-10-23,-6.6667
2000-10-24,-25.0
2000-10-25,19.0476
2000-10-30,-20.0
2000-10-31,0.0
2000-11-02,15.0
2000-11-03,-13.0435
2000-11-07,15.0
2000-11-13,0.0
2000-11-20,0.0
2000-11-21,-47.8261
2000-11-22,-16.6667
2000-11-27,50.0
2000-11-28,-33.3333
2000-11-30,50.0
2000-12-05,-33.3333
2000-12-11,10.0
2000-12-12,0.0
2000-12-14,-9.0909
2000-12-18,-40.0
2000-12-19,16.6667
2000-12-20,-14.2857
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,-33.3333
2000-12-27,0.0
2000-12-28,-25.0
2000-12-29,66.6667
2001-01-02,30.0
2001-01-19,0.0
2001-01-22,-23.0769
2001-01-26,40.0
2001-01-29,14.2857
2001-02-02,-37.5
2001-02-07,30.0
2001-02-08,-23.0769
2001-02-22,-10.0
2001-02-28,-11.1111
2001-03-01,37.5
2001-03-02,27.2727
2001-03-05,-28.5714
2001-03-06,-40.0
2001-03-07,66.6667
2001-03-08,80.0
2001-03-09,0.0
2001-03-15,0.0
2001-03-21,-22.2222
2001-03-29,0.0
2001-03-30,28.5714
2001-04-03,-33.3333
2001-04-04,-66.6667
2001-04-05,100.0
2001-04-09,-25.0
2001-04-18,66.6667
2001-04-30,-40.0
2001-05-09,0.0
2001-05-10,0.0
2001-05-23,66.6667
2001-05-25,-20.0
2001-05-30,0.0
2001-05-31,-25.0
2001-06-01,33.3333
2001-07-02,25.0
2001-07-10,-20.0
2001-07-12,0.0
2001-07-13,25.0
2001-08-03,0.0
2001-08-09,0.0
2001-08-15,-60.0
2001-08-28,50.0
2001-09-17,-33.3333
2001-09-21,0.0
2001-09-26,0.0
2001-09-28,0.0
2001-10-09,0.0
2001-10-26,0.0
2001-11-08,0.0
2001-11-09,0.0
2001-11-14,0.0
2001-11-15,0.0
2001-11-19,0.0
2001-11-27,0.0
2001-11-28,0.0
2001-11-29,0.0
2001-11-30,0.0
2001-12-05,-50.0
2001-12-06,0.0
2001-12-10,0.0
2001-12-13,0.0
2001-12-14,0.0
2001-12-18,0.0
2001-12-21,0.0
2001-12-24,0.0
2001-12-26,-40.0
2001-12-27,150.0
2001-12-28,-33.3333
2001-12-31,50.0
2002-01-14,33.3333
2002-01-17,-25.0
2002-01-22,0.0
2002-01-23,0.0
2002-02-07,0.0
2002-03-07,-33.3333
2002-03-21,0.0
2002-03-26,0.0
2002-04-19,-50.0
2002-04-22,80.0
2002-04-23,0.0
2002-04-25,-11.1111
2002-05-02,-12.5
2002-05-09,-14.2857
2002-05-10,0.0
2002-05-20,0.0
2002-05-28,0.0
2002-06-17,0.0
2002-08-19,0.0
2002-08-21,0.0
2002-08-26,0.0
2002-08-29,0.0
2002-09-26,0.0
2002-10-03,0.0
2002-10-09,-83.3333
2002-10-16,400.0
2002-11-19,0.0
2002-11-20,0.0
2002-11-21,-80.0
2002-12-02,0.0
2002-12-09,0.0
2002-12-12,0.0
2002-12-16,0.0
2002-12-17,0.0
2002-12-19,0.0
2002-12-24,0.0
2003-01-10,0.0
2003-01-29,0.0
2003-01-30,0.0
2003-02-11,0.0
2003-02-12,0.0
2003-02-13,0.0
2003-03-10,0.0
2003-03-17,0.0
2003-03-19,0.0
2003-03-25,0.0
2003-04-08,0.0
2003-04-17,0.0
2003-04-22,0.0
2003-05-07,0.0
2003-05-15,0.0
2003-05-20,0.0
2003-05-23,0.0
2003-06-03,0.0
2003-06-27,0.0
2003-09-23,0.0
2003-10-07,0.0
2003-10-08,0.0
2003-11-17,0.0
2003-11-28,0.0
2003-12-03,0.0
2003-12-10,600.0
2003-12-11,-85.7143
2003-12-15,0.0
2003-12-16,0.0
2003-12-23,0.0
2003-12-29,0.0
2003-12-31,0.0
2004-02-06,0.0
2004-02-13,0.0
2004-03-01,0.0
2004-03-11,0.0
2004-03-31,0.0
2004-05-05,0.0
2004-06-17,0.0
2004-06-28,0.0
2004-08-06,0.0
2004-08-11,0.0
2004-08-24,0.0
2004-09-02,0.0
2004-10-11,0.0
2004-10-13,0.0
2004-10-25,0.0
2004-11-11,0.0
2004-11-15,0.0
2004-12-13,0.0
2004-12-30,0.0
2005-01-19,0.0
2005-01-20,0.0
2005-01-25,0.0
2005-02-07,0.0
2005-03-01,0.0
2005-03-04,0.0
2005-03-07,0.0
2005-03-09,0.0
2005-03-24,0.0
2005-03-29,0.0
2005-04-25,400.0
2005-04-28,-60.0
2005-05-11,0.0
2005-05-12,150.0
2005-05-16,100.0
2005-05-18,0.0
2005-05-24,0.0
2005-06-13,-90.0
2005-06-29,0.0
2005-08-05,0.0
2005-08-22,0.0
2005-10-04,0.0
2005-10-18,0.0
2005-11-16,0.0
2005-12-07,0.0
2005-12-19,0.0
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,0.0
2006-01-18,0.0
2006-02-02,0.0
2006-03-06,0.0
2006-03-31,0.0
2006-07-11,0.0
2006-08-10,900.0
2006-10-02,-90.0
2006-10-09,0.0
2006-10-16,0.0
2006-10-27,0.0
2006-11-02,0.0
2006-11-07,0.0
2006-11-15,900.0
2006-11-22,-50.0
2006-11-24,0.0
2007-01-17,0.0
2007-01-18,0.0
2007-02-07,0.0
2007-02-08,0.0
2007-03-02,40.0
2007-04-02,0.0
2007-04-04,0.0
2007-04-17,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-07-26,0.0
2007-09-10,0.0
2007-09-14,0.0
2007-09-28,0.0
2007-10-05,0.0
2007-10-24,0.0
2007-11-08,42.8571
2007-11-19,-30.0
2007-12-04,-42.8571
2007-12-17,25.0
2007-12-26,-40.0
2007-12-28,0.0
2007-12-31,0.0
2008-01-29,0.0
2008-02-04,0.0
2008-02-22,0.0
2008-02-25,0.0
2008-03-05,0.0
2008-03-14,0.0
2008-04-04,0.0
2008-05-07,0.0
2008-06-03,0.0
2008-06-06,0.0
2008-08-21,0.0
2008-10-01,0.0
2008-11-06,66.6667
2008-11-07,-40.0
2008-11-12,0.0
2008-12-04,0.0
2008-12-19,0.0
2008-12-29,0.0
2009-02-23,-62.5
2009-03-30,-11.1111
2009-05-01,0.0
2009-06-12,0.0
2009-09-03,12.5
2009-09-24,5.5556
2009-10-02,321.0526
2009-10-08,0.0
2009-10-14,100.0
2009-10-20,0.0
2009-10-28,-50.0
2009-11-11,-20.0
2009-12-16,25.0
2009-12-18,0.0
2010-02-08,0.0
2010-03-11,-72.5
2010-03-22,0.0
2010-05-20,9.0909
2010-05-26,1233.3333
2010-06-25,-50.0
2010-08-05,-88.75
2010-08-26,0.0
2010-08-27,0.0
2010-09-02,0.0
2010-09-28,0.0
2010-10-19,0.0
2010-11-09,0.0
2010-11-15,0.0
2010-11-29,5.5556
2010-12-29,0.0
2011-02-08,10.526299999999999
2011-03-01,0.0
2011-03-03,0.0
2011-04-13,14.2857
2011-04-21,8.3333
2011-06-06,515.3846
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,0.0
2011-08-09,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-15,-20.0
2011-09-19,0.0
2011-10-03,0.0
2011-11-03,0.0
2011-12-01,12.5
2011-12-15,0.0
2012-02-10,-44.4444
2012-02-28,0.0
2012-03-01,0.0
2012-04-10,0.0
2012-04-17,-10.0
2012-04-19,0.0
2012-04-20,455.5556
2012-04-23,-82.0
2012-04-27,0.0
2012-05-03,0.0
2012-05-04,0.0
2012-06-29,0.0
2012-07-02,0.0
2012-07-18,0.0
2012-07-19,-11.1111
2012-08-23,0.0
2012-09-05,0.0
2012-09-13,0.0
2012-10-09,0.0
2012-11-20,25.0
2013-01-11,0.0
2013-01-15,0.0
2013-02-05,0.0
2013-03-06,0.0
2013-04-09,0.0
2013-06-10,-20.0
2013-07-10,25.0
2013-07-24,0.0
2013-08-26,-40.0
2013-10-29,0.0
2013-11-15,0.0
2013-12-03,0.0
2013-12-11,0.0
2014-08-26,0.0
2014-09-09,0.0
2014-10-21,0.0
2014-12-19,0.0
2015-01-20,0.0
2015-03-05,166.6667
2015-03-09,-56.25
2015-04-09,0.0
2015-05-05,0.0
2015-06-19,0.0
2015-08-07,0.0
2015-08-14,0.0
2015-08-18,0.0
2015-11-06,0.0
2015-11-09,-14.2857
2015-12-23,0.0
2016-01-14,0.0
2016-03-30,-33.3333
2016-04-21,50.0
2016-05-20,33.3333
2016-06-09,25.0
2016-06-23,-20.0
2016-07-08,-12.5
2016-08-23,0.0
2016-08-31,0.0
2016-09-01,128.5714
2016-10-04,-50.0
2016-10-17,6.25
2016-10-21,-5.8824
2017-02-15,0.0
2017-04-07,150.0
2017-06-06,90.0
2017-07-31,5.2632
2017-08-01,0.0
2017-08-02,150.0
2017-09-15,100.0
2017-09-18,-92.0
2017-09-19,0.0
2017-09-26,0.0
2017-10-02,-37.5
2017-10-26,122.0
2017-10-27,80.1802
2017-10-31,0.0
2017-11-21,-74.5
2017-11-28,782.3529
2017-11-29,-88.4444
2017-11-30,473.0769
2017-12-01,33.557
2017-12-05,-86.9347
2017-12-07,665.3846
2017-12-13,-8.1658
2017-12-14,-84.9521
2017-12-20,0.0
2017-12-27,0.0
2018-01-25,0.0
2018-03-05,1.8182
2018-03-16,842.8571
2018-03-27,-81.0606
2018-04-02,0.0
2018-04-09,0.0
2018-04-17,-44.0
2018-04-27,78.5714
2018-05-02,-4.4
2018-05-15,-0.6276
2018-05-17,5.2632
2018-06-08,-27.0
2018-06-14,3.6986
2018-07-09,-0.9247
2018-07-11,33.2
2018-07-13,-26.7267
2018-07-31,32.9235
2018-08-27,2.7749
2018-08-30,0.0
2018-09-19,-27.0
2018-09-28,-4.1096
2018-10-05,-14.2857
2018-10-24,1.6667
2018-11-23,-9.8361
2018-11-30,-9.0909
2018-12-11,-20.0
2018-12-18,50.0
2018-12-28,-16.6667
2019-01-03,-20.0
2019-01-08,0.0
2019-01-11,0.0
2019-01-14,0.0
2019-02-15,0.0
2019-03-13,25.0
2019-03-14,0.0
2019-03-15,-20.0
2019-03-27,25.0
2019-04-01,100.0
2019-04-02,0.0
2019-04-12,-30.0
2019-04-18,0.0
2019-04-23,-42.8571
2019-04-25,0.0
2019-04-29,150.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-03,0.0
2019-05-10,0.0
2019-05-16,-50.0
2019-05-23,-20.0
2019-06-03,25.0
2019-06-06,0.0
2019-06-17,-20.0
2019-07-11,-12.5
2019-08-08,42.8571
2019-08-12,-30.0
2019-09-11,71.4286
2019-09-12,16.6667
2019-09-13,-28.5714
2019-09-16,-20.0
2019-09-17,57.5
2019-09-18,-34.9206
2019-09-19,-2.439
2019-09-20,-2.5
2019-09-23,105.1282
2019-09-26,-1.25
2019-09-27,-49.3671
2019-10-01,0.0
2019-10-07,-25.0
2019-10-08,33.3333
2019-10-09,-22.5
2019-10-10,-3.2258
2019-10-11,3.3333
2019-10-16,-3.2258
2019-10-17,33.3333
2019-10-18,-25.0
2019-11-12,0.0
2019-12-03,113.3333
2019-12-05,-37.5
2019-12-06,0.0
2019-12-10,-25.0
2019-12-20,0.0
2020-01-13,-33.3333
2020-01-21,20.0
2020-01-31,65.8333
2020-02-05,0.5025
2020-02-18,70.0
2020-02-20,2.9412000000000003
2020-02-21,28.5714
2020-02-26,-33.3333
2020-03-02,-16.6667
2020-03-05,80.0
2020-03-09,0.0
2020-03-13,-39.4444
2020-03-27,28.4404
2020-03-30,48.5714
2020-04-13,-13.461500000000001
2020-04-16,-5.5556
2020-04-17,-41.1765
2020-04-27,70.0
2020-05-05,-41.1765
2020-05-07,-2.0
2020-05-08,61.2245
2020-05-11,-24.0506
2020-05-12,0.0
2020-05-18,65.0
2020-05-19,-15.9596
2020-05-20,-39.9038
2020-05-22,-10.0
2020-06-04,-42.2222
2020-06-09,242.3077
2020-06-11,12.3596
2020-06-12,-72.0
2020-06-29,203.5714
2020-06-30,-64.7059
2020-07-01,53.3333
2020-07-02,139.1304
2020-07-06,-9.0909
2020-07-07,0.0
2020-07-08,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,-55.0
2020-07-20,233.3333
2020-07-21,0.0
2020-07-22,-33.3333
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,-10.0
2020-07-29,15.0
2020-07-30,-3.9130000000000003
2020-07-31,-9.5023
