ticker,DENI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-18,-19.3548
2014-04-03,18.4
2014-11-25,62.1622
2014-12-01,-7.5
2015-01-28,-15.57
2015-02-05,-1.2075
2015-02-25,-6.6667
2015-02-26,-1.7856999999999998
2015-03-09,-0.6061
2015-04-02,9.5122
2015-04-24,-8.1292
2015-05-18,1.2121
2015-06-19,1.7964
2015-07-16,-1.0588
2015-07-29,1.0702
2015-08-19,5.0588
2015-08-25,0.0
2015-10-13,0.0
2016-05-02,3.0952
2016-05-03,-0.1155
2016-05-10,1.1561
2016-06-06,-0.9143
2016-08-24,0.0
2016-08-25,0.5767
2016-09-01,0.0
2016-11-01,0.0
2016-11-02,2.6376
2016-11-03,2.2346
2017-04-25,7.0175
2017-06-05,9.2896
2017-06-15,0.0
2017-06-23,2.5
2017-07-20,-2.439
2017-07-26,2.5
2017-08-10,-2.439
2017-08-14,2.25
2017-08-16,-2.2005
2017-09-12,5.0
2017-09-22,0.0
2017-10-03,0.0
2017-10-04,2.8571
2017-10-06,0.0
2017-10-10,0.7407
2017-10-12,0.0
2017-10-16,-1.1949
2017-10-24,2.3256
2017-11-15,-1.3636
2017-11-20,-0.8295
2017-12-04,0.3717
2017-12-06,1.8519
2017-12-08,4.5455
2017-12-11,0.0
2018-01-02,0.9174
2018-01-16,9.0909
2018-01-18,-2.0833
2018-01-26,-0.4255
2018-02-01,2.5641
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-08,6.25
2018-04-10,-1.9607999999999999
2018-06-01,-5.6
2018-06-11,3.8136
2018-07-13,2.0408
2018-07-18,-4.8
2018-07-19,0.8403
2018-07-27,0.0
2018-07-31,0.4167
2018-08-07,0.8299
2018-08-22,0.6584
2018-08-29,0.1635
2018-08-31,-1.6327
2018-09-06,0.0
2018-09-12,0.8299
2018-09-13,0.5761
2018-09-25,0.0
2018-09-28,-0.5728
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-16,-2.0412
2018-10-17,0.5713
2018-10-23,-0.1671
2018-10-26,-3.3473
2018-10-29,0.8658
2018-10-30,2.1459
2018-11-02,-1.8487
2018-11-14,0.6849
2018-11-28,0.3401
2018-12-03,0.0
2018-12-04,-0.0847
2018-12-13,-1.1874
2018-12-19,-0.7725
2018-12-20,-0.7785
2019-01-08,-3.4039
2019-01-22,1.9048
2019-01-24,0.0
2019-01-28,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-05,7.3832
2019-02-06,-8.6162
2019-02-11,1.9048
2019-02-14,2.3364
2019-02-21,0.9132
2019-02-26,0.0
2019-02-27,0.4525
2019-03-08,-0.9009
2019-03-11,-3.1818
2019-04-18,-0.4695
2019-04-23,-0.4717
2019-05-08,3.7915
2019-05-16,-4.1096
2019-05-20,-0.9524
2019-06-28,5.2885
2019-07-24,-5.0228
2019-08-05,0.9615
2019-08-16,3.8095
2019-08-19,-3.6696999999999997
2019-09-06,0.0
2019-09-18,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-30,0.0
2019-10-03,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-17,0.0
2019-10-21,1.9048
2019-11-01,0.0
2019-11-19,0.4673
2019-11-21,0.0
2019-11-22,0.0
2019-11-26,0.0
2019-11-29,-0.4651
2019-12-05,0.4673
2019-12-09,0.0
2019-12-11,0.0
2019-12-16,1.3953
2019-12-17,0.4587
2019-12-19,0.4557
2019-12-26,7.7283
2019-12-27,0.4219
2019-12-30,0.0
2020-01-09,0.089
2020-01-13,0.4444
2020-01-17,0.4425
2020-02-11,1.7621
2020-02-24,0.0
2020-02-28,-4.7619
2020-03-11,-5.4545
2020-03-18,-4.3269
2020-03-20,0.5025
2020-03-23,-2.5
2020-03-27,-2.5641
2020-04-01,0.0
2020-04-02,0.0
2020-04-07,5.2632
2020-04-17,-2.5
2020-04-27,0.0
2020-05-07,1.0256
2020-05-11,-1.0162
2020-05-18,0.001
2020-06-01,0.0
2020-06-09,-16.9231
2020-06-18,7.4074
2020-06-19,0.5747
2020-06-25,4.0
2020-06-26,-1.0989
2020-06-30,0.0
2020-07-02,2.7767
2020-07-21,0.0011
2020-07-22,2.7027
