ticker,OCSL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-12,-14.1643
2008-06-13,1.0726
2008-06-16,1.2245
2008-06-17,0.4032
2008-06-18,-6.0241
2008-06-19,-3.6752000000000002
2008-06-20,-3.2831
2008-06-23,0.0917
2008-06-24,-0.0917
2008-06-25,-1.8349
2008-06-26,-3.9252000000000002
2008-06-27,-0.1946
2008-06-30,0.2924
2008-07-01,-0.3887
2008-07-02,-0.9756
2008-07-03,-3.4483
2008-07-07,1.4285999999999999
2008-07-08,-3.5211
2008-07-09,-6.1522
2008-07-10,1.1111
2008-07-11,1.7582
2008-07-14,-4.4276
2008-07-15,-8.2486
2008-07-16,4.5567
2008-07-17,0.2356
2008-07-18,3.1727
2008-07-21,3.7584999999999997
2008-07-22,0.5488
2008-07-23,0.9825
2008-07-24,0.1081
2008-07-25,-0.108
2008-07-28,-1.4054
2008-07-29,-0.9868
2008-07-30,1.3289
2008-07-31,5.3552
2008-08-01,2.4896
2008-08-04,-1.7206000000000001
2008-08-05,1.2358
2008-08-06,-0.8138
2008-08-07,0.2051
2008-08-08,-2.7636
2008-08-11,2.9474
2008-08-12,1.6360000000000001
2008-08-13,-0.6036
2008-08-14,3.3401
2008-08-15,3.9177
2008-08-18,-1.3195000000000001
2008-08-19,4.107
2008-08-20,-2.0183
2008-08-21,0.5618
2008-08-22,-1.2104
2008-08-25,-1.0368
2008-08-26,-3.8095
2008-08-27,3.4653
2008-08-28,6.3158
2008-08-29,0.36
2008-09-02,-1.3453
2008-09-03,1.8182
2008-09-04,-2.5
2008-09-05,1.5568
2008-09-08,-0.2705
2008-09-09,-4.186
2008-09-10,-1.6505
2008-09-11,0.1974
2008-09-12,-3.9409
2008-09-15,-1.5385
2008-09-16,-1.0417
2008-09-17,-5.4737
2008-09-18,-6.6815
2008-09-19,7.3986
2008-09-22,1.5556
2008-09-23,-1.5316999999999998
2008-09-24,-0.3333
2008-09-25,-1.3378
2008-09-26,4.2938
2008-09-29,2.9252000000000002
2008-09-30,5.7895
2008-10-01,-3.5821
2008-10-02,-12.2807
2008-10-03,-7.0588
2008-10-06,-4.4304
2008-10-07,-5.1656
2008-10-08,-4.7486
2008-10-09,-12.0235
2008-10-10,-6.8333
2008-10-13,32.2004
2008-10-14,7.7131
2008-10-15,-9.799
2008-10-16,13.5097
2008-10-17,-4.6626
2008-10-20,2.574
2008-10-21,-2.6349
2008-10-22,-6.3144
2008-10-23,-6.3274
2008-10-24,-11.0132
2008-10-27,-3.7954
