ticker,RCHA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-25,0.0
2014-02-27,-3.3333
2014-03-05,3.4483
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-12,0.0
2014-03-18,0.0
2014-04-01,-0.3333
2014-04-03,-3.01
2014-04-04,-31.3793
2014-04-07,53.2663
2014-04-08,8.1967
2014-04-09,10.6061
2014-04-10,-5.4452
2014-04-11,-2.3542
2014-04-14,-24.3323
2014-04-15,-1.1764999999999999
2014-04-16,3.1746
2014-04-17,0.0
2014-04-21,1.9231
2014-04-22,1.8868
2014-04-23,0.0
2014-04-24,-4.8148
2014-04-25,-6.6148
2014-04-28,-4.1667
2014-04-29,-0.1359
2014-04-30,-5.3061
2014-05-01,0.0
2014-05-02,-2.6149
2014-05-05,-5.5769
2014-05-06,-25.0
2014-05-07,-22.6667
2014-05-08,6.0345
2014-05-09,-35.7724
2014-05-12,-17.7215
2014-05-13,-30.7692
2014-05-14,100.0
2014-05-15,-11.1111
2014-05-16,12.5
2014-05-19,11.1111
2014-05-20,20.0
2014-05-21,7.5
2014-05-22,-6.9767
2014-05-23,0.0
2014-05-27,-2.0833
2014-05-28,6.2766
2014-05-29,4.1041
2014-05-30,-30.7692
2014-06-02,11.25
2014-06-03,9.8627
2014-06-04,9.0909
2014-06-05,-16.6667
2014-06-06,5.0
2014-06-09,0.0
2014-06-10,14.2857
2014-06-11,15.8333
2014-06-12,7.9137
2014-06-13,-0.0833
2014-06-16,-30.025
2014-06-17,-4.6484
2014-06-18,-4.125
2014-06-19,-0.9126
2014-06-20,-5.2632
2014-06-23,-22.2222
2014-06-24,-21.4286
2014-06-25,18.1818
2014-06-26,-7.6923
2014-06-27,-10.0
2014-06-30,21.5278
2014-07-01,-8.5714
2014-07-02,8.3333
2014-07-03,6.1538
2014-07-07,-5.7971
2014-07-08,-4.6154
2014-07-09,-3.2258
2014-07-10,-5.8333
2014-07-11,-0.2212
2014-07-14,22.3947
2014-07-15,-20.7428
2014-07-16,9.9429
2014-07-17,0.0
2014-07-18,16.4241
2014-07-21,-14.2857
2014-07-22,-8.3333
2014-07-23,25.4545
2014-07-24,-20.2899
2014-07-25,8.8636
2014-07-28,15.0313
2014-07-29,-12.8857
2014-07-30,-13.3333
2014-07-31,5.7692
2014-08-01,0.0
2014-08-04,23.4091
2014-08-05,-26.3352
2014-08-06,19.75
2014-08-07,0.2088
2014-08-08,-7.5
2014-08-11,7.8829
2014-08-12,0.0
2014-08-13,-7.5157
