ticker,SONO US Equity
2018-12-19,-0.8547
2018-12-20,-2.682
2018-12-21,-5.7087
2018-12-24,0.8351
2018-12-26,4.7619
2018-12-27,0.0988
2018-12-28,-4.3435
2018-12-31,1.3416000000000001
2019-01-02,6.11
2019-01-03,-3.167
2019-01-04,4.7572
2019-01-07,1.7029
2019-01-08,0.8372
2019-01-09,0.738
2019-01-10,-2.3810000000000002
2019-01-11,3.4709
2019-01-14,2.7199
2019-01-15,0.6178
2019-01-16,0.9649
2019-01-17,2.0851
2019-01-18,-0.2553
2019-01-22,-5.0341
2019-01-23,-0.8086
2019-01-24,-1.6303999999999998
2019-01-25,1.105
2019-01-28,0.0911
2019-01-29,1.9108
2019-01-30,3.3036
2019-01-31,2.5929
2019-02-01,2.5274
2019-02-04,7.2309
2019-02-05,0.9195
2019-02-06,-6.0744
2019-02-07,-11.7219
2019-02-08,-2.0147
2019-02-11,2.8037
2019-02-12,2.0
2019-02-13,0.6239
2019-02-14,-1.5058
2019-02-15,3.5072
2019-02-19,-0.6082
2019-02-20,-0.7867
2019-02-21,-1.8502
2019-02-22,0.2693
2019-02-25,0.1791
2019-02-26,-3.0384
2019-02-27,-1.4747
2019-02-28,-3.3676
2019-03-01,2.0329
2019-03-04,0.2846
2019-03-05,-0.9461
2019-03-06,-2.3878
2019-03-07,-3.6204
2019-03-08,1.3197999999999999
2019-03-11,1.2024
2019-03-12,0.495
2019-03-13,-0.3941
2019-03-14,-1.8793
2019-03-15,1.0081
2019-03-18,1.7964
2019-03-19,-1.4706000000000001
2019-03-20,-0.4975
2019-03-21,0.8
2019-03-22,-2.2817
2019-03-25,-0.7107
2019-03-26,0.6135
2019-03-27,0.3049
2019-03-28,3.1408
2019-03-29,1.0806
2019-04-01,2.4295
2019-04-02,5.5028
2019-04-03,-1.3489
2019-04-04,2.5524
2019-04-05,-1.4222000000000001
2019-04-08,1.3526
2019-04-09,0.8897
2019-04-10,3.7037
2019-04-11,-0.5952
2019-04-12,2.053
2019-04-15,0.2515
2019-04-16,-1.8395000000000001
2019-04-17,0.0
2019-04-18,0.7666
2019-04-22,-3.5503
2019-04-23,-1.4022999999999999
2019-04-24,-2.3111
2019-04-25,-2.6388
2019-04-26,0.0935
2019-04-29,3.1746
2019-04-30,-1.1764999999999999
2019-05-01,-2.4725
2019-05-02,2.8169
2019-05-03,2.8311
2019-05-06,-0.0888
2019-05-07,-3.4667
2019-05-08,-4.2357
2019-05-09,-1.3462
2019-05-10,5.4581
2019-05-13,-4.6211
2019-05-14,2.6163
2019-05-15,-1.2276
2019-05-16,2.5813
2019-05-17,-1.9571
2019-05-20,-0.5703
2019-05-21,0.3824
2019-05-22,-0.4762
2019-05-23,-1.3397000000000001
2019-05-24,0.7759
2019-05-28,-0.0962
2019-05-29,-1.4451
2019-05-30,1.0753
2019-05-31,-1.8375
2019-06-03,-3.1527
2019-06-04,6.002
2019-06-05,-0.7678
2019-06-06,1.7408000000000001
2019-06-07,2.0913
2019-06-10,1.7691
2019-06-11,3.2022
2019-06-12,-0.6206
2019-06-13,3.2114
2019-06-14,0.6914
2019-06-17,-0.2575
2019-06-18,1.2909
2019-06-19,-0.3398
2019-06-20,-0.682
2019-06-21,-2.6609
2019-06-24,-1.2346
2019-06-25,-2.7679
2019-06-26,3.3058
2019-06-27,-0.9778
2019-06-28,1.7953000000000001
2019-07-01,0.2646
2019-07-02,-1.0554
2019-07-03,-0.8
2019-07-05,-2.4194
2019-07-08,-2.0202
2019-07-09,0.4686
2019-07-10,0.1866
2019-07-11,1.4898
2019-07-12,1.2844
2019-07-15,-0.6341
2019-07-16,1.732
2019-07-17,0.7168
2019-07-18,-2.758
2019-07-19,-1.2809
2019-07-22,-1.9462000000000002
2019-07-23,-0.3781
2019-07-24,-0.0949
2019-07-25,1.2346
2019-07-26,0.0
2019-07-29,1.6886
2019-07-30,-0.1845
2019-07-31,0.2773
2019-08-01,-2.4885
2019-08-02,-1.0397
2019-08-05,-3.5339
2019-08-06,-2.9703
2019-08-07,3.6734999999999998
2019-08-08,4.9213000000000005
2019-08-09,7.9737
2019-08-12,1.1295
2019-08-13,2.0619
2019-08-14,0.2525
2019-08-15,-2.183
2019-08-16,2.2318
2019-08-19,13.3501
2019-08-20,4.1481
2019-08-21,-2.9872
2019-08-22,0.1466
2019-08-23,-2.2694
2019-08-26,0.824
2019-08-27,-3.4918
2019-08-28,3.1563
2019-08-29,-0.0746
2019-08-30,8.4391
2019-09-03,-2.7548
2019-09-04,4.1785
2019-09-05,1.2916
2019-09-06,-2.6846
2019-09-09,1.7931
2019-09-10,3.1165
2019-09-11,0.0657
2019-09-12,-1.3789
2019-09-13,-0.1332
2019-09-16,1.2667
2019-09-17,0.1975
2019-09-18,-1.3798
2019-09-19,0.4664
2019-09-20,-1.1273
2019-09-23,-0.2012
2019-09-24,-1.5457
2019-09-25,-5.0171
2019-09-26,-3.4136
2019-09-27,0.5208
2019-09-30,-0.7402
2019-10-01,-2.8337
2019-10-02,-0.8442
2019-10-03,1.3932
2019-10-04,2.2137000000000002
2019-10-07,0.5975
2019-10-08,-0.7424
2019-10-09,0.2244
2019-10-10,-0.9701
2019-10-11,0.6029
2019-10-14,-1.7978
2019-10-15,3.5088
2019-10-16,-1.6949
2019-10-17,1.1994
2019-10-18,-1.9259
2019-10-21,-0.4532
2019-10-22,2.2762000000000002
2019-10-23,-5.9347
2019-10-24,0.4732
2019-10-25,0.5495
2019-10-28,2.5761
2019-10-29,2.5114
2019-10-30,-2.2272
2019-10-31,-0.6834
2019-11-01,2.5994
2019-11-04,1.4903
2019-11-05,-1.1747
2019-11-06,6.5379000000000005
2019-11-07,4.6722
2019-11-08,-0.0666
2019-11-11,-0.2667
2019-11-12,-1.6711
2019-11-13,0.9517
2019-11-14,0.0
2019-11-15,-2.3569
2019-11-18,1.3793
2019-11-19,-1.2925
2019-11-20,-4.4108
2019-11-21,2.5234
2019-11-22,6.3994
2019-11-25,2.1811
2019-11-26,-4.7865
2019-11-27,-5.7065
2019-11-29,-0.2161
2019-12-02,-5.9206
2019-12-03,1.6117
2019-12-04,1.0574
2019-12-05,-1.6442
2019-12-06,1.0258
2019-12-09,2.4445
2019-12-10,-0.8443
2019-12-11,0.3332
2019-12-12,2.2878
2019-12-13,-0.3608
2019-12-16,5.0688
2019-12-17,-0.7581
2019-12-18,1.9097
2019-12-19,2.0784
2019-12-20,-1.0013
2019-12-23,1.0789
2019-12-24,-0.1334
2019-12-26,0.668
2019-12-27,-0.3981
2019-12-30,1.1992
2019-12-31,2.8308
2020-01-02,1.1524
2020-01-03,-0.0633
2020-01-06,-0.8866
2020-01-07,0.639
2020-01-08,-5.1429
2020-01-09,2.8112
2020-01-10,-0.8464
2020-01-13,-2.1011
2020-01-14,-2.0791
2020-01-15,0.9932
2020-01-16,4.1709
2020-01-17,-1.5625
2020-01-21,-2.1164
2020-01-22,-2.2973
2020-01-23,-0.6916
2020-01-24,-2.0891
2020-01-27,-2.7027
2020-01-28,0.8772
2020-01-29,1.5217
2020-01-30,-0.3569
2020-01-31,-1.7191999999999998
2020-02-03,2.0408
2020-02-04,4.2143
2020-02-05,-3.3585
2020-02-06,11.773
2020-02-07,-11.1358
2020-02-10,-1.7494
2020-02-11,0.5087
2020-02-12,0.3254
2020-02-13,-1.2612999999999999
2020-02-14,-2.0438
2020-02-18,-1.7139
2020-02-19,7.2024
2020-02-20,-1.2023
2020-02-21,-7.3729
2020-02-24,-7.3416
2020-02-25,2.2519
2020-02-26,0.1631
2020-02-27,-5.5375
2020-02-28,-0.5172
2020-03-02,-0.5633
2020-03-03,-2.3965
2020-03-04,1.25
2020-03-05,-6.9665
2020-03-06,-0.6635
2020-03-09,-3.0534
2020-03-10,0.4921
2020-03-11,-3.6239
2020-03-12,-16.8699
2020-03-13,3.3007
2020-03-16,-11.5976
2020-03-17,-1.6064
2020-03-18,-5.1701
2020-03-19,12.1951
2020-03-20,1.2788
2020-03-23,3.6616
2020-03-24,7.9172
2020-03-25,2.8217
2020-03-26,3.4029
2020-03-27,-8.4926
2020-03-30,-2.5522
2020-03-31,0.9524
2020-04-01,-5.1887
2020-04-02,-0.7463
2020-04-03,0.1253
2020-04-06,8.761
2020-04-07,1.9563000000000001
2020-04-08,1.693
2020-04-09,2.1088
2020-04-13,-2.3913
2020-04-14,3.5635
2020-04-15,2.1505
2020-04-16,-2.3158
2020-04-17,-8.5129
2020-04-20,2.4735
2020-04-21,-1.0345
2020-04-22,2.7875
2020-04-23,0.452
2020-04-24,0.1125
2020-04-27,5.5056
2020-04-28,0.7455
2020-04-29,5.3911
2020-04-30,2.5075
2020-05-01,-5.9687
2020-05-04,0.0
2020-05-05,0.8325
2020-05-06,3.7152
2020-05-07,-4.8756
2020-05-08,9.6234
2020-05-11,-6.9656
2020-05-12,-2.5641
2020-05-13,-4.0
2020-05-14,-0.4386
2020-05-15,0.0
2020-05-18,7.0485
2020-05-19,-3.3951000000000002
2020-05-20,2.5559
2020-05-21,19.5223
2020-05-22,-3.1277
2020-05-26,-5.2018
2020-05-27,3.3113
2020-05-28,-5.8608
2020-05-29,5.642
2020-06-01,2.1179
2020-06-02,-2.7051
2020-06-03,3.0584
2020-06-04,-0.2698
2020-06-05,-0.3607
2020-06-08,13.8462
2020-06-09,2.6231999999999998
2020-06-10,-8.0558
2020-06-11,2.4431
2020-06-12,0.699
2020-06-15,7.6358
2020-06-16,-1.0622
2020-06-17,7.4387
2020-06-18,-11.4918
2020-06-19,-3.7096999999999998
2020-06-22,17.7973
2020-06-23,0.2488
2020-06-24,-2.3404
2020-06-25,1.5251000000000001
2020-06-26,7.2961
2020-06-29,-3.8
2020-06-30,1.3860000000000001
2020-07-01,0.7519
2020-07-02,2.6459
2020-07-06,-0.4627
2020-07-07,-0.4648
2020-07-08,1.7345000000000002
2020-07-09,-0.459
2020-07-10,-0.4941
2020-07-13,-5.0645
2020-07-14,2.7894
2020-07-15,-0.0678
2020-07-16,11.0659
2020-07-17,-1.2836
2020-07-20,0.743
2020-07-21,3.8106999999999998
2020-07-22,1.0065
2020-07-23,-0.8792
2020-07-24,-3.016
2020-07-27,3.9024
2020-07-28,-3.4624
2020-07-29,-4.3161
2020-07-30,0.953
2020-07-31,0.6923
