ticker,SRNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-28,33.3333
2011-06-22,525.0
2011-06-23,0.0
2011-07-15,20.0
2011-07-19,33.3333
2011-07-29,25.0
2011-08-29,20.0
2011-08-31,25.0
2011-09-06,-14.4
2011-09-07,57.3209
2011-09-27,0.0
2011-10-05,20.7921
2011-10-17,22.9508
2011-11-01,16.6667
2011-11-11,0.0
2011-11-16,14.2857
2012-06-05,0.0
2012-06-29,0.0
2012-12-27,-49.5
2013-11-08,-82.6733
2014-03-14,1042.8571
2014-03-17,-25.0
2014-03-18,33.3333
2014-03-21,-25.0
2014-03-24,-16.6667
2014-03-25,0.0
2014-03-26,12.0
2014-03-27,79.2857
2014-03-28,43.4263
2014-03-31,118.0556
2014-04-01,-12.4841
2014-04-02,-12.6638
2014-04-03,-1.6667
2014-04-04,21.1864
2014-04-07,3.3566
2014-04-08,-3.9242
2014-04-09,-4.9296
2014-04-10,0.0
2014-04-11,3.7037
2014-04-14,-2.8571
2014-04-15,-4.4118
2014-04-16,-3.6923
2014-04-17,-15.3355
2014-04-21,-5.6604
2014-04-22,-15.0
2014-04-23,-10.5882
2014-04-24,27.1053
2014-04-25,3.5197000000000003
2014-04-28,0.0
2014-04-29,-4.0
2014-04-30,-10.4167
2014-05-01,-22.7907
2014-05-02,5.4217
2014-05-05,1.7143000000000002
2014-05-06,-1.6854
2014-05-07,-11.4286
2014-05-08,1.6129
2014-05-09,-9.5238
2014-05-12,-12.2807
2014-05-13,25.6
2014-05-14,0.0
2014-05-15,1.9108
2014-05-16,1.25
2014-05-19,3.3951000000000002
2014-05-20,1.4925
2014-05-21,-2.9412000000000003
2014-05-22,4.5455
2014-05-23,-11.8841
2014-05-27,5.2632
2014-05-28,-1.5625
2014-05-29,0.0
2014-05-30,7.9365
2014-06-02,-13.2353
2014-06-03,0.0
2014-06-04,-3.3898
2014-06-06,5.2632
2014-06-09,-8.3333
2014-06-10,1.8182
2014-06-11,-7.1429
2014-06-12,-8.0769
2014-06-13,-12.1339
2014-06-16,5.7143
2014-06-17,24.7748
2014-06-18,15.5235
2014-06-19,7.8125
2014-06-20,4.3478
2014-06-23,10.8333
2014-06-24,-14.787
2014-06-25,-0.2941
2014-06-26,-2.3599
2014-06-27,3.3233
2014-06-30,-0.2924
2014-07-01,-7.6246
2014-07-02,-3.4920999999999998
2014-07-03,-0.3289
2014-07-07,1.6502
2014-07-08,2.2727
2014-07-09,0.6349
2014-07-10,-1.8927
2014-07-11,-2.2508
