ticker,DCF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-30,0.2008
2017-10-31,0.1002
2017-11-01,-0.3003
2017-11-02,0.2008
2017-11-03,0.3006
2017-11-06,-0.2997
2017-11-07,-0.3006
2017-11-08,0.0
2017-11-09,0.0653
2017-11-10,-0.0653
2017-11-13,0.0211
2017-11-14,0.2803
2017-11-15,0.0902
2017-11-16,0.4095
2017-11-17,-0.1994
2017-11-20,0.2008
2017-11-21,0.0
2017-11-22,-0.2991
2017-11-24,0.1
2017-11-27,-0.0949
2017-11-28,-0.205
2017-11-29,0.0992
2017-11-30,0.0911
2017-12-01,-0.021
2017-12-04,-0.037
2017-12-05,-0.1321
2017-12-06,-0.501
2017-12-07,0.3656
2017-12-08,-0.3261
2017-12-11,-0.1389
2017-12-12,0.0
2017-12-13,-0.3649
2017-12-14,-1.8191000000000002
2017-12-15,0.943
2017-12-18,-0.0565
2017-12-19,-2.3163
2017-12-20,-0.3155
2017-12-21,-1.904
2017-12-22,1.3506
2017-12-26,0.052
2017-12-27,1.6966999999999999
2017-12-28,-1.147
2017-12-29,-0.8439
2018-01-02,0.4255
2018-01-03,3.2828
2018-01-04,0.5128
2018-01-05,-0.3541
2018-01-08,-0.0533
2018-01-09,0.0512
2018-01-10,-0.256
2018-01-11,0.0
2018-01-12,-1.1294
2018-01-16,1.7029999999999998
2018-01-17,-0.5133
2018-01-18,0.9288
2018-01-19,-0.2117
2018-01-22,-0.5052
2018-01-23,0.5149
2018-01-24,-2.3053
2018-01-25,1.5207000000000002
2018-01-26,-0.3099
2018-01-29,0.829
2018-01-30,-0.6166
2018-01-31,0.1034
2018-02-01,-0.2066
2018-02-02,1.5528
2018-02-05,-0.5097
2018-02-06,-0.4098
2018-02-07,1.1317
2018-02-08,-0.4385
2018-02-09,-2.8722
2018-02-12,0.402
2018-02-13,-0.2086
2018-02-14,-0.4224
2018-02-15,-0.4242
2018-02-16,-0.1065
2018-02-20,0.8529
2018-02-21,-0.1068
2018-02-22,0.1069
2018-02-23,0.4218
2018-02-26,-0.0347
2018-02-27,-0.9119
2018-02-28,0.5313
2018-03-01,-0.0529
2018-03-02,-0.0529
2018-03-05,0.4127
2018-03-06,0.4215
2018-03-07,0.5363
2018-03-08,0.5209
2018-03-09,-0.4154
2018-03-12,-0.6257
2018-03-13,-0.2728
2018-03-14,0.9524
2018-03-15,-0.5514
2018-03-16,-0.1823
2018-03-19,0.4213
2018-03-20,0.0
2018-03-21,0.3155
2018-03-22,0.5241
