ticker,IOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,2.2222
2000-01-06,0.0
2000-01-07,-2.1739
2000-01-10,6.6667
2000-01-11,-2.0833
2000-01-14,-2.1277
2000-01-19,-2.1739
2000-01-25,-2.2222
2000-01-28,-2.2727
2000-01-31,0.0
2000-02-01,0.0
2000-02-07,-2.3256
2000-02-08,0.0
2000-02-09,4.7619
2000-02-10,-2.2727
2000-02-11,0.0
2000-02-14,-2.3256
2000-02-15,2.3810000000000002
2000-02-16,-2.3256
2000-02-17,2.3810000000000002
2000-02-18,-2.3256
2000-02-23,4.7619
2000-02-24,6.8182
2000-02-25,1.0638
2000-02-29,-2.1053
2000-03-01,-3.2258
2000-03-02,3.3333
2000-03-06,5.3763
2000-03-08,-4.0816
2000-03-09,-2.1277
2000-03-10,10.8696
2000-03-13,0.3922
2000-03-15,6.0
2000-03-16,-5.6604
2000-03-17,0.0
2000-03-20,4.0
2000-03-21,9.6154
2000-03-22,1.7544
2000-03-23,1.7241
2000-03-30,-1.6949
2000-03-31,1.7241
2000-04-03,-1.6949
2000-04-04,-3.4483
2000-04-05,5.3571
2000-04-06,-1.6949
2000-04-07,-1.7241
2000-04-10,0.0
2000-04-13,-1.7544
2000-04-14,-1.7856999999999998
2000-04-17,-3.6364
2000-04-20,-1.8868
2000-04-25,3.8462
2000-04-26,-1.8519
2000-05-01,0.0
2000-05-11,-3.7736
2000-05-15,3.9215999999999998
2000-05-16,-1.8868
2000-05-17,0.0
2000-05-19,1.9231
2000-05-23,-1.8868
2000-05-30,1.9231
2000-06-01,7.5472
2000-06-05,-3.5088
2000-06-07,1.8182
2000-06-08,3.5714
2000-06-12,-2.5862
2000-06-13,-2.3009
2000-06-14,1.8519
2000-06-15,-38.1818
2000-06-16,-23.5294
2000-06-19,23.0769
2000-06-23,50.0
2000-06-26,-3.125
2000-06-27,3.2258
2000-06-28,4.1667
2000-06-29,17.0
2000-06-30,-0.8547
2000-07-03,1.7241
2000-07-05,-3.3898
2000-07-07,3.5088
2000-07-10,-5.0847
2000-07-11,3.5714
2000-07-12,-3.4483
2000-07-13,-1.7856999999999998
2000-07-17,0.0
2000-07-18,0.0
2000-07-19,2.7273
2000-07-20,-2.6549
2000-07-24,-0.9091
2000-07-26,1.8349
2000-07-28,-2.7027
2000-08-02,20.3704
2000-08-03,4.6154
2000-08-04,-1.4706000000000001
2000-08-07,2.2388
2000-08-08,0.0
2000-08-09,6.5693
2000-08-10,-1.3699
2000-08-14,2.7778
