ticker,TDNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-09-09,0.0
2013-10-01,-22.2222
2013-11-01,0.0
2013-11-06,7.1429
2014-04-11,-6.6667
2014-08-13,8.5714
2014-08-14,0.0
2014-08-15,-5.2632
2014-08-21,5.5556
2014-08-22,31.5789
2014-08-25,-24.0
2014-08-26,0.0
2014-09-02,3.9474
2014-09-03,0.0
2014-09-04,3.7975
2014-09-05,0.0
2014-09-08,0.0
2014-09-09,1.2195
2014-09-10,0.0
2014-09-12,0.0
2014-09-15,2.4096
2014-09-16,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,1.1764999999999999
2014-09-23,2.3256
2014-09-24,0.0
2014-09-25,2.2727
2014-09-26,0.0
2014-09-29,-1.1111
2014-09-30,1.1236
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-07,0.0
2014-10-09,-1.125
2014-10-10,1.1378
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,-6.6667
2014-10-20,4.7619
2014-10-21,2.2727
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,-5.5556
2014-10-27,0.0
2014-10-28,1.1764999999999999
2014-10-29,-1.1628
2014-10-30,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,5.8824
2014-11-06,0.0
2014-11-07,-2.2222
2014-11-10,2.2727
2014-11-11,0.0
2014-11-13,-4.4444
2014-11-14,-1.1628
2014-11-18,1.1764999999999999
2014-11-19,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-28,0.0
2014-12-01,5.814
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,0.0
2014-12-08,-3.2967
2014-12-12,-5.6818
2014-12-15,9.616
2014-12-19,0.0206
2014-12-24,0.0
2015-01-05,-3.2967
2015-01-07,6.8182
2015-01-09,0.0
2015-01-15,0.0
2015-01-16,-0.0133
2015-01-20,2.1412
2015-01-23,-1.0417
2015-01-26,1.0526
2015-01-27,0.0
2015-01-29,-5.2083
2015-01-30,0.0
2015-02-03,4.3956
2015-02-05,0.0
2015-02-09,-15.7895
2015-02-13,5.0
2015-02-17,0.0
2015-02-24,0.0
2015-02-26,-4.7619
2015-03-09,-10.0
2015-03-18,22.2222
2015-03-23,0.0
2015-03-24,0.0
2015-04-02,0.0
2015-04-07,0.0
2015-04-09,3.4091
2015-04-29,-20.8791
2015-04-30,26.3715
2015-05-11,0.0137
2015-05-12,-1.0989
2015-05-20,2.2222
2015-05-21,0.0
