ticker,MCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-08,6.3143
2017-11-09,-0.5106
2017-11-10,-0.081
2017-11-13,2.5683
2017-11-14,-2.214
2017-11-15,4.4205
2017-11-16,1.0325
2017-11-17,1.1497
2017-11-20,4.3698
2017-11-21,1.8151000000000002
2017-11-22,-0.309
2017-11-24,0.5007
2017-11-27,0.9253
2017-11-28,-0.1175
2017-11-29,2.7301
2017-11-30,0.252
2017-12-01,0.4342
2017-12-04,1.6155
2017-12-05,-0.1791
2017-12-06,0.1346
2017-12-07,3.069
2017-12-08,2.7168
2017-12-11,1.1849
2017-12-12,4.6215
2017-12-13,-7.7354
2017-12-14,-5.8492
2017-12-15,2.5080999999999998
2017-12-18,6.5993
2017-12-19,-6.2961
2017-12-20,2.809
2017-12-21,-0.5464
2017-12-22,-5.0989
2017-12-26,1.3201
2017-12-27,-0.7543
2017-12-28,-0.714
2017-12-29,-2.3428
2018-01-02,8.0523
2018-01-03,-0.6155
2018-01-04,1.7252999999999998
2018-01-05,-0.3696
2018-01-08,-0.5238
2018-01-09,0.1975
2018-01-10,-0.9415
2018-01-11,-0.84
2018-01-12,0.2006
2018-01-16,-0.2892
2018-01-17,-1.6957
2018-01-18,-2.4058
2018-01-19,-0.1628
2018-01-22,1.0016
2018-01-23,1.9603000000000002
2018-01-24,0.0
2018-01-25,-1.2667
2018-01-26,-1.1226
2018-01-29,0.7878
2018-01-30,2.4138
2018-01-31,6.5993
2018-02-01,1.1581
2018-02-02,-2.7893
2018-02-05,-1.0278
2018-02-06,-2.0338
2018-02-07,-0.4859
2018-02-08,-0.3329
2018-02-09,-0.4676
2018-02-12,1.8121
2018-02-13,-1.1206
2018-02-14,0.4222
2018-02-15,-0.1328
2018-02-16,1.1743999999999999
2018-02-20,-0.4599
2018-02-21,0.264
2018-02-22,-1.3605
2018-02-23,0.6897
2018-02-26,-0.1989
2018-02-27,-0.2657
2018-02-28,-1.3984
2018-03-01,0.4953
2018-03-02,1.4785
2018-03-05,2.649
2018-03-06,-0.1505
2018-03-07,0.6246
2018-03-08,-1.113
2018-03-09,1.2771
2018-03-12,-4.766
2018-03-13,1.9300000000000002
2018-03-14,-2.9282
2018-03-15,-0.9072
2018-03-16,0.4349
2018-03-19,-2.2334
2018-03-20,-0.7459
2018-03-21,0.2114
2018-03-22,-1.3357999999999999
2018-03-23,-1.0214
2018-03-26,1.8239
2018-03-27,-1.8383
2018-03-28,-0.4802
2018-03-29,1.5923
2018-04-02,0.9261
