ticker,BZWR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-16.6667
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-21,10.0
2000-02-08,60.0
2000-02-16,-54.5455
2000-02-22,200.0
2000-02-24,0.0
2000-03-03,0.0
2000-03-13,-66.6667
2000-03-15,200.0
2000-04-10,-66.6667
2000-04-12,0.0
2000-04-17,0.0
2000-04-26,-40.0
2000-04-28,0.0
2000-05-10,0.0
2000-05-24,0.0
2000-06-06,0.0
2000-06-15,0.0
2000-06-21,0.0
2000-06-23,0.0
2000-07-21,0.0
2000-07-27,66.6667
2000-07-28,0.0
2000-08-18,-40.0
2000-09-06,100.0
2000-09-20,-6.6667
2000-10-17,-50.0
2000-10-19,7.1429
2000-10-23,-20.0
2000-10-24,16.6667
2000-10-27,7.1429
2000-10-31,60.0
2000-11-07,0.0
2000-11-20,-20.8333
2000-11-24,-21.0526
2000-11-28,33.3333
2000-12-04,-25.0
2000-12-19,-33.3333
2001-01-08,0.0
2001-01-09,0.0
2001-02-13,0.0
2001-02-14,0.0
2001-02-23,50.0
2001-02-27,-20.0
2001-03-06,0.0
2001-03-23,-16.6667
2001-03-29,0.0
2001-04-18,-5.0
2001-05-24,0.0
2001-06-13,0.0
2001-06-18,0.0
2001-06-19,10.526299999999999
2001-07-12,-9.5238
2001-07-17,47.3684
2001-08-02,-28.5714
2001-09-10,0.0
2001-09-17,50.0
2001-09-20,-33.3333
2001-09-21,0.0
2001-11-27,-30.0
2001-11-29,0.0
2001-12-04,-28.5714
2001-12-12,0.0
2001-12-19,40.0
2002-01-02,-14.2857
2002-01-31,50.0
2002-02-01,-11.1111
2002-03-13,0.0
2002-05-02,-12.5
2002-06-11,0.0
2002-07-01,0.0
2002-07-22,-28.5714
2002-08-20,60.0
2002-09-30,25.0
2002-10-02,-50.0
2002-10-07,100.0
2002-10-08,0.0
2002-10-15,40.0
2002-10-23,0.0
2002-10-29,0.0
2002-10-31,-28.5714
2002-11-01,50.0
2002-11-04,-33.3333
2002-11-20,-50.0
2002-12-27,300.0
2003-02-14,0.0
2003-02-26,0.0
2003-02-27,-25.0
2003-03-10,-26.6667
2003-03-17,45.4545
2003-03-18,43.75
2003-03-19,0.0
2003-03-21,-30.4348
2003-04-14,12.5
2003-05-21,0.0
2003-05-28,11.1111
2003-06-04,0.0
2003-06-27,-50.0
2003-08-05,100.0
2003-08-08,-35.0
2003-10-17,15.3846
