ticker,NXEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-30,-88.2353
2000-03-31,0.0
2000-04-03,0.0
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,300.0
2000-04-11,-96.0
2000-04-19,0.0
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,400.0
2000-04-28,-80.0
2000-05-11,0.0
2000-05-16,0.0
2000-05-17,400.0
2000-05-19,-60.0
2000-05-23,173.4375
2000-05-24,-63.4286
2000-06-08,-50.0
2000-06-12,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-21,0.0
2000-06-22,400.0
2000-07-05,-20.0
2000-07-06,-97.5
2000-07-07,0.0
2000-07-10,0.0
2000-07-11,0.0
2000-07-12,0.0
2000-07-19,0.0
2000-07-31,0.0
2000-08-01,0.0
2000-08-16,2900.0
2000-08-22,-96.6667
2000-08-24,0.0
2000-08-30,0.0
2000-09-05,0.0
2000-09-11,0.0
2000-09-15,0.0
2000-09-18,0.0
2000-09-19,0.0
2000-09-25,0.0
2000-09-26,0.0
2000-09-29,0.0
2000-10-03,0.0
2000-10-06,0.0
2000-10-09,0.0
2000-10-23,0.0
2000-10-24,0.0
2000-10-26,0.0
2000-10-30,0.0
2000-11-01,0.0
2000-11-03,0.0
2000-11-06,0.0
2000-11-07,0.0
2000-11-08,0.0
2000-11-15,0.0
2000-11-16,1900.0
2000-11-17,-95.0
2000-11-20,0.0
2000-11-21,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-11-30,0.0
2000-12-01,0.0
2000-12-04,0.0
2000-12-05,0.0
2000-12-06,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-11,0.0
2000-12-12,1900.0
2000-12-13,-92.5
2000-12-14,1233.3333
2000-12-15,-92.5
2000-12-18,1566.6667
2000-12-19,-94.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,166.6667
2000-12-29,0.0
2001-01-03,-75.0
2001-01-12,50.0
2001-01-16,0.0
2001-01-18,0.0
2001-01-29,0.0
2001-01-31,0.0
2001-02-02,-33.3333
2001-02-06,0.0
2001-02-20,0.0
2001-02-21,0.0
2001-02-23,0.0
2001-02-27,0.0
2001-02-28,0.0
2001-03-06,300.0
2001-03-07,0.0
2001-03-12,-50.0
2001-03-13,0.0
2001-03-15,400.0
2001-03-20,-80.0
2001-03-26,0.0
2001-03-27,0.0
2001-04-04,0.0
2001-04-06,0.0
