ticker,CLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.3573
2000-01-04,-2.6684
2000-01-05,2.6109999999999998
2000-01-06,0.8906
2000-01-07,5.5485
2000-01-10,-1.0753
2000-01-11,0.9662
2000-01-12,-0.1196
2000-01-13,5.3892
2000-01-14,-1.3636
2000-01-18,-2.765
2000-01-19,-1.5403
2000-01-20,0.1203
2000-01-21,-2.6442
2000-01-24,-3.4568
2000-01-25,-3.3247999999999998
2000-01-26,1.1905000000000001
2000-01-27,-0.7582
2000-01-28,-0.7937
2000-01-31,1.8667
2000-02-01,0.5236
2000-02-02,0.651
2000-02-03,-3.4929
2000-02-04,-5.8981
2000-02-07,-2.7066
2000-02-08,5.4173
2000-02-09,-0.4167
2000-02-10,-6.5551
2000-02-11,-3.2836
2000-02-14,1.0802
2000-02-15,0.1527
2000-02-16,-0.9146
2000-02-17,0.4615
2000-02-18,-4.441
2000-02-22,0.8013
2000-02-23,0.6359
2000-02-24,-1.8957000000000002
2000-02-25,-3.8647
2000-02-28,4.5226
2000-02-29,3.6859
2000-03-01,-0.7728
2000-03-02,0.3115
2000-03-03,2.3292
2000-03-06,-2.7314
2000-03-07,-9.5164
2000-03-08,-7.931
2000-03-09,1.3109
2000-03-10,-11.6451
2000-03-13,2.5105
2000-03-14,-2.449
2000-03-15,12.3431
2000-03-16,9.1248
2000-03-17,-4.0956
2000-03-20,-3.3808
2000-03-21,7.3665
2000-03-22,-4.6312
2000-03-23,2.3381
2000-03-24,-7.2056000000000004
2000-03-27,-7.7652
2000-03-28,3.0801
2000-03-29,2.1912
2000-03-30,1.3645
2000-03-31,1.5385
2000-04-03,4.7348
2000-04-04,2.5316
2000-04-05,0.1764
2000-04-06,-2.6408
2000-04-07,3.0741
2000-04-10,1.0526
2000-04-11,3.6458
2000-04-12,7.3702
2000-04-13,0.936
2000-04-14,-11.2828
2000-04-17,13.2404
2000-04-18,-6.0
2000-04-19,-4.7463
2000-04-20,2.0619
2000-04-24,2.3569
2000-04-25,-1.9737
2000-04-26,-6.0067
2000-04-27,7.8995
2000-04-28,-2.1631
2000-05-01,0.3401
2000-05-02,-1.6949
2000-05-03,-1.7241
2000-05-04,1.4035
2000-05-05,1.2111
2000-05-08,2.0513
2000-05-09,4.3551
2000-05-10,1.6051
2000-05-11,4.1074
2000-05-12,-3.6419
2000-05-15,-0.4724
2000-05-16,-2.8481
2000-05-17,3.0945
2000-05-18,3.1596
2000-05-19,-4.5942
2000-05-22,1.7657
