ticker,SEBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-3.0303
2000-01-07,-6.25
2000-01-18,6.6667
2000-01-20,-6.25
2000-01-21,-6.6667
2000-01-26,0.0
2000-01-27,-14.2857
2000-01-31,0.0
2000-02-01,7.2917
2000-02-02,24.2718
2000-02-07,-9.375
2000-02-17,3.4483
2000-02-23,0.0
2000-03-03,-5.0
2000-03-14,-0.8772
2000-03-22,9.7345
2000-03-23,-1.6129
2000-03-24,0.0
2000-04-06,-8.1967
2000-04-07,0.0
2000-04-11,8.9286
2000-04-13,-8.1967
2000-04-17,0.0
2000-04-25,-3.5714
2000-05-02,-1.8519
2000-05-05,3.7736
2000-05-15,-3.6364
2000-06-07,8.4906
2000-06-09,-6.9565
2000-06-21,0.0
2000-06-22,6.5421
2000-06-29,12.2807
2000-07-14,1.5625
2000-07-21,-1.5385
2000-07-25,-7.4219
2000-08-10,0.0
2000-08-16,1.2658
2000-09-14,-2.5
2000-09-18,5.9829
2000-09-22,-5.6452
2000-09-25,6.4103
2000-09-26,-1.2048
2000-09-27,0.0
2000-09-29,-5.6911000000000005
2000-10-02,4.3103
2000-10-11,-2.4793
2000-10-12,4.661
2000-10-24,0.8097
2000-10-31,-2.8112
2000-11-01,-4.9587
2000-11-06,4.3478
2000-11-08,-5.8333
2000-11-24,0.0
2000-11-27,1.7699
2000-12-05,-1.7391
2000-12-07,2.6549
2000-12-08,0.0
2000-12-11,-2.5862
2000-12-14,-0.885
2000-12-18,0.0
2000-12-20,0.0
2000-12-21,0.0
2000-12-26,0.0
2000-12-28,0.0
2001-01-03,3.5714
2001-01-08,0.0
2001-01-11,-1.7241
2001-01-18,5.2632
2001-01-24,-5.0
2001-01-31,0.0
2001-02-09,5.2632
2001-02-12,0.0
2001-02-15,-5.0
2001-02-22,1.7544
2001-03-13,0.0
2001-03-16,8.6207
2001-03-19,-8.7302
2001-03-20,0.0
2001-04-02,2.6087
2001-04-03,1.6949
2001-04-10,-6.6667
2001-04-11,-3.5714
2001-04-20,11.1111
2001-04-23,-6.6667
2001-04-24,7.1429
2001-04-25,-6.6667
2001-05-04,1.7856999999999998
2001-05-14,15.7895
2001-05-24,-12.1212
2001-05-31,0.0
2001-06-01,3.4483
2001-06-11,6.6667
2001-06-18,-9.5
2001-07-09,0.0
2001-07-10,0.0
2001-07-26,-1.2431
2001-08-03,10.1399
2001-08-22,-3.1746
2001-09-17,-4.918
2001-09-18,3.4483
2001-11-09,-10.0
2001-11-28,-3.2593
