ticker,TMST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-20,-1.9607999999999999
2014-06-23,0.1622
2014-06-24,1.0523
2014-06-25,-0.1335
2014-06-26,1.0963
2014-06-27,0.3703
2014-06-30,1.581
2014-07-01,4.8248999999999995
2014-07-02,3.0685000000000002
2014-07-03,3.2413
2014-07-07,2.3256
2014-07-08,-1.3864
2014-07-09,3.2496
2014-07-10,-0.3795
2014-07-11,-3.8539
2014-07-14,0.0
2014-07-15,1.4449
2014-07-16,0.1608
2014-07-17,-2.0413
2014-07-18,3.2311
2014-07-21,-2.9485
2014-07-22,1.075
2014-07-23,-0.8324
2014-07-24,-2.588
2014-07-25,0.2154
2014-07-28,1.8868
2014-07-29,2.8364000000000003
2014-07-30,-3.7839
2014-07-31,3.0798
2014-08-01,7.1248
2014-08-04,-0.4076
2014-08-05,-2.8651
2014-08-06,4.0807
2014-08-07,-0.3196
2014-08-08,3.0355
2014-08-11,-2.2199
2014-08-12,1.3578999999999999
2014-08-13,1.8212000000000002
2014-08-14,-2.6316
2014-08-15,0.8024
2014-08-18,1.3406
2014-08-19,0.4353
2014-08-20,-2.6832000000000003
2014-08-21,-1.3786
2014-08-22,1.6559
2014-08-25,-0.5923
2014-08-26,1.0641
2014-08-27,-0.737
2014-08-28,1.1243
2014-08-29,0.2308
2014-09-02,1.4022999999999999
2014-09-03,0.6605
2014-09-04,-0.2461
2014-09-05,0.0206
2014-09-08,-1.4386
2014-09-09,0.8132
2014-09-10,3.2885
2014-09-11,-0.9411
2014-09-12,-0.7884
2014-09-15,-0.9984
2014-09-16,0.3087
2014-09-17,2.3595
2014-09-18,-2.4855
2014-09-19,1.48
2014-09-22,-6.0968
2014-09-23,3.365
2014-09-24,2.1703
2014-09-25,-2.165
2014-09-26,-1.2109
2014-09-29,-1.0989
2014-09-30,-0.6624
2014-10-01,-6.0443
2014-10-02,-0.7555
2014-10-03,2.7682
2014-10-06,-0.1122
2014-10-07,-1.0562
2014-10-08,-2.4529
2014-10-09,-6.8917
2014-10-10,-6.1515
2014-10-13,-5.4889
2014-10-14,9.1063
2014-10-15,-1.9638
2014-10-16,-3.0047
2014-10-17,1.6848
2014-10-20,-2.9663
2014-10-21,7.6288
2014-10-22,1.5609
2014-10-23,2.8723
2014-10-24,0.049
2014-10-27,-5.3121
2014-10-28,3.3868
2014-10-29,1.7753999999999999
2014-10-30,0.9828
2014-10-31,-1.2652
2014-11-03,-5.9389
2014-11-04,-4.5062
2014-11-05,3.155
