ticker,GMOL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-26,0.0
2002-08-14,0.0
2002-08-28,-90.0
2004-06-09,19900.0
2004-06-29,-75.0
2004-07-02,400.0
2004-07-14,20.0
2004-07-20,3.3333
2004-07-21,12.9032
2004-07-22,8.5714
2004-07-23,5.2632
2004-07-26,0.0
2004-07-29,7.5
2004-08-03,27.907
2004-08-04,0.0
2004-08-05,13.6364
2004-08-09,8.8
2004-08-11,-8.8235
2004-08-13,4.8387
2004-08-16,0.0
2004-08-17,0.0
2004-08-18,0.0
2004-08-19,0.0
2004-08-20,-7.6923
2004-08-27,16.6667
2004-09-03,-5.7143
2004-09-09,-1.5152
2004-09-13,-7.6923
2004-09-15,-8.3333
2004-09-16,9.0909
2004-09-17,-8.3333
2004-09-21,9.0909
2004-09-23,-8.3333
2004-09-24,-7.2727
2004-09-28,-13.7255
2004-09-30,25.0
2004-10-05,3.6364
2004-10-06,22.807
2004-10-07,0.0
2004-10-08,-1.4285999999999999
2004-10-11,4.3478
2004-10-12,4.1667
2004-10-13,12.0
2004-10-18,-7.1429
2004-10-19,2.5641
2004-10-22,-6.25
2004-10-25,-4.0
2004-10-26,-2.7778
2004-10-28,0.0
2004-11-04,0.0
2004-11-09,7.1429
2004-11-10,2.6667
2004-11-11,-2.5974
2004-11-16,6.6667
2004-11-17,0.0
2004-11-19,-6.25
2004-11-22,-6.6667
2004-11-23,0.0
2004-11-24,10.0
2004-11-30,-9.0909
2004-12-03,0.0
2004-12-08,0.0
2004-12-13,18.5714
2004-12-14,-9.6386
2004-12-16,6.6667
2004-12-17,-6.25
2004-12-20,0.0
2004-12-22,0.0
2004-12-27,13.3333
2004-12-29,-3.5294
2004-12-30,-8.5366
2004-12-31,0.0
2005-01-04,6.6667
2005-01-05,-10.0
2005-01-13,-1.3889
2005-01-14,1.4085
2005-01-21,11.1111
2005-01-24,0.0
2005-01-27,6.25
2005-01-28,11.7647
2005-01-31,0.0
2005-02-01,0.0
2005-02-02,0.0
2005-02-04,5.2632
2005-02-08,10.0
2005-02-09,-4.5455
2005-02-10,19.0476
2005-02-11,-4.0
2005-02-14,0.0
2005-02-15,10.8333
2005-02-16,1.5038
2005-02-17,-3.7037
2005-02-18,0.0
2005-02-22,7.6923
2005-02-23,0.0
2005-02-24,-10.7143
2005-03-01,0.0
2005-03-02,4.0
2005-03-03,7.6923
2005-03-04,-7.1429
2005-03-09,0.0
2005-03-10,0.0
2005-03-14,0.0
2005-03-15,-13.8462
