ticker,HEBT US Equity
2017-05-18,-4.7074
2017-05-19,-0.9613
2017-05-22,5.1496
2017-05-23,1.2821
2017-05-24,1.5190000000000001
2017-05-25,5.7357
2017-05-26,-5.8962
2017-05-30,-1.7544
2017-05-31,-3.0612
2017-06-01,0.0
2017-06-02,-3.1579
2017-06-05,0.5435
2017-06-06,0.0
2017-06-07,-2.4324
2017-06-08,0.277
2017-06-09,-3.5911999999999997
2017-06-12,-2.5788
2017-06-13,2.9412000000000003
2017-06-14,0.8571
2017-06-15,-2.2663
2017-06-16,-4.058
2017-06-19,0.0
2017-06-20,-1.5106000000000002
2017-06-21,0.3067
2017-06-22,-2.4465
2017-06-23,-3.1348
2017-06-26,-9.0615
2017-06-27,3.9146
2017-06-28,-8.9041
2017-06-29,-4.8872
2017-06-30,5.1383
2017-07-03,2.6316
2017-07-05,-1.0989
2017-07-06,-5.9259
2017-07-07,6.2992
2017-07-10,12.963
2017-07-11,-0.6557
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,-4.4323
2017-07-17,0.8392
2017-07-18,0.0
2017-07-19,-0.6815
2017-07-20,-1.6379000000000001
2017-07-21,12.8795
2017-07-24,21.118
2017-07-25,-7.4359
2017-07-26,-8.8643
2017-07-27,3.7933
2017-07-28,-0.4334
2017-07-31,3.8235
2017-08-01,-1.1331
2017-08-02,0.0
2017-08-03,-5.1576
2017-08-04,0.9063
2017-08-07,0.5988
2017-08-08,-1.1458
2017-08-09,-0.0452
2017-08-10,2.4096
2017-08-11,-4.15
2017-08-14,-3.6485
2017-08-15,1.9108
2017-08-16,-0.9375
2017-08-17,0.3155
2017-08-18,1.8868
2017-08-21,2.7778
2017-08-22,-0.9009
2017-08-23,-0.9091
2017-08-24,-0.3058
2017-08-25,-4.2945
2017-08-28,-3.8462
2017-08-29,-1.3333
2017-08-30,0.0
2017-08-31,3.7161999999999997
2017-09-01,3.5831
2017-09-05,-6.6038
2017-09-06,0.6734
2017-09-07,0.3344
2017-09-08,-0.3333
2017-09-11,3.01
2017-09-12,-1.2987
2017-09-13,8.5526
2017-09-14,0.0
2017-09-15,-9.0909
2017-09-18,-3.3333
2017-09-19,3.7931
2017-09-20,1.3289
2017-09-21,-0.6557
2017-09-22,-1.6502
2017-09-25,1.0067
2017-09-26,-0.6645
2017-09-27,0.6689
2017-09-28,-1.3289
2017-09-29,-3.0303
2017-10-02,1.3889
2017-10-03,-1.7123
2017-10-04,1.0453
2017-10-05,1.3793
2017-10-06,-2.4524
2017-10-09,-5.5023
2017-10-10,7.3761
2017-10-11,4.4674
2017-10-12,-4.2763
2017-10-13,5.8419
2017-10-16,12.6623
2017-10-17,-11.5274
2017-10-18,13.355
2017-10-19,2.5862
2017-10-20,-9.2437
2017-10-23,-3.7037
2017-10-24,0.641
2017-10-25,-2.8662
2017-10-26,-2.459
2017-10-27,-2.521
2017-10-30,-3.1034
2017-10-31,4.2705
2017-11-01,1.3652
2017-11-02,2.0202
2017-11-03,5.2805
2017-11-06,4.0752
2017-11-07,-6.9277
2017-11-08,1.6181
2017-11-09,-2.5478
2017-11-10,0.9804
2017-11-13,2.2654
2017-11-14,0.9494
2017-11-15,-0.9404
2017-11-16,2.5316
2017-11-17,-2.7778
2017-11-20,-1.5873
2017-11-21,1.9355
2017-11-22,0.3133
2017-11-24,-0.3123
2017-11-27,3.1646
2017-11-28,-0.9202
2017-11-29,-0.6192
2017-11-30,-2.1807
2017-12-01,-2.8662
2017-12-04,0.6557
2017-12-05,-1.9544000000000001
2017-12-06,-0.6645
2017-12-07,1.6722000000000001
2017-12-08,-2.9605
2017-12-11,-3.7288
2017-12-12,-3.169
2017-12-13,0.3636
2017-12-14,0.3623
2017-12-15,2.5271
2017-12-18,2.1127
2017-12-19,-1.7241
2017-12-20,-2.4561
2017-12-21,-2.1583
2017-12-22,3.6765
2017-12-26,3.1915
2017-12-27,-3.0928
2017-12-28,-3.5461
2017-12-29,-3.3088
2018-01-02,-9.1255
2018-01-03,1.1423
2018-01-04,1.3527
2018-01-05,0.4082
2018-01-08,-3.6585
2018-01-09,0.4979
2018-01-10,-3.4344
2018-01-11,3.7304
2018-01-12,-5.2729
2018-01-16,-1.7699
2018-01-17,2.8559
2018-01-18,-4.0904
2018-01-19,-5.0228
2018-01-22,-2.4038
2018-01-23,-2.4631
2018-01-24,0.7576
2018-01-25,5.2632
2018-01-26,7.619
2018-01-29,-0.885
2018-01-30,-4.0179
2018-01-31,-3.7209
2018-02-01,-1.4493
2018-02-02,-5.3922
2018-02-05,-4.1451
2018-02-06,-2.7027
2018-02-07,4.4444
2018-02-08,4.2553
2018-02-09,1.0204
2018-02-12,-9.0909
2018-02-13,2.7778
2018-02-14,7.027
2018-02-15,-8.5859
2018-02-16,2.7624
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,2.1505
2018-02-23,0.0
2018-02-26,-0.5263
2018-02-27,-0.5291
2018-02-28,-1.0638
2018-03-01,-1.0753
2018-03-02,-4.8315
2018-03-05,5.0768
2018-03-06,6.5217
2018-03-07,-3.0612
2018-03-08,-2.1053
2018-03-09,-2.6882
2018-03-12,2.2099
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.5405
2018-03-16,0.0
2018-03-19,1.6129
2018-03-20,-4.2328
2018-03-21,1.105
2018-03-22,-3.8251
2018-03-23,0.5682
2018-03-26,-0.565
2018-03-27,0.0
2018-03-28,-17.6136
2018-03-29,20.6897
2018-04-02,8.0
2018-04-03,-5.8201
2018-04-04,11.236
2018-04-05,4.5455
2018-04-06,-0.4831
2018-04-09,-7.767
2018-04-10,1.0526
2018-04-11,-3.6458
2018-04-12,-2.7027
2018-04-13,-2.7778
2018-04-16,3.4286
2018-04-17,3.3149
2018-04-18,-6.4171
2018-04-19,-2.7943
2018-04-20,0.5232
2018-04-23,-1.1696
2018-04-24,-1.7751000000000001
2018-04-25,-2.4096
2018-04-26,0.0
2018-04-27,8.2469
2018-04-30,-5.9078
2018-05-01,4.8182
2018-05-02,-7.4877
2018-05-03,4.7187
2018-05-04,-2.7156000000000002
2018-05-08,3.0675
2018-05-09,-0.5952
2018-05-10,0.1078
2018-05-11,-0.7058
2018-05-15,1.8072
2018-05-16,-1.1834
2018-05-17,-1.1976
2018-05-21,-1.8182
2018-05-22,0.0
2018-05-23,0.6173
2018-05-24,-3.4847
2018-05-25,2.9748
2018-05-29,0.6173
2018-05-30,-3.681
2018-05-31,0.0
2018-06-01,0.6369
2018-06-04,-5.0633
2018-06-05,7.2
2018-06-06,3.8557
2018-06-07,-7.1257
2018-06-08,5.0935
2018-06-11,19.6319
2018-06-12,10.7692
2018-06-13,8.3333
2018-06-14,-1.7094
2018-06-15,-10.4348
2018-06-18,15.0485
2018-06-19,-7.173
2018-06-20,-5.0
2018-06-21,2.0431
2018-06-22,-0.5955
2018-06-25,-8.4434
2018-06-26,7.1613
2018-06-27,-4.0865
2018-06-28,-5.7644
2018-06-29,5.3191
2018-07-02,1.5152
2018-07-03,-1.99
2018-07-05,0.5076
2018-07-06,-3.5354
2018-07-09,-7.8534
2018-07-10,2.2727
2018-07-11,1.6667
2018-07-12,2.7321999999999997
2018-07-13,4.2553
2018-07-16,-6.1224
2018-07-17,0.0
2018-07-18,-3.8043
2018-07-19,-5.6497
2018-07-20,4.1916
2018-07-23,-1.1494
2018-07-24,6.9767
2018-07-25,-4.9076
2018-07-26,-2.8405
2018-07-27,0.0
2018-07-30,4.7059
2018-07-31,-3.3708
2018-08-01,0.0
2018-08-02,-0.0233
2018-08-03,-4.0475
2018-08-06,0.2606
2018-08-07,0.405
2018-08-08,-4.2745
2018-08-09,-4.4025
2018-08-10,-0.6645
2018-08-13,5.305
2018-08-14,0.0
2018-08-15,-8.805
2018-08-17,-3.4483
2018-08-20,-4.9929
2018-08-21,4.5034
2018-08-22,0.0
2018-08-23,0.7194
2018-08-24,5.7214
2018-08-27,6.7495
2018-08-28,-5.0633
2018-08-29,-0.6667
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,-4.0268
2018-09-05,10.4895
2018-09-06,-8.8608
2018-09-07,0.0
2018-09-10,-2.7778
2018-09-11,0.0
2018-09-12,-2.1357
2018-09-13,3.6421
2018-09-14,-3.5211
2018-09-17,-1.4599
2018-09-18,0.3778
2018-09-19,-1.1143
2018-09-20,11.194
2018-09-21,4.698
2018-09-24,-5.1282
2018-09-25,1.3514
2018-09-26,-2.0
2018-09-27,-4.7551
2018-09-28,-3.5783
2018-10-01,-1.4815
2018-10-04,1.5038
2018-10-08,-6.9407
2018-10-09,3.4785
2018-10-10,10.0
2018-10-11,-11.8881
2018-10-17,-0.7937
2018-10-18,0.4
2018-10-19,9.2908
2018-10-22,-5.2202
2018-10-23,5.3846
2018-10-24,-10.219
2018-10-25,3.252
2018-10-26,3.4567
2018-10-29,-0.2359
2018-10-30,-4.6384
2018-10-31,-4.216
2018-11-01,1.8959000000000001
2018-11-02,6.0984
2018-11-05,-7.293
2018-11-06,-1.6667
2018-11-07,-3.3898
2018-11-12,0.8772
2018-11-14,0.0
2018-11-15,6.087
2018-11-19,0.0
2018-11-20,4.4672
2018-11-23,-7.4147
2018-11-26,-1.6949
2018-11-27,-1.9224
2018-11-28,-1.5558
2018-11-29,-12.9464
2018-11-30,-2.5641
2018-12-03,-7.8842
2018-12-04,0.5257
2018-12-06,7.9914
2018-12-07,-12.6
2018-12-10,-22.9796
2018-12-11,-6.1611
2018-12-12,14.9808
2018-12-13,-11.4493
2018-12-14,14.5663
2018-12-17,3.8857
2018-12-18,0.385
2018-12-19,-13.2877
2018-12-20,14.6919
2018-12-21,-18.0579
2018-12-24,37.8383
2018-12-26,1.1707
2018-12-27,1.2416
2018-12-28,-10.7037
2018-12-31,12.9733
2019-01-02,0.3069
2019-01-03,3.6593
2019-01-04,-4.4268
2019-01-07,12.8266
2019-01-08,2.1053
2019-01-09,-13.1443
2019-01-10,18.6944
2019-01-11,-4.1
2019-01-14,-6.7153
2019-01-15,5.4997
2019-01-16,2.1297
2019-01-17,-1.4421
2019-01-18,-6.3158
2019-01-22,0.5056
2019-01-23,8.4405
2019-01-24,1.0309
2019-01-28,-3.0612
2019-01-29,3.1579
2019-01-31,-9.1837
2019-02-01,7.9888
2019-02-06,0.0
2019-02-08,-3.9954
2019-02-11,-6.7953
2019-02-12,-2.3256
2019-02-13,0.5108
2019-02-14,-1.6926999999999999
2019-02-15,0.0
2019-02-19,-0.4578
2019-02-20,-0.7504
2019-02-21,3.5854
2019-02-22,0.0824
2019-02-25,2.7409
2019-02-26,4.1905
2019-02-27,-10.956
2019-02-28,8.6018
2019-03-01,-10.1932
2019-03-04,1.2274
2019-03-05,25.0
2019-03-06,-15.0
2019-03-07,3.5294
2019-03-08,-6.8182
2019-03-11,-0.9634
2019-03-12,6.6371
2019-03-13,-6.4665
2019-03-14,0.0
2019-03-15,-0.6049
2019-03-18,0.3354
2019-03-19,3.9985
2019-03-20,13.915
2019-03-21,2.4451
2019-03-22,-6.7421
2019-03-25,-0.4812
2019-03-26,-0.5495
2019-03-27,11.062
2019-03-28,-8.8557
2019-03-29,3.7118
2019-04-01,1.4842
2019-04-02,-0.4253
2019-04-03,-1.0
2019-04-04,-0.9891
2019-04-05,6.2699
2019-04-08,-7.2
2019-04-09,0.2047
2019-04-10,0.0108
2019-04-11,4.3011
2019-04-12,-6.0825
2019-04-15,-1.2075
2019-04-16,-0.7778
2019-04-23,-10.4143
2019-04-24,8.1375
2019-04-25,-1.7455
2019-04-26,0.0
2019-04-29,13.9176
2019-04-30,-0.4957
2019-05-02,-0.3633
2019-05-03,-9.375
2019-05-07,-8.7931
2019-05-08,-5.482
2019-05-09,18.6667
2019-05-10,-1.1236
2019-05-13,-9.5455
2019-05-14,-4.5226
2019-05-15,18.4211
2019-05-16,-1.1111
2019-05-17,-2.3596
2019-05-20,-3.3257
2019-05-21,-0.0119
2019-05-22,0.0119
2019-05-23,4.2495
2019-05-24,-4.0877
2019-05-28,0.0
2019-05-29,4.7619
2019-05-30,-6.8182
2019-05-31,-1.9512
2019-06-03,-0.4851
2019-06-04,8.9239
2019-06-05,-2.467
2019-06-06,-2.3529
2019-06-07,-1.1566
2019-06-10,1.6821000000000002
2019-06-11,27.0678
2019-06-12,-5.7736
2019-06-13,-7.7893
2019-06-14,14.0065
2019-06-17,7.1429
2019-06-18,-9.3333
2019-06-19,32.3529
2019-06-20,22.3926
2019-06-21,-3.1653000000000002
2019-06-24,-9.375
2019-06-25,2.069
2019-06-26,-4.7297
2019-06-27,6.383
2019-06-28,13.3333
2019-07-01,-2.9412000000000003
2019-07-02,-1.8182
2019-07-03,5.5556
2019-07-05,-4.6784
2019-07-08,0.0
2019-07-09,-3.681
2019-07-10,0.6369
2019-07-11,14.5633
2019-07-12,-20.4464
2019-07-15,8.3333
2019-07-16,2.8846
2019-07-17,0.9346
2019-07-18,28.3951
2019-07-19,-12.9808
2019-07-22,9.3923
2019-07-23,1.5152
2019-07-24,6.4677
2019-07-25,-4.2056000000000004
2019-07-26,-5.6098
2019-07-29,10.5943
2019-07-30,4.6729
2019-07-31,-7.5804
2019-08-01,-0.9758
2019-08-02,0.9756
2019-08-05,-0.9662
2019-08-06,1.9512
2019-08-07,3.3493
2019-08-08,0.0
2019-08-09,3.7037
2019-08-12,-3.5714
2019-08-13,0.0
2019-08-14,-0.9259
2019-08-15,-7.4766
2019-08-16,4.0404
2019-08-19,5.3398
2019-08-20,11.9816
2019-08-21,3.2922000000000002
2019-08-22,14.342600000000001
2019-08-23,4.1812
2019-08-26,-1.3378
2019-08-27,1.3559
2019-08-28,6.3545
2019-08-29,-5.9748
2019-08-30,6.3545
2019-09-03,11.6352
2019-09-04,10.4225
2019-09-05,9.6939
2019-09-06,0.2326
2019-09-09,2.0882
2019-09-10,-3.6477
2019-09-11,-3.0546
2019-09-12,-0.7299
2019-09-13,2.6961
2019-09-16,5.4893
2019-09-17,-1.3575
2019-09-18,14.9083
2019-09-19,-6.7864
2019-09-20,2.5696
2019-09-23,-7.3069
2019-09-24,-2.2523
2019-09-25,-1.6129
2019-09-26,4.918
2019-09-27,-4.0179
2019-09-30,4.6512
2019-10-01,0.4444
2019-10-02,1.1062
2019-10-03,0.8753
2019-10-04,-1.9523000000000001
2019-10-07,1.3274
2019-10-08,-5.0218
2019-10-09,-3.908
2019-10-10,-0.7177
2019-10-11,1.9277
2019-10-14,1.6548
2019-10-15,2.5581
2019-10-16,1.3605
2019-10-17,-0.2237
2019-10-18,-3.8117
2019-10-21,0.9324
2019-10-22,-1.8476
2019-10-23,0.2353
2019-10-24,1.8779
2019-10-25,-0.4608
2019-10-28,-0.9259
2019-10-29,-1.1682
2019-10-30,0.4728
2019-10-31,-1.6471
2019-11-01,-0.2392
2019-11-04,0.9592
2019-11-05,0.2375
2019-11-06,7.8199
2019-11-07,-1.5385
2019-11-08,-4.0179
2019-11-11,1.6279
2019-11-12,0.6865
2019-11-13,-5.6818
2019-11-14,-1.4458
2019-11-15,0.489
2019-11-18,0.7299
2019-11-19,1.4493
2019-11-20,2.3810000000000002
2019-11-21,2.3256
2019-11-22,0.6818
2019-11-25,1.1287
2019-11-26,1.3393
2019-11-27,1.1013
2019-11-29,0.8715
2019-12-02,16.8467
2019-12-03,3.512
2019-12-04,12.1429
2019-12-05,-1.4331
2019-12-06,0.3231
2019-12-09,33.1723
2019-12-10,-5.925
2019-12-11,10.5398
2019-12-12,-8.2558
2019-12-13,-10.0127
2019-12-16,4.2254
2019-12-17,-4.0541
2019-12-18,-20.7042
2019-12-19,-2.4867
2019-12-20,-3.4608
2019-12-23,0.0
2019-12-24,3.7736
2019-12-26,-0.9091
2019-12-27,0.9174
2019-12-30,0.0
2019-12-31,5.4545
2020-01-02,5.6897
2020-01-03,-0.4894
2020-01-06,-1.6393
2020-01-07,0.0
2020-01-08,0.1667
2020-01-09,3.827
2020-01-10,3.8462
2020-01-13,7.2531
2020-01-14,8.6331
2020-01-15,-5.8278
2020-01-16,7.7356
2020-01-17,2.6109999999999998
2020-01-21,0.3817
2020-01-22,-2.4081
2020-01-23,-2.4675000000000002
2020-01-24,-1.5979
2020-01-27,2.8417
2020-01-28,-11.4474
2020-01-29,-9.3611
2020-01-30,-0.9836
2020-01-31,-3.3113
2020-02-03,2.7397
2020-02-04,-0.3333
2020-02-05,5.3512
2020-02-06,-0.1587
2020-02-07,-0.7949
2020-02-10,-2.8846
2020-02-11,-0.9901
2020-02-12,3.8333
2020-02-13,-0.4815
2020-02-14,1.6129
2020-02-18,0.0
2020-02-19,1.9048
2020-02-20,11.5265
2020-02-21,-7.1229
2020-02-24,2.406
2020-02-25,-5.1395
2020-02-26,8.0495
2020-02-27,2.8381
2020-02-28,1.6982
2020-03-02,8.7671
2020-03-03,13.3501
2020-03-04,-11.1111
2020-03-05,1.625
2020-03-06,1.476
2020-03-09,-3.0315
2020-03-10,-9.9364
2020-03-11,-7.2866
2020-03-12,-1.3473
2020-03-13,5.3111
2020-03-16,-8.9337
2020-03-17,3.3228
2020-03-18,-3.0628
2020-03-19,-4.1074
2020-03-20,0.9885
2020-03-23,4.4046
2020-03-24,6.25
2020-03-25,4.5588
2020-03-26,0.8439
2020-03-27,1.2551999999999999
2020-03-30,2.2039
2020-03-31,2.4259
2020-04-01,6.7105
2020-04-02,-4.1924
2020-04-03,0.9009
2020-04-06,-5.7398
2020-04-07,3.6536
2020-04-08,-0.1305
2020-04-09,2.6144
2020-04-13,1.2739
2020-04-14,8.0503
2020-04-15,-13.0384
2020-04-16,5.087
2020-04-17,17.1975
2020-04-20,-1.1957
2020-04-21,-6.0506
2020-04-22,3.9813
2020-04-23,-9.3468
2020-04-24,1.2422
2020-04-27,3.0675
2020-04-28,7.7976
2020-04-29,4.5831
2020-04-30,2.6399
2020-05-01,-4.2181
2020-05-04,6.2299
2020-05-05,6.6734
2020-05-06,7.8673
2020-05-07,8.8752
2020-05-08,6.0533
2020-05-11,-14.9163
2020-05-12,6.4401
2020-05-13,-5.1261
2020-05-14,7.0859
2020-05-15,1.9024
2020-05-18,0.2435
2020-05-19,2.3482
2020-05-20,2.8481
2020-05-21,5.3846
2020-05-22,18.8321
2020-05-26,7.5553
2020-05-27,4.0548
2020-05-28,2.6345
2020-05-29,6.6845
2020-06-01,16.9424
2020-06-02,-3.3433
2020-06-03,-36.6297
2020-06-04,-17.5647
2020-06-05,16.0441
2020-06-08,10.534
2020-06-09,-0.1324
2020-06-10,-0.5964
2020-06-11,-2.4667
2020-06-12,2.529
2020-06-15,1.6
2020-06-16,-1.0499
2020-06-17,1.7241
2020-06-18,4.1068999999999996
2020-06-19,2.3168
2020-06-22,-14.5043
2020-06-23,9.3772
2020-06-24,4.4503
2020-06-25,2.0677
2020-06-26,0.6139
2020-06-29,-0.6101
2020-06-30,0.9822
2020-07-01,-0.304
2020-07-02,-2.561
2020-07-06,-6.1327
2020-07-07,4.9333
2020-07-08,0.4447
2020-07-09,-0.1265
2020-07-10,0.8866
2020-07-13,-5.838
2020-07-14,1.6
2020-07-15,4.3963
2020-07-16,-0.8799
2020-07-17,0.0634
2020-07-20,-3.9290000000000003
2020-07-21,0.5937
2020-07-22,-2.1639
2020-07-23,-2.748
2020-07-24,1.1027
2020-07-27,3.1357
2020-07-28,0.8592
2020-07-29,1.7692999999999999
2020-07-30,-1.159
2020-07-31,12.7036
