ticker,ELRA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-17,-95.0
2008-03-26,2400.0
2008-04-17,104.0
2008-04-18,184.3137
2008-04-21,37.931
2008-04-25,-47.5
2008-04-28,-3.8095
2008-06-23,-15.8416
2008-07-25,11.7647
2008-08-20,31.5789
2008-08-26,20.0
2008-08-28,-20.0
2008-09-10,-8.3333
2008-09-17,-29.0909
2008-09-19,1.2821
2008-09-22,-21.519
2008-09-26,4.8387
2008-09-29,55.3846
2008-09-30,26.7327
2008-10-01,-9.375
2008-10-02,-5.1724
2008-10-03,10.9091
2008-10-06,-10.6557
2008-10-07,-17.4312
2008-10-08,-18.8889
2008-10-09,2.7397
2008-10-10,13.3333
2008-10-13,-10.5882
2008-10-14,30.2632
2008-10-15,25.2525
2008-10-16,-16.9355
2008-10-17,-0.9709
2008-10-20,-19.6078
2008-10-21,7.3171
2008-10-22,-3.4091
2008-10-23,7.0588
2008-10-24,-6.5934
2008-10-27,-18.8235
2008-10-28,-13.0435
2008-10-29,-11.6667
2008-10-30,7.5472
2008-10-31,5.2632
2008-11-03,-8.3333
2008-11-04,-23.6364
2008-11-05,-16.6667
2008-11-06,5.7143
2008-11-07,10.8108
2008-11-10,-2.439
2008-11-11,-20.0
2008-11-12,18.75
2008-11-13,31.5789
2008-11-14,-2.0
2008-11-17,-2.0408
2008-11-18,-6.25
2008-11-19,-26.6667
2008-11-20,18.1818
2008-11-21,-10.2564
2008-11-24,0.0
2008-11-25,0.0
2008-11-26,-20.0
2008-11-28,21.4286
2008-12-01,2.9412000000000003
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-09,-31.4286
2008-12-10,8.3333
2008-12-11,-0.7692
2008-12-12,-3.1008
2008-12-15,4.0
2008-12-16,0.0
2008-12-17,-3.8462
2008-12-18,0.0
2008-12-19,0.0
2008-12-22,0.0
2008-12-23,-0.45
2008-12-24,0.0
2008-12-26,0.452
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-02,28.0
2009-01-05,9.375
2009-01-06,5.7143
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,-5.4054
2009-01-12,-8.5714
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,-6.25
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,-1.6667
2009-01-22,0.0
2009-01-23,-1.6949
2009-01-26,-6.8966
2009-01-27,0.0
2009-01-28,-7.4074
2009-01-29,-8.0
